lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.227558,0.603774,3,[X2 >= 1.650000 OR X3 >= 1.250000 OR X9 < 0.895000],{'0.0': {'precision': 0.45145631067961167; 'recall': 0.6940298507462687; 'f1-score': 0.5470588235294118; 'support': 134}; '1.0': {'precision': 0.8435114503816794; 'recall': 0.6616766467065869; 'f1-score': 0.7416107382550337; 'support': 334}; 'accuracy': 0.6709401709401709; 'macro avg': {'precision': 0.6474838805306455; 'recall': 0.6778532487264277; 'f1-score': 0.6443347808922227; 'support': 468}; 'weighted avg': {'precision': 0.7312563462789505; 'recall': 0.6709401709401709; 'f1-score': 0.6859057028421419; 'support': 468}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.6666666666666666; 'f1-score': 0.4878048780487804; 'support': 15}; '1.0': {'precision': 0.8148148148148148; 'recall': 0.5789473684210527; 'f1-score': 0.6769230769230768; 'support': 38}; 'accuracy': 0.6037735849056604; 'macro avg': {'precision': 0.5997150997150997; 'recall': 0.6228070175438596; 'f1-score': 0.5823639774859286; 'support': 53}; 'weighted avg': {'precision': 0.6930602590979948; 'recall': 0.6037735849056604; 'f1-score': 0.6233990583737476; 'support': 53}}
10,2,CNF,4,469,52,3,[156; 157],14,0.508727,0.653846,7,[(NOT X1) OR X2 >= 1.650000 OR X5 >= 61.500000 OR X9 < 0.895000] AND [X1 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.45806451612903226; 'recall': 0.5298507462686567; 'f1-score': 0.49134948096885805; 'support': 134}; '1.0': {'precision': 0.7993630573248408; 'recall': 0.7492537313432835; 'f1-score': 0.7734976887519261; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.6287137867269366; 'recall': 0.6395522388059701; 'f1-score': 0.6324235848603921; 'support': 469}; 'weighted avg': {'precision': 0.7018491884117526; 'recall': 0.6865671641791045; 'f1-score': 0.6928839150996209; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.6; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8064516129032258; 'recall': 0.6756756756756757; 'f1-score': 0.7352941176470588; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6175115207373272; 'recall': 0.6378378378378378; 'f1-score': 0.6176470588235294; 'support': 52}; 'weighted avg': {'precision': 0.6974477135767458; 'recall': 0.6538461538461539; 'f1-score': 0.667420814479638; 'support': 52}}
10,2,CNF,5,469,52,3,[156; 157],14,0.568659,0.730769,8,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X3 < 1.250000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.5; 'recall': 0.5597014925373134; 'f1-score': 0.528169014084507; 'support': 134}; '1.0': {'precision': 0.8150470219435737; 'recall': 0.7761194029850746; 'f1-score': 0.7951070336391438; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.6575235109717869; 'recall': 0.667910447761194; 'f1-score': 0.6616380238618254; 'support': 469}; 'weighted avg': {'precision': 0.7250335871025526; 'recall': 0.7142857142857143; 'f1-score': 0.7188390280521048; 'support': 469}},{'0.0': {'precision': 0.5454545454545454; 'recall': 0.4; 'f1-score': 0.4615384615384615; 'support': 15}; '1.0': {'precision': 0.7804878048780488; 'recall': 0.8648648648648649; 'f1-score': 0.8205128205128206; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6629711751662971; 'recall': 0.6324324324324324; 'f1-score': 0.6410256410256411; 'support': 52}; 'weighted avg': {'precision': 0.7126897492751152; 'recall': 0.7307692307692307; 'f1-score': 0.7169625246548323; 'support': 52}}
10,2,CNF,6,469,52,3,[156; 157],14,0.553461,0.673077,10,[X4 >= 211.500000 OR X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.45; 'recall': 0.13432835820895522; 'f1-score': 0.20689655172413793; 'support': 134}; '1.0': {'precision': 0.7296037296037297; 'recall': 0.9343283582089552; 'f1-score': 0.819371727748691; 'support': 335}; 'accuracy': 0.7057569296375267; 'macro avg': {'precision': 0.5898018648018648; 'recall': 0.5343283582089552; 'f1-score': 0.5131341397364145; 'support': 469}; 'weighted avg': {'precision': 0.6497169497169497; 'recall': 0.7057569296375267; 'f1-score': 0.6443788203131045; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.06666666666666667; 'f1-score': 0.10526315789473685; 'support': 15}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.918918918918919; 'f1-score': 0.8000000000000002; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.4791666666666667; 'recall': 0.4927927927927928; 'f1-score': 0.4526315789473685; 'support': 52}; 'weighted avg': {'precision': 0.5761217948717949; 'recall': 0.6730769230769231; 'f1-score': 0.599595141700405; 'support': 52}}
10,2,CNF,7,469,52,3,[156; 157],14,1.046195,0.653846,8,[X5 >= 61.500000 OR X6 < 59.500000 OR X9 < 0.895000] AND [X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 < 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.47058823529411764; 'recall': 0.11940298507462686; 'f1-score': 0.19047619047619047; 'support': 134}; '1.0': {'precision': 0.728735632183908; 'recall': 0.9462686567164179; 'f1-score': 0.8233766233766234; 'support': 335}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.5996619337390128; 'recall': 0.5328358208955224; 'f1-score': 0.506926406926407; 'support': 469}; 'weighted avg': {'precision': 0.6549792330725394; 'recall': 0.7100213219616205; 'f1-score': 0.642547928262214; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6938775510204082; 'recall': 0.918918918918919; 'f1-score': 0.7906976744186046; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.3469387755102041; 'recall': 0.4594594594594595; 'f1-score': 0.3953488372093023; 'support': 52}; 'weighted avg': {'precision': 0.4937205651491366; 'recall': 0.6538461538461539; 'f1-score': 0.5626118067978533; 'support': 52}}
10,2,CNF,8,469,52,3,[156; 157],14,1.251140,0.634615,10,[(NOT X1) OR X2 >= 1.650000 OR X4 >= 211.500000 OR X6 >= 59.500000] AND [X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 < 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5118110236220472; 'recall': 0.48507462686567165; 'f1-score': 0.49808429118773945; 'support': 134}; '1.0': {'precision': 0.7982456140350878; 'recall': 0.8149253731343283; 'f1-score': 0.8064992614475627; 'support': 335}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6550283188285675; 'recall': 0.65; 'f1-score': 0.652291776317651; 'support': 469}; 'weighted avg': {'precision': 0.7164071596313619; 'recall': 0.720682302771855; 'f1-score': 0.7183806985161846; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7567567567567568; 'f1-score': 0.7466666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5469924812030075; 'recall': 0.545045045045045; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6273134759976865; 'recall': 0.6346153846153846; 'f1-score': 0.6307515473032714; 'support': 52}}
10,2,CNF,9,469,52,3,[156; 157],14,0.596617,0.711538,12,[X1 OR X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X5 >= 61.500000 OR X6 >= 59.500000 OR X9 < 0.895000] AND [X1 OR X3 >= 1.250000 OR X4 < 211.500000 OR X6 >= 59.500000 OR X9 >= 0.895000],{'0.0': {'precision': 0.5416666666666666; 'recall': 0.19402985074626866; 'f1-score': 0.2857142857142857; 'support': 134}; '1.0': {'precision': 0.7434679334916865; 'recall': 0.9343283582089552; 'f1-score': 0.828042328042328; 'support': 335}; 'accuracy': 0.7228144989339019; 'macro avg': {'precision': 0.6425673000791765; 'recall': 0.5641791044776119; 'f1-score': 0.5568783068783069; 'support': 469}; 'weighted avg': {'precision': 0.685810428684538; 'recall': 0.7228144989339019; 'f1-score': 0.6730914588057445; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.4; 'f1-score': 0.4444444444444445; 'support': 15}; '1.0': {'precision': 0.775; 'recall': 0.8378378378378378; 'f1-score': 0.8051948051948051; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6375; 'recall': 0.6189189189189189; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.6956730769230769; 'recall': 0.7115384615384616; 'f1-score': 0.7011322011322011; 'support': 52}}
10,2,DNF,0,468,53,58,[8; 9],14,1.996513,0.509434,5,[X9 < 0.895000] OR [X2 < 1.650000 AND X4 < 211.500000 AND X6 >= 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.36015325670498083; 'recall': 0.7014925373134329; 'f1-score': 0.4759493670886076; 'support': 134}; '1.0': {'precision': 0.8067632850241546; 'recall': 0.5; 'f1-score': 0.6173752310536045; 'support': 334}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5834582708645677; 'recall': 0.6007462686567164; 'f1-score': 0.5466622990711061; 'support': 468}; 'weighted avg': {'precision': 0.6788877640951604; 'recall': 0.5576923076923077; 'f1-score': 0.5768815007730285; 'support': 468}},{'0.0': {'precision': 0.34285714285714286; 'recall': 0.8; 'f1-score': 0.48000000000000004; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.39473684210526316; 'f1-score': 0.5357142857142857; 'support': 38}; 'accuracy': 0.5094339622641509; 'macro avg': {'precision': 0.5880952380952381; 'recall': 0.5973684210526315; 'f1-score': 0.5078571428571429; 'support': 53}; 'weighted avg': {'precision': 0.6945193171608266; 'recall': 0.5094339622641509; 'f1-score': 0.5199460916442048; 'support': 53}}
10,2,DNF,1,469,52,58,[8; 9],14,1.758896,0.576923,5,[X4 >= 211.500000] OR [(NOT X1) AND X1 AND X2 >= 1.650000 AND X3 < 1.250000],{'0.0': {'precision': 0.41935483870967744; 'recall': 0.7703703703703704; 'f1-score': 0.5430809399477806; 'support': 135}; '1.0': {'precision': 0.8597285067873304; 'recall': 0.5688622754491018; 'f1-score': 0.6846846846846847; 'support': 334}; 'accuracy': 0.6268656716417911; 'macro avg': {'precision': 0.6395416727485039; 'recall': 0.669616322909736; 'f1-score': 0.6138828123162327; 'support': 469}; 'weighted avg': {'precision': 0.7329684957202022; 'recall': 0.6268656716417911; 'f1-score': 0.6439245449416526; 'support': 469}},{'0.0': {'precision': 0.34615384615384615; 'recall': 0.6428571428571429; 'f1-score': 0.45; 'support': 14}; '1.0': {'precision': 0.8076923076923077; 'recall': 0.5526315789473685; 'f1-score': 0.6562500000000001; 'support': 38}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5769230769230769; 'recall': 0.5977443609022557; 'f1-score': 0.5531250000000001; 'support': 52}; 'weighted avg': {'precision': 0.6834319526627219; 'recall': 0.576923076923077; 'f1-score': 0.6007211538461539; 'support': 52}}
10,2,DNF,2,469,52,58,[8; 9],14,1.807680,0.557692,4,[X4 >= 211.500000 AND X5 < 61.500000] OR [X3 >= 1.250000 AND X5 >= 61.500000],{'0.0': {'precision': 0.3781818181818182; 'recall': 0.7761194029850746; 'f1-score': 0.508557457212714; 'support': 134}; '1.0': {'precision': 0.845360824742268; 'recall': 0.48955223880597015; 'f1-score': 0.6200378071833648; 'support': 335}; 'accuracy': 0.5714285714285714; 'macro avg': {'precision': 0.611771321462043; 'recall': 0.6328358208955224; 'f1-score': 0.5642976321980393; 'support': 469}; 'weighted avg': {'precision': 0.7118811085821396; 'recall': 0.5714285714285714; 'f1-score': 0.5881862786203216; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.8; 'f1-score': 0.5106382978723405; 'support': 15}; '1.0': {'precision': 0.85; 'recall': 0.4594594594594595; 'f1-score': 0.5964912280701754; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.6125; 'recall': 0.6297297297297297; 'f1-score': 0.5535647629712579; 'support': 52}; 'weighted avg': {'precision': 0.7129807692307693; 'recall': 0.5576923076923077; 'f1-score': 0.5717259597438769; 'support': 52}}
10,2,DNF,3,469,52,58,[8; 9],14,1.604308,0.750000,2,[X6 < 59.500000] OR [X3 >= 1.250000],{'0.0': {'precision': 0.13157894736842105; 'recall': 0.07462686567164178; 'f1-score': 0.09523809523809522; 'support': 134}; '1.0': {'precision': 0.6844783715012722; 'recall': 0.8029850746268656; 'f1-score': 0.7390109890109889; 'support': 335}; 'accuracy': 0.5948827292110874; 'macro avg': {'precision': 0.4080286594348466; 'recall': 0.4388059701492537; 'f1-score': 0.4171245421245421; 'support': 469}; 'weighted avg': {'precision': 0.5265071074633147; 'recall': 0.5948827292110874; 'f1-score': 0.5550758765044479; 'support': 469}},{'0.0': {'precision': 0.75; 'recall': 0.2; 'f1-score': 0.31578947368421056; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.972972972972973; 'f1-score': 0.8470588235294119; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.75; 'recall': 0.5864864864864865; 'f1-score': 0.5814241486068112; 'support': 52}; 'weighted avg': {'precision': 0.75; 'recall': 0.75; 'f1-score': 0.6938080495356037; 'support': 52}}
10,2,DNF,4,469,52,58,[8; 9],14,1.544970,0.634615,2,[X6 >= 59.500000] OR [X1],{'0.0': {'precision': 0.45121951219512196; 'recall': 0.27611940298507465; 'f1-score': 0.3425925925925926; 'support': 134}; '1.0': {'precision': 0.7493540051679587; 'recall': 0.8656716417910447; 'f1-score': 0.8033240997229917; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6002867586815404; 'recall': 0.5708955223880596; 'f1-score': 0.5729583461577922; 'support': 469}; 'weighted avg': {'precision': 0.6641727214614339; 'recall': 0.697228144989339; 'f1-score': 0.6716865262571634; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.26666666666666666; 'f1-score': 0.2962962962962963; 'support': 15}; '1.0': {'precision': 0.725; 'recall': 0.7837837837837838; 'f1-score': 0.7532467532467533; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5291666666666667; 'recall': 0.5252252252252252; 'f1-score': 0.5247715247715248; 'support': 52}; 'weighted avg': {'precision': 0.6120192307692307; 'recall': 0.6346153846153846; 'f1-score': 0.6214341214341215; 'support': 52}}
10,2,DNF,5,469,52,58,[8; 9],14,1.605109,0.557692,4,[X5 >= 61.500000] OR [X3 < 1.250000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.2619047619047619; 'recall': 0.3283582089552239; 'f1-score': 0.2913907284768212; 'support': 134}; '1.0': {'precision': 0.7009966777408638; 'recall': 0.6298507462686567; 'f1-score': 0.6635220125786164; 'support': 335}; 'accuracy': 0.5437100213219617; 'macro avg': {'precision': 0.48145071982281284; 'recall': 0.4791044776119403; 'f1-score': 0.47745637052771883; 'support': 469}; 'weighted avg': {'precision': 0.5755418446448347; 'recall': 0.5437100213219616; 'f1-score': 0.5571987885495321; 'support': 469}},{'0.0': {'precision': 0.21428571428571427; 'recall': 0.2; 'f1-score': 0.20689655172413796; 'support': 15}; '1.0': {'precision': 0.6842105263157895; 'recall': 0.7027027027027027; 'f1-score': 0.6933333333333334; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.4492481203007519; 'recall': 0.4513513513513514; 'f1-score': 0.45011494252873563; 'support': 52}; 'weighted avg': {'precision': 0.5486552920763448; 'recall': 0.5576923076923077; 'f1-score': 0.5530150309460655; 'support': 52}}
10,2,DNF,6,469,52,58,[8; 9],14,1.646591,0.346154,5,[X1 AND X2 < 1.650000 AND X4 < 211.500000] OR [(NOT X1) AND X2 >= 1.650000],{'0.0': {'precision': 0.21337579617834396; 'recall': 0.5; 'f1-score': 0.29910714285714285; 'support': 134}; '1.0': {'precision': 0.567741935483871; 'recall': 0.2626865671641791; 'f1-score': 0.35918367346938773; 'support': 335}; 'accuracy': 0.3304904051172708; 'macro avg': {'precision': 0.39055886583110744; 'recall': 0.3813432835820896; 'f1-score': 0.3291454081632653; 'support': 469}; 'weighted avg': {'precision': 0.46649446711086323; 'recall': 0.3304904051172708; 'f1-score': 0.3420189504373178; 'support': 469}},{'0.0': {'precision': 0.24324324324324326; 'recall': 0.6; 'f1-score': 0.34615384615384615; 'support': 15}; '1.0': {'precision': 0.6; 'recall': 0.24324324324324326; 'f1-score': 0.34615384615384615; 'support': 37}; 'accuracy': 0.34615384615384615; 'macro avg': {'precision': 0.42162162162162165; 'recall': 0.42162162162162165; 'f1-score': 0.34615384615384615; 'support': 52}; 'weighted avg': {'precision': 0.4970893970893971; 'recall': 0.34615384615384615; 'f1-score': 0.34615384615384615; 'support': 52}}
10,2,DNF,7,469,52,58,[8; 9],14,1.588959,0.634615,3,[X6 < 59.500000] OR [X5 >= 61.500000 AND X6 >= 59.500000],{'0.0': {'precision': 0.18840579710144928; 'recall': 0.09701492537313433; 'f1-score': 0.12807881773399013; 'support': 134}; '1.0': {'precision': 0.6975; 'recall': 0.8328358208955224; 'f1-score': 0.7591836734693878; 'support': 335}; 'accuracy': 0.6226012793176973; 'macro avg': {'precision': 0.4429528985507246; 'recall': 0.46492537313432836; 'f1-score': 0.44363124560168893; 'support': 469}; 'weighted avg': {'precision': 0.552044513457557; 'recall': 0.6226012793176973; 'f1-score': 0.5788680004021313; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6875; 'recall': 0.8918918918918919; 'f1-score': 0.7764705882352941; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.34375; 'recall': 0.44594594594594594; 'f1-score': 0.38823529411764707; 'support': 52}; 'weighted avg': {'precision': 0.4891826923076923; 'recall': 0.6346153846153846; 'f1-score': 0.5524886877828055; 'support': 52}}
10,2,DNF,8,469,52,58,[8; 9],14,1.763021,0.653846,2,[X4 >= 211.500000] OR [X9 >= 0.895000],{'0.0': {'precision': 0.28125; 'recall': 0.13432835820895522; 'f1-score': 0.1818181818181818; 'support': 134}; '1.0': {'precision': 0.7135802469135802; 'recall': 0.8626865671641791; 'f1-score': 0.7810810810810811; 'support': 335}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.4974151234567901; 'recall': 0.4985074626865672; 'f1-score': 0.48144963144963143; 'support': 469}; 'weighted avg': {'precision': 0.590057319223986; 'recall': 0.6545842217484008; 'f1-score': 0.60986310986311; 'support': 469}},{'0.0': {'precision': 0.36363636363636365; 'recall': 0.26666666666666666; 'f1-score': 0.30769230769230765; 'support': 15}; '1.0': {'precision': 0.7317073170731707; 'recall': 0.8108108108108109; 'f1-score': 0.7692307692307694; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5476718403547671; 'recall': 0.5387387387387388; 'f1-score': 0.5384615384615385; 'support': 52}; 'weighted avg': {'precision': 0.6255330035817841; 'recall': 0.6538461538461539; 'f1-score': 0.636094674556213; 'support': 52}}
10,2,DNF,9,469,52,58,[8; 9],14,1.821947,0.750000,3,[X1 AND X4 < 211.500000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.421875; 'recall': 0.20149253731343283; 'f1-score': 0.2727272727272727; 'support': 134}; '1.0': {'precision': 0.7358024691358025; 'recall': 0.8895522388059701; 'f1-score': 0.8054054054054055; 'support': 335}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.5788387345679012; 'recall': 0.5455223880597014; 'f1-score': 0.539066339066339; 'support': 469}; 'weighted avg': {'precision': 0.6461089065255732; 'recall': 0.6929637526652452; 'f1-score': 0.6532116532116533; 'support': 469}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.8648648648648649; 'f1-score': 0.8311688311688312; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6916666666666667; 'recall': 0.6657657657657658; 'f1-score': 0.6748436748436749; 'support': 52}; 'weighted avg': {'precision': 0.7375; 'recall': 0.75; 'f1-score': 0.7409812409812411; 'support': 52}}
10,2,DNF,0,468,53,29,[16; 17],14,0.939714,0.584906,3,[X3 >= 1.250000] OR [X5 < 61.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.2517482517482518; 'recall': 0.26865671641791045; 'f1-score': 0.25992779783393505; 'support': 134}; '1.0': {'precision': 0.6984615384615385; 'recall': 0.6796407185628742; 'f1-score': 0.6889226100151745; 'support': 334}; 'accuracy': 0.561965811965812; 'macro avg': {'precision': 0.4751048951048951; 'recall': 0.47414871749039234; 'f1-score': 0.4744252039245548; 'support': 468}; 'weighted avg': {'precision': 0.5705564520949136; 'recall': 0.561965811965812; 'f1-score': 0.5660907620829393; 'support': 468}},{'0.0': {'precision': 0.23076923076923078; 'recall': 0.2; 'f1-score': 0.21428571428571427; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.7368421052631579; 'f1-score': 0.717948717948718; 'support': 38}; 'accuracy': 0.5849056603773585; 'macro avg': {'precision': 0.4653846153846154; 'recall': 0.46842105263157896; 'f1-score': 0.4661172161172161; 'support': 53}; 'weighted avg': {'precision': 0.5671988388969521; 'recall': 0.5849056603773585; 'f1-score': 0.575402584836547; 'support': 53}}
10,2,DNF,1,469,52,29,[16; 17],14,0.862105,0.615385,3,[X4 >= 211.500000] OR [(NOT X1) AND X9 >= 0.895000],{'0.0': {'precision': 0.3979591836734694; 'recall': 0.5777777777777777; 'f1-score': 0.4712990936555891; 'support': 135}; '1.0': {'precision': 0.7912087912087912; 'recall': 0.6467065868263473; 'f1-score': 0.7116968698517298; 'support': 334}; 'accuracy': 0.6268656716417911; 'macro avg': {'precision': 0.5945839874411303; 'recall': 0.6122421823020625; 'f1-score': 0.5914979817536594; 'support': 469}; 'weighted avg': {'precision': 0.6780132751805003; 'recall': 0.6268656716417911; 'f1-score': 0.6424992157227767; 'support': 469}},{'0.0': {'precision': 0.35; 'recall': 0.5; 'f1-score': 0.4117647058823529; 'support': 14}; '1.0': {'precision': 0.78125; 'recall': 0.6578947368421053; 'f1-score': 0.7142857142857143; 'support': 38}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.565625; 'recall': 0.5789473684210527; 'f1-score': 0.5630252100840336; 'support': 52}; 'weighted avg': {'precision': 0.6651442307692308; 'recall': 0.6153846153846154; 'f1-score': 0.6328377504848093; 'support': 52}}
10,2,DNF,2,469,52,29,[16; 17],14,0.977880,0.634615,3,[X6 >= 59.500000] OR [(NOT X1) AND X6 < 59.500000],{'0.0': {'precision': 0.3665158371040724; 'recall': 0.6044776119402985; 'f1-score': 0.4563380281690141; 'support': 134}; '1.0': {'precision': 0.7862903225806451; 'recall': 0.582089552238806; 'f1-score': 0.6689536878216124; 'support': 335}; 'accuracy': 0.5884861407249466; 'macro avg': {'precision': 0.5764030798423587; 'recall': 0.5932835820895522; 'f1-score': 0.5626458579953132; 'support': 469}; 'weighted avg': {'precision': 0.6663547553016242; 'recall': 0.5884861407249466; 'f1-score': 0.6082063564922985; 'support': 469}},{'0.0': {'precision': 0.4230769230769231; 'recall': 0.7333333333333333; 'f1-score': 0.5365853658536585; 'support': 15}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.5945945945945946; 'f1-score': 0.6984126984126985; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6346153846153846; 'recall': 0.663963963963964; 'f1-score': 0.6174990321331785; 'support': 52}; 'weighted avg': {'precision': 0.724112426035503; 'recall': 0.6346153846153846; 'f1-score': 0.6517317370975909; 'support': 52}}
10,2,DNF,3,469,52,29,[16; 17],14,0.809779,0.673077,3,[(NOT X1) AND X3 < 1.250000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.38461538461538464; 'recall': 0.5223880597014925; 'f1-score': 0.4430379746835443; 'support': 134}; '1.0': {'precision': 0.7770034843205574; 'recall': 0.6656716417910448; 'f1-score': 0.7170418006430869; 'support': 335}; 'accuracy': 0.6247334754797441; 'macro avg': {'precision': 0.5808094344679711; 'recall': 0.5940298507462687; 'f1-score': 0.5800398876633156; 'support': 469}; 'weighted avg': {'precision': 0.6648925986905081; 'recall': 0.6247334754797441; 'f1-score': 0.6387549932260748; 'support': 469}},{'0.0': {'precision': 0.45; 'recall': 0.6; 'f1-score': 0.5142857142857143; 'support': 15}; '1.0': {'precision': 0.8125; 'recall': 0.7027027027027027; 'f1-score': 0.7536231884057971; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.63125; 'recall': 0.6513513513513514; 'f1-score': 0.6339544513457558; 'support': 52}; 'weighted avg': {'precision': 0.7079326923076923; 'recall': 0.6730769230769231; 'f1-score': 0.6845835324096193; 'support': 52}}
10,2,DNF,4,469,52,29,[16; 17],14,0.839155,0.615385,3,[X4 >= 211.500000] OR [X1 AND X3 < 1.250000],{'0.0': {'precision': 0.37777777777777777; 'recall': 0.2537313432835821; 'f1-score': 0.30357142857142855; 'support': 134}; '1.0': {'precision': 0.7361477572559367; 'recall': 0.8328358208955224; 'f1-score': 0.7815126050420169; 'support': 335}; 'accuracy': 0.6673773987206824; 'macro avg': {'precision': 0.5569627675168572; 'recall': 0.5432835820895523; 'f1-score': 0.5425420168067228; 'support': 469}; 'weighted avg': {'precision': 0.6337563345478913; 'recall': 0.6673773987206824; 'f1-score': 0.6449579831932775; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.26666666666666666; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.717948717948718; 'recall': 0.7567567567567568; 'f1-score': 0.736842105263158; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5128205128205128; 'recall': 0.5117117117117117; 'f1-score': 0.5112781954887219; 'support': 52}; 'weighted avg': {'precision': 0.5996055226824458; 'recall': 0.6153846153846154; 'f1-score': 0.6067090803932911; 'support': 52}}
