lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],14,1.046943,0.773585,3,[X2 >= 1.650000 OR X4 >= 211.500000 OR X9 < 0.895000],{'0.0': {'precision': 0.4900662251655629; 'recall': 0.5522388059701493; 'f1-score': 0.519298245614035; 'support': 134}; '1.0': {'precision': 0.8107255520504731; 'recall': 0.7694610778443114; 'f1-score': 0.7895545314900153; 'support': 334}; 'accuracy': 0.7072649572649573; 'macro avg': {'precision': 0.650395888608018; 'recall': 0.6608499419072303; 'f1-score': 0.6544263885520252; 'support': 468}; 'weighted avg': {'precision': 0.7189128387971014; 'recall': 0.7072649572649573; 'f1-score': 0.7121734581836449; 'support': 468}},{'0.0': {'precision': 0.6153846153846154; 'recall': 0.5333333333333333; 'f1-score': 0.5714285714285715; 'support': 15}; '1.0': {'precision': 0.825; 'recall': 0.868421052631579; 'f1-score': 0.8461538461538461; 'support': 38}; 'accuracy': 0.7735849056603774; 'macro avg': {'precision': 0.7201923076923077; 'recall': 0.7008771929824562; 'f1-score': 0.7087912087912088; 'support': 53}; 'weighted avg': {'precision': 0.7656748911465892; 'recall': 0.7735849056603774; 'f1-score': 0.7684014099108439; 'support': 53}}
10,2,DNF,3,469,52,58,[8; 9],14,1.864501,0.634615,5,[X4 >= 211.500000 AND X6 >= 59.500000] OR [X2 < 1.650000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.24277456647398843; 'recall': 0.31343283582089554; 'f1-score': 0.2736156351791531; 'support': 134}; '1.0': {'precision': 0.6891891891891891; 'recall': 0.608955223880597; 'f1-score': 0.6465927099841521; 'support': 335}; 'accuracy': 0.5245202558635395; 'macro avg': {'precision': 0.4659818778315888; 'recall': 0.46119402985074626; 'f1-score': 0.4601041725816526; 'support': 469}; 'weighted avg': {'precision': 0.5616421541277032; 'recall': 0.5245202558635395; 'f1-score': 0.5400278314684381; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.4; 'f1-score': 0.38709677419354843; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.7297297297297297; 'f1-score': 0.7397260273972601; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5625; 'recall': 0.5648648648648649; 'f1-score': 0.5634114007954043; 'support': 52}; 'weighted avg': {'precision': 0.6418269230769231; 'recall': 0.6346153846153846; 'f1-score': 0.6380060505115741; 'support': 52}}
10,2,DNF,4,469,52,58,[8; 9],14,1.565636,0.673077,3,[X1] OR [(NOT X1) AND X2 >= 1.650000],{'0.0': {'precision': 0.40860215053763443; 'recall': 0.2835820895522388; 'f1-score': 0.33480176211453744; 'support': 134}; '1.0': {'precision': 0.7446808510638298; 'recall': 0.835820895522388; 'f1-score': 0.7876230661040787; 'support': 335}; 'accuracy': 0.6780383795309168; 'macro avg': {'precision': 0.5766415008007321; 'recall': 0.5597014925373134; 'f1-score': 0.5612124141093081; 'support': 469}; 'weighted avg': {'precision': 0.6486583651992026; 'recall': 0.6780383795309168; 'f1-score': 0.6582455506784956; 'support': 469}},{'0.0': {'precision': 0.4166666666666667; 'recall': 0.3333333333333333; 'f1-score': 0.3703703703703704; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.8108108108108109; 'f1-score': 0.7792207792207791; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5833333333333334; 'recall': 0.5720720720720721; 'f1-score': 0.5747955747955747; 'support': 52}; 'weighted avg': {'precision': 0.6538461538461539; 'recall': 0.6730769230769231; 'f1-score': 0.6612831612831612; 'support': 52}}
10,2,DNF,5,469,52,58,[8; 9],14,1.628062,0.634615,3,[X1 AND X2 < 1.650000] OR [X6 >= 59.500000],{'0.0': {'precision': 0.3197278911564626; 'recall': 0.35074626865671643; 'f1-score': 0.3345195729537367; 'support': 134}; '1.0': {'precision': 0.7298136645962733; 'recall': 0.7014925373134329; 'f1-score': 0.7153729071537291; 'support': 335}; 'accuracy': 0.6012793176972282; 'macro avg': {'precision': 0.5247707778763679; 'recall': 0.5261194029850746; 'f1-score': 0.5249462400537329; 'support': 469}; 'weighted avg': {'precision': 0.6126463007563274; 'recall': 0.6012793176972282; 'f1-score': 0.6065576688108741; 'support': 469}},{'0.0': {'precision': 0.375; 'recall': 0.4; 'f1-score': 0.38709677419354843; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.7297297297297297; 'f1-score': 0.7397260273972601; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5625; 'recall': 0.5648648648648649; 'f1-score': 0.5634114007954043; 'support': 52}; 'weighted avg': {'precision': 0.6418269230769231; 'recall': 0.6346153846153846; 'f1-score': 0.6380060505115741; 'support': 52}}
10,2,DNF,6,469,52,58,[8; 9],14,1.473007,0.596154,3,[X9 < 0.895000] OR [X2 >= 1.650000 AND X9 >= 0.895000],{'0.0': {'precision': 0.4439252336448598; 'recall': 0.7089552238805971; 'f1-score': 0.5459770114942529; 'support': 134}; '1.0': {'precision': 0.8470588235294118; 'recall': 0.6447761194029851; 'f1-score': 0.7322033898305084; 'support': 335}; 'accuracy': 0.6631130063965884; 'macro avg': {'precision': 0.6454920285871357; 'recall': 0.6768656716417911; 'f1-score': 0.6390902006623806; 'support': 469}; 'weighted avg': {'precision': 0.7318777978481112; 'recall': 0.6631130063965884; 'f1-score': 0.6789958531630068; 'support': 469}},{'0.0': {'precision': 0.36363636363636365; 'recall': 0.5333333333333333; 'f1-score': 0.43243243243243246; 'support': 15}; '1.0': {'precision': 0.7666666666666667; 'recall': 0.6216216216216216; 'f1-score': 0.6865671641791045; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.5651515151515152; 'recall': 0.5774774774774775; 'f1-score': 0.5594997983057685; 'support': 52}; 'weighted avg': {'precision': 0.6504079254079254; 'recall': 0.5961538461538461; 'f1-score': 0.6132590684829491; 'support': 52}}
10,2,DNF,7,469,52,58,[8; 9],14,1.635750,0.673077,3,[X1] OR [X2 >= 1.650000 AND X3 < 1.250000],{'0.0': {'precision': 0.34513274336283184; 'recall': 0.291044776119403; 'f1-score': 0.31578947368421056; 'support': 134}; '1.0': {'precision': 0.7331460674157303; 'recall': 0.7791044776119403; 'f1-score': 0.7554269175108539; 'support': 335}; 'accuracy': 0.6396588486140725; 'macro avg': {'precision': 0.5391394053892811; 'recall': 0.5350746268656716; 'f1-score': 0.5356081955975323; 'support': 469}; 'weighted avg': {'precision': 0.6222851176863308; 'recall': 0.6396588486140725; 'f1-score': 0.62981621927467; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.26666666666666666; 'f1-score': 0.32; 'support': 15}; '1.0': {'precision': 0.7380952380952381; 'recall': 0.8378378378378378; 'f1-score': 0.7848101265822786; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.569047619047619; 'recall': 0.5522522522522523; 'f1-score': 0.5524050632911393; 'support': 52}; 'weighted avg': {'precision': 0.6405677655677656; 'recall': 0.6730769230769231; 'f1-score': 0.650730282375852; 'support': 52}}
10,2,DNF,8,469,52,58,[8; 9],14,1.641063,0.634615,4,[X9 < 0.895000] OR [X4 >= 211.500000 AND X6 < 59.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.37554585152838427; 'recall': 0.6417910447761194; 'f1-score': 0.4738292011019283; 'support': 134}; '1.0': {'precision': 0.8; 'recall': 0.573134328358209; 'f1-score': 0.6678260869565218; 'support': 335}; 'accuracy': 0.5927505330490405; 'macro avg': {'precision': 0.5877729257641922; 'recall': 0.6074626865671642; 'f1-score': 0.570827644029225; 'support': 469}; 'weighted avg': {'precision': 0.678727386150967; 'recall': 0.5927505330490405; 'f1-score': 0.6123984052837809; 'support': 469}},{'0.0': {'precision': 0.4166666666666667; 'recall': 0.6666666666666666; 'f1-score': 0.5128205128205129; 'support': 15}; '1.0': {'precision': 0.8214285714285714; 'recall': 0.6216216216216216; 'f1-score': 0.7076923076923075; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6190476190476191; 'recall': 0.6441441441441441; 'f1-score': 0.6102564102564102; 'support': 52}; 'weighted avg': {'precision': 0.7046703296703296; 'recall': 0.6346153846153846; 'f1-score': 0.6514792899408283; 'support': 52}}
10,2,DNF,9,469,52,58,[8; 9],14,1.823216,0.538462,4,[X3 >= 1.250000] OR [(NOT X1) AND X4 < 211.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.33221476510067116; 'recall': 0.7388059701492538; 'f1-score': 0.4583333333333334; 'support': 134}; '1.0': {'precision': 0.7953216374269005; 'recall': 0.4059701492537313; 'f1-score': 0.5375494071146245; 'support': 335}; 'accuracy': 0.5010660980810234; 'macro avg': {'precision': 0.5637682012637859; 'recall': 0.5723880597014925; 'f1-score': 0.497941370223979; 'support': 469}; 'weighted avg': {'precision': 0.663005388190835; 'recall': 0.5010660980810234; 'f1-score': 0.5149162431771128; 'support': 469}},{'0.0': {'precision': 0.3548387096774194; 'recall': 0.7333333333333333; 'f1-score': 0.47826086956521735; 'support': 15}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.4594594594594595; 'f1-score': 0.5862068965517242; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.5821812596006144; 'recall': 0.5963963963963964; 'f1-score': 0.5322338830584707; 'support': 52}; 'weighted avg': {'precision': 0.6783646461065816; 'recall': 0.5384615384615384; 'f1-score': 0.5550686195363856; 'support': 52}}
10,2,DNF,0,468,53,29,[16; 17],14,0.935410,0.660377,3,[(NOT X1) AND X3 >= 1.250000] OR [X1],{'0.0': {'precision': 0.4174757281553398; 'recall': 0.3208955223880597; 'f1-score': 0.36286919831223624; 'support': 134}; '1.0': {'precision': 0.7506849315068493; 'recall': 0.8203592814371258; 'f1-score': 0.7839771101573677; 'support': 334}; 'accuracy': 0.6773504273504274; 'macro avg': {'precision': 0.5840803298310946; 'recall': 0.5706274019125928; 'f1-score': 0.573423154234802; 'support': 468}; 'weighted avg': {'precision': 0.655278877555776; 'recall': 0.6773504273504274; 'f1-score': 0.6634034772786335; 'support': 468}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.13333333333333333; 'f1-score': 0.18181818181818182; 'support': 15}; '1.0': {'precision': 0.717391304347826; 'recall': 0.868421052631579; 'f1-score': 0.7857142857142858; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.5015527950310559; 'recall': 0.5008771929824561; 'f1-score': 0.48376623376623384; 'support': 53}; 'weighted avg': {'precision': 0.5952185632251259; 'recall': 0.660377358490566; 'f1-score': 0.6148002940455771; 'support': 53}}
10,2,DNF,1,469,52,29,[16; 17],14,1.008105,0.576923,3,[(NOT X1)] OR [X1 AND X4 >= 211.500000],{'0.0': {'precision': 0.4036144578313253; 'recall': 0.4962962962962963; 'f1-score': 0.44518272425249167; 'support': 135}; '1.0': {'precision': 0.7755775577557755; 'recall': 0.7035928143712575; 'f1-score': 0.7378335949764522; 'support': 334}; 'accuracy': 0.6439232409381663; 'macro avg': {'precision': 0.5895960077935505; 'recall': 0.5999445553337769; 'f1-score': 0.5915081596144719; 'support': 469}; 'weighted avg': {'precision': 0.6685092880547078; 'recall': 0.6439232409381663; 'f1-score': 0.6535950714205147; 'support': 469}},{'0.0': {'precision': 0.2777777777777778; 'recall': 0.35714285714285715; 'f1-score': 0.31250000000000006; 'support': 14}; '1.0': {'precision': 0.7352941176470589; 'recall': 0.6578947368421053; 'f1-score': 0.6944444444444445; 'support': 38}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5065359477124183; 'recall': 0.5075187969924813; 'f1-score': 0.5034722222222223; 'support': 52}; 'weighted avg': {'precision': 0.6121166415284063; 'recall': 0.5769230769230769; 'f1-score': 0.591613247863248; 'support': 52}}
10,2,DNF,2,469,52,29,[16; 17],14,0.922049,0.711538,3,[X2 >= 1.650000] OR [X1 AND X4 >= 211.500000],{'0.0': {'precision': 0.4423963133640553; 'recall': 0.7164179104477612; 'f1-score': 0.5470085470085471; 'support': 134}; '1.0': {'precision': 0.8492063492063492; 'recall': 0.6388059701492538; 'f1-score': 0.7291311754684838; 'support': 335}; 'accuracy': 0.6609808102345416; 'macro avg': {'precision': 0.6458013312852022; 'recall': 0.6776119402985075; 'f1-score': 0.6380698612385154; 'support': 469}; 'weighted avg': {'precision': 0.7329749103942653; 'recall': 0.6609808102345416; 'f1-score': 0.6770961387656448; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.6666666666666666; 'f1-score': 0.5714285714285715; 'support': 15}; '1.0': {'precision': 0.84375; 'recall': 0.7297297297297297; 'f1-score': 0.7826086956521738; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.671875; 'recall': 0.6981981981981982; 'f1-score': 0.6770186335403727; 'support': 52}; 'weighted avg': {'precision': 0.7445913461538461; 'recall': 0.7115384615384616; 'f1-score': 0.7216913521261348; 'support': 52}}
10,2,DNF,3,469,52,29,[16; 17],14,0.856840,0.692308,3,[X4 >= 211.500000 AND X9 < 0.895000] OR [X9 >= 0.895000],{'0.0': {'precision': 0.2833333333333333; 'recall': 0.12686567164179105; 'f1-score': 0.17525773195876287; 'support': 134}; '1.0': {'precision': 0.7139364303178484; 'recall': 0.8716417910447761; 'f1-score': 0.7849462365591396; 'support': 335}; 'accuracy': 0.6588486140724946; 'macro avg': {'precision': 0.49863488182559085; 'recall': 0.4992537313432836; 'f1-score': 0.48010198425895123; 'support': 469}; 'weighted avg': {'precision': 0.5909069740365583; 'recall': 0.6588486140724946; 'f1-score': 0.6107495209590319; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.13333333333333333; 'f1-score': 0.2; 'support': 15}; '1.0': {'precision': 0.723404255319149; 'recall': 0.918918918918919; 'f1-score': 0.8095238095238095; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.5617021276595745; 'recall': 0.5261261261261262; 'f1-score': 0.5047619047619047; 'support': 52}; 'weighted avg': {'precision': 0.6301145662847791; 'recall': 0.6923076923076923; 'f1-score': 0.6336996336996337; 'support': 52}}
10,2,DNF,4,469,52,29,[16; 17],14,0.897633,0.711538,2,[X3 >= 1.250000 AND X9 < 0.895000] OR [],{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 134}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 335}; 'accuracy': 0.7142857142857143; 'macro avg': {'precision': 0.35714285714285715; 'recall': 0.5; 'f1-score': 0.41666666666666663; 'support': 469}; 'weighted avg': {'precision': 0.5102040816326531; 'recall': 0.7142857142857143; 'f1-score': 0.5952380952380951; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7115384615384616; 'recall': 1.0; 'f1-score': 0.8314606741573033; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.3557692307692308; 'recall': 0.5; 'f1-score': 0.41573033707865165; 'support': 52}; 'weighted avg': {'precision': 0.5062869822485208; 'recall': 0.7115384615384616; 'f1-score': 0.5916162489196196; 'support': 52}}
10,2,DNF,5,469,52,29,[16; 17],14,0.969590,0.730769,3,[X4 >= 211.500000 AND X9 < 0.895000] OR [X9 >= 0.895000],{'0.0': {'precision': 0.25862068965517243; 'recall': 0.11194029850746269; 'f1-score': 0.15625000000000003; 'support': 134}; '1.0': {'precision': 0.7104622871046229; 'recall': 0.8716417910447761; 'f1-score': 0.7828418230563002; 'support': 335}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.48454148837989763; 'recall': 0.4917910447761194; 'f1-score': 0.4695459115281501; 'support': 469}; 'weighted avg': {'precision': 0.5813646878333513; 'recall': 0.6545842217484008; 'f1-score': 0.6038155878973572; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.26666666666666666; 'f1-score': 0.36363636363636365; 'support': 15}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.918918918918919; 'f1-score': 0.8292682926829269; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6634920634920635; 'recall': 0.5927927927927928; 'f1-score': 0.5964523281596452; 'support': 52}; 'weighted avg': {'precision': 0.7024420024420024; 'recall': 0.7307692307692307; 'f1-score': 0.6949513900733414; 'support': 52}}
10,2,DNF,6,469,52,29,[16; 17],14,0.822532,0.653846,3,[X6 < 59.500000 AND X9 >= 0.895000] OR [X6 >= 59.500000],{'0.0': {'precision': 0.28421052631578947; 'recall': 0.20149253731343283; 'f1-score': 0.2358078602620087; 'support': 134}; '1.0': {'precision': 0.713903743315508; 'recall': 0.7970149253731343; 'f1-score': 0.7531734837799717; 'support': 335}; 'accuracy': 0.6268656716417911; 'macro avg': {'precision': 0.49905713481564873; 'recall': 0.4992537313432836; 'f1-score': 0.49449067202099023; 'support': 469}; 'weighted avg': {'precision': 0.5911342527441599; 'recall': 0.6268656716417911; 'f1-score': 0.6053547342034108; 'support': 469}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.3333333333333333; 'f1-score': 0.3571428571428571; 'support': 15}; '1.0': {'precision': 0.7435897435897436; 'recall': 0.7837837837837838; 'f1-score': 0.7631578947368421; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5641025641025641; 'recall': 0.5585585585585585; 'f1-score': 0.5601503759398496; 'support': 52}; 'weighted avg': {'precision': 0.6400394477317555; 'recall': 0.6538461538461539; 'f1-score': 0.6460381723539619; 'support': 52}}
10,2,DNF,7,469,52,29,[16; 17],14,0.825213,0.557692,3,[X4 >= 211.500000 AND X5 >= 61.500000] OR [X4 < 211.500000],{'0.0': {'precision': 0.2214765100671141; 'recall': 0.2462686567164179; 'f1-score': 0.2332155477031802; 'support': 134}; '1.0': {'precision': 0.684375; 'recall': 0.6537313432835821; 'f1-score': 0.6687022900763359; 'support': 335}; 'accuracy': 0.5373134328358209; 'macro avg': {'precision': 0.45292575503355703; 'recall': 0.44999999999999996; 'f1-score': 0.45095891888975803; 'support': 469}; 'weighted avg': {'precision': 0.552118288590604; 'recall': 0.5373134328358209; 'f1-score': 0.5442775065411485; 'support': 469}},{'0.0': {'precision': 0.16666666666666666; 'recall': 0.13333333333333333; 'f1-score': 0.14814814814814814; 'support': 15}; '1.0': {'precision': 0.675; 'recall': 0.7297297297297297; 'f1-score': 0.7012987012987014; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.42083333333333334; 'recall': 0.4315315315315315; 'f1-score': 0.4247234247234248; 'support': 52}; 'weighted avg': {'precision': 0.5283653846153846; 'recall': 0.5576923076923077; 'f1-score': 0.5417360417360417; 'support': 52}}
10,2,DNF,8,469,52,29,[16; 17],14,0.646613,0.730769,2,[X1] OR [X9 < 0.895000],{'0.0': {'precision': 0.4189189189189189; 'recall': 0.23134328358208955; 'f1-score': 0.2980769230769231; 'support': 134}; '1.0': {'precision': 0.739240506329114; 'recall': 0.8716417910447761; 'f1-score': 0.8; 'support': 335}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.5790797126240165; 'recall': 0.5514925373134328; 'f1-score': 0.5490384615384616; 'support': 469}; 'weighted avg': {'precision': 0.647720052783344; 'recall': 0.6886993603411514; 'f1-score': 0.6565934065934066; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.26666666666666666; 'f1-score': 0.36363636363636365; 'support': 15}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.918918918918919; 'f1-score': 0.8292682926829269; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6634920634920635; 'recall': 0.5927927927927928; 'f1-score': 0.5964523281596452; 'support': 52}; 'weighted avg': {'precision': 0.7024420024420024; 'recall': 0.7307692307692307; 'f1-score': 0.6949513900733414; 'support': 52}}
10,2,DNF,9,469,52,29,[16; 17],14,0.803475,0.576923,4,[X4 >= 211.500000] OR [X1 AND X4 < 211.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.39622641509433965; 'recall': 0.31343283582089554; 'f1-score': 0.35000000000000003; 'support': 134}; '1.0': {'precision': 0.7465564738292011; 'recall': 0.808955223880597; 'f1-score': 0.7765042979942695; 'support': 335}; 'accuracy': 0.6673773987206824; 'macro avg': {'precision': 0.5713914444617704; 'recall': 0.5611940298507463; 'f1-score': 0.5632521489971347; 'support': 469}; 'weighted avg': {'precision': 0.6464621713335265; 'recall': 0.6673773987206824; 'f1-score': 0.6546459271387639; 'support': 469}},{'0.0': {'precision': 0.29411764705882354; 'recall': 0.3333333333333333; 'f1-score': 0.3125; 'support': 15}; '1.0': {'precision': 0.7142857142857143; 'recall': 0.6756756756756757; 'f1-score': 0.6944444444444444; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5042016806722689; 'recall': 0.5045045045045045; 'f1-score': 0.5034722222222222; 'support': 52}; 'weighted avg': {'precision': 0.5930833872010344; 'recall': 0.5769230769230769; 'f1-score': 0.5842681623931624; 'support': 52}}
10,2,DNF,0,468,53,14,[33; 34],14,0.503685,0.716981,2,[X6 >= 59.500000] OR [X5 < 61.500000],{'0.0': {'precision': 0.21052631578947367; 'recall': 0.029850746268656716; 'f1-score': 0.05228758169934641; 'support': 134}; '1.0': {'precision': 0.7104677060133631; 'recall': 0.9550898203592815; 'f1-score': 0.8148148148148149; 'support': 334}; 'accuracy': 0.6901709401709402; 'macro avg': {'precision': 0.46049701090141837; 'recall': 0.4924702833139691; 'f1-score': 0.43355119825708066; 'support': 468}; 'weighted avg': {'precision': 0.5673220942825913; 'recall': 0.6901709401709402; 'f1-score': 0.5964843677261977; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7169811320754716; 'recall': 1.0; 'f1-score': 0.8351648351648352; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.3584905660377358; 'recall': 0.5; 'f1-score': 0.4175824175824176; 'support': 53}; 'weighted avg': {'precision': 0.5140619437522249; 'recall': 0.7169811320754716; 'f1-score': 0.5987974289861082; 'support': 53}}
10,2,DNF,1,469,52,14,[33; 34],14,0.342528,0.538462,4,[X4 >= 211.500000] OR [X1 AND X3 < 1.250000 AND X5 < 61.500000],{'0.0': {'precision': 0.39805825242718446; 'recall': 0.3037037037037037; 'f1-score': 0.3445378151260505; 'support': 135}; '1.0': {'precision': 0.7431693989071039; 'recall': 0.8143712574850299; 'f1-score': 0.7771428571428571; 'support': 334}; 'accuracy': 0.6673773987206824; 'macro avg': {'precision': 0.5706138256671441; 'recall': 0.5590374805943668; 'f1-score': 0.5608403361344538; 'support': 469}; 'weighted avg': {'precision': 0.6438303695365514; 'recall': 0.6673773987206824; 'f1-score': 0.6526190177563564; 'support': 469}},{'0.0': {'precision': 0.1875; 'recall': 0.21428571428571427; 'f1-score': 0.19999999999999998; 'support': 14}; '1.0': {'precision': 0.6944444444444444; 'recall': 0.6578947368421053; 'f1-score': 0.6756756756756757; 'support': 38}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.4409722222222222; 'recall': 0.4360902255639098; 'f1-score': 0.4378378378378378; 'support': 52}; 'weighted avg': {'precision': 0.5579594017094017; 'recall': 0.5384615384615384; 'f1-score': 0.5476091476091476; 'support': 52}}
10,2,DNF,2,469,52,14,[33; 34],14,0.386161,0.615385,3,[X4 >= 211.500000] OR [X4 < 211.500000 AND X9 >= 0.895000],{'0.0': {'precision': 0.3103448275862069; 'recall': 0.13432835820895522; 'f1-score': 0.18750000000000003; 'support': 134}; '1.0': {'precision': 0.7177615571776156; 'recall': 0.8805970149253731; 'f1-score': 0.7908847184986595; 'support': 335}; 'accuracy': 0.6673773987206824; 'macro avg': {'precision': 0.5140531923819113; 'recall': 0.5074626865671642; 'f1-score': 0.48919235924932974; 'support': 469}; 'weighted avg': {'precision': 0.601356777294356; 'recall': 0.6673773987206824; 'f1-score': 0.6184890846418997; 'support': 469}},{'0.0': {'precision': 0.14285714285714285; 'recall': 0.06666666666666667; 'f1-score': 0.09090909090909091; 'support': 15}; '1.0': {'precision': 0.6888888888888889; 'recall': 0.8378378378378378; 'f1-score': 0.7560975609756098; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.41587301587301584; 'recall': 0.45225225225225224; 'f1-score': 0.42350332594235035; 'support': 52}; 'weighted avg': {'precision': 0.5313797313797314; 'recall': 0.6153846153846154; 'f1-score': 0.5642162715333447; 'support': 52}}
10,2,DNF,3,469,52,14,[33; 34],14,0.504199,0.634615,3,[X4 >= 211.500000] OR [(NOT X1) AND X4 < 211.500000],{'0.0': {'precision': 0.3902439024390244; 'recall': 0.47761194029850745; 'f1-score': 0.42953020134228187; 'support': 134}; '1.0': {'precision': 0.7704918032786885; 'recall': 0.7014925373134329; 'f1-score': 0.734375; 'support': 335}; 'accuracy': 0.6375266524520256; 'macro avg': {'precision': 0.5803678528588565; 'recall': 0.5895522388059702; 'f1-score': 0.581952600671141; 'support': 469}; 'weighted avg': {'precision': 0.6618495458959274; 'recall': 0.6375266524520256; 'f1-score': 0.6472764860977949; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.5333333333333333; 'f1-score': 0.4571428571428572; 'support': 15}; '1.0': {'precision': 0.78125; 'recall': 0.6756756756756757; 'f1-score': 0.7246376811594203; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.590625; 'recall': 0.6045045045045045; 'f1-score': 0.5908902691511387; 'support': 52}; 'weighted avg': {'precision': 0.6712740384615384; 'recall': 0.6346153846153846; 'f1-score': 0.647475712693104; 'support': 52}}
10,2,DNF,4,469,52,14,[33; 34],14,0.393060,0.673077,2,[X2 < 1.650000] OR [X1],{'0.0': {'precision': 0.09090909090909091; 'recall': 0.014925373134328358; 'f1-score': 0.025641025641025644; 'support': 134}; '1.0': {'precision': 0.7046979865771812; 'recall': 0.9402985074626866; 'f1-score': 0.8056265984654731; 'support': 335}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.39780353874313606; 'recall': 0.4776119402985075; 'f1-score': 0.4156338120532494; 'support': 469}; 'weighted avg': {'precision': 0.5293297306720125; 'recall': 0.67590618336887; 'f1-score': 0.5827735776584883; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.7; 'recall': 0.9459459459459459; 'f1-score': 0.8045977011494254; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.35; 'recall': 0.47297297297297297; 'f1-score': 0.4022988505747127; 'support': 52}; 'weighted avg': {'precision': 0.49807692307692303; 'recall': 0.6730769230769231; 'f1-score': 0.572502210433245; 'support': 52}}
