lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],222,1.279611,0.718750,1,[X3 >= -0.609635],{'0.0': {'precision': 0.96; 'recall': 0.23529411764705882; 'f1-score': 0.37795275590551175; 'support': 102}; '1.0': {'precision': 0.6988416988416989; 'recall': 0.9945054945054945; 'f1-score': 0.8208616780045351; 'support': 182}; 'accuracy': 0.721830985915493; 'macro avg': {'precision': 0.8294208494208495; 'recall': 0.6148998060762767; 'f1-score': 0.5994072169550234; 'support': 284}; 'weighted avg': {'precision': 0.7926379901027788; 'recall': 0.721830985915493; 'f1-score': 0.6617887552788295; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.18181818181818182; 'f1-score': 0.3076923076923077; 'support': 11}; '1.0': {'precision': 0.7; 'recall': 1.0; 'f1-score': 0.8235294117647058; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.85; 'recall': 0.5909090909090909; 'f1-score': 0.5656108597285068; 'support': 32}; 'weighted avg': {'precision': 0.803125; 'recall': 0.71875; 'f1-score': 0.6462104072398189; 'support': 32}}
10,2,DNF,6,285,31,8,[35; 36],222,0.313180,0.838710,10,[X0 AND X3 >= 0.007075 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575] OR [X15 < 0.968410 AND X20 >= 0.072060 AND X21 < 0.923655 AND X28 < 0.997000 AND X30 >= 0.132415],{'0.0': {'precision': 0.8725490196078431; 'recall': 0.8725490196078431; 'f1-score': 0.8725490196078431; 'support': 102}; '1.0': {'precision': 0.9289617486338798; 'recall': 0.9289617486338798; 'f1-score': 0.9289617486338798; 'support': 183}; 'accuracy': 0.9087719298245615; 'macro avg': {'precision': 0.9007553841208615; 'recall': 0.9007553841208615; 'f1-score': 0.9007553841208615; 'support': 285}; 'weighted avg': {'precision': 0.9087719298245615; 'recall': 0.9087719298245615; 'f1-score': 0.9087719298245615; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
10,2,DNF,7,285,31,8,[35; 36],222,0.313859,0.870968,14,[X2 >= 0.739470 AND X4 >= 0.041440 AND X19 >= -0.912755 AND X21 < 0.000375 AND X27 >= -0.936175 AND X31 < 0.870760] OR [X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X11 >= 0.001845 AND X13 >= -0.554585 AND X33 < 0.950980],{'0.0': {'precision': 0.7716535433070866; 'recall': 0.9607843137254902; 'f1-score': 0.8558951965065502; 'support': 102}; '1.0': {'precision': 0.9746835443037974; 'recall': 0.8415300546448088; 'f1-score': 0.903225806451613; 'support': 183}; 'accuracy': 0.8842105263157894; 'macro avg': {'precision': 0.873168543805442; 'recall': 0.9011571841851496; 'f1-score': 0.8795605014790816; 'support': 285}; 'weighted avg': {'precision': 0.9020201755260272; 'recall': 0.8842105263157894; 'f1-score': 0.8862864302607485; 'support': 285}},{'0.0': {'precision': 0.7333333333333333; 'recall': 1.0; 'f1-score': 0.846153846153846; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.8; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8666666666666667; 'recall': 0.9; 'f1-score': 0.8675213675213675; 'support': 31}; 'weighted avg': {'precision': 0.9053763440860215; 'recall': 0.8709677419354839; 'f1-score': 0.873724841466777; 'support': 31}}
10,2,DNF,8,285,31,8,[35; 36],222,0.321217,0.870968,15,[X0 AND X2 >= 0.739470 AND X4 >= 0.041440 AND X31 >= -0.969765] OR [X3 >= -0.000170 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X13 >= -0.554585 AND X20 >= 0.072060 AND X21 < 0.923655 AND X22 < 0.999665 AND X23 >= -0.987455 AND X27 >= -0.936175 AND X31 < 0.870760 AND X33 < 0.950980],{'0.0': {'precision': 0.7606837606837606; 'recall': 0.8725490196078431; 'f1-score': 0.8127853881278538; 'support': 102}; '1.0': {'precision': 0.9226190476190477; 'recall': 0.8469945355191257; 'f1-score': 0.8831908831908832; 'support': 183}; 'accuracy': 0.856140350877193; 'macro avg': {'precision': 0.8416514041514042; 'recall': 0.8597717775634844; 'f1-score': 0.8479881356593686; 'support': 285}; 'weighted avg': {'precision': 0.8646632607158923; 'recall': 0.856140350877193; 'f1-score': 0.8579931270630622; 'support': 285}},{'0.0': {'precision': 0.7333333333333333; 'recall': 1.0; 'f1-score': 0.846153846153846; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.8; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8709677419354839; 'macro avg': {'precision': 0.8666666666666667; 'recall': 0.9; 'f1-score': 0.8675213675213675; 'support': 31}; 'weighted avg': {'precision': 0.9053763440860215; 'recall': 0.8709677419354839; 'f1-score': 0.873724841466777; 'support': 31}}
10,2,DNF,9,285,31,8,[35; 36],222,0.356253,0.903226,11,[X0 AND X2 >= 0.190280 AND X3 < 0.746850 AND X4 >= 0.041440 AND X9 >= -0.572990 AND X21 < 0.000375] OR [X3 >= -0.609635 AND X5 >= -0.217515 AND X7 < 0.994515 AND X12 >= 0.354740 AND X14 >= 0.239955],{'0.0': {'precision': 0.7982456140350878; 'recall': 0.8921568627450981; 'f1-score': 0.8425925925925927; 'support': 102}; '1.0': {'precision': 0.935672514619883; 'recall': 0.8743169398907104; 'f1-score': 0.9039548022598869; 'support': 183}; 'accuracy': 0.8807017543859649; 'macro avg': {'precision': 0.8669590643274854; 'recall': 0.8832369013179042; 'f1-score': 0.8732736974262398; 'support': 285}; 'weighted avg': {'precision': 0.8864881502000616; 'recall': 0.8807017543859649; 'f1-score': 0.8819935903789605; 'support': 285}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.9090909090909091; 'f1-score': 0.8695652173913043; 'support': 11}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9; 'f1-score': 0.9230769230769231; 'support': 20}; 'accuracy': 0.9032258064516129; 'macro avg': {'precision': 0.8903508771929824; 'recall': 0.9045454545454545; 'f1-score': 0.8963210702341138; 'support': 31}; 'weighted avg': {'precision': 0.9069043576683644; 'recall': 0.9032258064516129; 'f1-score': 0.9040888984788004; 'support': 31}}
10,2,DNF,0,284,32,4,[71; 71],222,0.270297,1.000000,14,[X2 >= 0.190280 AND X5 >= 0.001010 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X15 < 0.968410 AND X17 >= -0.805795] OR [X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 < -0.000715 AND X11 >= -0.562930 AND X16 >= 0.292070 AND X17 >= -0.805795],{'0.0': {'precision': 0.9183673469387755; 'recall': 0.8823529411764706; 'f1-score': 0.9; 'support': 102}; '1.0': {'precision': 0.9354838709677419; 'recall': 0.9560439560439561; 'f1-score': 0.9456521739130435; 'support': 182}; 'accuracy': 0.9295774647887324; 'macro avg': {'precision': 0.9269256089532587; 'recall': 0.9191984486102134; 'f1-score': 0.9228260869565217; 'support': 284}; 'weighted avg': {'precision': 0.9293363869855076; 'recall': 0.9295774647887324; 'f1-score': 0.9292559706062461; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 21}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}}
10,2,DNF,1,284,32,4,[71; 71],222,0.384652,0.843750,10,[X4 >= 0.041440 AND X6 < 0.999995 AND X7 >= 0.000985 AND X15 < -0.001970] OR [X2 >= 0.190280 AND X4 >= 0.418075 AND X7 >= -0.983575 AND X13 >= -0.554585 AND X15 < 0.968410 AND X25 >= -0.981480],{'0.0': {'precision': 0.9238095238095239; 'recall': 0.9509803921568627; 'f1-score': 0.9371980676328502; 'support': 102}; '1.0': {'precision': 0.9720670391061452; 'recall': 0.9560439560439561; 'f1-score': 0.96398891966759; 'support': 182}; 'accuracy': 0.954225352112676; 'macro avg': {'precision': 0.9479382814578345; 'recall': 0.9535121741004093; 'f1-score': 0.9505934936502201; 'support': 284}; 'weighted avg': {'precision': 0.9547351145982037; 'recall': 0.954225352112676; 'f1-score': 0.9543668530917329; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.7272727272727273; 'f1-score': 0.761904761904762; 'support': 11}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.9047619047619048; 'f1-score': 0.8837209302325582; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8318181818181818; 'recall': 0.8160173160173161; 'f1-score': 0.8228128460686601; 'support': 32}; 'weighted avg': {'precision': 0.8417613636363637; 'recall': 0.84375; 'f1-score': 0.8418466223698782; 'support': 32}}
10,2,DNF,2,284,32,4,[71; 71],222,0.299936,0.968750,16,[X2 >= 0.190280 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X10 < 0.999100 AND X18 < -0.043910 AND X22 < 0.999665 AND X33 < 0.950980] OR [X0 AND X3 < 0.746850 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X8 >= 0.011975 AND X13 >= -0.554585 AND X14 >= 0.239955 AND X19 >= -0.912755],{'0.0': {'precision': 0.9313725490196079; 'recall': 0.9313725490196079; 'f1-score': 0.9313725490196079; 'support': 102}; '1.0': {'precision': 0.9615384615384616; 'recall': 0.9615384615384616; 'f1-score': 0.9615384615384616; 'support': 182}; 'accuracy': 0.9507042253521126; 'macro avg': {'precision': 0.9464555052790347; 'recall': 0.9464555052790347; 'f1-score': 0.9464555052790347; 'support': 284}; 'weighted avg': {'precision': 0.9507042253521126; 'recall': 0.9507042253521126; 'f1-score': 0.9507042253521126; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9545454545454546; 'recall': 1.0; 'f1-score': 0.9767441860465117; 'support': 21}; 'accuracy': 0.96875; 'macro avg': {'precision': 0.9772727272727273; 'recall': 0.9545454545454546; 'f1-score': 0.9645625692137321; 'support': 32}; 'weighted avg': {'precision': 0.9701704545454546; 'recall': 0.96875; 'f1-score': 0.9683693244739757; 'support': 32}}
10,2,DNF,3,284,32,4,[71; 71],222,0.262979,0.937500,14,[X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.000375 AND X10 < 0.999100 AND X15 < -0.001970 AND X15 >= -0.905170 AND X27 < 0.860220 AND X28 >= -0.911830] OR [X4 >= 0.418075 AND X5 >= -0.217515 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X19 >= -0.912755 AND X23 >= -0.987455],{'0.0': {'precision': 0.8867924528301887; 'recall': 0.9306930693069307; 'f1-score': 0.9082125603864735; 'support': 101}; '1.0': {'precision': 0.9606741573033708; 'recall': 0.9344262295081968; 'f1-score': 0.9473684210526316; 'support': 183}; 'accuracy': 0.9330985915492958; 'macro avg': {'precision': 0.9237333050667798; 'recall': 0.9325596494075638; 'f1-score': 0.9277904907195526; 'support': 284}; 'weighted avg': {'precision': 0.9343993257829786; 'recall': 0.9330985915492958; 'f1-score': 0.9334432734213571; 'support': 284}},{'0.0': {'precision': 0.9166666666666666; 'recall': 0.9166666666666666; 'f1-score': 0.9166666666666666; 'support': 12}; '1.0': {'precision': 0.95; 'recall': 0.95; 'f1-score': 0.9500000000000001; 'support': 20}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9333333333333333; 'recall': 0.9333333333333333; 'f1-score': 0.9333333333333333; 'support': 32}; 'weighted avg': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}}
10,2,DNF,4,284,32,4,[71; 71],222,0.327254,0.875000,12,[X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X13 >= -0.554585 AND X22 < 0.999665 AND X26 < 0.999945] OR [X4 >= 0.418075 AND X7 < 0.994515 AND X7 >= -0.983575 AND X26 < 0.999945 AND X26 >= 0.528120 AND X32 >= 0.000200],{'0.0': {'precision': 0.9207920792079208; 'recall': 0.9207920792079208; 'f1-score': 0.9207920792079208; 'support': 101}; '1.0': {'precision': 0.9562841530054644; 'recall': 0.9562841530054644; 'f1-score': 0.9562841530054644; 'support': 183}; 'accuracy': 0.9436619718309859; 'macro avg': {'precision': 0.9385381161066926; 'recall': 0.9385381161066926; 'f1-score': 0.9385381161066926; 'support': 284}; 'weighted avg': {'precision': 0.9436619718309859; 'recall': 0.9436619718309859; 'f1-score': 0.9436619718309859; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.8333333333333334; 'f1-score': 0.8333333333333334; 'support': 12}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8666666666666667; 'recall': 0.8666666666666667; 'f1-score': 0.8666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}}
10,2,DNF,5,284,32,4,[71; 71],222,0.380596,0.906250,14,[X5 >= -0.217515 AND X7 >= -0.000375 AND X11 >= 0.001845 AND X13 >= -0.554585 AND X16 < 0.292070 AND X20 < 0.998880 AND X29 >= -0.914280] OR [X3 < 0.746850 AND X8 >= 0.055610 AND X9 >= -0.572990 AND X12 >= 0.354740 AND X14 >= 0.239955 AND X15 >= -0.905170 AND X17 >= -0.805795],{'0.0': {'precision': 0.9166666666666666; 'recall': 0.8712871287128713; 'f1-score': 0.8934010152284264; 'support': 101}; '1.0': {'precision': 0.9308510638297872; 'recall': 0.9562841530054644; 'f1-score': 0.9433962264150944; 'support': 183}; 'accuracy': 0.926056338028169; 'macro avg': {'precision': 0.9237588652482269; 'recall': 0.9137856408591678; 'f1-score': 0.9183986208217604; 'support': 284}; 'weighted avg': {'precision': 0.9258066127260013; 'recall': 0.926056338028169; 'f1-score': 0.9256162393381456; 'support': 284}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.8333333333333334; 'f1-score': 0.8695652173913043; 'support': 12}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.95; 'f1-score': 0.9268292682926829; 'support': 20}; 'accuracy': 0.90625; 'macro avg': {'precision': 0.9069264069264069; 'recall': 0.8916666666666666; 'f1-score': 0.8981972428419935; 'support': 32}; 'weighted avg': {'precision': 0.9063852813852813; 'recall': 0.90625; 'f1-score': 0.9053552492046659; 'support': 32}}
10,2,DNF,6,285,31,4,[71; 72],222,0.292752,0.806452,11,[X2 >= 0.190280 AND X3 >= 0.007075 AND X4 >= 0.041440 AND X10 < 0.999100 AND X18 < -0.043910] OR [X4 >= 0.041440 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 < 0.975650 AND X18 >= 0.121830 AND X31 < 0.870760],{'0.0': {'precision': 0.9375; 'recall': 0.8823529411764706; 'f1-score': 0.9090909090909091; 'support': 102}; '1.0': {'precision': 0.9365079365079365; 'recall': 0.9672131147540983; 'f1-score': 0.9516129032258064; 'support': 183}; 'accuracy': 0.9368421052631579; 'macro avg': {'precision': 0.9370039682539683; 'recall': 0.9247830279652844; 'f1-score': 0.9303519061583577; 'support': 285}; 'weighted avg': {'precision': 0.9368629908103593; 'recall': 0.9368421052631579; 'f1-score': 0.9363945053248959; 'support': 285}},{'0.0': {'precision': 0.7777777777777778; 'recall': 0.6363636363636364; 'f1-score': 0.7000000000000001; 'support': 11}; '1.0': {'precision': 0.8181818181818182; 'recall': 0.9; 'f1-score': 0.8571428571428572; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.797979797979798; 'recall': 0.7681818181818182; 'f1-score': 0.7785714285714287; 'support': 31}; 'weighted avg': {'precision': 0.8038449006190941; 'recall': 0.8064516129032258; 'f1-score': 0.8013824884792629; 'support': 31}}
10,2,DNF,7,285,31,4,[71; 72],222,0.401697,0.967742,10,[X2 >= 0.190280 AND X3 < 0.746850 AND X4 >= 0.418075 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X23 >= -0.987455] OR [X2 >= 0.190280 AND X5 >= 0.001010 AND X19 >= -0.912755 AND X21 < 0.000375],{'0.0': {'precision': 0.9278350515463918; 'recall': 0.8823529411764706; 'f1-score': 0.9045226130653266; 'support': 102}; '1.0': {'precision': 0.9361702127659575; 'recall': 0.9617486338797814; 'f1-score': 0.948787061994609; 'support': 183}; 'accuracy': 0.9333333333333333; 'macro avg': {'precision': 0.9320026321561746; 'recall': 0.922050787528126; 'f1-score': 0.9266548375299678; 'support': 285}; 'weighted avg': {'precision': 0.9331871024347445; 'recall': 0.9333333333333333; 'f1-score': 0.9329450486936027; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
10,2,DNF,8,285,31,4,[71; 72],222,0.787452,0.967742,14,[X3 < 0.746850 AND X4 >= 0.418075 AND X7 >= -0.983575 AND X13 >= -0.554585 AND X23 >= -0.987455 AND X24 >= -0.000170] OR [X2 >= 0.190280 AND X4 >= 0.041440 AND X10 < 0.999100 AND X13 >= -0.554585 AND X19 >= -0.912755 AND X25 < 0.802450 AND X26 < 0.999945 AND X33 < 0.950980],{'0.0': {'precision': 0.9680851063829787; 'recall': 0.8921568627450981; 'f1-score': 0.9285714285714286; 'support': 102}; '1.0': {'precision': 0.9424083769633508; 'recall': 0.9836065573770492; 'f1-score': 0.9625668449197861; 'support': 183}; 'accuracy': 0.9508771929824561; 'macro avg': {'precision': 0.9552467416731647; 'recall': 0.9378817100610737; 'f1-score': 0.9455691367456074; 'support': 285}; 'weighted avg': {'precision': 0.9515979432819545; 'recall': 0.9508771929824561; 'f1-score': 0.950400064331953; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.9090909090909091; 'f1-score': 0.9523809523809523; 'support': 11}; '1.0': {'precision': 0.9523809523809523; 'recall': 1.0; 'f1-score': 0.975609756097561; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9761904761904762; 'recall': 0.9545454545454546; 'f1-score': 0.9639953542392566; 'support': 31}; 'weighted avg': {'precision': 0.9692780337941628; 'recall': 0.967741935483871; 'f1-score': 0.9673672773594096; 'support': 31}}
10,2,DNF,9,285,31,4,[71; 72],222,0.259089,0.967742,13,[X2 >= 0.739470 AND X5 < 0.825090 AND X7 >= -0.983575 AND X15 < 0.968410 AND X17 >= -0.805795 AND X20 >= 0.072060 AND X26 >= 0.528120] OR [X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X9 >= -0.572990 AND X13 >= -0.554585 AND X22 < 0.999665],{'0.0': {'precision': 0.9893617021276596; 'recall': 0.9117647058823529; 'f1-score': 0.9489795918367346; 'support': 102}; '1.0': {'precision': 0.9528795811518325; 'recall': 0.994535519125683; 'f1-score': 0.9732620320855615; 'support': 183}; 'accuracy': 0.9649122807017544; 'macro avg': {'precision': 0.971120641639746; 'recall': 0.953150112504018; 'f1-score': 0.9611208119611481; 'support': 285}; 'weighted avg': {'precision': 0.965936340237918; 'recall': 0.9649122807017544; 'f1-score': 0.9645714745228233; 'support': 285}},{'0.0': {'precision': 0.9166666666666666; 'recall': 1.0; 'f1-score': 0.9565217391304348; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.95; 'f1-score': 0.9743589743589743; 'support': 20}; 'accuracy': 0.967741935483871; 'macro avg': {'precision': 0.9583333333333333; 'recall': 0.975; 'f1-score': 0.9654403567447045; 'support': 31}; 'weighted avg': {'precision': 0.9704301075268816; 'recall': 0.967741935483871; 'f1-score': 0.9680296328262668; 'support': 31}}
10,2,DNF,0,284,32,2,[142; 142],222,0.218282,0.937500,12,[X16 >= 0.292070 AND X17 >= -0.805795 AND X20 >= 0.072060 AND X33 < -0.000030 AND X33 >= -0.974115] OR [X2 >= 0.190280 AND X3 >= -0.609635 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X13 >= -0.554585],{'0.0': {'precision': 1.0; 'recall': 0.9313725490196079; 'f1-score': 0.9644670050761421; 'support': 102}; '1.0': {'precision': 0.9629629629629629; 'recall': 1.0; 'f1-score': 0.9811320754716981; 'support': 182}; 'accuracy': 0.9753521126760564; 'macro avg': {'precision': 0.9814814814814814; 'recall': 0.9656862745098039; 'f1-score': 0.9727995402739201; 'support': 284}; 'weighted avg': {'precision': 0.9762649973917579; 'recall': 0.9753521126760564; 'f1-score': 0.9751467332873787; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9130434782608695; 'recall': 1.0; 'f1-score': 0.9545454545454545; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9565217391304348; 'recall': 0.9090909090909092; 'f1-score': 0.9272727272727272; 'support': 32}; 'weighted avg': {'precision': 0.9429347826086956; 'recall': 0.9375; 'f1-score': 0.9357954545454545; 'support': 32}}
10,2,DNF,1,284,32,2,[142; 142],222,0.459604,0.843750,14,[X2 >= 0.190280 AND X7 < 0.000985 AND X7 >= -0.983575 AND X12 >= 0.015670 AND X16 >= 0.292070 AND X17 >= -0.805795 AND X33 >= -0.974115] OR [X2 >= 0.190280 AND X4 >= 0.041440 AND X7 >= 0.000985 AND X13 >= -0.554585 AND X15 < 0.968410 AND X21 < 0.923655 AND X28 >= -0.911830],{'0.0': {'precision': 0.9603960396039604; 'recall': 0.9509803921568627; 'f1-score': 0.9556650246305418; 'support': 102}; '1.0': {'precision': 0.9726775956284153; 'recall': 0.978021978021978; 'f1-score': 0.9753424657534248; 'support': 182}; 'accuracy': 0.9683098591549296; 'macro avg': {'precision': 0.9665368176161878; 'recall': 0.9645011850894203; 'f1-score': 0.9655037451919832; 'support': 284}; 'weighted avg': {'precision': 0.9682666142393503; 'recall': 0.9683098591549296; 'f1-score': 0.968275215772671; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.7272727272727273; 'f1-score': 0.761904761904762; 'support': 11}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.9047619047619048; 'f1-score': 0.8837209302325582; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8318181818181818; 'recall': 0.8160173160173161; 'f1-score': 0.8228128460686601; 'support': 32}; 'weighted avg': {'precision': 0.8417613636363637; 'recall': 0.84375; 'f1-score': 0.8418466223698782; 'support': 32}}
10,2,DNF,2,284,32,2,[142; 142],222,0.209770,0.937500,15,[X2 >= 0.190280 AND X4 >= 0.041440 AND X7 >= -0.983575 AND X9 >= -0.572990 AND X10 < 0.999100 AND X16 < -0.054150 AND X22 < 0.999665 AND X29 < 0.930305] OR [X2 >= 0.190280 AND X3 < 0.746850 AND X5 >= -0.795310 AND X7 >= -0.983575 AND X13 >= -0.554585 AND X14 >= 0.239955 AND X15 < 0.968410],{'0.0': {'precision': 0.941747572815534; 'recall': 0.9509803921568627; 'f1-score': 0.9463414634146341; 'support': 102}; '1.0': {'precision': 0.9723756906077348; 'recall': 0.967032967032967; 'f1-score': 0.9696969696969698; 'support': 182}; 'accuracy': 0.9612676056338029; 'macro avg': {'precision': 0.9570616317116344; 'recall': 0.9590066795949148; 'f1-score': 0.9580192165558019; 'support': 284}; 'weighted avg': {'precision': 0.9613754511189865; 'recall': 0.9612676056338029; 'f1-score': 0.9613087244828914; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.8181818181818182; 'f1-score': 0.9; 'support': 11}; '1.0': {'precision': 0.9130434782608695; 'recall': 1.0; 'f1-score': 0.9545454545454545; 'support': 21}; 'accuracy': 0.9375; 'macro avg': {'precision': 0.9565217391304348; 'recall': 0.9090909090909092; 'f1-score': 0.9272727272727272; 'support': 32}; 'weighted avg': {'precision': 0.9429347826086956; 'recall': 0.9375; 'f1-score': 0.9357954545454545; 'support': 32}}
10,2,DNF,3,284,32,2,[142; 142],222,0.353829,1.000000,15,[X2 >= 0.190280 AND X4 >= 0.041440 AND X5 >= -0.217515 AND X7 >= -0.983575 AND X10 < 0.999100 AND X13 >= -0.554585 AND X28 >= -0.911830 AND X33 < 0.950980] OR [X3 < 0.746850 AND X4 >= 0.418075 AND X7 >= -0.983575 AND X10 >= 0.999100 AND X19 >= -0.912755 AND X20 >= 0.072060 AND X24 >= 0.087220],{'0.0': {'precision': 0.96; 'recall': 0.9504950495049505; 'f1-score': 0.9552238805970149; 'support': 101}; '1.0': {'precision': 0.9728260869565217; 'recall': 0.9781420765027322; 'f1-score': 0.9754768392370572; 'support': 183}; 'accuracy': 0.9683098591549296; 'macro avg': {'precision': 0.9664130434782608; 'recall': 0.9643185630038413; 'f1-score': 0.9653503599170361; 'support': 284}; 'weighted avg': {'precision': 0.9682646968769136; 'recall': 0.9683098591549296; 'f1-score': 0.9682742025376055; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 12}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 20}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 32}}
10,2,DNF,4,284,32,2,[142; 142],222,0.259089,0.843750,15,[X2 >= 0.190280 AND X4 >= 0.041440 AND X9 >= -0.572990 AND X10 < 0.999100 AND X13 >= -0.554585 AND X22 < 0.999665 AND X24 < 0.999495 AND X29 >= -0.914280 AND X32 < 0.994855] OR [X2 >= 0.739470 AND X4 >= 0.041440 AND X5 >= -0.795310 AND X7 < 0.994515 AND X7 >= -0.983575 AND X17 >= -0.805795],{'0.0': {'precision': 0.9702970297029703; 'recall': 0.9702970297029703; 'f1-score': 0.9702970297029703; 'support': 101}; '1.0': {'precision': 0.9836065573770492; 'recall': 0.9836065573770492; 'f1-score': 0.9836065573770492; 'support': 183}; 'accuracy': 0.9788732394366197; 'macro avg': {'precision': 0.9769517935400097; 'recall': 0.9769517935400097; 'f1-score': 0.9769517935400097; 'support': 284}; 'weighted avg': {'precision': 0.9788732394366197; 'recall': 0.9788732394366197; 'f1-score': 0.9788732394366197; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.75; 'f1-score': 0.7826086956521738; 'support': 12}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8376623376623377; 'recall': 0.825; 'f1-score': 0.8303287380699893; 'support': 32}; 'weighted avg': {'precision': 0.8425324675324675; 'recall': 0.84375; 'f1-score': 0.8422587486744432; 'support': 32}}
