lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,460,52,1,[460; 460],122,2.026481,0.923077,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9750889679715302; 'recall': 0.9480968858131488; 'f1-score': 0.9614035087719298; 'support': 289}; '1.0': {'precision': 0.9162011173184358; 'recall': 0.9590643274853801; 'f1-score': 0.9371428571428572; 'support': 171}; 'accuracy': 0.9521739130434783; 'macro avg': {'precision': 0.945645042644983; 'recall': 0.9535806066492645; 'f1-score': 0.9492731829573935; 'support': 460}; 'weighted avg': {'precision': 0.9531980495765755; 'recall': 0.9521739130434783; 'f1-score': 0.9523848752315571; 'support': 460}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.9393939393939394; 'f1-score': 0.9393939393939394; 'support': 33}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9170653907496014; 'recall': 0.9170653907496014; 'f1-score': 0.9170653907496014; 'support': 52}; 'weighted avg': {'precision': 0.9230769230769231; 'recall': 0.9230769230769231; 'f1-score': 0.9230769230769231; 'support': 52}}
10,1,CNF,2,461,51,1,[461; 461],122,1.841764,0.882353,5,[X12 >= 5.131000 OR X22 >= 117.450000 OR X23 >= 884.550000 OR X27 >= 0.175750 OR X28 >= 0.357100],{'0.0': {'precision': 0.9591836734693877; 'recall': 0.9724137931034482; 'f1-score': 0.9657534246575341; 'support': 290}; '1.0': {'precision': 0.9520958083832335; 'recall': 0.9298245614035088; 'f1-score': 0.9408284023668639; 'support': 171}; 'accuracy': 0.9566160520607375; 'macro avg': {'precision': 0.9556397409263107; 'recall': 0.9511191772534785; 'f1-score': 0.953290913512199; 'support': 461}; 'weighted avg': {'precision': 0.9565545521467578; 'recall': 0.9566160520607375; 'f1-score': 0.9565079174737932; 'support': 461}},{'0.0': {'precision': 0.9333333333333333; 'recall': 0.875; 'f1-score': 0.9032258064516129; 'support': 32}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8947368421052632; 'f1-score': 0.8500000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8714285714285714; 'recall': 0.8848684210526316; 'f1-score': 0.8766129032258065; 'support': 51}; 'weighted avg': {'precision': 0.8872082166199813; 'recall': 0.8823529411764706; 'f1-score': 0.8833965844402277; 'support': 51}}
10,1,CNF,3,461,51,1,[461; 461],122,2.301452,0.921569,4,[X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.946843853820598; 'recall': 0.9827586206896551; 'f1-score': 0.964467005076142; 'support': 290}; '1.0': {'precision': 0.96875; 'recall': 0.9064327485380117; 'f1-score': 0.9365558912386707; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.957796926910299; 'recall': 0.9445956846138335; 'f1-score': 0.9505114481574064; 'support': 461}; 'weighted avg': {'precision': 0.9549695609717428; 'recall': 0.9544468546637744; 'f1-score': 0.9541138587286201; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
10,1,CNF,4,461,51,1,[461; 461],122,2.416837,0.960784,4,[X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9435215946843853; 'recall': 0.9793103448275862; 'f1-score': 0.961082910321489; 'support': 290}; '1.0': {'precision': 0.9625; 'recall': 0.9005847953216374; 'f1-score': 0.9305135951661632; 'support': 171}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9530107973421926; 'recall': 0.9399475700746118; 'f1-score': 0.945798252743826; 'support': 461}; 'weighted avg': {'precision': 0.9505613068513487; 'recall': 0.9501084598698482; 'f1-score': 0.9497437500361078; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
10,1,CNF,5,461,51,1,[461; 461],122,1.922860,0.941176,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9717314487632509; 'recall': 0.9482758620689655; 'f1-score': 0.9598603839441536; 'support': 290}; '1.0': {'precision': 0.9157303370786517; 'recall': 0.9532163742690059; 'f1-score': 0.9340974212034385; 'support': 171}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9437308929209514; 'recall': 0.9507461181689857; 'f1-score': 0.946978902573796; 'support': 461}; 'weighted avg': {'precision': 0.9509588021297011; 'recall': 0.9501084598698482; 'f1-score': 0.9503040572008515; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
10,1,CNF,6,461,51,1,[461; 461],122,3.186481,0.941176,3,[X12 >= 5.131000 OR X20 >= 16.795000 OR X27 >= 0.142350],{'0.0': {'precision': 0.978494623655914; 'recall': 0.9413793103448276; 'f1-score': 0.9595782073813709; 'support': 290}; '1.0': {'precision': 0.9065934065934066; 'recall': 0.9649122807017544; 'f1-score': 0.934844192634561; 'support': 171}; 'accuracy': 0.9501084598698482; 'macro avg': {'precision': 0.9425440151246602; 'recall': 0.9531457955232909; 'f1-score': 0.947211200007966; 'support': 461}; 'weighted avg': {'precision': 0.9518241071316433; 'recall': 0.9501084598698482; 'f1-score': 0.950403551152077; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
10,1,CNF,7,461,51,1,[461; 461],122,1.666898,0.882353,5,[X2 >= 98.755000 OR X7 >= 0.079005 OR X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9562289562289562; 'recall': 0.9793103448275862; 'f1-score': 0.9676320272572403; 'support': 290}; '1.0': {'precision': 0.9634146341463414; 'recall': 0.9239766081871345; 'f1-score': 0.9432835820895521; 'support': 171}; 'accuracy': 0.9587852494577006; 'macro avg': {'precision': 0.9598217951876489; 'recall': 0.9516434765073603; 'f1-score': 0.9554578046733961; 'support': 461}; 'weighted avg': {'precision': 0.9588943595345373; 'recall': 0.9587852494577006; 'f1-score': 0.9586003914141281; 'support': 461}},{'0.0': {'precision': 0.90625; 'recall': 0.90625; 'f1-score': 0.90625; 'support': 32}; '1.0': {'precision': 0.8421052631578947; 'recall': 0.8421052631578947; 'f1-score': 0.8421052631578947; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8741776315789473; 'recall': 0.8741776315789473; 'f1-score': 0.8741776315789473; 'support': 51}; 'weighted avg': {'precision': 0.8823529411764706; 'recall': 0.8823529411764706; 'f1-score': 0.8823529411764706; 'support': 51}}
10,1,CNF,8,461,51,1,[461; 461],122,1.264917,0.901961,4,[X2 >= 98.755000 OR X7 >= 0.079005 OR X20 >= 16.795000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9590443686006825; 'recall': 0.9689655172413794; 'f1-score': 0.9639794168096055; 'support': 290}; '1.0': {'precision': 0.9464285714285714; 'recall': 0.9298245614035088; 'f1-score': 0.9380530973451328; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.952736470014627; 'recall': 0.9493950393224441; 'f1-score': 0.9510162570773691; 'support': 461}; 'weighted avg': {'precision': 0.9543647562006153; 'recall': 0.9544468546637744; 'f1-score': 0.9543624957067318; 'support': 461}},{'0.0': {'precision': 0.8857142857142857; 'recall': 0.96875; 'f1-score': 0.9253731343283582; 'support': 32}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9116071428571428; 'recall': 0.8791118421052632; 'f1-score': 0.8912579957356077; 'support': 51}; 'weighted avg': {'precision': 0.9050070028011205; 'recall': 0.9019607843137255; 'f1-score': 0.8999540114553285; 'support': 51}}
10,1,CNF,9,461,51,1,[461; 461],122,2.445397,0.960784,3,[X12 >= 5.131000 OR X23 >= 884.550000 OR X27 >= 0.142350],{'0.0': {'precision': 0.9716312056737588; 'recall': 0.9448275862068966; 'f1-score': 0.958041958041958; 'support': 290}; '1.0': {'precision': 0.9106145251396648; 'recall': 0.9532163742690059; 'f1-score': 0.9314285714285714; 'support': 171}; 'accuracy': 0.9479392624728851; 'macro avg': {'precision': 0.9411228654067119; 'recall': 0.9490219802379511; 'f1-score': 0.9447352647352647; 'support': 461}; 'weighted avg': {'precision': 0.9489981202695722; 'recall': 0.9479392624728851; 'f1-score': 0.9481701812287495; 'support': 461}},{'0.0': {'precision': 0.96875; 'recall': 0.96875; 'f1-score': 0.96875; 'support': 32}; '1.0': {'precision': 0.9473684210526315; 'recall': 0.9473684210526315; 'f1-score': 0.9473684210526315; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9580592105263157; 'recall': 0.9580592105263157; 'f1-score': 0.9580592105263157; 'support': 51}; 'weighted avg': {'precision': 0.9607843137254902; 'recall': 0.9607843137254902; 'f1-score': 0.9607843137254902; 'support': 51}}
10,1,DNF,0,460,52,1,[460; 460],122,1.669142,0.903846,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9342105263157895; 'recall': 0.9826989619377162; 'f1-score': 0.957841483979764; 'support': 289}; '1.0': {'precision': 0.967948717948718; 'recall': 0.8830409356725146; 'f1-score': 0.9235474006116208; 'support': 171}; 'accuracy': 0.9456521739130435; 'macro avg': {'precision': 0.9510796221322537; 'recall': 0.9328699488051154; 'f1-score': 0.9406944422956924; 'support': 460}; 'weighted avg': {'precision': 0.9467523323358564; 'recall': 0.9456521739130435; 'f1-score': 0.9450930312494324; 'support': 460}},{'0.0': {'precision': 0.8888888888888888; 'recall': 0.9696969696969697; 'f1-score': 0.927536231884058; 'support': 33}; '1.0': {'precision': 0.9375; 'recall': 0.7894736842105263; 'f1-score': 0.8571428571428572; 'support': 19}; 'accuracy': 0.9038461538461539; 'macro avg': {'precision': 0.9131944444444444; 'recall': 0.879585326953748; 'f1-score': 0.8923395445134576; 'support': 52}; 'weighted avg': {'precision': 0.906650641025641; 'recall': 0.9038461538461539; 'f1-score': 0.9018155757286193; 'support': 52}}
10,1,DNF,1,460,52,1,[460; 460],122,4.501800,0.980769,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9248366013071896; 'recall': 0.9792387543252595; 'f1-score': 0.9512605042016807; 'support': 289}; '1.0': {'precision': 0.961038961038961; 'recall': 0.8654970760233918; 'f1-score': 0.9107692307692308; 'support': 171}; 'accuracy': 0.9369565217391305; 'macro avg': {'precision': 0.9429377811730753; 'recall': 0.9223679151743256; 'f1-score': 0.9310148674854557; 'support': 460}; 'weighted avg': {'precision': 0.9382944350335655; 'recall': 0.9369565217391305; 'f1-score': 0.9362083134257047; 'support': 460}},{'0.0': {'precision': 0.9705882352941176; 'recall': 1.0; 'f1-score': 0.9850746268656716; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9807692307692307; 'macro avg': {'precision': 0.9852941176470589; 'recall': 0.9736842105263157; 'f1-score': 0.9790237999193223; 'support': 52}; 'weighted avg': {'precision': 0.9813348416289593; 'recall': 0.9807692307692307; 'f1-score': 0.9806528687125702; 'support': 52}}
10,1,DNF,2,461,51,1,[461; 461],122,2.337178,0.960784,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9281045751633987; 'recall': 0.9793103448275862; 'f1-score': 0.9530201342281879; 'support': 290}; '1.0': {'precision': 0.9612903225806452; 'recall': 0.8713450292397661; 'f1-score': 0.9141104294478527; 'support': 171}; 'accuracy': 0.9392624728850325; 'macro avg': {'precision': 0.9446974488720219; 'recall': 0.9253276870336762; 'f1-score': 0.9335652818380202; 'support': 461}; 'weighted avg': {'precision': 0.9404142558756527; 'recall': 0.9392624728850325; 'f1-score': 0.9385872502424236; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
10,1,DNF,3,461,51,1,[461; 461],122,3.426151,0.882353,3,[X13 >= 18.515000 AND X22 >= 101.650000 AND X27 >= 0.109550],{'0.0': {'precision': 0.9518900343642611; 'recall': 0.9551724137931035; 'f1-score': 0.9535283993115319; 'support': 290}; '1.0': {'precision': 0.9235294117647059; 'recall': 0.9181286549707602; 'f1-score': 0.9208211143695014; 'support': 171}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.9377097230644835; 'recall': 0.9366505343819318; 'f1-score': 0.9371747568405167; 'support': 461}; 'weighted avg': {'precision': 0.9413701504932764; 'recall': 0.9414316702819957; 'f1-score': 0.9413961960033167; 'support': 461}},{'0.0': {'precision': 0.9333333333333333; 'recall': 0.875; 'f1-score': 0.9032258064516129; 'support': 32}; '1.0': {'precision': 0.8095238095238095; 'recall': 0.8947368421052632; 'f1-score': 0.8500000000000001; 'support': 19}; 'accuracy': 0.8823529411764706; 'macro avg': {'precision': 0.8714285714285714; 'recall': 0.8848684210526316; 'f1-score': 0.8766129032258065; 'support': 51}; 'weighted avg': {'precision': 0.8872082166199813; 'recall': 0.8823529411764706; 'f1-score': 0.8833965844402277; 'support': 51}}
10,1,DNF,4,461,51,1,[461; 461],122,1.787683,0.941176,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9283387622149837; 'recall': 0.9827586206896551; 'f1-score': 0.9547738693467336; 'support': 290}; '1.0': {'precision': 0.9675324675324676; 'recall': 0.8713450292397661; 'f1-score': 0.9169230769230768; 'support': 171}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.9479356148737257; 'recall': 0.9270518249647106; 'f1-score': 0.9358484731349053; 'support': 461}; 'weighted avg': {'precision': 0.9428769913023801; 'recall': 0.9414316702819957; 'f1-score': 0.9407337706386093; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
10,1,DNF,5,461,51,1,[461; 461],122,2.355120,0.921569,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9313725490196079; 'recall': 0.9827586206896551; 'f1-score': 0.9563758389261745; 'support': 290}; '1.0': {'precision': 0.967741935483871; 'recall': 0.8771929824561403; 'f1-score': 0.9202453987730062; 'support': 171}; 'accuracy': 0.9436008676789588; 'macro avg': {'precision': 0.9495572422517394; 'recall': 0.9299758015728977; 'f1-score': 0.9383106188495903; 'support': 461}; 'weighted avg': {'precision': 0.9448631457341177; 'recall': 0.9436008676789588; 'f1-score': 0.9429738752251078; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
10,1,DNF,6,461,51,1,[461; 461],122,1.794807,0.823529,4,[X7 >= 0.051420 AND X13 >= 18.515000 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.940983606557377; 'recall': 0.9896551724137931; 'f1-score': 0.9647058823529411; 'support': 290}; '1.0': {'precision': 0.9807692307692307; 'recall': 0.8947368421052632; 'f1-score': 0.9357798165137614; 'support': 171}; 'accuracy': 0.9544468546637744; 'macro avg': {'precision': 0.9608764186633039; 'recall': 0.9421960072595281; 'f1-score': 0.9502428494333512; 'support': 461}; 'weighted avg': {'precision': 0.9557413977509279; 'recall': 0.9544468546637744; 'f1-score': 0.9539762570633538; 'support': 461}},{'0.0': {'precision': 0.8285714285714286; 'recall': 0.90625; 'f1-score': 0.8656716417910447; 'support': 32}; '1.0': {'precision': 0.8125; 'recall': 0.6842105263157895; 'f1-score': 0.742857142857143; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8205357142857144; 'recall': 0.7952302631578947; 'f1-score': 0.8042643923240939; 'support': 51}; 'weighted avg': {'precision': 0.8225840336134455; 'recall': 0.8235294117647058; 'f1-score': 0.8199172206195912; 'support': 51}}
10,1,DNF,7,461,51,1,[461; 461],122,4.104949,0.941176,3,[X7 >= 0.051420 AND X20 >= 14.905000 AND X26 >= 0.216400],{'0.0': {'precision': 0.930921052631579; 'recall': 0.9758620689655172; 'f1-score': 0.9528619528619529; 'support': 290}; '1.0': {'precision': 0.9554140127388535; 'recall': 0.8771929824561403; 'f1-score': 0.9146341463414634; 'support': 171}; 'accuracy': 0.9392624728850325; 'macro avg': {'precision': 0.9431675326852162; 'recall': 0.9265275257108287; 'f1-score': 0.9337480496017081; 'support': 461}; 'weighted avg': {'precision': 0.9400062937993534; 'recall': 0.9392624728850325; 'f1-score': 0.9386820072762616; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
10,1,DNF,8,461,51,1,[461; 461],122,1.825536,0.901961,3,[X7 >= 0.051420 AND X10 >= 0.193650 AND X26 >= 0.216400],{'0.0': {'precision': 0.9427609427609428; 'recall': 0.9655172413793104; 'f1-score': 0.9540034071550255; 'support': 290}; '1.0': {'precision': 0.9390243902439024; 'recall': 0.9005847953216374; 'f1-score': 0.9194029850746269; 'support': 171}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.9408926665024226; 'recall': 0.9330510183504739; 'f1-score': 0.9367031961148262; 'support': 461}; 'weighted avg': {'precision': 0.9413749330420406; 'recall': 0.9414316702819957; 'f1-score': 0.9411689772727084; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
10,1,DNF,9,461,51,1,[461; 461],122,4.745743,0.980392,4,[X7 >= 0.051420 AND X10 >= 0.193650 AND X23 >= 696.050000 AND X26 >= 0.216400],{'0.0': {'precision': 0.9250814332247557; 'recall': 0.9793103448275862; 'f1-score': 0.9514237855946398; 'support': 290}; '1.0': {'precision': 0.961038961038961; 'recall': 0.8654970760233918; 'f1-score': 0.9107692307692308; 'support': 171}; 'accuracy': 0.9370932754880694; 'macro avg': {'precision': 0.9430601971318584; 'recall': 0.922403710425489; 'f1-score': 0.9310965081819353; 'support': 461}; 'weighted avg': {'precision': 0.938419258075578; 'recall': 0.9370932754880694; 'f1-score': 0.9363436795748025; 'support': 461}},{'0.0': {'precision': 0.9696969696969697; 'recall': 1.0; 'f1-score': 0.9846153846153847; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.9473684210526315; 'f1-score': 0.972972972972973; 'support': 19}; 'accuracy': 0.9803921568627451; 'macro avg': {'precision': 0.9848484848484849; 'recall': 0.9736842105263157; 'f1-score': 0.9787941787941788; 'support': 51}; 'weighted avg': {'precision': 0.9809863339275104; 'recall': 0.9803921568627451; 'f1-score': 0.9802780155721332; 'support': 51}}
10,2,CNF,0,460,52,1,[460; 460],122,13.940557,0.923077,6,[X21 >= 23.350000 OR X22 >= 117.450000 OR X27 >= 0.175750] AND [X7 >= 0.051420 OR X10 >= 0.547850 OR X20 >= 16.795000],{'0.0': {'precision': 0.986159169550173; 'recall': 0.986159169550173; 'f1-score': 0.986159169550173; 'support': 289}; '1.0': {'precision': 0.9766081871345029; 'recall': 0.9766081871345029; 'f1-score': 0.9766081871345029; 'support': 171}; 'accuracy': 0.9826086956521739; 'macro avg': {'precision': 0.981383678342338; 'recall': 0.981383678342338; 'f1-score': 0.981383678342338; 'support': 460}; 'weighted avg': {'precision': 0.9826086956521739; 'recall': 0.9826086956521739; 'f1-score': 0.9826086956521739; 'support': 460}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9090909090909091; 'f1-score': 0.9374999999999999; 'support': 33}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9124423963133641; 'recall': 0.9282296650717703; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9273307337823467; 'recall': 0.9230769230769231; 'f1-score': 0.9237980769230768; 'support': 52}}
10,2,CNF,1,460,52,1,[460; 460],122,64.242887,1.000000,6,[X3 >= 696.250000 OR X7 >= 0.051420 OR X20 >= 16.795000] AND [X21 >= 23.350000 OR X22 >= 117.450000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9792387543252595; 'recall': 0.9792387543252595; 'f1-score': 0.9792387543252595; 'support': 289}; '1.0': {'precision': 0.9649122807017544; 'recall': 0.9649122807017544; 'f1-score': 0.9649122807017544; 'support': 171}; 'accuracy': 0.9739130434782609; 'macro avg': {'precision': 0.972075517513507; 'recall': 0.972075517513507; 'f1-score': 0.972075517513507; 'support': 460}; 'weighted avg': {'precision': 0.9739130434782609; 'recall': 0.9739130434782609; 'f1-score': 0.9739130434782609; 'support': 460}},{'0.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 33}; '1.0': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 19}; 'accuracy': 1.0; 'macro avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}; 'weighted avg': {'precision': 1.0; 'recall': 1.0; 'f1-score': 1.0; 'support': 52}}
10,2,CNF,2,461,51,1,[461; 461],122,43.728379,0.921569,7,[X3 >= 696.250000 OR X20 >= 16.795000 OR X27 >= 0.142350] AND [X0 >= 17.880000 OR X7 >= 0.079005 OR X21 >= 23.350000 OR X27 >= 0.175750],{'0.0': {'precision': 0.9795221843003413; 'recall': 0.9896551724137931; 'f1-score': 0.9845626072041166; 'support': 290}; '1.0': {'precision': 0.9821428571428571; 'recall': 0.9649122807017544; 'f1-score': 0.9734513274336283; 'support': 171}; 'accuracy': 0.9804772234273319; 'macro avg': {'precision': 0.9808325207215992; 'recall': 0.9772837265577737; 'f1-score': 0.9790069673188724; 'support': 461}; 'weighted avg': {'precision': 0.9804942776974567; 'recall': 0.9804772234273319; 'f1-score': 0.9804410695885992; 'support': 461}},{'0.0': {'precision': 0.9375; 'recall': 0.9375; 'f1-score': 0.9375; 'support': 32}; '1.0': {'precision': 0.8947368421052632; 'recall': 0.8947368421052632; 'f1-score': 0.8947368421052632; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9161184210526316; 'recall': 0.9161184210526316; 'f1-score': 0.9161184210526316; 'support': 51}; 'weighted avg': {'precision': 0.9215686274509803; 'recall': 0.9215686274509803; 'f1-score': 0.9215686274509803; 'support': 51}}
10,2,CNF,3,461,51,1,[461; 461],122,110.109988,0.941176,10,[X2 >= 98.755000 OR X7 >= 0.051420 OR X13 >= 31.285000 OR X22 >= 117.450000] AND [X12 >= 5.131000 OR X21 >= 29.295000 OR X22 >= 117.450000 OR X23 >= 884.550000 OR X27 >= 0.175750 OR X28 >= 0.357100],{'0.0': {'precision': 0.9728813559322034; 'recall': 0.9896551724137931; 'f1-score': 0.9811965811965813; 'support': 290}; '1.0': {'precision': 0.9819277108433735; 'recall': 0.9532163742690059; 'f1-score': 0.9673590504451038; 'support': 171}; 'accuracy': 0.9761388286334056; 'macro avg': {'precision': 0.9774045333877884; 'recall': 0.9714357733413994; 'f1-score': 0.9742778158208425; 'support': 461}; 'weighted avg': {'precision': 0.9762369452810322; 'recall': 0.9761388286334056; 'f1-score': 0.9760637877941895; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.90625; 'f1-score': 0.9508196721311475; 'support': 32}; '1.0': {'precision': 0.8636363636363636; 'recall': 1.0; 'f1-score': 0.9268292682926829; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9318181818181819; 'recall': 0.953125; 'f1-score': 0.9388244702119152; 'support': 51}; 'weighted avg': {'precision': 0.9491978609625668; 'recall': 0.9411764705882353; 'f1-score': 0.9418820707011313; 'support': 51}}
