l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],14,1.172090,0.716981,4,[X2 >= 1.650000 OR X3 >= 1.250000 OR X4 >= 211.500000 OR X6 >= 59.500000],{'0.0': {'precision': 0.5; 'recall': 0.6343283582089553; 'f1-score': 0.5592105263157895; 'support': 134}; '1.0': {'precision': 0.8355704697986577; 'recall': 0.7455089820359282; 'f1-score': 0.7879746835443038; 'support': 334}; 'accuracy': 0.7136752136752137; 'macro avg': {'precision': 0.6677852348993288; 'recall': 0.6899186701224418; 'f1-score': 0.6735926049300467; 'support': 468}; 'weighted avg': {'precision': 0.7394883267366489; 'recall': 0.7136752136752138; 'f1-score': 0.7224738351070796; 'support': 468}},{'0.0': {'precision': 0.5; 'recall': 0.6666666666666666; 'f1-score': 0.5714285714285715; 'support': 15}; '1.0': {'precision': 0.8484848484848485; 'recall': 0.7368421052631579; 'f1-score': 0.7887323943661972; 'support': 38}; 'accuracy': 0.7169811320754716; 'macro avg': {'precision': 0.6742424242424243; 'recall': 0.7017543859649122; 'f1-score': 0.6800804828973843; 'support': 53}; 'weighted avg': {'precision': 0.7498570611778159; 'recall': 0.7169811320754716; 'f1-score': 0.7272313124027183; 'support': 53}}
l: 10,2,DNF,1,469,52,58,[8; 9],14,1.293148,0.557692,4,[X1] OR [X4 < 211.500000 AND X6 < 59.500000 AND X9 < 0.895000],{'0.0': {'precision': 0.37755102040816324; 'recall': 0.2740740740740741; 'f1-score': 0.3175965665236052; 'support': 135}; '1.0': {'precision': 0.7358490566037735; 'recall': 0.8173652694610778; 'f1-score': 0.7744680851063829; 'support': 334}; 'accuracy': 0.6609808102345416; 'macro avg': {'precision': 0.5567000385059684; 'recall': 0.545719671767576; 'f1-score': 0.5460323258149941; 'support': 469}; 'weighted avg': {'precision': 0.6327142274216683; 'recall': 0.6609808102345416; 'f1-score': 0.6429592258128328; 'support': 469}},{'0.0': {'precision': 0.09090909090909091; 'recall': 0.07142857142857142; 'f1-score': 0.08; 'support': 14}; '1.0': {'precision': 0.6829268292682927; 'recall': 0.7368421052631579; 'f1-score': 0.7088607594936709; 'support': 38}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.38691796008869184; 'recall': 0.4041353383458646; 'f1-score': 0.3944303797468354; 'support': 52}; 'weighted avg': {'precision': 0.5235374381715846; 'recall': 0.5576923076923077; 'f1-score': 0.5395520934761442; 'support': 52}}
l: 10,2,DNF,2,469,52,58,[8; 9],14,1.289438,0.596154,4,[X1 AND X4 < 211.500000 AND X6 < 59.500000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.37037037037037035; 'recall': 0.29850746268656714; 'f1-score': 0.33057851239669417; 'support': 134}; '1.0': {'precision': 0.739612188365651; 'recall': 0.7970149253731343; 'f1-score': 0.767241379310345; 'support': 335}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.5549912793680107; 'recall': 0.5477611940298508; 'f1-score': 0.5489099458535196; 'support': 469}; 'weighted avg': {'precision': 0.6341145260812852; 'recall': 0.6545842217484008; 'f1-score': 0.642480560192159; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.13333333333333333; 'f1-score': 0.16; 'support': 15}; '1.0': {'precision': 0.6904761904761905; 'recall': 0.7837837837837838; 'f1-score': 0.7341772151898734; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4452380952380952; 'recall': 0.45855855855855854; 'f1-score': 0.44708860759493674; 'support': 52}; 'weighted avg': {'precision': 0.548992673992674; 'recall': 0.5961538461538461; 'f1-score': 0.5685491723466407; 'support': 52}}
l: 10,2,DNF,3,469,52,58,[8; 9],14,1.340604,0.711538,3,[X2 >= 1.650000 AND X4 >= 211.500000] OR [X1],{'0.0': {'precision': 0.375; 'recall': 0.26865671641791045; 'f1-score': 0.3130434782608696; 'support': 134}; '1.0': {'precision': 0.7372654155495979; 'recall': 0.8208955223880597; 'f1-score': 0.7768361581920904; 'support': 335}; 'accuracy': 0.6631130063965884; 'macro avg': {'precision': 0.556132707774799; 'recall': 0.5447761194029851; 'f1-score': 0.54493981822648; 'support': 469}; 'weighted avg': {'precision': 0.6337610111068556; 'recall': 0.6631130063965884; 'f1-score': 0.6443239639260273; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.26666666666666666; 'f1-score': 0.3478260869565218; 'support': 15}; '1.0': {'precision': 0.75; 'recall': 0.8918918918918919; 'f1-score': 0.8148148148148148; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.625; 'recall': 0.5792792792792792; 'f1-score': 0.5813204508856683; 'support': 52}; 'weighted avg': {'precision': 0.6778846153846154; 'recall': 0.7115384615384616; 'f1-score': 0.6801065279326148; 'support': 52}}
l: 10,2,DNF,4,469,52,58,[8; 9],14,1.330226,0.500000,4,[X1 AND X5 < 61.500000 AND X6 < 59.500000] OR [(NOT X1)],{'0.0': {'precision': 0.11688311688311688; 'recall': 0.13432835820895522; 'f1-score': 0.125; 'support': 134}; '1.0': {'precision': 0.6317460317460317; 'recall': 0.5940298507462687; 'f1-score': 0.6123076923076923; 'support': 335}; 'accuracy': 0.4626865671641791; 'macro avg': {'precision': 0.3743145743145743; 'recall': 0.3641791044776119; 'f1-score': 0.36865384615384617; 'support': 469}; 'weighted avg': {'precision': 0.4846423417851989; 'recall': 0.4626865671641791; 'f1-score': 0.47307692307692306; 'support': 469}},{'0.0': {'precision': 0.13333333333333333; 'recall': 0.13333333333333333; 'f1-score': 0.13333333333333333; 'support': 15}; '1.0': {'precision': 0.6486486486486487; 'recall': 0.6486486486486487; 'f1-score': 0.6486486486486487; 'support': 37}; 'accuracy': 0.5; 'macro avg': {'precision': 0.390990990990991; 'recall': 0.390990990990991; 'f1-score': 0.390990990990991; 'support': 52}; 'weighted avg': {'precision': 0.5; 'recall': 0.5; 'f1-score': 0.5; 'support': 52}}
l: 10,2,DNF,5,469,52,58,[8; 9],14,1.479881,0.480769,3,[X5 < 61.500000 AND X9 >= 0.895000] OR [X3 >= 1.250000],{'0.0': {'precision': 0.26811594202898553; 'recall': 0.27611940298507465; 'f1-score': 0.27205882352941174; 'support': 134}; '1.0': {'precision': 0.7069486404833837; 'recall': 0.6985074626865672; 'f1-score': 0.7027027027027027; 'support': 335}; 'accuracy': 0.5778251599147122; 'macro avg': {'precision': 0.4875322912561846; 'recall': 0.4873134328358209; 'f1-score': 0.48738076311605727; 'support': 469}; 'weighted avg': {'precision': 0.5815678694964128; 'recall': 0.5778251599147122; 'f1-score': 0.5796615943674767; 'support': 469}},{'0.0': {'precision': 0.2; 'recall': 0.26666666666666666; 'f1-score': 0.2285714285714286; 'support': 15}; '1.0': {'precision': 0.65625; 'recall': 0.5675675675675675; 'f1-score': 0.6086956521739131; 'support': 37}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.428125; 'recall': 0.4171171171171171; 'f1-score': 0.41863354037267086; 'support': 52}; 'weighted avg': {'precision': 0.5246394230769231; 'recall': 0.4807692307692308; 'f1-score': 0.49904443382704256; 'support': 52}}
l: 10,2,DNF,6,469,52,58,[8; 9],14,1.320811,0.634615,4,[X1 AND X2 >= 1.650000 AND X4 < 211.500000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.47643979057591623; 'recall': 0.6791044776119403; 'f1-score': 0.5599999999999999; 'support': 134}; '1.0': {'precision': 0.8453237410071942; 'recall': 0.7014925373134329; 'f1-score': 0.7667210440456769; 'support': 335}; 'accuracy': 0.6950959488272921; 'macro avg': {'precision': 0.6608817657915552; 'recall': 0.6902985074626866; 'f1-score': 0.6633605220228385; 'support': 469}; 'weighted avg': {'precision': 0.7399283265982577; 'recall': 0.6950959488272921; 'f1-score': 0.7076578886040549; 'support': 469}},{'0.0': {'precision': 0.4230769230769231; 'recall': 0.7333333333333333; 'f1-score': 0.5365853658536585; 'support': 15}; '1.0': {'precision': 0.8461538461538461; 'recall': 0.5945945945945946; 'f1-score': 0.6984126984126985; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.6346153846153846; 'recall': 0.663963963963964; 'f1-score': 0.6174990321331785; 'support': 52}; 'weighted avg': {'precision': 0.724112426035503; 'recall': 0.6346153846153846; 'f1-score': 0.6517317370975909; 'support': 52}}
l: 10,2,DNF,7,469,52,58,[8; 9],14,1.407187,0.557692,3,[X4 < 211.500000 AND X6 >= 59.500000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.46875; 'recall': 0.6716417910447762; 'f1-score': 0.5521472392638038; 'support': 134}; '1.0': {'precision': 0.8411552346570397; 'recall': 0.6955223880597015; 'f1-score': 0.761437908496732; 'support': 335}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.6549526173285198; 'recall': 0.6835820895522389; 'f1-score': 0.6567925738802679; 'support': 469}; 'weighted avg': {'precision': 0.7347537390407426; 'recall': 0.6886993603411514; 'f1-score': 0.701640574430181; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.6666666666666666; 'f1-score': 0.46511627906976744; 'support': 15}; '1.0': {'precision': 0.7916666666666666; 'recall': 0.5135135135135135; 'f1-score': 0.6229508196721311; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5744047619047619; 'recall': 0.5900900900900901; 'f1-score': 0.5440335493709493; 'support': 52}; 'weighted avg': {'precision': 0.6663232600732599; 'recall': 0.5576923076923077; 'f1-score': 0.5774216252676031; 'support': 52}}
l: 10,2,DNF,8,469,52,58,[8; 9],14,1.246474,0.692308,3,[X4 >= 211.500000 AND X9 >= 0.895000] OR [X9 < 0.895000],{'0.0': {'precision': 0.43956043956043955; 'recall': 0.5970149253731343; 'f1-score': 0.5063291139240506; 'support': 134}; '1.0': {'precision': 0.8118466898954704; 'recall': 0.6955223880597015; 'f1-score': 0.7491961414790997; 'support': 335}; 'accuracy': 0.6673773987206824; 'macro avg': {'precision': 0.625703564727955; 'recall': 0.6462686567164179; 'f1-score': 0.6277626277015751; 'support': 469}; 'weighted avg': {'precision': 0.7054791897997473; 'recall': 0.6673773987206824; 'f1-score': 0.6798055621776572; 'support': 469}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7837837837837838; 'f1-score': 0.7837837837837838; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6252252252252253; 'recall': 0.6252252252252253; 'f1-score': 0.6252252252252253; 'support': 52}; 'weighted avg': {'precision': 0.6923076923076923; 'recall': 0.6923076923076923; 'f1-score': 0.6923076923076923; 'support': 52}}
l: 10,2,DNF,9,469,52,58,[8; 9],14,1.352152,0.807692,3,[X1] OR [(NOT X1) AND X4 >= 211.500000],{'0.0': {'precision': 0.4084507042253521; 'recall': 0.21641791044776118; 'f1-score': 0.28292682926829266; 'support': 134}; '1.0': {'precision': 0.7361809045226131; 'recall': 0.8746268656716418; 'f1-score': 0.7994542974079126; 'support': 335}; 'accuracy': 0.6865671641791045; 'macro avg': {'precision': 0.5723158043739827; 'recall': 0.5455223880597015; 'f1-score': 0.5411905633381027; 'support': 469}; 'weighted avg': {'precision': 0.6425437044376813; 'recall': 0.6865671641791045; 'f1-score': 0.6518750207965927; 'support': 469}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.4; 'f1-score': 0.5454545454545455; 'support': 15}; '1.0': {'precision': 0.8; 'recall': 0.972972972972973; 'f1-score': 0.8780487804878049; 'support': 37}; 'accuracy': 0.8076923076923077; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.6864864864864866; 'f1-score': 0.7117516629711752; 'support': 52}; 'weighted avg': {'precision': 0.8164835164835165; 'recall': 0.8076923076923077; 'f1-score': 0.7821081357666724; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 58}, (mean val acc cv) 0.621771 (+- 0.097287), (mean training time) 1.337843 (+- 0.062134)
l: 10,2,DNF,0,468,53,29,[16; 17],14,0.814196,0.622642,2,[X1] OR [X9 >= 0.895000],{'0.0': {'precision': 0.2894736842105263; 'recall': 0.08208955223880597; 'f1-score': 0.12790697674418605; 'support': 134}; '1.0': {'precision': 0.713953488372093; 'recall': 0.9191616766467066; 'f1-score': 0.8036649214659686; 'support': 334}; 'accuracy': 0.6794871794871795; 'macro avg': {'precision': 0.5017135862913097; 'recall': 0.5006256144427562; 'f1-score': 0.4657859491050773; 'support': 468}; 'weighted avg': {'precision': 0.5924143991463453; 'recall': 0.6794871794871795; 'f1-score': 0.6101786723362275; 'support': 468}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6875; 'recall': 0.868421052631579; 'f1-score': 0.7674418604651162; 'support': 38}; 'accuracy': 0.6226415094339622; 'macro avg': {'precision': 0.34375; 'recall': 0.4342105263157895; 'f1-score': 0.3837209302325581; 'support': 53}; 'weighted avg': {'precision': 0.49292452830188677; 'recall': 0.6226415094339622; 'f1-score': 0.5502413339183853; 'support': 53}}
l: 10,2,DNF,1,469,52,29,[16; 17],14,0.685601,0.480769,4,[X2 >= 1.650000 AND X3 >= 1.250000] OR [X1 AND X9 >= 0.895000],{'0.0': {'precision': 0.36363636363636365; 'recall': 0.4740740740740741; 'f1-score': 0.4115755627009646; 'support': 135}; '1.0': {'precision': 0.757679180887372; 'recall': 0.6646706586826348; 'f1-score': 0.708133971291866; 'support': 334}; 'accuracy': 0.6098081023454158; 'macro avg': {'precision': 0.5606577722618677; 'recall': 0.5693723663783544; 'f1-score': 0.5598547669964153; 'support': 469}; 'weighted avg': {'precision': 0.6442553422330306; 'recall': 0.6098081023454158; 'f1-score': 0.6227706767081311; 'support': 469}},{'0.0': {'precision': 0.15789473684210525; 'recall': 0.21428571428571427; 'f1-score': 0.18181818181818182; 'support': 14}; '1.0': {'precision': 0.6666666666666666; 'recall': 0.5789473684210527; 'f1-score': 0.619718309859155; 'support': 38}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.4122807017543859; 'recall': 0.3966165413533835; 'f1-score': 0.40076824583866844; 'support': 52}; 'weighted avg': {'precision': 0.529689608636977; 'recall': 0.4807692307692308; 'f1-score': 0.5018221215404315; 'support': 52}}
l: 10,2,DNF,2,469,52,29,[16; 17],14,0.707730,0.615385,3,[X4 >= 211.500000] OR [X1 AND X9 >= 0.895000],{'0.0': {'precision': 0.39669421487603307; 'recall': 0.3582089552238806; 'f1-score': 0.3764705882352941; 'support': 134}; '1.0': {'precision': 0.7528735632183908; 'recall': 0.7820895522388059; 'f1-score': 0.767203513909224; 'support': 335}; 'accuracy': 0.6609808102345416; 'macro avg': {'precision': 0.5747838890472119; 'recall': 0.5701492537313433; 'f1-score': 0.571837051072259; 'support': 469}; 'weighted avg': {'precision': 0.6511080351205742; 'recall': 0.6609808102345416; 'f1-score': 0.6555655351452441; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7073170731707317; 'recall': 0.7837837837837838; 'f1-score': 0.7435897435897435; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4900221729490022; 'recall': 0.49189189189189186; 'f1-score': 0.4871794871794871; 'support': 52}; 'weighted avg': {'precision': 0.5819546307351184; 'recall': 0.6153846153846154; 'f1-score': 0.5956607495069033; 'support': 52}}
l: 10,2,DNF,3,469,52,29,[16; 17],14,0.673862,0.711538,5,[X4 >= 211.500000] OR [(NOT X1) AND X4 < 211.500000 AND X5 < 61.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.3756906077348066; 'recall': 0.5074626865671642; 'f1-score': 0.4317460317460317; 'support': 134}; '1.0': {'precision': 0.7708333333333334; 'recall': 0.6626865671641791; 'f1-score': 0.7126805778491171; 'support': 335}; 'accuracy': 0.6183368869936035; 'macro avg': {'precision': 0.57326197053407; 'recall': 0.5850746268656717; 'f1-score': 0.5722133047975744; 'support': 469}; 'weighted avg': {'precision': 0.6579354117337544; 'recall': 0.6183368869936035; 'f1-score': 0.632413564676807; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.5333333333333333; 'f1-score': 0.5161290322580646; 'support': 15}; '1.0': {'precision': 0.8055555555555556; 'recall': 0.7837837837837838; 'f1-score': 0.7945205479452055; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6527777777777778; 'recall': 0.6585585585585585; 'f1-score': 0.655324790101635; 'support': 52}; 'weighted avg': {'precision': 0.7174145299145299; 'recall': 0.7115384615384616; 'f1-score': 0.7142153030354533; 'support': 52}}
l: 10,2,DNF,4,469,52,29,[16; 17],14,0.670027,0.615385,4,[X1 AND X2 >= 1.650000] OR [X6 >= 59.500000 AND X9 < 0.895000],{'0.0': {'precision': 0.40878378378378377; 'recall': 0.9029850746268657; 'f1-score': 0.5627906976744186; 'support': 134}; '1.0': {'precision': 0.9248554913294798; 'recall': 0.47761194029850745; 'f1-score': 0.6299212598425197; 'support': 335}; 'accuracy': 0.5991471215351812; 'macro avg': {'precision': 0.6668196375566318; 'recall': 0.6902985074626866; 'f1-score': 0.5963559787584691; 'support': 469}; 'weighted avg': {'precision': 0.7774064320307095; 'recall': 0.5991471215351812; 'f1-score': 0.6107410992230622; 'support': 469}},{'0.0': {'precision': 0.41935483870967744; 'recall': 0.8666666666666667; 'f1-score': 0.5652173913043478; 'support': 15}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.5135135135135135; 'f1-score': 0.6551724137931034; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.6620583717357911; 'recall': 0.6900900900900901; 'f1-score': 0.6101949025487257; 'support': 52}; 'weighted avg': {'precision': 0.7647406357083776; 'recall': 0.6153846153846154; 'f1-score': 0.6292238496136547; 'support': 52}}
l: 10,2,DNF,5,469,52,29,[16; 17],14,0.657594,0.692308,2,[X1] OR [X6 >= 59.500000],{'0.0': {'precision': 0.4069767441860465; 'recall': 0.26119402985074625; 'f1-score': 0.3181818181818181; 'support': 134}; '1.0': {'precision': 0.741514360313316; 'recall': 0.8477611940298507; 'f1-score': 0.7910863509749304; 'support': 335}; 'accuracy': 0.6801705756929638; 'macro avg': {'precision': 0.5742455522496812; 'recall': 0.5544776119402985; 'f1-score': 0.5546340845783743; 'support': 469}; 'weighted avg': {'precision': 0.6459321842769533; 'recall': 0.6801705756929638; 'f1-score': 0.6559707701768983; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3333333333333333; 'f1-score': 0.3846153846153846; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8378378378378378; 'f1-score': 0.7948717948717948; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6053215077605322; 'recall': 0.5855855855855856; 'f1-score': 0.5897435897435896; 'support': 52}; 'weighted avg': {'precision': 0.6691113764284496; 'recall': 0.6923076923076923; 'f1-score': 0.6765285996055226; 'support': 52}}
l: 10,2,DNF,6,469,52,29,[16; 17],14,0.655053,0.519231,4,[X9 >= 0.895000] OR [(NOT X1) AND X3 < 1.250000 AND X5 >= 61.500000],{'0.0': {'precision': 0.1907514450867052; 'recall': 0.2462686567164179; 'f1-score': 0.21498371335504884; 'support': 134}; '1.0': {'precision': 0.6587837837837838; 'recall': 0.582089552238806; 'f1-score': 0.6180665610142629; 'support': 335}; 'accuracy': 0.4861407249466951; 'macro avg': {'precision': 0.42476761443524447; 'recall': 0.41417910447761197; 'f1-score': 0.4165251371846559; 'support': 469}; 'weighted avg': {'precision': 0.5250602584417613; 'recall': 0.4861407249466951; 'f1-score': 0.5029000331116303; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.3333333333333333; 'f1-score': 0.28571428571428575; 'support': 15}; '1.0': {'precision': 0.6875; 'recall': 0.5945945945945946; 'f1-score': 0.6376811594202898; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.46875; 'recall': 0.463963963963964; 'f1-score': 0.4616977225672878; 'support': 52}; 'weighted avg': {'precision': 0.5612980769230769; 'recall': 0.5192307692307693; 'f1-score': 0.5361522535435579; 'support': 52}}
l: 10,2,DNF,7,469,52,29,[16; 17],14,0.670760,0.576923,4,[X2 < 1.650000 AND X4 >= 211.500000] OR [X1 AND X2 >= 1.650000],{'0.0': {'precision': 0.4519230769230769; 'recall': 0.7014925373134329; 'f1-score': 0.5497076023391814; 'support': 134}; '1.0': {'precision': 0.8467432950191571; 'recall': 0.6597014925373135; 'f1-score': 0.7416107382550335; 'support': 335}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.649333185971117; 'recall': 0.6805970149253732; 'f1-score': 0.6456591702971075; 'support': 469}; 'weighted avg': {'precision': 0.7339375184202771; 'recall': 0.6716417910447762; 'f1-score': 0.6867812708505043; 'support': 469}},{'0.0': {'precision': 0.3793103448275862; 'recall': 0.7333333333333333; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.5135135135135135; 'f1-score': 0.6333333333333333; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6026986506746627; 'recall': 0.6234234234234234; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6972090877638103; 'recall': 0.5769230769230769; 'f1-score': 0.5948717948717949; 'support': 52}}
l: 10,2,DNF,8,469,52,29,[16; 17],14,0.646377,0.653846,3,[X3 >= 1.250000] OR [X2 < 1.650000 AND X4 >= 211.500000],{'0.0': {'precision': 0.4180327868852459; 'recall': 0.7611940298507462; 'f1-score': 0.5396825396825398; 'support': 134}; '1.0': {'precision': 0.8577777777777778; 'recall': 0.5761194029850746; 'f1-score': 0.6892857142857143; 'support': 335}; 'accuracy': 0.6289978678038379; 'macro avg': {'precision': 0.6379052823315119; 'recall': 0.6686567164179105; 'f1-score': 0.614484126984127; 'support': 469}; 'weighted avg': {'precision': 0.7321363518084829; 'recall': 0.6289978678038379; 'f1-score': 0.6465419501133787; 'support': 469}},{'0.0': {'precision': 0.4444444444444444; 'recall': 0.8; 'f1-score': 0.5714285714285714; 'support': 15}; '1.0': {'precision': 0.88; 'recall': 0.5945945945945946; 'f1-score': 0.7096774193548386; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.6622222222222223; 'recall': 0.6972972972972973; 'f1-score': 0.6405529953917051; 'support': 52}; 'weighted avg': {'precision': 0.7543589743589744; 'recall': 0.6538461538461539; 'f1-score': 0.6697979439914923; 'support': 52}}
l: 10,2,DNF,9,469,52,29,[16; 17],14,0.666239,0.846154,4,[X4 >= 211.500000] OR [X1 AND X2 >= 1.650000 AND X4 < 211.500000],{'0.0': {'precision': 0.4494949494949495; 'recall': 0.664179104477612; 'f1-score': 0.5361445783132529; 'support': 134}; '1.0': {'precision': 0.8339483394833949; 'recall': 0.6746268656716418; 'f1-score': 0.7458745874587459; 'support': 335}; 'accuracy': 0.6716417910447762; 'macro avg': {'precision': 0.6417216444891722; 'recall': 0.6694029850746268; 'f1-score': 0.6410095828859994; 'support': 469}; 'weighted avg': {'precision': 0.7241045137724104; 'recall': 0.6716417910447762; 'f1-score': 0.6859517277028907; 'support': 469}},{'0.0': {'precision': 0.6842105263157895; 'recall': 0.8666666666666667; 'f1-score': 0.7647058823529413; 'support': 15}; '1.0': {'precision': 0.9393939393939394; 'recall': 0.8378378378378378; 'f1-score': 0.8857142857142858; 'support': 37}; 'accuracy': 0.8461538461538461; 'macro avg': {'precision': 0.8118022328548644; 'recall': 0.8522522522522522; 'f1-score': 0.8252100840336136; 'support': 52}; 'weighted avg': {'precision': 0.86578333946755; 'recall': 0.8461538461538461; 'f1-score': 0.8508080155138978; 'support': 52}}
r: ---> Params: {'lamda': 10, 'n_clause': 2, 'rule_type': 'DNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.633418 (+- 0.097746), (mean training time) 0.684744 (+- 0.046098)
l: 10,2,DNF,0,468,53,14,[33; 34],14,0.382770,0.660377,3,[X6 >= 59.500000] OR [X4 >= 211.500000 AND X6 < 59.500000],{'0.0': {'precision': 0.45685279187817257; 'recall': 0.6716417910447762; 'f1-score': 0.5438066465256798; 'support': 134}; '1.0': {'precision': 0.8376383763837638; 'recall': 0.6796407185628742; 'f1-score': 0.7504132231404959; 'support': 334}; 'accuracy': 0.6773504273504274; 'macro avg': {'precision': 0.6472455841309682; 'recall': 0.6756412548038252; 'f1-score': 0.6471099348330878; 'support': 468}; 'weighted avg': {'precision': 0.7286100252646415; 'recall': 0.6773504273504274; 'f1-score': 0.6912566392379631; 'support': 468}},{'0.0': {'precision': 0.43478260869565216; 'recall': 0.6666666666666666; 'f1-score': 0.5263157894736841; 'support': 15}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.6578947368421053; 'f1-score': 0.7352941176470588; 'support': 38}; 'accuracy': 0.660377358490566; 'macro avg': {'precision': 0.6340579710144928; 'recall': 0.6622807017543859; 'f1-score': 0.6308049535603715; 'support': 53}; 'weighted avg': {'precision': 0.7205359584358765; 'recall': 0.660377358490566; 'f1-score': 0.6761493077866697; 'support': 53}}
l: 10,2,DNF,1,469,52,14,[33; 34],14,0.388566,0.711538,5,[X1 AND X4 < 211.500000 AND X5 < 61.500000 AND X9 < 0.895000] OR [X4 >= 211.500000],{'0.0': {'precision': 0.4195121951219512; 'recall': 0.6370370370370371; 'f1-score': 0.5058823529411764; 'support': 135}; '1.0': {'precision': 0.8143939393939394; 'recall': 0.6437125748502994; 'f1-score': 0.7190635451505016; 'support': 334}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.6169530672579453; 'recall': 0.6403748059436682; 'f1-score': 0.612472949045839; 'support': 469}; 'weighted avg': {'precision': 0.7007286185480579; 'recall': 0.6417910447761194; 'f1-score': 0.6577000889708452; 'support': 469}},{'0.0': {'precision': 0.47368421052631576; 'recall': 0.6428571428571429; 'f1-score': 0.5454545454545454; 'support': 14}; '1.0': {'precision': 0.8484848484848485; 'recall': 0.7368421052631579; 'f1-score': 0.7887323943661972; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6610845295055822; 'recall': 0.6898496240601504; 'f1-score': 0.6670934699103713; 'support': 52}; 'weighted avg': {'precision': 0.7475769844190896; 'recall': 0.7115384615384616; 'f1-score': 0.7232345119669064; 'support': 52}}
