l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],296,580.051583,0.675196,5,[X3 == 6 OR X3 == 8 OR X6 == 12 OR X7 == 5 OR X13 == 21],{'0': {'precision': 0.7736779133764058; 'recall': 0.8073715227488388; 'f1-score': 0.7901656972481549; 'support': 20023}; '1': {'precision': 0.29603942325241833; 'recall': 0.25539285151944574; 'f1-score': 0.274218089602705; 'support': 6351}; 'accuracy': 0.6744521119284144; 'macro avg': {'precision': 0.5348586683144121; 'recall': 0.5313821871341423; 'f1-score': 0.5321918934254299; 'support': 26374}; 'weighted avg': {'precision': 0.6586600150379875; 'recall': 0.6744521119284144; 'f1-score': 0.6659227588938571; 'support': 26374}},{'0': {'precision': 0.7766188613646241; 'recall': 0.8031460674157304; 'f1-score': 0.7896597437030491; 'support': 2225}; '1': {'precision': 0.3047619047619048; 'recall': 0.2719546742209632; 'f1-score': 0.28742514970059885; 'support': 706}; 'accuracy': 0.6751961787785739; 'macro avg': {'precision': 0.5406903830632644; 'recall': 0.5375503708183468; 'f1-score': 0.538542446701824; 'support': 2931}; 'weighted avg': {'precision': 0.662961061514225; 'recall': 0.6751961787785739; 'f1-score': 0.6686847783786787; 'support': 2931}}
l: 10,3,CNF,6,26375,2930,1648,[16; 17],296,103.311043,0.723549,24,[X0 >= 54.500000 OR X3 == 14 OR X6 == 3 OR X6 == 6 OR X6 == 7 OR X10 >= 4401.000000 OR X13 == 30] AND [X0 < 23.500000 OR X1 == 2 OR X3 == 8 OR X6 == 4 OR X6 == 7 OR X6 == 14 OR X12 >= 41.500000 OR X13 == 25] AND [X0 >= 29.500000 OR X1 == 1 OR X3 == 8 OR X4 >= 12.500000 OR X6 == 2 OR X10 >= 3120.000000 OR X13 == 0 OR X13 == 10 OR X13 != 39],{'0': {'precision': 0.7957608998791484; 'recall': 0.8550167307596265; 'f1-score': 0.8243253003346415; 'support': 20023}; '1': {'precision': 0.40279777823493107; 'recall': 0.3082493702770781; 'f1-score': 0.34923749219655764; 'support': 6352}; 'accuracy': 0.7233364928909952; 'macro avg': {'precision': 0.5992793390570398; 'recall': 0.5816330505183522; 'f1-score': 0.5867813962655996; 'support': 26375}; 'weighted avg': {'precision': 0.7011219710190889; 'recall': 0.7233364928909952; 'f1-score': 0.7099079446078885; 'support': 26375}},{'0': {'precision': 0.7968946705832983; 'recall': 0.8534831460674157; 'f1-score': 0.8242187500000001; 'support': 2225}; '1': {'precision': 0.4040219378427788; 'recall': 0.31347517730496455; 'f1-score': 0.35303514376996803; 'support': 705}; 'accuracy': 0.7235494880546075; 'macro avg': {'precision': 0.6004583042130386; 'recall': 0.5834791616861901; 'f1-score': 0.5886269468849841; 'support': 2930}; 'weighted avg': {'precision': 0.7023638594631392; 'recall': 0.7235494880546075; 'f1-score': 0.71084522017332; 'support': 2930}}
l: 10,3,CNF,7,26375,2930,1648,[16; 17],296,104.926186,0.734130,33,[X0 >= 54.500000 OR X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 != 15 OR X8 == 3 OR X10 >= 57.000000 OR X12 >= 41.500000 OR X13 == 31] AND [X1 == 1 OR X3 == 10 OR X3 == 12 OR X3 == 15 OR X6 == 11 OR X12 >= 49.500000 OR X13 == 1 OR X13 == 3 OR X13 == 10 OR X13 == 23 OR X13 == 32 OR X13 == 41] AND [X3 == 10 OR X3 == 15 OR X5 == 2 OR X6 == 3 OR X8 == 1 OR X9 OR X10 >= 7073.500000 OR X13 == 1 OR X13 == 5 OR X13 == 10 OR X13 == 11 OR X13 == 30],{'0': {'precision': 0.8393576425694297; 'recall': 0.7909404185187034; 'f1-score': 0.8144300737959939; 'support': 20023}; '1': {'precision': 0.4423871053683229; 'recall': 0.5228274559193955; 'f1-score': 0.4792553575294033; 'support': 6352}; 'accuracy': 0.7263696682464454; 'macro avg': {'precision': 0.6408723739688763; 'recall': 0.6568839372190495; 'f1-score': 0.6468427156626986; 'support': 26375}; 'weighted avg': {'precision': 0.7437535912973375; 'recall': 0.7263696682464454; 'f1-score': 0.7337085648774959; 'support': 26375}},{'0': {'precision': 0.8449427480916031; 'recall': 0.7959550561797752; 'f1-score': 0.8197176579495488; 'support': 2225}; '1': {'precision': 0.4556354916067146; 'recall': 0.5390070921985816; 'f1-score': 0.4938271604938272; 'support': 705}; 'accuracy': 0.7341296928327645; 'macro avg': {'precision': 0.6502891198491588; 'recall': 0.6674810741891783; 'f1-score': 0.656772409221688; 'support': 2930}; 'weighted avg': {'precision': 0.7512698416677648; 'recall': 0.7341296928327645; 'f1-score': 0.7413037327938204; 'support': 2930}}
l: 10,3,CNF,8,26375,2930,1648,[16; 17],296,102.098226,0.794881,27,[X1 == 5 OR X3 == 8 OR X3 == 12 OR X6 == 1 OR X8 == 1 OR X10 >= 7073.500000 OR X12 >= 41.500000 OR X13 == 22] AND [X3 == 3 OR X3 == 7 OR X7 == 5 OR X10 >= 3048.000000 OR X13 == 3 OR X13 == 11] AND [X0 >= 21.500000 OR X1 == 2 OR X3 == 8 OR X3 == 14 OR X3 == 15 OR X6 == 1 OR X6 == 5 OR X6 == 6 OR X7 == 4 OR (NOT X9) OR X11 >= 2450.500000 OR X12 >= 41.500000 OR X13 == 2],{'0': {'precision': 0.8024670638583536; 'recall': 0.9551538154214942; 'f1-score': 0.8721783939076111; 'support': 20024}; '1': {'precision': 0.6465958284140102; 'recall': 0.25869941741458036; 'f1-score': 0.36954565901934316; 'support': 6351}; 'accuracy': 0.7874502369668246; 'macro avg': {'precision': 0.7245314461361819; 'recall': 0.6069266164180374; 'f1-score': 0.6208620264634771; 'support': 26375}; 'weighted avg': {'precision': 0.7649338613443432; 'recall': 0.7874502369668246; 'f1-score': 0.7511463370630466; 'support': 26375}},{'0': {'precision': 0.8098510882016037; 'recall': 0.9536870503597122; 'f1-score': 0.8759033656824283; 'support': 2224}; '1': {'precision': 0.6688102893890675; 'recall': 0.29461756373937675; 'f1-score': 0.40904621435594885; 'support': 706}; 'accuracy': 0.7948805460750853; 'macro avg': {'precision': 0.7393306887953356; 'recall': 0.6241523070495445; 'f1-score': 0.6424747900191886; 'support': 2930}; 'weighted avg': {'precision': 0.7758665134706649; 'recall': 0.7948805460750853; 'f1-score': 0.7634115060112697; 'support': 2930}}
l: 10,3,CNF,9,26375,2930,1648,[16; 17],296,103.770297,0.772696,27,[X0 < 29.500000 OR X1 == 2 OR X1 == 7 OR X3 == 9 OR X3 == 10 OR X5 == 0 OR X6 == 6 OR X6 == 13 OR X7 == 3 OR X11 >= 2168.500000 OR X13 == 5] AND [X3 == 14 OR X5 == 2 OR X5 == 6 OR X7 == 5 OR X8 == 1 OR X10 >= 7073.500000 OR X13 == 2 OR X13 == 23] AND [X1 != 4 OR X3 == 8 OR X4 >= 13.500000 OR X6 == 10 OR X6 == 14 OR X10 >= 5119.000000 OR X13 == 17 OR X13 == 36],{'0': {'precision': 0.8076025194908162; 'recall': 0.9156512185377547; 'f1-score': 0.8582395206777915; 'support': 20024}; '1': {'precision': 0.5400326797385621; 'recall': 0.31223429381199813; 'f1-score': 0.39568991319964086; 'support': 6351}; 'accuracy': 0.7703507109004739; 'macro avg': {'precision': 0.6738175996146891; 'recall': 0.6139427561748764; 'f1-score': 0.6269647169387162; 'support': 26375}; 'weighted avg': {'precision': 0.7431727165612781; 'recall': 0.7703507109004739; 'f1-score': 0.7468593289396406; 'support': 26375}},{'0': {'precision': 0.8054901960784314; 'recall': 0.9235611510791367; 'f1-score': 0.8604943443653121; 'support': 2224}; '1': {'precision': 0.5526315789473685; 'recall': 0.29745042492917845; 'f1-score': 0.3867403314917127; 'support': 706}; 'accuracy': 0.7726962457337884; 'macro avg': {'precision': 0.6790608875129; 'recall': 0.6105057880041576; 'f1-score': 0.6236173379285124; 'support': 2930}; 'weighted avg': {'precision': 0.7445624883328579; 'recall': 0.7726962457337884; 'f1-score': 0.7463406470653937; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 1648}, (mean val acc cv) 0.742606 (+- 0.027056), (mean training time) 103.324282 (+- 1.939813)
l: 10,3,CNF,0,26374,2931,824,[32; 33],296,73.955101,0.738656,37,[X1 == 1 OR X3 == 9 OR X4 >= 12.500000 OR X6 == 1 OR X6 == 4 OR X6 == 6 OR X6 == 10 OR X11 >= 1881.500000 OR X13 == 5 OR X13 == 18] AND [X3 == 7 OR X3 == 15 OR X5 == 1 OR X6 == 11 OR X6 == 12 OR X6 == 13 OR X8 != 4 OR X10 >= 4401.000000 OR X12 >= 41.500000 OR X13 == 0 OR X13 == 9 OR X13 == 23 OR X13 == 36] AND [X0 >= 43.500000 OR X1 == 2 OR X1 != 4 OR X3 == 1 OR X3 == 8 OR X6 == 7 OR X6 == 10 OR X7 == 0 OR X10 >= 5119.000000 OR X12 < 34.500000 OR X13 == 2 OR X13 == 7 OR X13 == 19 OR X13 == 24],{'0': {'precision': 0.8405260994656802; 'recall': 0.8170603805623533; 'f1-score': 0.8286271431103908; 'support': 20023}; '1': {'precision': 0.4698986975397974; 'recall': 0.5112580695953394; 'f1-score': 0.48970665862303; 'support': 6351}; 'accuracy': 0.74342155152802; 'macro avg': {'precision': 0.6552123985027388; 'recall': 0.6641592250788464; 'f1-score': 0.6591669008667104; 'support': 26374}; 'weighted avg': {'precision': 0.7512770424538018; 'recall': 0.74342155152802; 'f1-score': 0.7470132810879737; 'support': 26374}},{'0': {'precision': 0.8452437292948415; 'recall': 0.8026966292134832; 'f1-score': 0.8234209313047488; 'support': 2225}; '1': {'precision': 0.4633251833740831; 'recall': 0.5368271954674221; 'f1-score': 0.4973753280839895; 'support': 706}; 'accuracy': 0.7386557488911635; 'macro avg': {'precision': 0.6542844563344623; 'recall': 0.6697619123404526; 'f1-score': 0.6603981296943692; 'support': 2931}; 'weighted avg': {'precision': 0.7532497021982686; 'recall': 0.7386557488911635; 'f1-score': 0.7448852111157839; 'support': 2931}}
l: 10,3,CNF,1,26374,2931,824,[32; 33],296,77.103050,0.768680,43,[X1 == 1 OR X1 == 6 OR X3 == 7 OR X3 == 8 OR X3 == 14 OR X4 >= 12.500000 OR X6 == 1 OR X6 == 13 OR X8 == 3 OR X12 >= 41.500000 OR X13 == 3 OR X13 == 24] AND [X0 >= 35.500000 OR X1 == 1 OR X3 == 3 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 15 OR X6 == 3 OR X6 == 4 OR X6 == 7 OR X6 == 11 OR X6 == 12 OR X10 >= 57.000000 OR X11 >= 1862.000000 OR X12 < 34.500000 OR X13 == 1 OR X13 == 21 OR X13 == 22] AND [X1 == 2 OR X1 == 5 OR X5 == 1 OR X6 == 0 OR X6 == 7 OR X6 == 14 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1551.500000 OR X13 == 1 OR X13 == 2 OR X13 == 5 OR X13 == 21],{'0': {'precision': 0.8259807376086445; 'recall': 0.8780402537082356; 'f1-score': 0.8512152609663988; 'support': 20023}; '1': {'precision': 0.5201414816270387; 'recall': 0.4167847583057786; 'f1-score': 0.46276223776223774; 'support': 6351}; 'accuracy': 0.7669674679608706; 'macro avg': {'precision': 0.6730611096178416; 'recall': 0.6474125060070071; 'f1-score': 0.6569887493643183; 'support': 26374}; 'weighted avg': {'precision': 0.7523330120175633; 'recall': 0.7669674679608706; 'f1-score': 0.7576736991870089; 'support': 26374}},{'0': {'precision': 0.8256842105263158; 'recall': 0.8813483146067416; 'f1-score': 0.8526086956521739; 'support': 2225}; '1': {'precision': 0.5251798561151079; 'recall': 0.41359773371104813; 'f1-score': 0.4627575277337559; 'support': 706}; 'accuracy': 0.7686796315250768; 'macro avg': {'precision': 0.6754320333207118; 'recall': 0.6474730241588948; 'f1-score': 0.6576831116929649; 'support': 2931}; 'weighted avg': {'precision': 0.7533006983412892; 'recall': 0.7686796315250768; 'f1-score': 0.7587039107492729; 'support': 2931}}
l: 10,3,CNF,2,26374,2931,824,[32; 33],296,77.176220,0.773456,41,[X3 == 2 OR X3 == 14 OR X5 == 1 OR X5 == 2 OR X6 == 3 OR X6 == 4 OR X6 == 6 OR X6 == 11 OR X13 == 2] AND [X1 == 5 OR X1 == 6 OR X3 == 5 OR X3 == 10 OR X3 == 12 OR X4 >= 12.500000 OR X5 == 1 OR X6 == 4 OR X6 == 7 OR X6 == 13 OR X10 >= 4973.500000 OR X11 >= 1551.500000 OR X13 == 1 OR X13 == 5 OR X13 == 9 OR X13 == 14 OR X13 == 22 OR X13 == 26 OR X13 == 37] AND [X0 >= 43.500000 OR X1 == 7 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X5 == 2 OR X6 == 1 OR X6 == 14 OR X10 >= 4243.500000 OR X11 >= 1975.500000 OR X12 >= 41.500000 OR X13 == 21 OR X13 == 41],{'0': {'precision': 0.8940382324578819; 'recall': 0.7871447834989762; 'f1-score': 0.8371932433868056; 'support': 20023}; '1': {'precision': 0.5126357918810749; 'recall': 0.7058730908518344; 'f1-score': 0.5939321674615792; 'support': 6351}; 'accuracy': 0.7675741260332145; 'macro avg': {'precision': 0.7033370121694784; 'recall': 0.7465089371754052; 'f1-score': 0.7155627054241924; 'support': 26374}; 'weighted avg': {'precision': 0.8021944886153362; 'recall': 0.7675741260332145; 'f1-score': 0.7786146776326116; 'support': 26374}},{'0': {'precision': 0.8963941086846114; 'recall': 0.7932584269662921; 'f1-score': 0.8416785884597043; 'support': 2225}; '1': {'precision': 0.5218295218295218; 'recall': 0.7110481586402266; 'f1-score': 0.6019184652278178; 'support': 706}; 'accuracy': 0.7734561583077448; 'macro avg': {'precision': 0.7091118152570666; 'recall': 0.7521532928032594; 'f1-score': 0.721798526843761; 'support': 2931}; 'weighted avg': {'precision': 0.8061714548737302; 'recall': 0.7734561583077448; 'f1-score': 0.7839267471080456; 'support': 2931}}
l: 10,3,CNF,3,26374,2931,824,[32; 33],296,77.407133,0.679632,36,[X0 >= 54.500000 OR X3 == 4 OR X3 == 10 OR X3 == 11 OR X3 == 12 OR X5 == 0 OR X6 == 10 OR X6 == 11 OR X6 == 13 OR X7 == 5 OR X10 >= 57.000000 OR X12 >= 65.500000 OR X13 == 12 OR X13 == 17 OR X13 == 24 OR X13 == 29 OR X13 == 41] AND [X1 == 6 OR X3 == 3 OR X3 == 8 OR X3 == 9 OR X6 == 13 OR X7 == 0 OR X7 == 2 OR X8 == 1 OR X10 >= 4243.500000 OR X13 == 19 OR X13 == 24] AND [X1 == 0 OR X1 == 1 OR X3 == 1 OR X3 == 10 OR X6 == 4 OR X11 >= 1568.500000 OR X12 < 49.500000 OR X13 == 10],{'0': {'precision': 0.8320932110515084; 'recall': 0.720471457823503; 'f1-score': 0.772269807280514; 'support': 20023}; '1': {'precision': 0.38065729777581053; 'recall': 0.5416469847268147; 'f1-score': 0.4471016376397193; 'support': 6351}; 'accuracy': 0.6774095700310913; 'macro avg': {'precision': 0.6063752544136595; 'recall': 0.6310592212751589; 'f1-score': 0.6096857224601167; 'support': 26374}; 'weighted avg': {'precision': 0.7233850331030002; 'recall': 0.6774095700310913; 'f1-score': 0.6939675760911349; 'support': 26374}},{'0': {'precision': 0.8341995841995842; 'recall': 0.7213483146067415; 'f1-score': 0.7736804049168474; 'support': 2225}; '1': {'precision': 0.3843098311817279; 'recall': 0.5481586402266289; 'f1-score': 0.4518388791593695; 'support': 706}; 'accuracy': 0.6796315250767656; 'macro avg': {'precision': 0.609254707690656; 'recall': 0.6347534774166852; 'f1-score': 0.6127596420381085; 'support': 2931}; 'weighted avg': {'precision': 0.7258330998493261; 'recall': 0.6796315250767656; 'f1-score': 0.6961573352529855; 'support': 2931}}
l: 10,3,CNF,4,26374,2931,824,[32; 33],296,79.136765,0.713408,34,[X0 >= 54.500000 OR X1 == 1 OR X4 >= 12.500000 OR X6 == 8 OR X7 == 1 OR X7 == 5 OR X8 == 1 OR X10 >= 4401.000000 OR X13 == 30] AND [X3 == 14 OR X5 == 2 OR X6 == 3 OR X6 == 4 OR X6 == 5 OR X6 == 12 OR X6 == 14 OR X7 == 2 OR X8 == 0 OR X13 == 31] AND [X0 < 43.500000 OR X1 == 0 OR X1 == 7 OR X3 == 10 OR X6 == 7 OR X6 == 13 OR X7 == 3 OR X8 == 3 OR X10 >= 4826.000000 OR X13 == 2 OR X13 == 3 OR X13 == 13 OR X13 == 20 OR X13 == 31 OR X13 == 41],{'0': {'precision': 0.8267891233682473; 'recall': 0.8002796783698747; 'f1-score': 0.8133184448279361; 'support': 20023}; '1': {'precision': 0.42814242814242814; 'recall': 0.4714218233349079; 'f1-score': 0.4487410071942446; 'support': 6351}; 'accuracy': 0.7210889512398574; 'macro avg': {'precision': 0.6274657757553377; 'recall': 0.6358507508523913; 'f1-score': 0.6310297260110904; 'support': 26374}; 'weighted avg': {'precision': 0.7307928709461962; 'recall': 0.7210889512398574; 'f1-score': 0.7255262515159026; 'support': 26374}},{'0': {'precision': 0.8225430833721472; 'recall': 0.7937078651685393; 'f1-score': 0.807868252516011; 'support': 2225}; '1': {'precision': 0.4145408163265306; 'recall': 0.4603399433427762; 'f1-score': 0.436241610738255; 'support': 706}; 'accuracy': 0.7134083930399181; 'macro avg': {'precision': 0.618541949849339; 'recall': 0.6270239042556578; 'f1-score': 0.622054931627133; 'support': 2931}; 'weighted avg': {'precision': 0.7242661811086859; 'recall': 0.7134083930399181; 'f1-score': 0.7183532715896733; 'support': 2931}}
l: 10,3,CNF,5,26375,2930,824,[32; 33],296,78.133587,0.779181,32,[X1 == 1 OR X1 == 7 OR X3 == 5 OR X3 == 10 OR X3 == 14 OR X3 == 15 OR X5 == 3 OR X6 == 1 OR X6 == 4 OR X6 == 7 OR X7 == 5 OR X10 >= 57.000000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 2 OR X13 == 5 OR X13 == 22] AND [X0 >= 35.500000 OR X3 == 14 OR X5 == 0 OR X6 == 6 OR X6 == 12 OR X8 == 1 OR X13 == 19 OR X13 == 23] AND [X4 >= 13.500000 OR X5 == 1 OR X6 == 3 OR X6 == 10 OR X6 == 13 OR X11 >= 1881.500000 OR X13 == 12],{'0': {'precision': 0.8154207679347344; 'recall': 0.9184937322079608; 'f1-score': 0.8638936515019846; 'support': 20023}; '1': {'precision': 0.5728866788798744; 'recall': 0.34461586901763225; 'f1-score': 0.43035486090632064; 'support': 6352}; 'accuracy': 0.7802843601895735; 'macro avg': {'precision': 0.6941537234073044; 'recall': 0.6315548006127966; 'f1-score': 0.6471242562041526; 'support': 26375}; 'weighted avg': {'precision': 0.7570102832455792; 'recall': 0.7802843601895735; 'f1-score': 0.759482716985827; 'support': 26375}},{'0': {'precision': 0.8148443735035914; 'recall': 0.917752808988764; 'f1-score': 0.8632424434580427; 'support': 2225}; '1': {'precision': 0.5683962264150944; 'recall': 0.34184397163120567; 'f1-score': 0.4269264836138176; 'support': 705}; 'accuracy': 0.7791808873720136; 'macro avg': {'precision': 0.6916202999593428; 'recall': 0.6297983903099849; 'f1-score': 0.6450844635359301; 'support': 2930}; 'weighted avg': {'precision': 0.7555454166102841; 'recall': 0.7791808873720136; 'f1-score': 0.7582585691610534; 'support': 2930}}
l: 10,3,CNF,6,26375,2930,824,[32; 33],296,80.835426,0.630034,34,[X0 >= 61.500000 OR X1 == 1 OR X1 == 2 OR X1 == 6 OR X3 == 7 OR X6 == 12 OR X11 >= 1881.500000 OR X12 < 41.500000 OR X13 == 8] AND [X1 == 5 OR X3 == 9 OR X3 == 12 OR X3 == 15 OR X5 == 0 OR X6 == 4 OR X6 == 10 OR X6 == 11 OR X6 == 14 OR X12 >= 49.500000 OR X13 == 1 OR X13 == 11 OR X13 == 21 OR X13 == 38] AND [X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 0 OR X5 == 6 OR X6 == 6 OR X7 == 5 OR X8 == 2 OR X11 >= 2384.500000 OR X12 >= 41.500000 OR X13 == 41],{'0': {'precision': 0.7794117647058824; 'recall': 0.7252659441642112; 'f1-score': 0.751364635881516; 'support': 20023}; '1': {'precision': 0.28955185328683974; 'recall': 0.35295969773299746; 'f1-score': 0.31812699538843564; 'support': 6352}; 'accuracy': 0.6356018957345971; 'macro avg': {'precision': 0.534481808996361; 'recall': 0.5391128209486044; 'f1-score': 0.5347458156349758; 'support': 26375}; 'weighted avg': {'precision': 0.6614367824373039; 'recall': 0.6356018957345971; 'f1-score': 0.6470262285862725; 'support': 26375}},{'0': {'precision': 0.7757370710488158; 'recall': 0.7213483146067415; 'f1-score': 0.7475547275267815; 'support': 2225}; '1': {'precision': 0.27990708478513354; 'recall': 0.34184397163120567; 'f1-score': 0.30779054916985954; 'support': 705}; 'accuracy': 0.6300341296928328; 'macro avg': {'precision': 0.5278220779169747; 'recall': 0.5315961431189736; 'f1-score': 0.5276726383483206; 'support': 2930}; 'weighted avg': {'precision': 0.65643326889322; 'recall': 0.6300341296928328; 'f1-score': 0.6417411624272491; 'support': 2930}}
l: 10,3,CNF,7,26375,2930,824,[32; 33],296,84.512688,0.722867,38,[X0 >= 35.500000 OR X1 == 6 OR X3 == 10 OR X5 == 1 OR X6 == 0 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X8 == 1 OR X10 >= 3048.000000 OR X11 >= 1881.500000 OR X13 == 7 OR X13 == 14 OR X13 == 20 OR X13 == 29 OR X13 == 41] AND [X0 < 43.500000 OR X3 == 7 OR X5 == 4 OR X6 == 1 OR X6 == 8 OR X6 == 10 OR X10 >= 7073.500000 OR X11 >= 1568.500000 OR X13 == 1 OR X13 == 9 OR X13 == 12 OR X13 == 21] AND [X3 == 5 OR X3 == 7 OR X3 == 9 OR X5 == 1 OR X7 == 0 OR X12 >= 49.500000 OR X13 == 23 OR X13 == 30 OR X13 == 35 OR X13 == 40],{'0': {'precision': 0.8506855996964934; 'recall': 0.7838985167057884; 'f1-score': 0.8159276394448198; 'support': 20023}; '1': {'precision': 0.45393740535083293; 'recall': 0.5662783375314862; 'f1-score': 0.5039226674138414; 'support': 6352}; 'accuracy': 0.7314881516587678; 'macro avg': {'precision': 0.6523115025236632; 'recall': 0.6750884271186373; 'f1-score': 0.6599251534293307; 'support': 26375}; 'weighted avg': {'precision': 0.7551350961710475; 'recall': 0.7314881516587678; 'f1-score': 0.7407861955646009; 'support': 26375}},{'0': {'precision': 0.8411395461129889; 'recall': 0.7829213483146067; 'f1-score': 0.8109869646182496; 'support': 2225}; '1': {'precision': 0.43771827706635624; 'recall': 0.5333333333333333; 'f1-score': 0.48081841432225064; 'support': 705}; 'accuracy': 0.7228668941979522; 'macro avg': {'precision': 0.6394289115896725; 'recall': 0.6581273408239701; 'f1-score': 0.6459026894702501; 'support': 2930}; 'weighted avg': {'precision': 0.7440706059498913; 'recall': 0.7228668941979522; 'f1-score': 0.7315436786255263; 'support': 2930}}
l: 10,3,CNF,8,26375,2930,824,[32; 33],296,83.228730,0.774061,30,[X1 == 7 OR X3 == 10 OR X3 == 14 OR X4 >= 12.500000 OR X6 == 3 OR X6 == 4 OR X10 >= 4243.500000 OR X13 == 9 OR X13 == 36 OR X13 == 41] AND [X1 == 1 OR X1 == 2 OR X6 == 4 OR X6 == 5 OR X6 == 6 OR X6 == 7 OR X6 == 10 OR X6 == 11 OR X13 == 5 OR X13 == 10 OR X13 == 20] AND [X3 == 0 OR X3 == 8 OR X3 == 12 OR X5 == 1 OR X6 == 12 OR X6 == 13 OR X7 == 5 OR X7 != 1 OR X13 == 9],{'0': {'precision': 0.838919792706699; 'recall': 0.8811925689172992; 'f1-score': 0.8595367416031372; 'support': 20024}; '1': {'precision': 0.5546611755896668; 'recall': 0.4665407022516139; 'f1-score': 0.5067989395364748; 'support': 6351}; 'accuracy': 0.781345971563981; 'macro avg': {'precision': 0.6967904841481829; 'recall': 0.6738666355844566; 'f1-score': 0.6831678405698061; 'support': 26375}; 'weighted avg': {'precision': 0.7704713954627077; 'recall': 0.781345971563981; 'f1-score': 0.774598816259995; 'support': 26375}},{'0': {'precision': 0.8337606837606838; 'recall': 0.877248201438849; 'f1-score': 0.8549517966695881; 'support': 2224}; '1': {'precision': 0.5372881355932203; 'recall': 0.4490084985835694; 'f1-score': 0.48919753086419754; 'support': 706}; 'accuracy': 0.774061433447099; 'macro avg': {'precision': 0.685524409676952; 'recall': 0.6631283500112092; 'f1-score': 0.6720746637668928; 'support': 2930}; 'weighted avg': {'precision': 0.7623239537244282; 'recall': 0.774061433447099; 'f1-score': 0.7668212466154565; 'support': 2930}}
l: 10,3,CNF,9,26375,2930,824,[32; 33],296,81.868730,0.715358,45,[X0 >= 54.500000 OR X1 == 7 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 3 OR X6 == 12 OR X7 == 0 OR X7 == 5 OR X8 == 3 OR X12 >= 65.500000 OR X13 == 10 OR X13 == 34] AND [X1 == 5 OR X1 == 6 OR X1 == 7 OR X3 == 7 OR X3 == 9 OR X5 == 1 OR X6 == 10 OR X6 == 12 OR X6 == 14 OR X7 == 5 OR X8 == 2 OR X10 >= 7073.500000 OR X11 >= 1568.500000 OR X13 == 13 OR X13 == 17 OR X13 == 21 OR X13 == 24 OR X13 == 29 OR X13 == 36] AND [X0 >= 35.500000 OR X1 == 2 OR X3 == 7 OR X3 == 12 OR X6 == 3 OR X6 == 6 OR X6 == 14 OR X10 >= 4826.000000 OR X11 >= 1881.500000 OR X13 == 0 OR X13 == 11 OR X13 != 39],{'0': {'precision': 0.8768487775430124; 'recall': 0.7253795445465442; 'f1-score': 0.7939544671895925; 'support': 20024}; '1': {'precision': 0.43944954128440367; 'recall': 0.6787907416154936; 'f1-score': 0.5335065899387414; 'support': 6351}; 'accuracy': 0.7141611374407583; 'macro avg': {'precision': 0.658149159413708; 'recall': 0.7020851430810189; 'f1-score': 0.663730528564167; 'support': 26375}; 'weighted avg': {'precision': 0.7715246998376694; 'recall': 0.7141611374407583; 'f1-score': 0.7312396058276909; 'support': 26375}},{'0': {'precision': 0.8777173913043478; 'recall': 0.7261690647482014; 'f1-score': 0.7947834645669292; 'support': 2224}; '1': {'precision': 0.44128440366972477; 'recall': 0.6813031161473088; 'f1-score': 0.5356347438752783; 'support': 706}; 'accuracy': 0.715358361774744; 'macro avg': {'precision': 0.6595008974870362; 'recall': 0.7037360904477551; 'f1-score': 0.6652091042211037; 'support': 2930}; 'weighted avg': {'precision': 0.7725564052053566; 'recall': 0.715358361774744; 'f1-score': 0.732340120946347; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [32, 33], 'n_partitions': 824}, (mean val acc cv) 0.729533 (+- 0.045704), (mean training time) 79.335743 (+- 3.072869)
