lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,468,53,58,[8; 9],158,1.352684,0.698113,3,[(NOT X1) OR X5 >= 35.000000 OR X6 >= 71.600000],{'0.0': {'precision': 0.4206896551724138; 'recall': 0.45864661654135336; 'f1-score': 0.43884892086330934; 'support': 133}; '1.0': {'precision': 0.7770897832817337; 'recall': 0.7492537313432835; 'f1-score': 0.7629179331306991; 'support': 335}; 'accuracy': 0.6666666666666666; 'macro avg': {'precision': 0.5988897192270738; 'recall': 0.6039501739423184; 'f1-score': 0.6008834269970043; 'support': 468}; 'weighted avg': {'precision': 0.6758051314899826; 'recall': 0.6666666666666666; 'f1-score': 0.6708213975931716; 'support': 468}},{'0.0': {'precision': 0.4666666666666667; 'recall': 0.4666666666666667; 'f1-score': 0.4666666666666667; 'support': 15}; '1.0': {'precision': 0.7894736842105263; 'recall': 0.7894736842105263; 'f1-score': 0.7894736842105263; 'support': 38}; 'accuracy': 0.6981132075471698; 'macro avg': {'precision': 0.6280701754385964; 'recall': 0.6280701754385964; 'f1-score': 0.6280701754385964; 'support': 53}; 'weighted avg': {'precision': 0.6981132075471698; 'recall': 0.6981132075471698; 'f1-score': 0.6981132075471698; 'support': 53}}
10,2,DNF,1,469,52,7,[67; 67],158,112.063485,0.750000,8,[X0 < 60.000000 AND X0 >= 23.000000 AND X3 >= 0.200000 AND X7 < 7.900000 AND X7 >= 5.600000 AND X8 < 4.100000] OR [X0 >= 23.000000 AND X1],{'0.0': {'precision': 0.46078431372549017; 'recall': 0.35074626865671643; 'f1-score': 0.3983050847457627; 'support': 134}; '1.0': {'precision': 0.7629427792915532; 'recall': 0.835820895522388; 'f1-score': 0.7977207977207978; 'support': 335}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6118635465085217; 'recall': 0.5932835820895522; 'f1-score': 0.5980129412332803; 'support': 469}; 'weighted avg': {'precision': 0.6766117891298209; 'recall': 0.697228144989339; 'f1-score': 0.6836020225850734; 'support': 469}},{'0.0': {'precision': 0.5333333333333333; 'recall': 0.5714285714285714; 'f1-score': 0.5517241379310344; 'support': 14}; '1.0': {'precision': 0.8378378378378378; 'recall': 0.8157894736842105; 'f1-score': 0.8266666666666665; 'support': 38}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6855855855855856; 'recall': 0.6936090225563909; 'f1-score': 0.6891954022988505; 'support': 52}; 'weighted avg': {'precision': 0.7558558558558559; 'recall': 0.75; 'f1-score': 0.7526436781609195; 'support': 52}}
10,2,DNF,2,469,52,7,[67; 67],158,81.579562,0.653846,6,[X2 >= 1.400000 AND X5 >= 18.000000 AND X6 >= 19.000000] OR [X0 < 55.000000 AND X2 < 1.400000 AND X4 >= 167.600000],{'0.0': {'precision': 0.47651006711409394; 'recall': 0.5298507462686567; 'f1-score': 0.5017667844522967; 'support': 134}; '1.0': {'precision': 0.803125; 'recall': 0.7671641791044777; 'f1-score': 0.7847328244274809; 'support': 335}; 'accuracy': 0.6993603411513859; 'macro avg': {'precision': 0.639817533557047; 'recall': 0.6485074626865672; 'f1-score': 0.6432498044398889; 'support': 469}; 'weighted avg': {'precision': 0.7098064477468841; 'recall': 0.6993603411513859; 'f1-score': 0.7038853844345712; 'support': 469}},{'0.0': {'precision': 0.25; 'recall': 0.14285714285714285; 'f1-score': 0.18181818181818182; 'support': 14}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.8421052631578947; 'f1-score': 0.7804878048780488; 'support': 38}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.48863636363636365; 'recall': 0.49248120300751874; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5987762237762237; 'recall': 0.6538461538461539; 'f1-score': 0.6193075217465461; 'support': 52}}
10,2,DNF,3,469,52,7,[67; 67],158,71.874590,0.596154,6,[X0 < 49.000000 AND X7 < 7.900000 AND X9 >= 0.930000] OR [X2 >= 0.800000 AND X6 >= 19.000000 AND X7 < 7.900000],{'0.0': {'precision': 0.45528455284552843; 'recall': 0.42105263157894735; 'f1-score': 0.43749999999999994; 'support': 133}; '1.0': {'precision': 0.7774566473988439; 'recall': 0.8005952380952381; 'f1-score': 0.7888563049853373; 'support': 336}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.6163706001221861; 'recall': 0.6108239348370927; 'f1-score': 0.6131781524926686; 'support': 469}; 'weighted avg': {'precision': 0.6860944116299933; 'recall': 0.6929637526652452; 'f1-score': 0.6892179498402417; 'support': 469}},{'0.0': {'precision': 0.3125; 'recall': 0.3333333333333333; 'f1-score': 0.3225806451612903; 'support': 15}; '1.0': {'precision': 0.7222222222222222; 'recall': 0.7027027027027027; 'f1-score': 0.7123287671232876; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.5173611111111112; 'recall': 0.5180180180180181; 'f1-score': 0.517454706142289; 'support': 52}; 'weighted avg': {'precision': 0.6040331196581197; 'recall': 0.5961538461538461; 'f1-score': 0.5999014242496346; 'support': 52}}
10,2,DNF,4,469,52,7,[67; 67],158,74.415880,0.653846,7,[X0 >= 40.000000 AND X2 >= 0.800000 AND X4 < 512.600000] OR [X1 AND X4 >= 182.000000 AND X6 >= 23.000000 AND X9 < 1.308000],{'0.0': {'precision': 0.4528301886792453; 'recall': 0.5413533834586466; 'f1-score': 0.4931506849315068; 'support': 133}; '1.0': {'precision': 0.8032258064516129; 'recall': 0.7410714285714286; 'f1-score': 0.7708978328173375; 'support': 336}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.628027997565429; 'recall': 0.6412124060150376; 'f1-score': 0.6320242588744222; 'support': 469}; 'weighted avg': {'precision': 0.7038598849937774; 'recall': 0.6844349680170576; 'f1-score': 0.6921337162526989; 'support': 469}},{'0.0': {'precision': 0.4117647058823529; 'recall': 0.4666666666666667; 'f1-score': 0.43749999999999994; 'support': 15}; '1.0': {'precision': 0.7714285714285715; 'recall': 0.7297297297297297; 'f1-score': 0.75; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.5915966386554622; 'recall': 0.5981981981981982; 'f1-score': 0.59375; 'support': 52}; 'weighted avg': {'precision': 0.6676793794440853; 'recall': 0.6538461538461539; 'f1-score': 0.6598557692307693; 'support': 52}}
10,2,DNF,5,469,52,7,[67; 67],158,73.414017,0.538462,8,[X0 >= 40.000000 AND X2 >= 0.700000 AND X4 >= 167.600000 AND X8 >= 2.000000] OR [X5 >= 25.000000 AND X6 >= 19.000000 AND X7 < 7.300000 AND X8 >= 2.700000],{'0.0': {'precision': 0.39644970414201186; 'recall': 0.5037593984962406; 'f1-score': 0.44370860927152317; 'support': 133}; '1.0': {'precision': 0.78; 'recall': 0.6964285714285714; 'f1-score': 0.7358490566037736; 'support': 336}; 'accuracy': 0.6417910447761194; 'macro avg': {'precision': 0.5882248520710059; 'recall': 0.6000939849624061; 'f1-score': 0.5897788329376484; 'support': 469}; 'weighted avg': {'precision': 0.6712320056522123; 'recall': 0.6417910447761194; 'f1-score': 0.6530032581065683; 'support': 469}},{'0.0': {'precision': 0.23529411764705882; 'recall': 0.26666666666666666; 'f1-score': 0.25; 'support': 15}; '1.0': {'precision': 0.6857142857142857; 'recall': 0.6486486486486487; 'f1-score': 0.6666666666666667; 'support': 37}; 'accuracy': 0.5384615384615384; 'macro avg': {'precision': 0.4605042016806723; 'recall': 0.45765765765765765; 'f1-score': 0.45833333333333337; 'support': 52}; 'weighted avg': {'precision': 0.5557853910795086; 'recall': 0.5384615384615384; 'f1-score': 0.546474358974359; 'support': 52}}
10,2,DNF,6,469,52,7,[67; 67],158,115.678899,0.519231,7,[X5 >= 25.000000 AND X6 >= 19.000000 AND X8 < 4.100000 AND X8 >= 2.500000] OR [X2 < 3.300000 AND X4 >= 236.800000 AND X7 < 7.300000],{'0.0': {'precision': 0.42408376963350786; 'recall': 0.6090225563909775; 'f1-score': 0.5; 'support': 133}; '1.0': {'precision': 0.8129496402877698; 'recall': 0.6726190476190477; 'f1-score': 0.7361563517915309; 'support': 336}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.6185167049606388; 'recall': 0.6408208020050126; 'f1-score': 0.6180781758957654; 'support': 469}; 'weighted avg': {'precision': 0.7026742441320836; 'recall': 0.6545842217484008; 'f1-score': 0.669186640089455; 'support': 469}},{'0.0': {'precision': 0.3076923076923077; 'recall': 0.5333333333333333; 'f1-score': 0.3902439024390244; 'support': 15}; '1.0': {'precision': 0.7307692307692307; 'recall': 0.5135135135135135; 'f1-score': 0.6031746031746031; 'support': 37}; 'accuracy': 0.5192307692307693; 'macro avg': {'precision': 0.5192307692307692; 'recall': 0.5234234234234234; 'f1-score': 0.4967092528068138; 'support': 52}; 'weighted avg': {'precision': 0.6087278106508875; 'recall': 0.5192307692307693; 'f1-score': 0.5417522856547247; 'support': 52}}
10,2,DNF,7,469,52,7,[67; 67],158,62.234847,0.634615,6,[X0 >= 40.000000] OR [X0 < 60.000000 AND X0 >= 23.000000 AND X6 >= 28.000000 AND X8 >= 2.000000 AND X9 >= 0.900000],{'0.0': {'precision': 0.4144144144144144; 'recall': 0.3458646616541353; 'f1-score': 0.3770491803278688; 'support': 133}; '1.0': {'precision': 0.7569832402234636; 'recall': 0.8065476190476191; 'f1-score': 0.7809798270893371; 'support': 336}; 'accuracy': 0.67590618336887; 'macro avg': {'precision': 0.585698827318939; 'recall': 0.5762061403508771; 'f1-score': 0.579014503708603; 'support': 469}; 'weighted avg': {'precision': 0.6598368567850765; 'recall': 0.67590618336887; 'f1-score': 0.6664323302465328; 'support': 469}},{'0.0': {'precision': 0.35714285714285715; 'recall': 0.3333333333333333; 'f1-score': 0.3448275862068965; 'support': 15}; '1.0': {'precision': 0.7368421052631579; 'recall': 0.7567567567567568; 'f1-score': 0.7466666666666667; 'support': 37}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.5469924812030075; 'recall': 0.545045045045045; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6273134759976865; 'recall': 0.6346153846153846; 'f1-score': 0.6307515473032714; 'support': 52}}
10,2,DNF,8,469,52,7,[67; 67],158,67.330923,0.692308,5,[X3 >= 0.200000 AND X5 >= 21.000000 AND X6 >= 23.000000] OR [X0 < 60.000000 AND X0 >= 31.000000],{'0.0': {'precision': 0.5694444444444444; 'recall': 0.3082706766917293; 'f1-score': 0.3999999999999999; 'support': 133}; '1.0': {'precision': 0.7682619647355163; 'recall': 0.9077380952380952; 'f1-score': 0.8321964529331514; 'support': 336}; 'accuracy': 0.7377398720682303; 'macro avg': {'precision': 0.6688532045899804; 'recall': 0.6080043859649122; 'f1-score': 0.6160982264665756; 'support': 469}; 'weighted avg': {'precision': 0.7118808768917795; 'recall': 0.7377398720682303; 'f1-score': 0.7096332797133025; 'support': 469}},{'0.0': {'precision': 0.45454545454545453; 'recall': 0.3333333333333333; 'f1-score': 0.3846153846153846; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8378378378378378; 'f1-score': 0.7948717948717948; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6053215077605322; 'recall': 0.5855855855855856; 'f1-score': 0.5897435897435896; 'support': 52}; 'weighted avg': {'precision': 0.6691113764284496; 'recall': 0.6923076923076923; 'f1-score': 0.6765285996055226; 'support': 52}}
10,2,DNF,9,469,52,7,[67; 67],158,82.412308,0.750000,6,[X6 >= 28.000000 AND X8 < 3.300000 AND X9 < 1.308000] OR [X0 < 60.000000 AND X0 >= 31.000000 AND X6 >= 19.000000],{'0.0': {'precision': 0.44680851063829785; 'recall': 0.47368421052631576; 'f1-score': 0.4598540145985401; 'support': 133}; '1.0': {'precision': 0.7865853658536586; 'recall': 0.7678571428571429; 'f1-score': 0.7771084337349399; 'support': 336}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.6166969382459782; 'recall': 0.6207706766917294; 'f1-score': 0.61848122416674; 'support': 469}; 'weighted avg': {'precision': 0.6902307352701981; 'recall': 0.6844349680170576; 'f1-score': 0.6871407626365578; 'support': 469}},{'0.0': {'precision': 0.5714285714285714; 'recall': 0.5333333333333333; 'f1-score': 0.5517241379310344; 'support': 15}; '1.0': {'precision': 0.8157894736842105; 'recall': 0.8378378378378378; 'f1-score': 0.8266666666666665; 'support': 37}; 'accuracy': 0.75; 'macro avg': {'precision': 0.6936090225563909; 'recall': 0.6855855855855856; 'f1-score': 0.6891954022988505; 'support': 52}; 'weighted avg': {'precision': 0.7453007518796991; 'recall': 0.75; 'f1-score': 0.7473563218390804; 'support': 52}}
10,2,DNF,0,468,53,3,[156; 156],158,1002.279382,0.641509,8,[X0 < 49.000000 AND X4 >= 167.600000 AND X5 >= 21.000000 AND X9 >= 1.000000] OR [X0 >= 35.000000 AND X5 >= 18.000000 AND X8 < 3.600000 AND X9 < 1.308000],{'0.0': {'precision': 0.3727810650887574; 'recall': 0.47368421052631576; 'f1-score': 0.4172185430463576; 'support': 133}; '1.0': {'precision': 0.7658862876254181; 'recall': 0.6835820895522388; 'f1-score': 0.722397476340694; 'support': 335}; 'accuracy': 0.6239316239316239; 'macro avg': {'precision': 0.5693336763570878; 'recall': 0.5786331500392773; 'f1-score': 0.5698080096935257; 'support': 468}; 'weighted avg': {'precision': 0.6541704872036748; 'recall': 0.6239316239316239; 'f1-score': 0.6356692752121753; 'support': 468}},{'0.0': {'precision': 0.375; 'recall': 0.4; 'f1-score': 0.38709677419354843; 'support': 15}; '1.0': {'precision': 0.7567567567567568; 'recall': 0.7368421052631579; 'f1-score': 0.7466666666666667; 'support': 38}; 'accuracy': 0.6415094339622641; 'macro avg': {'precision': 0.5658783783783784; 'recall': 0.5684210526315789; 'f1-score': 0.5668817204301075; 'support': 53}; 'weighted avg': {'precision': 0.64871239163692; 'recall': 0.6415094339622641; 'f1-score': 0.6449016027591804; 'support': 53}}
10,2,DNF,1,469,52,3,[156; 157],158,1002.344537,0.500000,6,[X0 >= 55.000000 AND X1 AND X2 >= 1.000000] OR [X0 < 55.000000 AND X0 >= 40.000000 AND X7 >= 6.000000],{'0.0': {'precision': 0.3626760563380282; 'recall': 0.7686567164179104; 'f1-score': 0.49282296650717705; 'support': 134}; '1.0': {'precision': 0.8324324324324325; 'recall': 0.4597014925373134; 'f1-score': 0.5923076923076923; 'support': 335}; 'accuracy': 0.5479744136460555; 'macro avg': {'precision': 0.5975542443852303; 'recall': 0.6141791044776119; 'f1-score': 0.5425653294074346; 'support': 469}; 'weighted avg': {'precision': 0.6982163249768883; 'recall': 0.5479744136460555; 'f1-score': 0.5638834849361165; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.8571428571428571; 'f1-score': 0.48; 'support': 14}; '1.0': {'precision': 0.875; 'recall': 0.3684210526315789; 'f1-score': 0.5185185185185185; 'support': 38}; 'accuracy': 0.5; 'macro avg': {'precision': 0.6041666666666666; 'recall': 0.612781954887218; 'f1-score': 0.49925925925925924; 'support': 52}; 'weighted avg': {'precision': 0.7291666666666666; 'recall': 0.5; 'f1-score': 0.5081481481481481; 'support': 52}}
10,2,DNF,2,469,52,3,[156; 157],158,1002.290659,0.711538,4,[X4 >= 236.800000] OR [X0 >= 23.000000 AND X4 < 236.800000 AND X7 < 7.900000],{'0.0': {'precision': 0.48; 'recall': 0.1791044776119403; 'f1-score': 0.2608695652173913; 'support': 134}; '1.0': {'precision': 0.7374701670644391; 'recall': 0.9223880597014925; 'f1-score': 0.8196286472148541; 'support': 335}; 'accuracy': 0.7100213219616205; 'macro avg': {'precision': 0.6087350835322196; 'recall': 0.5507462686567164; 'f1-score': 0.5402491062161227; 'support': 469}; 'weighted avg': {'precision': 0.6639072621888852; 'recall': 0.7100213219616205; 'f1-score': 0.6599831952155789; 'support': 469}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.21428571428571427; 'f1-score': 0.2857142857142857; 'support': 14}; '1.0': {'precision': 0.7555555555555555; 'recall': 0.8947368421052632; 'f1-score': 0.8192771084337349; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.5920634920634921; 'recall': 0.5545112781954887; 'f1-score': 0.5524956970740103; 'support': 52}; 'weighted avg': {'precision': 0.6675213675213675; 'recall': 0.7115384615384616; 'f1-score': 0.6756255792400372; 'support': 52}}
10,2,DNF,3,469,52,3,[156; 157],158,1002.332868,0.480769,7,[X0 < 55.000000 AND X2 >= 1.000000 AND X5 < 140.200000 AND X5 >= 18.000000 AND X7 >= 6.200000] OR [X2 >= 0.700000 AND X8 < 3.100000],{'0.0': {'precision': 0.40096618357487923; 'recall': 0.6240601503759399; 'f1-score': 0.4882352941176471; 'support': 133}; '1.0': {'precision': 0.8091603053435115; 'recall': 0.6309523809523809; 'f1-score': 0.7090301003344481; 'support': 336}; 'accuracy': 0.6289978678038379; 'macro avg': {'precision': 0.6050632444591953; 'recall': 0.6275062656641603; 'f1-score': 0.5986326972260476; 'support': 469}; 'weighted avg': {'precision': 0.6934037633494218; 'recall': 0.6289978678038379; 'f1-score': 0.6464166478252061; 'support': 469}},{'0.0': {'precision': 0.3; 'recall': 0.6; 'f1-score': 0.4; 'support': 15}; '1.0': {'precision': 0.7272727272727273; 'recall': 0.43243243243243246; 'f1-score': 0.5423728813559323; 'support': 37}; 'accuracy': 0.4807692307692308; 'macro avg': {'precision': 0.5136363636363637; 'recall': 0.5162162162162163; 'f1-score': 0.47118644067796617; 'support': 52}; 'weighted avg': {'precision': 0.6040209790209791; 'recall': 0.4807692307692308; 'f1-score': 0.501303780964798; 'support': 52}}
10,2,DNF,4,469,52,3,[156; 157],158,1002.349633,0.346154,7,[X2 < 1.400000 AND X5 < 43.000000 AND X5 >= 21.000000 AND X7 < 7.100000] OR [X4 < 208.000000 AND X6 >= 23.000000 AND X8 >= 3.000000],{'0.0': {'precision': 0.2247557003257329; 'recall': 0.518796992481203; 'f1-score': 0.3136363636363636; 'support': 133}; '1.0': {'precision': 0.6049382716049383; 'recall': 0.2916666666666667; 'f1-score': 0.39357429718875503; 'support': 336}; 'accuracy': 0.35607675906183367; 'macro avg': {'precision': 0.4148469859653356; 'recall': 0.4052318295739349; 'f1-score': 0.3536053304125593; 'support': 469}; 'weighted avg': {'precision': 0.49712530363023827; 'recall': 0.35607675906183367; 'f1-score': 0.37090533095747985; 'support': 469}},{'0.0': {'precision': 0.1935483870967742; 'recall': 0.4; 'f1-score': 0.26086956521739135; 'support': 15}; '1.0': {'precision': 0.5714285714285714; 'recall': 0.32432432432432434; 'f1-score': 0.41379310344827586; 'support': 37}; 'accuracy': 0.34615384615384615; 'macro avg': {'precision': 0.3824884792626728; 'recall': 0.3621621621621622; 'f1-score': 0.3373313343328336; 'support': 52}; 'weighted avg': {'precision': 0.4624246721020914; 'recall': 0.34615384615384615; 'f1-score': 0.369680544343213; 'support': 52}}
10,2,DNF,5,469,52,3,[156; 157],158,1002.322770,0.711538,3,[X0 >= 66.000000 AND X5 >= 18.000000] OR [X6 >= 28.000000],{'0.0': {'precision': 0.464; 'recall': 0.43609022556390975; 'f1-score': 0.44961240310077516; 'support': 133}; '1.0': {'precision': 0.7819767441860465; 'recall': 0.8005952380952381; 'f1-score': 0.7911764705882354; 'support': 336}; 'accuracy': 0.697228144989339; 'macro avg': {'precision': 0.6229883720930233; 'recall': 0.618342731829574; 'f1-score': 0.6203944368445052; 'support': 469}; 'weighted avg': {'precision': 0.6918042346407497; 'recall': 0.697228144989339; 'f1-score': 0.6943150186141795; 'support': 469}},{'0.0': {'precision': 0.5; 'recall': 0.5333333333333333; 'f1-score': 0.5161290322580646; 'support': 15}; '1.0': {'precision': 0.8055555555555556; 'recall': 0.7837837837837838; 'f1-score': 0.7945205479452055; 'support': 37}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6527777777777778; 'recall': 0.6585585585585585; 'f1-score': 0.655324790101635; 'support': 52}; 'weighted avg': {'precision': 0.7174145299145299; 'recall': 0.7115384615384616; 'f1-score': 0.7142153030354533; 'support': 52}}
10,2,DNF,6,469,52,3,[156; 157],158,1002.238333,0.442308,6,[X4 < 182.000000 AND X6 >= 19.000000 AND X9 < 1.308000] OR [X0 < 55.000000 AND X4 < 512.600000 AND X4 >= 182.000000],{'0.0': {'precision': 0.2485207100591716; 'recall': 0.3157894736842105; 'f1-score': 0.2781456953642384; 'support': 133}; '1.0': {'precision': 0.6966666666666667; 'recall': 0.6220238095238095; 'f1-score': 0.6572327044025158; 'support': 336}; 'accuracy': 0.535181236673774; 'macro avg': {'precision': 0.47259368836291915; 'recall': 0.46890664160401; 'f1-score': 0.4676891998833771; 'support': 469}; 'weighted avg': {'precision': 0.5695804998675262; 'recall': 0.535181236673774; 'f1-score': 0.5497304182573327; 'support': 469}},{'0.0': {'precision': 0.18181818181818182; 'recall': 0.26666666666666666; 'f1-score': 0.21621621621621623; 'support': 15}; '1.0': {'precision': 0.6333333333333333; 'recall': 0.5135135135135135; 'f1-score': 0.5671641791044775; 'support': 37}; 'accuracy': 0.4423076923076923; 'macro avg': {'precision': 0.4075757575757576; 'recall': 0.3900900900900901; 'f1-score': 0.39169019766034685; 'support': 52}; 'weighted avg': {'precision': 0.5030885780885781; 'recall': 0.4423076923076923; 'f1-score': 0.4659291898097867; 'support': 52}}
10,2,DNF,7,469,52,3,[156; 157],158,1002.397531,0.653846,4,[X2 >= 0.700000 AND X9 < 0.546000] OR [X6 < 192.000000 AND X8 >= 2.000000],{'0.0': {'precision': 0.1320754716981132; 'recall': 0.05263157894736842; 'f1-score': 0.07526881720430108; 'support': 133}; '1.0': {'precision': 0.6971153846153846; 'recall': 0.8630952380952381; 'f1-score': 0.7712765957446809; 'support': 336}; 'accuracy': 0.6332622601279317; 'macro avg': {'precision': 0.4145954281567489; 'recall': 0.45786340852130325; 'f1-score': 0.423272706474491; 'support': 469}; 'weighted avg': {'precision': 0.5368801854298897; 'recall': 0.6332622601279317; 'f1-score': 0.5739012555615881; 'support': 469}},{'0.0': {'precision': 0.0; 'recall': 0.0; 'f1-score': 0.0; 'support': 15}; '1.0': {'precision': 0.6938775510204082; 'recall': 0.918918918918919; 'f1-score': 0.7906976744186046; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.3469387755102041; 'recall': 0.4594594594594595; 'f1-score': 0.3953488372093023; 'support': 52}; 'weighted avg': {'precision': 0.4937205651491366; 'recall': 0.6538461538461539; 'f1-score': 0.5626118067978533; 'support': 52}}
10,2,DNF,8,469,52,3,[156; 157],158,1002.322464,0.557692,8,[X0 < 40.000000 AND X6 < 105.000000 AND X7 < 7.900000 AND X8 < 4.100000] OR [X4 < 512.600000 AND X4 >= 150.000000 AND X5 >= 18.000000 AND X8 < 3.600000],{'0.0': {'precision': 0.3298429319371728; 'recall': 0.47368421052631576; 'f1-score': 0.3888888888888889; 'support': 133}; '1.0': {'precision': 0.7482014388489209; 'recall': 0.6190476190476191; 'f1-score': 0.6775244299674268; 'support': 336}; 'accuracy': 0.5778251599147122; 'macro avg': {'precision': 0.5390221853930468; 'recall': 0.5463659147869674; 'f1-score': 0.5332066594281578; 'support': 469}; 'weighted avg': {'precision': 0.6295624592769326; 'recall': 0.5778251599147122; 'f1-score': 0.5956725601093339; 'support': 469}},{'0.0': {'precision': 0.34615384615384615; 'recall': 0.6; 'f1-score': 0.43902439024390244; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.5405405405405406; 'f1-score': 0.6349206349206349; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.5576923076923077; 'recall': 0.5702702702702702; 'f1-score': 0.5369725125822686; 'support': 52}; 'weighted avg': {'precision': 0.647189349112426; 'recall': 0.5576923076923077; 'f1-score': 0.5784121028023467; 'support': 52}}
10,2,DNF,9,469,52,3,[156; 157],158,1002.277970,0.576923,8,[X0 < 60.000000 AND X2 >= 0.700000 AND X4 < 512.600000 AND X4 >= 236.800000 AND X8 < 4.100000] OR [X2 >= 0.900000 AND X4 < 208.000000 AND X7 >= 6.200000],{'0.0': {'precision': 0.31893687707641194; 'recall': 0.7218045112781954; 'f1-score': 0.44239631336405527; 'support': 133}; '1.0': {'precision': 0.7797619047619048; 'recall': 0.3898809523809524; 'f1-score': 0.5198412698412698; 'support': 336}; 'accuracy': 0.4840085287846482; 'macro avg': {'precision': 0.5493493909191584; 'recall': 0.5558427318295739; 'f1-score': 0.4811187916026625; 'support': 469}; 'weighted avg': {'precision': 0.6490801804928844; 'recall': 0.4840085287846482; 'f1-score': 0.4978792672581791; 'support': 469}},{'0.0': {'precision': 0.3793103448275862; 'recall': 0.7333333333333333; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.5135135135135135; 'f1-score': 0.6333333333333333; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.6026986506746627; 'recall': 0.6234234234234234; 'f1-score': 0.5666666666666667; 'support': 52}; 'weighted avg': {'precision': 0.6972090877638103; 'recall': 0.5769230769230769; 'f1-score': 0.5948717948717949; 'support': 52}}
10,3,CNF,0,468,53,58,[8; 9],158,2.021138,0.603774,9,[X0 < 55.000000] AND [X0 >= 23.000000 OR X3 >= 1.000000 OR X4 >= 328.000000 OR X5 >= 43.000000] AND [X0 >= 31.000000 OR X0 < 31.000000 OR X2 < 0.700000 OR X7 >= 6.200000],{'0.0': {'precision': 0.3057324840764331; 'recall': 0.3609022556390977; 'f1-score': 0.3310344827586207; 'support': 133}; '1.0': {'precision': 0.7266881028938906; 'recall': 0.6746268656716418; 'f1-score': 0.6996904024767802; 'support': 335}; 'accuracy': 0.5854700854700855; 'macro avg': {'precision': 0.5162102934851619; 'recall': 0.5177645606553698; 'f1-score': 0.5153624426177004; 'support': 468}; 'weighted avg': {'precision': 0.6070575531017499; 'recall': 0.5854700854700855; 'f1-score': 0.5949228013602947; 'support': 468}},{'0.0': {'precision': 0.36363636363636365; 'recall': 0.5333333333333333; 'f1-score': 0.43243243243243246; 'support': 15}; '1.0': {'precision': 0.7741935483870968; 'recall': 0.631578947368421; 'f1-score': 0.6956521739130435; 'support': 38}; 'accuracy': 0.6037735849056604; 'macro avg': {'precision': 0.5689149560117301; 'recall': 0.5824561403508772; 'f1-score': 0.564042303172738; 'support': 53}; 'weighted avg': {'precision': 0.6579981187406629; 'recall': 0.6037735849056604; 'f1-score': 0.6211560206638139; 'support': 53}}
