lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],262,147.272694,0.711361,2,[X3 == 14 OR X6 == 12],{'0': {'precision': 0.7724980436483784; 'recall': 0.8874294561254558; 'f1-score': 0.8259848925043579; 'support': 20023}; '1': {'precision': 0.33155397390272834; 'recall': 0.17603527003621477; 'f1-score': 0.22997017381466625; 'support': 6351}; 'accuracy': 0.7161219382725411; 'macro avg': {'precision': 0.5520260087755533; 'recall': 0.5317323630808353; 'f1-score': 0.5279775331595121; 'support': 26374}; 'weighted avg': {'precision': 0.6663163576335673; 'recall': 0.7161219382725411; 'f1-score': 0.6824613663650453; 'support': 26374}},{'0': {'precision': 0.7726374060893634; 'recall': 0.8782022471910113; 'f1-score': 0.8220445940260833; 'support': 2225}; '1': {'precision': 0.32587064676616917; 'recall': 0.18555240793201133; 'f1-score': 0.2364620938628159; 'support': 706}; 'accuracy': 0.7113613101330604; 'macro avg': {'precision': 0.5492540264277663; 'recall': 0.5318773275615113; 'f1-score': 0.5292533439444496; 'support': 2931}; 'weighted avg': {'precision': 0.6650231679173486; 'recall': 0.7113613101330604; 'f1-score': 0.6809933333248664; 'support': 2931}}
10,2,DNF,3,26374,2931,3296,[8; 9],262,125.696731,0.723303,11,[X0 >= 58.000000 AND X1 != 8 AND X3 != 3 AND X3 != 5] OR [X0 < 26.000000 AND X0 >= 33.000000 AND X1 != 0 AND X3 != 2 AND X3 != 15 AND X5 != 6 AND X13 != 4],{'0': {'precision': 0.763897040328666; 'recall': 0.9100534385456724; 'f1-score': 0.8305946167696059; 'support': 20023}; '1': {'precision': 0.2853174603174603; 'recall': 0.1132105180286569; 'f1-score': 0.16210122872280466; 'support': 6351}; 'accuracy': 0.718169409266702; 'macro avg': {'precision': 0.5246072503230632; 'recall': 0.5116319782871647; 'f1-score': 0.49634792274620526; 'support': 26374}; 'weighted avg': {'precision': 0.6486525225213116; 'recall': 0.718169409266702; 'f1-score': 0.6696178401151267; 'support': 26374}},{'0': {'precision': 0.7661897590361446; 'recall': 0.9146067415730337; 'f1-score': 0.8338455234583076; 'support': 2225}; '1': {'precision': 0.3090909090909091; 'recall': 0.12039660056657224; 'f1-score': 0.17329255861365953; 'support': 706}; 'accuracy': 0.7233026270897305; 'macro avg': {'precision': 0.5376403340635268; 'recall': 0.5175016710698029; 'f1-score': 0.5035690410359835; 'support': 2931}; 'weighted avg': {'precision': 0.6560867948391688; 'recall': 0.7233026270897305; 'f1-score': 0.6747358703773382; 'support': 2931}}
10,2,DNF,4,26374,2931,3296,[8; 9],262,126.371911,0.765268,13,[X0 >= 33.000000 AND X3 != 13 AND X3 == 14] OR [X0 < 22.000000 AND X0 >= 26.000000 AND X1 != 0 AND X1 != 2 AND X1 == 7 AND X5 == 2 AND X13 != 26 AND X13 != 31 AND X13 != 33 AND X13 != 40],{'0': {'precision': 0.767581508141191; 'recall': 0.9959047095839785; 'f1-score': 0.8669623059866963; 'support': 20023}; '1': {'precision': 0.7924050632911392; 'recall': 0.049283577389387496; 'f1-score': 0.09279573080343907; 'support': 6351}; 'accuracy': 0.7679532873284295; 'macro avg': {'precision': 0.7799932857161651; 'recall': 0.522594143486683; 'f1-score': 0.4798790183950677; 'support': 26374}; 'weighted avg': {'precision': 0.7735591527441075; 'recall': 0.7679532873284295; 'f1-score': 0.6805388617238289; 'support': 26374}},{'0': {'precision': 0.7658249740574196; 'recall': 0.9950561797752809; 'f1-score': 0.8655199374511336; 'support': 2225}; '1': {'precision': 0.725; 'recall': 0.04107648725212465; 'f1-score': 0.07774798927613942; 'support': 706}; 'accuracy': 0.7652678266803139; 'macro avg': {'precision': 0.7454124870287098; 'recall': 0.5180663335137028; 'f1-score': 0.47163396336363655; 'support': 2931}; 'weighted avg': {'precision': 0.7559913228515042; 'recall': 0.7652678266803139; 'f1-score': 0.675766612506901; 'support': 2931}}
10,2,DNF,5,26375,2930,3296,[8; 9],262,131.380570,0.702048,13,[X1 != 2 AND X3 != 4 AND X6 == 12] OR [X0 < 26.000000 AND X0 >= 26.000000 AND X1 != 4 AND X1 != 8 AND X1 == 6 AND X3 != 5 AND X3 != 6 AND X13 != 3 AND X13 != 14 AND X13 != 26],{'0': {'precision': 0.7630020871491247; 'recall': 0.894621185636518; 'f1-score': 0.8235862068965518; 'support': 20023}; '1': {'precision': 0.27191166321601107; 'recall': 0.12405541561712846; 'f1-score': 0.17037837837837838; 'support': 6352}; 'accuracy': 0.709042654028436; 'macro avg': {'precision': 0.5174568751825679; 'recall': 0.5093383006268233; 'f1-score': 0.4969822926374651; 'support': 26375}; 'weighted avg': {'precision': 0.6447307554781052; 'recall': 0.709042654028436; 'f1-score': 0.666271472233142; 'support': 26375}},{'0': {'precision': 0.7632398753894081; 'recall': 0.8808988764044944; 'f1-score': 0.8178593782599624; 'support': 2225}; '1': {'precision': 0.26795580110497236; 'recall': 0.1375886524822695; 'f1-score': 0.1818181818181818; 'support': 705}; 'accuracy': 0.7020477815699658; 'macro avg': {'precision': 0.5155978382471902; 'recall': 0.5092437644433819; 'f1-score': 0.49983878003907206; 'support': 2930}; 'weighted avg': {'precision': 0.6440674274813784; 'recall': 0.7020477815699658; 'f1-score': 0.6648187490819913; 'support': 2930}}
10,2,DNF,6,26375,2930,3296,[8; 9],262,128.367135,0.721843,9,[X1 != 2 AND X2 >= 158662.000000 AND X3 != 1 AND X6 == 6 AND X13 != 40] OR [X0 >= 26.000000 AND X3 == 9 AND X13 != 6 AND X13 != 30],{'0': {'precision': 0.7929719422500681; 'recall': 0.8722968586125955; 'f1-score': 0.8307450831173157; 'support': 20023}; '1': {'precision': 0.41204874683835363; 'recall': 0.28211586901763225; 'f1-score': 0.3349219699093543; 'support': 6352}; 'accuracy': 0.7301611374407583; 'macro avg': {'precision': 0.6025103445442108; 'recall': 0.5772063638151139; 'f1-score': 0.582833526513335; 'support': 26375}; 'weighted avg': {'precision': 0.7012326384678801; 'recall': 0.7301611374407583; 'f1-score': 0.7113339583743026; 'support': 26375}},{'0': {'precision': 0.7872860635696821; 'recall': 0.868314606741573; 'f1-score': 0.8258174823680273; 'support': 2225}; '1': {'precision': 0.38445378151260506; 'recall': 0.25957446808510637; 'f1-score': 0.30990685859441147; 'support': 705}; 'accuracy': 0.7218430034129693; 'macro avg': {'precision': 0.5858699225411436; 'recall': 0.5639445374133397; 'f1-score': 0.5678621704812195; 'support': 2930}; 'weighted avg': {'precision': 0.6903588421190885; 'recall': 0.7218430034129693; 'f1-score': 0.7016819909822255; 'support': 2930}}
10,2,DNF,7,26375,2930,3296,[8; 9],262,129.041521,0.726280,10,[X0 < 22.000000 AND X1 != 8 AND X2 >= 259873.000000 AND X3 != 3] OR [X0 >= 26.000000 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 == 9 AND X13 != 9],{'0': {'precision': 0.7919807465262011; 'recall': 0.8710482944613694; 'f1-score': 0.8296349149720538; 'support': 20023}; '1': {'precision': 0.40684585343441304; 'recall': 0.2788098236775819; 'f1-score': 0.330873423633816; 'support': 6352}; 'accuracy': 0.7284170616113744; 'macro avg': {'precision': 0.599413299980307; 'recall': 0.5749290590694757; 'f1-score': 0.5802541693029348; 'support': 26375}; 'weighted avg': {'precision': 0.6992271222259532; 'recall': 0.7284170616113744; 'f1-score': 0.7095161285083387; 'support': 26375}},{'0': {'precision': 0.7902896776825785; 'recall': 0.870561797752809; 'f1-score': 0.8284858853721129; 'support': 2225}; '1': {'precision': 0.3987473903966597; 'recall': 0.27092198581560284; 'f1-score': 0.32263513513513514; 'support': 705}; 'accuracy': 0.7262798634812286; 'macro avg': {'precision': 0.5945185340396191; 'recall': 0.5707418917842059; 'f1-score': 0.575560510253624; 'support': 2930}; 'weighted avg': {'precision': 0.6960789908100281; 'recall': 0.7262798634812286; 'f1-score': 0.7067709437621916; 'support': 2930}}
10,2,DNF,8,26375,2930,3296,[8; 9],262,129.101428,0.744710,13,[X1 == 7 AND X5 != 6] OR [X0 >= 58.000000 AND X2 < 329054.000000 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X5 == 2 AND X6 != 7 AND X6 != 8 AND X13 != 4 AND X13 == 28],{'0': {'precision': 0.7607374072319596; 'recall': 0.9623951258489812; 'f1-score': 0.8497662933239263; 'support': 20024}; '1': {'precision': 0.27804410354745923; 'recall': 0.045662100456621; 'f1-score': 0.07844197998377062; 'support': 6351}; 'accuracy': 0.7416492890995261; 'macro avg': {'precision': 0.5193907553897095; 'recall': 0.5040286131528011; 'f1-score': 0.4641041366538484; 'support': 26375}; 'weighted avg': {'precision': 0.644506689821523; 'recall': 0.7416492890995261; 'f1-score': 0.6640343231239896; 'support': 26375}},{'0': {'precision': 0.760593220338983; 'recall': 0.9685251798561151; 'f1-score': 0.8520569620253164; 'support': 2224}; '1': {'precision': 0.2857142857142857; 'recall': 0.039660056657223795; 'f1-score': 0.06965174129353234; 'support': 706}; 'accuracy': 0.7447098976109215; 'macro avg': {'precision': 0.5231537530266344; 'recall': 0.5040926182566694; 'f1-score': 0.4608543516594244; 'support': 2930}; 'weighted avg': {'precision': 0.6461684668082539; 'recall': 0.7447098976109215; 'f1-score': 0.6635320180537672; 'support': 2930}}
10,2,DNF,9,26375,2930,3296,[8; 9],262,128.714571,0.744710,10,[X1 != 0 AND X1 != 8 AND X3 != 10 AND X3 == 7] OR [X0 < 22.000000 AND X0 >= 33.000000 AND X1 != 1 AND X1 != 6 AND X2 < 106648.000000 AND X6 != 9],{'0': {'precision': 0.7597760989548675; 'recall': 0.969336795844986; 'f1-score': 0.8518575409800092; 'support': 20024}; '1': {'precision': 0.2584541062801932; 'recall': 0.033695481026609984; 'f1-score': 0.059618331243905844; 'support': 6351}; 'accuracy': 0.7440379146919431; 'macro avg': {'precision': 0.5091151026175303; 'recall': 0.501516138435798; 'f1-score': 0.4557379361119575; 'support': 26375}; 'weighted avg': {'precision': 0.6390596638656976; 'recall': 0.7440379146919431; 'f1-score': 0.6610893430261138; 'support': 26375}},{'0': {'precision': 0.759493670886076; 'recall': 0.9712230215827338; 'f1-score': 0.8524072612470402; 'support': 2224}; '1': {'precision': 0.2558139534883721; 'recall': 0.031161473087818695; 'f1-score': 0.05555555555555555; 'support': 706}; 'accuracy': 0.7447098976109215; 'macro avg': {'precision': 0.507653812187224; 'recall': 0.5011922473352762; 'f1-score': 0.4539814084012979; 'support': 2930}; 'weighted avg': {'precision': 0.6381292065574825; 'recall': 0.7447098976109215; 'f1-score': 0.6604013553705255; 'support': 2930}}
10,2,DNF,0,26374,2931,1648,[16; 17],262,72.269054,0.769021,23,[X3 != 3 AND X3 != 7 AND X3 != 15 AND X4 >= 13.000000 AND X5 != 4 AND X6 != 9 AND X7 != 3 AND X13 != 12] OR [X0 < 33.000000 AND X0 >= 26.000000 AND X1 != 0 AND X2 < 259873.000000 AND X3 != 0 AND X3 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X8 == 4 AND X12 < 48.000000 AND X13 != 3 AND X13 != 24],{'0': {'precision': 0.8364911597097072; 'recall': 0.8577136293262748; 'f1-score': 0.8469694728016965; 'support': 20023}; '1': {'precision': 0.5124080095841177; 'recall': 0.4714218233349079; 'f1-score': 0.4910611776283418; 'support': 6351}; 'accuracy': 0.7646925001895807; 'macro avg': {'precision': 0.6744495846469125; 'recall': 0.6645677263305914; 'f1-score': 0.6690153252150192; 'support': 26374}; 'weighted avg': {'precision': 0.7584502070120649; 'recall': 0.7646925001895807; 'f1-score': 0.7612648552751182; 'support': 26374}},{'0': {'precision': 0.8391761612620509; 'recall': 0.8606741573033708; 'f1-score': 0.8497892167739073; 'support': 2225}; '1': {'precision': 0.522342064714946; 'recall': 0.4801699716713881; 'f1-score': 0.5003690036900368; 'support': 706}; 'accuracy': 0.7690208120095531; 'macro avg': {'precision': 0.6807591129884984; 'recall': 0.6704220644873795; 'f1-score': 0.675079110231972; 'support': 2931}; 'weighted avg': {'precision': 0.7628592482077158; 'recall': 0.7690208120095531; 'f1-score': 0.7656231743183588; 'support': 2931}}
10,2,DNF,1,26374,2931,1648,[16; 17],262,71.483177,0.786080,27,[X0 >= 41.000000 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 7 AND X3 != 11 AND X4 >= 10.000000 AND X5 != 6 AND X6 != 9 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X8 != 3 AND X13 != 5 AND X13 != 7 AND X13 != 9 AND X13 != 27] OR [X1 != 6 AND X3 != 5 AND X3 != 6 AND X3 == 12 AND X5 != 0 AND X5 != 3 AND X6 != 8 AND X13 != 6 AND X13 != 13],{'0': {'precision': 0.8295287862119546; 'recall': 0.9038106177895421; 'f1-score': 0.8650780372379837; 'support': 20023}; '1': {'precision': 0.5774462483545415; 'recall': 0.4144229255235396; 'f1-score': 0.482537354477954; 'support': 6351}; 'accuracy': 0.7859634488511412; 'macro avg': {'precision': 0.703487517283248; 'recall': 0.6591167716565408; 'f1-score': 0.6738076958579688; 'support': 26374}; 'weighted avg': {'precision': 0.7688259653303123; 'recall': 0.7859634488511412; 'f1-score': 0.7729601986011084; 'support': 26374}},{'0': {'precision': 0.8312603648424544; 'recall': 0.9011235955056179; 'f1-score': 0.864783265042053; 'support': 2225}; '1': {'precision': 0.5761078998073218; 'recall': 0.4235127478753541; 'f1-score': 0.4881632653061224; 'support': 706}; 'accuracy': 0.7860798362333674; 'macro avg': {'precision': 0.7036841323248881; 'recall': 0.662318171690486; 'f1-score': 0.6764732651740877; 'support': 2931}; 'weighted avg': {'precision': 0.7698009174474344; 'recall': 0.7860798362333674; 'f1-score': 0.7740655168968578; 'support': 2931}}
10,2,DNF,2,26374,2931,1648,[16; 17],262,71.570491,0.715455,21,[X0 >= 30.000000 AND X2 < 219632.000000 AND X3 != 1 AND X3 != 7 AND X6 != 5 AND X6 != 6 AND X6 != 13 AND X7 == 0 AND X13 != 2] OR [X0 >= 30.000000 AND X1 != 4 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X6 != 3 AND X7 != 3 AND X13 != 11 AND X13 != 17 AND X13 != 25 AND X13 != 33 AND X13 != 35],{'0': {'precision': 0.86101019571077; 'recall': 0.7338560655246467; 'f1-score': 0.7923643128690447; 'support': 20023}; '1': {'precision': 0.427481736140954; 'recall': 0.6265155093686033; 'f1-score': 0.5082061434318922; 'support': 6351}; 'accuracy': 0.7080078865549405; 'macro avg': {'precision': 0.644245965925862; 'recall': 0.6801857874466251; 'f1-score': 0.6502852281504685; 'support': 26374}; 'weighted avg': {'precision': 0.75661422821521; 'recall': 0.7080078865549405; 'f1-score': 0.723937508664322; 'support': 26374}},{'0': {'precision': 0.8631853785900784; 'recall': 0.7429213483146068; 'f1-score': 0.7985507246376813; 'support': 2225}; '1': {'precision': 0.43700787401574803; 'recall': 0.6288951841359773; 'f1-score': 0.5156794425087108; 'support': 706}; 'accuracy': 0.7154554759467758; 'macro avg': {'precision': 0.6500966263029132; 'recall': 0.685908266225292; 'f1-score': 0.657115083573196; 'support': 2931}; 'weighted avg': {'precision': 0.7605305446666811; 'recall': 0.7154554759467758; 'f1-score': 0.7304145509143605; 'support': 2931}}
10,2,DNF,3,26374,2931,1648,[16; 17],262,71.784019,0.590583,19,[X2 >= 196338.000000 AND X3 != 0 AND X3 != 1 AND X6 != 7 AND X6 != 9 AND X8 != 0 AND X12 >= 40.000000 AND X13 != 1] OR [X2 < 178356.000000 AND X3 != 3 AND X3 != 5 AND X3 != 11 AND X3 != 12 AND X6 != 5 AND X6 != 6 AND X9 AND X12 < 48.000000 AND X13 != 28 AND X13 != 35],{'0': {'precision': 0.7992578849721707; 'recall': 0.6454577236178395; 'f1-score': 0.7141712485839803; 'support': 20023}; '1': {'precision': 0.3042924343394747; 'recall': 0.4888993859234766; 'f1-score': 0.3751132588341891; 'support': 6351}; 'accuracy': 0.6077576401000986; 'macro avg': {'precision': 0.5517751596558227; 'recall': 0.567178554770658; 'f1-score': 0.5446422537090847; 'support': 26374}; 'weighted avg': {'precision': 0.6800675620416993; 'recall': 0.6077576401000986; 'f1-score': 0.6325242745602856; 'support': 26374}},{'0': {'precision': 0.7926898914905768; 'recall': 0.6238202247191011; 'f1-score': 0.6981891348088531; 'support': 2225}; '1': {'precision': 0.29067796610169494; 'recall': 0.48583569405099153; 'f1-score': 0.3637327677624603; 'support': 706}; 'accuracy': 0.5905834186284544; 'macro avg': {'precision': 0.5416839287961359; 'recall': 0.5548279593850464; 'f1-score': 0.5309609512856567; 'support': 2931}; 'weighted avg': {'precision': 0.6717685611171375; 'recall': 0.5905834186284544; 'f1-score': 0.6176274851552355; 'support': 2931}}
10,2,DNF,4,26374,2931,1648,[16; 17],262,71.886289,0.715455,27,[X1 != 0 AND X1 != 2 AND X1 != 8 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X4 >= 10.000000 AND X5 != 0 AND X6 == 4 AND X7 != 3 AND X12 >= 40.000000 AND X13 != 26] OR [X0 >= 30.000000 AND X2 < 196338.000000 AND X3 != 0 AND X3 != 3 AND X3 != 5 AND X3 != 7 AND X3 != 15 AND X5 != 4 AND X5 != 6 AND X6 != 9 AND X6 != 14 AND X13 != 4 AND X13 != 25 AND X13 != 33],{'0': {'precision': 0.8365658269210499; 'recall': 0.792738350896469; 'f1-score': 0.814062620201554; 'support': 20023}; '1': {'precision': 0.4391891891891892; 'recall': 0.5117304361517871; 'f1-score': 0.47269289506217727; 'support': 6351}; 'accuracy': 0.7250701448396147; 'macro avg': {'precision': 0.6378775080551196; 'recall': 0.6522343935241282; 'f1-score': 0.6433777576318656; 'support': 26374}; 'weighted avg': {'precision': 0.7408754111238615; 'recall': 0.7250701448396147; 'f1-score': 0.7318589679546372; 'support': 26374}},{'0': {'precision': 0.8338934229476717; 'recall': 0.7806741573033708; 'f1-score': 0.8064066852367688; 'support': 2225}; '1': {'precision': 0.42452830188679247; 'recall': 0.509915014164306; 'f1-score': 0.46332046332046334; 'support': 706}; 'accuracy': 0.7154554759467758; 'macro avg': {'precision': 0.6292108624172321; 'recall': 0.6452945857338384; 'f1-score': 0.6348635742786161; 'support': 2931}; 'weighted avg': {'precision': 0.7352882453738127; 'recall': 0.7154554759467758; 'f1-score': 0.7237663329089246; 'support': 2931}}
10,2,DNF,5,26375,2930,1648,[16; 17],262,76.453215,0.718430,20,[X2 >= 106648.000000 AND X3 != 2 AND X3 != 5 AND X6 != 7 AND X12 >= 48.000000 AND X13 != 5 AND X13 == 39] OR [X1 != 0 AND X1 != 2 AND X2 >= 65716.000000 AND X3 != 3 AND X3 != 6 AND X5 == 5 AND X6 != 11 AND X7 != 3 AND X8 == 4 AND X13 != 0 AND X13 != 26 AND X13 != 30 AND X13 != 33],{'0': {'precision': 0.7937968490506755; 'recall': 0.8832342805773361; 'f1-score': 0.8361306794005011; 'support': 20023}; '1': {'precision': 0.42919921875; 'recall': 0.2767632241813602; 'f1-score': 0.33652373660030627; 'support': 6352}; 'accuracy': 0.7371753554502369; 'macro avg': {'precision': 0.6114980339003377; 'recall': 0.5799987523793482; 'f1-score': 0.5863272080004037; 'support': 26375}; 'weighted avg': {'precision': 0.7059892984281204; 'recall': 0.7371753554502369; 'f1-score': 0.7158082793752181; 'support': 26375}},{'0': {'precision': 0.7843216896831844; 'recall': 0.8678651685393258; 'f1-score': 0.8239812246639641; 'support': 2225}; '1': {'precision': 0.3717948717948718; 'recall': 0.24680851063829787; 'f1-score': 0.2966751918158568; 'support': 705}; 'accuracy': 0.7184300341296929; 'macro avg': {'precision': 0.5780582807390281; 'recall': 0.5573368395888119; 'f1-score': 0.5603282082399104; 'support': 2930}; 'weighted avg': {'precision': 0.6850618239455528; 'recall': 0.7184300341296929; 'f1-score': 0.6971038345076789; 'support': 2930}}
10,2,DNF,6,26375,2930,1648,[16; 17],262,74.824878,0.734130,26,[X0 >= 30.000000 AND X3 != 4 AND X3 != 12 AND X3 != 13 AND X4 >= 10.000000 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X7 != 4 AND X13 == 39] OR [X0 < 22.000000 AND X1 == 4 AND X2 < 106648.000000 AND X3 != 1 AND X3 != 3 AND X5 != 5 AND X5 != 6 AND X6 != 6 AND X12 >= 40.000000 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 14 AND X13 != 30 AND X13 != 38 AND X13 == 39],{'0': {'precision': 0.839759716588797; 'recall': 0.8168606102981572; 'f1-score': 0.8281518987341772; 'support': 20023}; '1': {'precision': 0.46839663670629167; 'recall': 0.5086586901763224; 'f1-score': 0.4876981132075471; 'support': 6352}; 'accuracy': 0.7426350710900473; 'macro avg': {'precision': 0.6540781766475443; 'recall': 0.6627596502372397; 'f1-score': 0.6579250059708621; 'support': 26375}; 'weighted avg': {'precision': 0.7503228148479942; 'recall': 0.7426350710900473; 'f1-score': 0.7461590097990054; 'support': 26375}},{'0': {'precision': 0.8325666973321068; 'recall': 0.8134831460674158; 'f1-score': 0.8229142987042509; 'support': 2225}; '1': {'precision': 0.45105820105820105; 'recall': 0.4836879432624113; 'f1-score': 0.46680355920602323; 'support': 705}; 'accuracy': 0.7341296928327645; 'macro avg': {'precision': 0.6418124491951539; 'recall': 0.6485855446649136; 'f1-score': 0.6448589289551371; 'support': 2930}; 'weighted avg': {'precision': 0.7407702844061329; 'recall': 0.7341296928327645; 'f1-score': 0.7372289501219128; 'support': 2930}}
10,2,DNF,7,26375,2930,1648,[16; 17],262,75.778678,0.755290,17,[X0 < 50.000000 AND X0 >= 41.000000 AND X2 < 259873.000000 AND X3 != 6 AND X5 != 0 AND X5 != 4 AND X8 != 1 AND X13 != 27] OR [X0 < 22.000000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 4 AND X6 == 4 AND X7 != 3 AND X13 != 8 AND X13 != 26],{'0': {'precision': 0.787161450654985; 'recall': 0.9333266743245268; 'f1-score': 0.8540352801389269; 'support': 20023}; '1': {'precision': 0.49316628701594534; 'recall': 0.20450251889168766; 'f1-score': 0.2891164032940129; 'support': 6352}; 'accuracy': 0.7578009478672986; 'macro avg': {'precision': 0.6401638688354652; 'recall': 0.5689145966081072; 'f1-score': 0.5715758417164699; 'support': 26375}; 'weighted avg': {'precision': 0.7163573831882484; 'recall': 0.7578009478672986; 'f1-score': 0.7179835377420021; 'support': 26375}},{'0': {'precision': 0.7882262996941896; 'recall': 0.9267415730337079; 'f1-score': 0.8518901053501343; 'support': 2225}; '1': {'precision': 0.48089171974522293; 'recall': 0.21418439716312057; 'f1-score': 0.2963689892051031; 'support': 705}; 'accuracy': 0.7552901023890785; 'macro avg': {'precision': 0.6345590097197062; 'recall': 0.5704629850984142; 'f1-score': 0.5741295472776187; 'support': 2930}; 'weighted avg': {'precision': 0.7142771942798477; 'recall': 0.7552901023890785; 'f1-score': 0.7182237617043162; 'support': 2930}}
10,2,DNF,8,26375,2930,1648,[16; 17],262,75.196417,0.699317,27,[X0 >= 30.000000 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 11 AND X3 != 13 AND X5 != 5 AND X6 != 4 AND X6 != 8 AND X6 != 9 AND X6 != 12] OR [X0 >= 30.000000 AND X2 < 106648.000000 AND X3 != 1 AND X3 == 15 AND X7 != 3 AND X13 != 7 AND X13 != 9 AND X13 != 14 AND X13 != 21 AND X13 != 25 AND X13 != 27 AND X13 != 32 AND X13 != 33 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8099292976208907; 'recall': 0.7837594886136636; 'f1-score': 0.7966295271693612; 'support': 20024}; '1': {'precision': 0.3812517862246356; 'recall': 0.4200913242009132; 'f1-score': 0.39973031687766875; 'support': 6351}; 'accuracy': 0.6961895734597157; 'macro avg': {'precision': 0.5955905419227632; 'recall': 0.6019254064072884; 'f1-score': 0.598179922023515; 'support': 26375}; 'weighted avg': {'precision': 0.7067053781942513; 'recall': 0.6961895734597157; 'f1-score': 0.7010577021622507; 'support': 26375}},{'0': {'precision': 0.8110236220472441; 'recall': 0.7873201438848921; 'f1-score': 0.7989961213780516; 'support': 2224}; '1': {'precision': 0.3865110246433204; 'recall': 0.42209631728045327; 'f1-score': 0.40352064996614767; 'support': 706}; 'accuracy': 0.6993174061433447; 'macro avg': {'precision': 0.5987673233452823; 'recall': 0.6047082305826728; 'f1-score': 0.6012583856720997; 'support': 2930}; 'weighted avg': {'precision': 0.7087349211028174; 'recall': 0.6993174061433447; 'f1-score': 0.7037040794610537; 'support': 2930}}
10,2,DNF,9,26375,2930,1648,[16; 17],262,77.699003,0.739932,26,[X0 < 50.000000 AND X0 >= 30.000000 AND X1 != 1 AND X1 != 7 AND X2 >= 65716.000000 AND X3 != 0 AND X3 != 4 AND X3 != 6 AND X6 != 3 AND X12 >= 48.000000 AND X13 != 7 AND X13 != 40 AND X13 == 39] OR [X1 != 0 AND X1 != 2 AND X3 != 0 AND X3 != 13 AND X3 != 15 AND X5 != 5 AND X6 != 6 AND X6 != 9 AND X7 != 3 AND X7 == 0 AND X8 == 4 AND X13 != 31 AND X13 != 35],{'0': {'precision': 0.853641418776656; 'recall': 0.7896524170994806; 'f1-score': 0.8204010688250706; 'support': 20024}; '1': {'precision': 0.46357615894039733; 'recall': 0.5731380884900016; 'f1-score': 0.5125677673730902; 'support': 6351}; 'accuracy': 0.7375165876777251; 'macro avg': {'precision': 0.6586087888585267; 'recall': 0.6813952527947411; 'f1-score': 0.6664844180990803; 'support': 26375}; 'weighted avg': {'precision': 0.7597151831285013; 'recall': 0.7375165876777251; 'f1-score': 0.7462759769759131; 'support': 26375}},{'0': {'precision': 0.8545101842870999; 'recall': 0.7922661870503597; 'f1-score': 0.8222118525431639; 'support': 2224}; '1': {'precision': 0.46774193548387094; 'recall': 0.5750708215297451; 'f1-score': 0.5158831003811943; 'support': 706}; 'accuracy': 0.7399317406143344; 'macro avg': {'precision': 0.6611260598854855; 'recall': 0.6836685042900523; 'f1-score': 0.6690474764621791; 'support': 2930}; 'weighted avg': {'precision': 0.7613161966915095; 'recall': 0.7399317406143344; 'f1-score': 0.7484002146502114; 'support': 2930}}
