lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26373,2931,3296,[8; 9],262,124.897881,0.758444,4,[X1 == 5 OR X3 == 7 OR X3 == 14 OR X13 == 7],{'0': {'precision': 0.7787380086007277; 'recall': 0.9405683464016381; 'f1-score': 0.8520370077137106; 'support': 20023}; '1': {'precision': 0.4563727729556875; 'recall': 0.1573228346456693; 'f1-score': 0.23398524417379085; 'support': 6350}; 'accuracy': 0.7519811928866644; 'macro avg': {'precision': 0.6175553907782076; 'recall': 0.5489455905236537; 'f1-score': 0.5430111259437507; 'support': 26373}; 'weighted avg': {'precision': 0.701120018749516; 'recall': 0.7519811928866644; 'f1-score': 0.7032246352692223; 'support': 26373}},{'0': {'precision': 0.7797860568056068; 'recall': 0.9501123595505618; 'f1-score': 0.8565640194489466; 'support': 2225}; '1': {'precision': 0.4954545454545455; 'recall': 0.15439093484419264; 'f1-score': 0.23542116630669546; 'support': 706}; 'accuracy': 0.7584442169907881; 'macro avg': {'precision': 0.6376203011300761; 'recall': 0.5522516471973773; 'f1-score': 0.545992592877821; 'support': 2931}; 'weighted avg': {'precision': 0.7112981526725979; 'recall': 0.7584442169907881; 'f1-score': 0.7069472148367224; 'support': 2931}}
10,2,CNF,2,26373,2931,412,[64; 65],262,390.586473,0.719891,19,[X2 < 130856.000000 OR X3 == 9 OR X3 == 10 OR X3 == 14 OR X12 >= 55.000000 OR X13 == 5 OR X13 == 41] AND [X1 == 0 OR X1 == 5 OR X2 >= 196338.000000 OR X3 == 7 OR X3 == 12 OR X6 == 4 OR X6 == 5 OR X8 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 24 OR X13 == 41],{'0': {'precision': 0.8079303004801742; 'recall': 0.8151126204864406; 'f1-score': 0.811505568814638; 'support': 20023}; '1': {'precision': 0.4001944264419961; 'recall': 0.3889763779527559; 'f1-score': 0.39450567002076337; 'support': 6350}; 'accuracy': 0.7125090054222121; 'macro avg': {'precision': 0.6040623634610851; 'recall': 0.6020444992195982; 'f1-score': 0.6030056194177007; 'support': 26373}; 'weighted avg': {'precision': 0.7097570626937095; 'recall': 0.7125090054222121; 'f1-score': 0.7111017710919252; 'support': 26373}},{'0': {'precision': 0.8095238095238095; 'recall': 0.8251685393258427; 'f1-score': 0.8172713109281105; 'support': 2225}; '1': {'precision': 0.4132730015082956; 'recall': 0.3881019830028329; 'f1-score': 0.40029218407596784; 'support': 706}; 'accuracy': 0.7198908222449676; 'macro avg': {'precision': 0.6113984055160526; 'recall': 0.6066352611643377; 'f1-score': 0.6087817475020392; 'support': 2931}; 'weighted avg': {'precision': 0.7140775214108949; 'recall': 0.7198908222449676; 'f1-score': 0.7168321217238754; 'support': 2931}}
10,2,CNF,3,26373,2931,412,[64; 65],262,384.008152,0.737632,30,[X0 >= 45.000000 OR X3 == 7 OR X3 == 10 OR X3 == 14 OR X4 >= 13.000000 OR X5 == 6 OR X6 == 0 OR X6 == 4 OR X6 == 8 OR X13 == 1 OR X13 == 10 OR X13 == 24 OR X13 == 35] AND [X1 == 1 OR X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X6 == 7 OR X6 == 12 OR X7 == 5 OR X8 == 3 OR X12 >= 55.000000 OR X13 == 1 OR X13 == 9 OR X13 == 10 OR X13 == 20 OR X13 == 22 OR X13 == 31 OR X13 == 36],{'0': {'precision': 0.8222589697334135; 'recall': 0.8195075662987564; 'f1-score': 0.8208809625053153; 'support': 20023}; '1': {'precision': 0.4368084774816893; 'recall': 0.4414173228346457; 'f1-score': 0.43910080676744734; 'support': 6350}; 'accuracy': 0.7284723012171539; 'macro avg': {'precision': 0.6295337236075513; 'recall': 0.6304624445667011; 'f1-score': 0.6299908846363813; 'support': 26373}; 'weighted avg': {'precision': 0.7294515293285126; 'recall': 0.7284723012171539; 'f1-score': 0.7289572530700799; 'support': 26373}},{'0': {'precision': 0.8276327632763276; 'recall': 0.8265168539325842; 'f1-score': 0.8270744322014841; 'support': 2225}; '1': {'precision': 0.45557122708039494; 'recall': 0.45750708215297453; 'f1-score': 0.45653710247349827; 'support': 706}; 'accuracy': 0.7376322074377346; 'macro avg': {'precision': 0.6416019951783613; 'recall': 0.6420119680427794; 'f1-score': 0.6418057673374912; 'support': 2931}; 'weighted avg': {'precision': 0.7380130278432575; 'recall': 0.7376322074377346; 'f1-score': 0.7378218375962443; 'support': 2931}}
10,2,CNF,4,26374,2930,412,[64; 65],262,391.536089,0.715700,24,[X1 == 5 OR X2 >= 329054.000000 OR X3 == 6 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X3 == 15 OR X5 == 1 OR X5 == 6 OR X6 == 1 OR X6 == 7 OR X6 == 13 OR X6 == 14 OR X8 == 2] AND [X1 == 1 OR X3 == 1 OR X3 == 7 OR X3 == 10 OR X5 == 1 OR X7 == 0 OR X8 == 0 OR X13 == 0 OR X13 == 27 OR X13 == 32],{'0': {'precision': 0.829402432575357; 'recall': 0.7832992059131998; 'f1-score': 0.8056918295533352; 'support': 20023}; '1': {'precision': 0.4186763129689175; 'recall': 0.4920484962997953; 'f1-score': 0.4524068041983351; 'support': 6351}; 'accuracy': 0.7131644801698642; 'macro avg': {'precision': 0.6240393727721372; 'recall': 0.6376738511064975; 'f1-score': 0.6290493168758351; 'support': 26374}; 'weighted avg': {'precision': 0.7304973902753457; 'recall': 0.7131644801698642; 'f1-score': 0.7206189094035815; 'support': 26374}},{'0': {'precision': 0.8295454545454546; 'recall': 0.7874157303370787; 'f1-score': 0.8079317500576436; 'support': 2225}; '1': {'precision': 0.421760391198044; 'recall': 0.48936170212765956; 'f1-score': 0.45305318450426785; 'support': 705}; 'accuracy': 0.7156996587030716; 'macro avg': {'precision': 0.6256529228717493; 'recall': 0.6383887162323691; 'f1-score': 0.6304924672809558; 'support': 2930}; 'weighted avg': {'precision': 0.7314265229209069; 'recall': 0.7156996587030716; 'f1-score': 0.7225428801889986; 'support': 2930}}
10,2,CNF,5,26374,2930,412,[64; 65],262,389.490161,0.665870,26,[X1 == 2 OR X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 0 OR X6 == 3 OR X6 == 4 OR X6 == 14 OR X7 == 5 OR X8 == 3 OR X13 == 3] AND [X0 >= 58.000000 OR X1 == 2 OR X1 == 7 OR X2 < 65716.000000 OR X3 == 10 OR X3 == 15 OR X6 == 0 OR X6 == 12 OR X8 == 3 OR X13 == 3 OR X13 == 7 OR X13 == 24 OR X13 == 32 OR X13 == 41],{'0': {'precision': 0.7807303725531467; 'recall': 0.7409978524696599; 'f1-score': 0.7603454019012478; 'support': 20023}; '1': {'precision': 0.29633649932157397; 'recall': 0.34388285309400096; 'f1-score': 0.31834414401282707; 'support': 6351}; 'accuracy': 0.645370440585425; 'macro avg': {'precision': 0.5385334359373604; 'recall': 0.5424403527818304; 'f1-score': 0.5393447729570374; 'support': 26374}; 'weighted avg': {'precision': 0.6640857418981941; 'recall': 0.645370440585425; 'f1-score': 0.6539091393377625; 'support': 26374}},{'0': {'precision': 0.7911214953271029; 'recall': 0.7608988764044944; 'f1-score': 0.7757159221076747; 'support': 2225}; '1': {'precision': 0.3265822784810127; 'recall': 0.3659574468085106; 'f1-score': 0.34515050167224076; 'support': 705}; 'accuracy': 0.6658703071672355; 'macro avg': {'precision': 0.5588518869040577; 'recall': 0.5634281616065024; 'f1-score': 0.5604332118899578; 'support': 2930}; 'weighted avg': {'precision': 0.6793467008300061; 'recall': 0.6658703071672355; 'f1-score': 0.6721157100233809; 'support': 2930}}
10,2,CNF,6,26374,2930,412,[64; 65],262,401.123445,0.732765,26,[X3 == 10 OR X3 == 14 OR X5 == 1 OR X5 == 2 OR X6 == 4 OR X6 == 10 OR X7 == 5 OR X13 == 10 OR X13 == 20 OR X13 == 24] AND [X2 >= 329054.000000 OR X3 == 6 OR X3 == 9 OR X3 == 12 OR X5 == 5 OR X6 == 5 OR X6 == 9 OR X6 == 13 OR X7 == 2 OR X12 >= 48.000000 OR X13 == 3 OR X13 == 11 OR X13 == 22 OR X13 == 31 OR X13 == 32 OR X13 == 35],{'0': {'precision': 0.8716629508946435; 'recall': 0.7615242471158168; 'f1-score': 0.812879837935814; 'support': 20023}; '1': {'precision': 0.46233532259880644; 'recall': 0.646512360258227; 'f1-score': 0.5391281512605042; 'support': 6351}; 'accuracy': 0.7338287707590809; 'macro avg': {'precision': 0.666999136746725; 'recall': 0.7040183036870219; 'f1-score': 0.6760039945981591; 'support': 26374}; 'weighted avg': {'precision': 0.7730946727681985; 'recall': 0.7338287707590809; 'f1-score': 0.7469589703360987; 'support': 26374}},{'0': {'precision': 0.8731884057971014; 'recall': 0.7582022471910113; 'f1-score': 0.8116430117873468; 'support': 2225}; '1': {'precision': 0.46092184368737477; 'recall': 0.6524822695035462; 'f1-score': 0.540223135642983; 'support': 705}; 'accuracy': 0.7327645051194539; 'macro avg': {'precision': 0.667055124742238; 'recall': 0.7053422583472787; 'f1-score': 0.6759330737151649; 'support': 2930}; 'weighted avg': {'precision': 0.7739911613304266; 'recall': 0.7327645051194539; 'f1-score': 0.7463354989266723; 'support': 2930}}
10,2,CNF,7,26374,2930,412,[64; 65],262,383.461853,0.693857,21,[X1 == 1 OR X1 == 7 OR X3 == 12 OR X3 == 14 OR X6 == 8 OR X6 == 10 OR X7 == 5 OR X12 >= 48.000000 OR X13 == 3 OR X13 == 8 OR X13 == 24] AND [X1 == 0 OR X2 < 65716.000000 OR X6 == 11 OR X6 == 12 OR X7 == 0 OR X7 == 3 OR X13 == 2 OR X13 == 3 OR X13 == 27 OR X13 == 30],{'0': {'precision': 0.8305010893246187; 'recall': 0.7615242471158168; 'f1-score': 0.7945184065862491; 'support': 20023}; '1': {'precision': 0.4041677065136012; 'recall': 0.5099984254448119; 'f1-score': 0.4509571876087713; 'support': 6351}; 'accuracy': 0.7009554864639418; 'macro avg': {'precision': 0.6173343979191099; 'recall': 0.6357613362803143; 'f1-score': 0.6227377970975102; 'support': 26374}; 'weighted avg': {'precision': 0.7278377347241497; 'recall': 0.7009554864639418; 'f1-score': 0.7117870309236283; 'support': 26374}},{'0': {'precision': 0.8293650793650794; 'recall': 0.7514606741573033; 'f1-score': 0.7884932798868193; 'support': 2225}; '1': {'precision': 0.3949671772428884; 'recall': 0.5120567375886524; 'f1-score': 0.44595429277331683; 'support': 705}; 'accuracy': 0.6938566552901024; 'macro avg': {'precision': 0.6121661283039839; 'recall': 0.6317587058729779; 'f1-score': 0.617223786330068; 'support': 2930}; 'weighted avg': {'precision': 0.7248427172503542; 'recall': 0.6938566552901024; 'f1-score': 0.706073489472137; 'support': 2930}}
10,2,CNF,8,26374,2930,412,[64; 65],262,427.117706,0.743686,27,[X1 == 5 OR X1 == 7 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 1 OR X6 == 4 OR X7 == 5 OR X13 == 0 OR X13 == 22] AND [X3 == 12 OR X4 >= 13.000000 OR X6 == 12 OR X6 == 13 OR X7 == 0 OR X7 == 2 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 7 OR X13 == 9 OR X13 == 21 OR X13 == 22 OR X13 == 31 OR X13 == 36 OR X13 == 41],{'0': {'precision': 0.8441704609402978; 'recall': 0.8240611266480223; 'f1-score': 0.8339945919991912; 'support': 20024}; '1': {'precision': 0.4839607441042918; 'recall': 0.5203149606299212; 'f1-score': 0.5014798512559763; 'support': 6350}; 'accuracy': 0.7509289451732767; 'macro avg': {'precision': 0.6640656025222949; 'recall': 0.6721880436389718; 'f1-score': 0.6677372216275838; 'support': 26374}; 'weighted avg': {'precision': 0.7574436958721005; 'recall': 0.7509289451732767; 'f1-score': 0.7539358749399884; 'support': 26374}},{'0': {'precision': 0.8475696083058046; 'recall': 0.8075539568345323; 'f1-score': 0.8270780566428736; 'support': 2224}; '1': {'precision': 0.4722564734895191; 'recall': 0.5424929178470255; 'f1-score': 0.5049439683586024; 'support': 706}; 'accuracy': 0.7436860068259386; 'macro avg': {'precision': 0.6599130408976619; 'recall': 0.6750234373407789; 'f1-score': 0.666011012500738; 'support': 2930}; 'weighted avg': {'precision': 0.7571357949336894; 'recall': 0.7436860068259386; 'f1-score': 0.7494580340050937; 'support': 2930}}
10,2,CNF,9,26374,2930,412,[64; 65],262,403.061913,0.668942,18,[X0 >= 50.000000 OR X1 == 5 OR X2 < 130856.000000 OR X3 == 8 OR X13 == 2] AND [X1 == 1 OR X1 == 2 OR X2 >= 196338.000000 OR X3 == 6 OR X3 == 7 OR X3 == 14 OR X3 == 15 OR X6 == 11 OR X6 == 13 OR X8 == 1 OR X13 == 7 OR X13 == 10 OR X13 == 17],{'0': {'precision': 0.7762499368080481; 'recall': 0.7668298042349181; 'f1-score': 0.7715111166938826; 'support': 20024}; '1': {'precision': 0.2918246625208554; 'recall': 0.30299212598425196; 'f1-score': 0.29730356177084133; 'support': 6350}; 'accuracy': 0.6551528020019717; 'macro avg': {'precision': 0.5340372996644518; 'recall': 0.534910965109585; 'f1-score': 0.5344073392323619; 'support': 26374}; 'weighted avg': {'precision': 0.6596161121427082; 'recall': 0.6551528020019717; 'f1-score': 0.6573373859832845; 'support': 26374}},{'0': {'precision': 0.7826871055004508; 'recall': 0.7805755395683454; 'f1-score': 0.7816298964430438; 'support': 2224}; '1': {'precision': 0.3146067415730337; 'recall': 0.31728045325779036; 'f1-score': 0.3159379407616361; 'support': 706}; 'accuracy': 0.6689419795221843; 'macro avg': {'precision': 0.5486469235367423; 'recall': 0.5489279964130679; 'f1-score': 0.54878391860234; 'support': 2930}; 'weighted avg': {'precision': 0.6699005058646978; 'recall': 0.6689419795221843; 'f1-score': 0.6694187972242472; 'support': 2930}}
10,2,CNF,0,26373,2931,206,[128; 129],262,1050.950936,0.497100,12,[X0 < 26.000000 OR X1 == 6 OR X1 == 7 OR X3 == 4 OR X3 == 7 OR X3 == 14 OR X6 == 3] AND [X1 == 5 OR X3 == 7 OR X3 == 8 OR X12 < 48.000000 OR X13 == 24],{'0': {'precision': 0.7029015854023333; 'recall': 0.5867752085102133; 'f1-score': 0.6396102128586205; 'support': 20023}; '1': {'precision': 0.14330089045351005; 'recall': 0.2179527559055118; 'f1-score': 0.1729135432283858; 'support': 6350}; 'accuracy': 0.4979714101543245; 'macro avg': {'precision': 0.42310123792792165; 'recall': 0.4023639822078625; 'f1-score': 0.40626187804350317; 'support': 26373}; 'weighted avg': {'precision': 0.5681628597008572; 'recall': 0.4979714101543245; 'f1-score': 0.5272405980195051; 'support': 26373}},{'0': {'precision': 0.7059791552386177; 'recall': 0.5784269662921349; 'f1-score': 0.6358695652173914; 'support': 2225}; '1': {'precision': 0.15342960288808663; 'recall': 0.24079320113314448; 'f1-score': 0.1874310915104741; 'support': 706}; 'accuracy': 0.49709996588195154; 'macro avg': {'precision': 0.4297043790633521; 'recall': 0.4096100837126397; 'f1-score': 0.4116503283639327; 'support': 2931}; 'weighted avg': {'precision': 0.5728846537171318; 'recall': 0.49709996588195154; 'f1-score': 0.5278526554810954; 'support': 2931}}
10,2,CNF,1,26373,2931,206,[128; 129],262,1058.540408,0.672808,14,[X3 == 5 OR X3 == 10 OR X5 == 2 OR X6 == 4 OR X13 == 19] AND [X1 == 1 OR X2 >= 178356.000000 OR X3 == 8 OR X3 == 11 OR X7 == 1 OR X12 >= 48.000000 OR X13 == 6 OR X13 == 19 OR X13 == 35],{'0': {'precision': 0.8820452465018962; 'recall': 0.6737252160015982; 'f1-score': 0.76393804683297; 'support': 20023}; '1': {'precision': 0.41032584168246233; 'recall': 0.7159055118110236; 'f1-score': 0.5216593034597511; 'support': 6350}; 'accuracy': 0.6838812421795017; 'macro avg': {'precision': 0.6461855440921793; 'recall': 0.6948153639063108; 'f1-score': 0.6427986751463606; 'support': 26373}; 'weighted avg': {'precision': 0.7684662748034392; 'recall': 0.6838812421795017; 'f1-score': 0.7056030064348379; 'support': 26373}},{'0': {'precision': 0.8813253012048192; 'recall': 0.6575280898876404; 'f1-score': 0.7531531531531531; 'support': 2225}; '1': {'precision': 0.4004720692368214; 'recall': 0.7209631728045326; 'f1-score': 0.5149215983813858; 'support': 706}; 'accuracy': 0.6728079153872398; 'macro avg': {'precision': 0.6408986852208203; 'recall': 0.6892456313460865; 'f1-score': 0.6340373757672695; 'support': 2931}; 'weighted avg': {'precision': 0.7655005377215689; 'recall': 0.6728079153872398; 'f1-score': 0.6957695033173061; 'support': 2931}}
10,2,CNF,2,26373,2931,206,[128; 129],262,1042.162590,0.399181,10,[X2 < 196338.000000 OR X3 == 7 OR X6 == 1 OR X6 == 10 OR X6 == 13] AND [X3 == 7 OR X3 != 2 OR X6 == 3 OR X6 == 13 OR X13 == 18],{'0': {'precision': 0.7995341012035719; 'recall': 0.3085451730509914; 'f1-score': 0.4452612612612613; 'support': 20023}; '1': {'precision': 0.25748149737209053; 'recall': 0.7560629921259843; 'f1-score': 0.38414146263402144; 'support': 6350}; 'accuracy': 0.41629697038638; 'macro avg': {'precision': 0.5285077992878312; 'recall': 0.5323040825884878; 'f1-score': 0.4147013619476414; 'support': 26373}; 'weighted avg': {'precision': 0.6690205443715882; 'recall': 0.41629697038638; 'f1-score': 0.4305450469025242; 'support': 26373}},{'0': {'precision': 0.7892768079800498; 'recall': 0.2844943820224719; 'f1-score': 0.4182358771060456; 'support': 2225}; '1': {'precision': 0.2522310944105214; 'recall': 0.7606232294617564; 'f1-score': 0.37883597883597886; 'support': 706}; 'accuracy': 0.3991811668372569; 'macro avg': {'precision': 0.5207539511952857; 'recall': 0.5225588057421142; 'f1-score': 0.3985359279710122; 'support': 2931}; 'weighted avg': {'precision': 0.6599167691605046; 'recall': 0.3991811668372569; 'f1-score': 0.40874548878169653; 'support': 2931}}
10,2,CNF,3,26373,2931,206,[128; 129],262,1054.858352,0.454794,13,[X1 == 6 OR X2 < 329054.000000 OR X3 == 8 OR X3 == 10] AND [X1 == 5 OR X2 >= 158662.000000 OR X3 == 1 OR X3 == 10 OR X3 == 14 OR X6 == 12 OR X8 == 2 OR X13 == 10 OR X13 == 36],{'0': {'precision': 0.7693831072383405; 'recall': 0.38805373820106875; 'f1-score': 0.5159019985392735; 'support': 20023}; '1': {'precision': 0.24708123386997666; 'recall': 0.6332283464566929; 'f1-score': 0.35546322489391796; 'support': 6350}; 'accuracy': 0.447086034959997; 'macro avg': {'precision': 0.5082321705541586; 'recall': 0.5106410423288809; 'f1-score': 0.4356826117165957; 'support': 26373}; 'weighted avg': {'precision': 0.6436250631823319; 'recall': 0.447086034959997; 'f1-score': 0.47727210384970437; 'support': 26373}},{'0': {'precision': 0.7718993928881179; 'recall': 0.4; 'f1-score': 0.5269390171699231; 'support': 2225}; '1': {'precision': 0.24915635545556805; 'recall': 0.6274787535410765; 'f1-score': 0.356682769726248; 'support': 706}; 'accuracy': 0.45479358580689183; 'macro avg': {'precision': 0.510527874171843; 'recall': 0.5137393767705383; 'f1-score': 0.44181089344808555; 'support': 2931}; 'weighted avg': {'precision': 0.6459844886140202; 'recall': 0.45479358580689183; 'f1-score': 0.4859288122244319; 'support': 2931}}
10,2,CNF,4,26374,2930,206,[128; 129],262,1048.152355,0.724232,26,[X0 >= 45.000000 OR X1 == 1 OR X1 == 5 OR X3 == 8 OR X3 == 14 OR X6 == 2 OR X6 == 10 OR X7 == 5 OR X13 == 12 OR X13 == 35] AND [X1 == 1 OR X1 == 5 OR X3 == 1 OR X3 == 12 OR X3 == 14 OR X6 == 11 OR X6 == 12 OR X6 == 13 OR X7 == 2 OR X7 == 5 OR X13 == 2 OR X13 == 12 OR X13 == 25 OR X13 == 31 OR X13 == 35 OR X13 == 36],{'0': {'precision': 0.815248415654782; 'recall': 0.8416321230584828; 'f1-score': 0.8282302059271637; 'support': 20023}; '1': {'precision': 0.4439768542872172; 'recall': 0.39867737364194616; 'f1-score': 0.42010950721752116; 'support': 6351}; 'accuracy': 0.7349662546447259; 'macro avg': {'precision': 0.6296126349709996; 'recall': 0.6201547483502144; 'f1-score': 0.6241698565723424; 'support': 26374}; 'weighted avg': {'precision': 0.7258442416104427; 'recall': 0.7349662546447259; 'f1-score': 0.7299525628883777; 'support': 26374}},{'0': {'precision': 0.8158716005349977; 'recall': 0.8224719101123595; 'f1-score': 0.819158460161146; 'support': 2225}; '1': {'precision': 0.42503639010189226; 'recall': 0.41418439716312055; 'f1-score': 0.41954022988505746; 'support': 705}; 'accuracy': 0.7242320819112628; 'macro avg': {'precision': 0.620453995318445; 'recall': 0.6183281536377401; 'f1-score': 0.6193493450231018; 'support': 2930}; 'weighted avg': {'precision': 0.7218310464888069; 'recall': 0.7242320819112628; 'f1-score': 0.7230045856407902; 'support': 2930}}
10,2,CNF,5,26374,2930,206,[128; 129],262,1058.456582,0.492833,10,[X0 < 37.000000 OR X1 == 7 OR X2 < 65716.000000 OR X6 == 3 OR X6 == 10 OR X6 == 12] AND [X0 >= 37.000000 OR X2 >= 158662.000000 OR X3 == 7 OR X13 == 9],{'0': {'precision': 0.7667796610169492; 'recall': 0.4518803376117465; 'f1-score': 0.5686453194230588; 'support': 20023}; '1': {'precision': 0.24694661726362013; 'recall': 0.5666824122185483; 'f1-score': 0.3439904420549582; 'support': 6351}; 'accuracy': 0.47952529005839084; 'macro avg': {'precision': 0.5068631391402847; 'recall': 0.5092813749151475; 'f1-score': 0.45631788073900853; 'support': 26374}; 'weighted avg': {'precision': 0.6416010889051196; 'recall': 0.47952529005839084; 'f1-score': 0.5145472256123056; 'support': 26374}},{'0': {'precision': 0.7751303052866716; 'recall': 0.46786516853932586; 'f1-score': 0.5835201793721974; 'support': 2225}; '1': {'precision': 0.25393824826717076; 'recall': 0.5716312056737589; 'f1-score': 0.35165794066317624; 'support': 705}; 'accuracy': 0.4928327645051195; 'macro avg': {'precision': 0.5145342767769212; 'recall': 0.5197481871065424; 'f1-score': 0.4675890600176868; 'support': 2930}; 'weighted avg': {'precision': 0.6497240253553582; 'recall': 0.4928327645051195; 'f1-score': 0.5277308011162725; 'support': 2930}}
10,2,CNF,6,26374,2930,206,[128; 129],262,1057.439419,0.706826,9,[X3 == 8 OR X3 == 9 OR X3 == 12 OR X3 == 14 OR X12 >= 55.000000] AND [X8 == 4 OR X12 < 55.000000 OR X13 == 27 OR X13 == 32],{'0': {'precision': 0.8478124822210844; 'recall': 0.7442441192628477; 'f1-score': 0.7926595744680851; 'support': 20023}; '1': {'precision': 0.4178697283164715; 'recall': 0.5788064871673753; 'f1-score': 0.4853445999471877; 'support': 6351}; 'accuracy': 0.7044058542503981; 'macro avg': {'precision': 0.6328411052687779; 'recall': 0.6615253032151115; 'f1-score': 0.6390020872076364; 'support': 26374}; 'weighted avg': {'precision': 0.7442799717923213; 'recall': 0.7044058542503981; 'f1-score': 0.7186564879744846; 'support': 26374}},{'0': {'precision': 0.8520618556701031; 'recall': 0.7429213483146068; 'f1-score': 0.7937575030012005; 'support': 2225}; '1': {'precision': 0.4222222222222222; 'recall': 0.5929078014184397; 'f1-score': 0.4932153392330383; 'support': 705}; 'accuracy': 0.7068259385665528; 'macro avg': {'precision': 0.6371420389461626; 'recall': 0.6679145748665232; 'f1-score': 0.6434864211171194; 'support': 2930}; 'weighted avg': {'precision': 0.748636278338787; 'recall': 0.7068259385665528; 'f1-score': 0.721442750285653; 'support': 2930}}
10,2,CNF,7,26374,2930,206,[128; 129],262,1054.892735,0.657679,6,[X4 >= 11.000000 OR X6 == 1 OR X6 == 13 OR X13 == 11] AND [X2 >= 65716.000000 OR X13 == 23],{'0': {'precision': 0.8356821958274355; 'recall': 0.6781701043799631; 'f1-score': 0.7487318041464491; 'support': 20023}; '1': {'precision': 0.3635555555555556; 'recall': 0.5795937647614549; 'f1-score': 0.44683175528040786; 'support': 6351}; 'accuracy': 0.6544323955410631; 'macro avg': {'precision': 0.5996188756914955; 'recall': 0.628881934570709; 'f1-score': 0.5977817797134285; 'support': 26374}; 'weighted avg': {'precision': 0.721991580358917; 'recall': 0.6544323955410631; 'f1-score': 0.6760326606586116; 'support': 26374}},{'0': {'precision': 0.8409598214285714; 'recall': 0.6773033707865168; 'f1-score': 0.7503111774956435; 'support': 2225}; '1': {'precision': 0.36906854130052724; 'recall': 0.5957446808510638; 'f1-score': 0.4557786218122626; 'support': 705}; 'accuracy': 0.657679180887372; 'macro avg': {'precision': 0.6050141813645493; 'recall': 0.6365240258187903; 'f1-score': 0.603044899653953; 'support': 2930}; 'weighted avg': {'precision': 0.7274160151178986; 'recall': 0.657679180887372; 'f1-score': 0.6794424226298471; 'support': 2930}}
10,2,CNF,8,26374,2930,206,[128; 129],262,1055.745718,0.740273,12,[X1 == 5 OR X2 >= 259873.000000 OR X3 != 11 OR X13 == 2] AND [X1 == 5 OR X5 == 2 OR X5 == 6 OR X13 == 2 OR X13 == 12 OR X13 == 19 OR X13 == 21 OR X13 == 41],{'0': {'precision': 0.8919442761962447; 'recall': 0.7354174990011986; 'f1-score': 0.8061531723873653; 'support': 20024}; '1': {'precision': 0.4628953771289538; 'recall': 0.7190551181102363; 'f1-score': 0.5632169729863081; 'support': 6350}; 'accuracy': 0.731477970728748; 'macro avg': {'precision': 0.6774198266625993; 'recall': 0.7272363085557174; 'f1-score': 0.6846850726868368; 'support': 26374}; 'weighted avg': {'precision': 0.7886432786578623; 'recall': 0.731477970728748; 'f1-score': 0.7476620498349761; 'support': 26374}},{'0': {'precision': 0.9021440351841671; 'recall': 0.7378597122302158; 'f1-score': 0.8117734355676478; 'support': 2224}; '1': {'precision': 0.4752475247524752; 'recall': 0.7478753541076487; 'f1-score': 0.581177765547606; 'support': 706}; 'accuracy': 0.7402730375426622; 'macro avg': {'precision': 0.6886957799683211; 'recall': 0.7428675331689323; 'f1-score': 0.6964756005576269; 'support': 2930}; 'weighted avg': {'precision': 0.7992809169709335; 'recall': 0.7402730375426622; 'f1-score': 0.75621011030002; 'support': 2930}}
10,2,CNF,9,26374,2930,206,[128; 129],262,1054.991224,0.275768,18,[X1 == 0 OR X1 == 1 OR X1 == 5 OR X3 == 10 OR X5 == 6 OR X6 == 11 OR X7 == 5 OR X8 != 1 OR X13 == 30] AND [X3 == 10 OR X3 == 12 OR X6 == 4 OR X6 == 11 OR X12 < 55.000000 OR X13 == 9 OR X13 == 22 OR X13 == 24 OR X13 == 31],{'0': {'precision': 0.6917164816396243; 'recall': 0.08090291650019976; 'f1-score': 0.14486273808459268; 'support': 20024}; '1': {'precision': 0.2341877496671105; 'recall': 0.8862992125984251; 'f1-score': 0.3704825225462445; 'support': 6350}; 'accuracy': 0.2748161067718207; 'macro avg': {'precision': 0.4629521156533674; 'recall': 0.48360106454931245; 'f1-score': 0.2576726303154186; 'support': 26374}; 'weighted avg': {'precision': 0.5815584681405167; 'recall': 0.2748161067718207; 'f1-score': 0.19918463204574718; 'support': 26374}},{'0': {'precision': 0.6847826086956522; 'recall': 0.08498201438848921; 'f1-score': 0.1512; 'support': 2224}; '1': {'precision': 0.233232856066315; 'recall': 0.876770538243626; 'f1-score': 0.368452380952381; 'support': 706}; 'accuracy': 0.2757679180887372; 'macro avg': {'precision': 0.4590077323809836; 'recall': 0.4808762763160576; 'f1-score': 0.2598261904761905; 'support': 2930}; 'weighted avg': {'precision': 0.5759791529426447; 'recall': 0.2757679180887372; 'f1-score': 0.20354818462538599; 'support': 2930}}
