l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],296,1074.953578,0.827021,4,[X3 == 10 OR X3 == 14 OR X10 >= 5119.000000 OR X11 >= 1820.500000],{'0': {'precision': 0.8213428751841717; 'recall': 0.9744294061828896; 'f1-score': 0.8913609575585911; 'support': 20023}; '1': {'precision': 0.8045055364642993; 'recall': 0.331758778145174; 'f1-score': 0.4697881828316611; 'support': 6351}; 'accuracy': 0.8196708879957534; 'macro avg': {'precision': 0.8129242058242355; 'recall': 0.6530940921640318; 'f1-score': 0.6805745701951261; 'support': 26374}; 'weighted avg': {'precision': 0.8172883541327608; 'recall': 0.8196708879957534; 'f1-score': 0.7898439827997099; 'support': 26374}},{'0': {'precision': 0.8273628048780488; 'recall': 0.9757303370786516; 'f1-score': 0.8954423592493298; 'support': 2225}; '1': {'precision': 0.8241042345276873; 'recall': 0.358356940509915; 'f1-score': 0.4995064165844027; 'support': 706}; 'accuracy': 0.827021494370522; 'macro avg': {'precision': 0.8257335197028681; 'recall': 0.6670436387942833; 'f1-score': 0.6974743879168662; 'support': 2931}; 'weighted avg': {'precision': 0.8265779018867984; 'recall': 0.827021494370522; 'f1-score': 0.8000719138308929; 'support': 2931}}
l: 5,1,DNF,0,26374,2931,1,[26374; 26374],296,1039.035021,0.801092,52,[X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 22 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.802370575536638; 'recall': 0.9838186086001098; 'f1-score': 0.8838784941894379; 'support': 20023}; '1': {'precision': 0.8222709818979704; 'recall': 0.23602582270508582; 'f1-score': 0.36677269390751166; 'support': 6351}; 'accuracy': 0.8037461135967241; 'macro avg': {'precision': 0.8123207787173042; 'recall': 0.6099222156525979; 'f1-score': 0.6253255940484748; 'support': 26374}; 'weighted avg': {'precision': 0.8071626996285779; 'recall': 0.8037461135967241; 'f1-score': 0.7593566568651597; 'support': 26374}},{'0': {'precision': 0.8005124450951684; 'recall': 0.9829213483146068; 'f1-score': 0.8823885414565261; 'support': 2225}; '1': {'precision': 0.8090452261306532; 'recall': 0.22804532577903683; 'f1-score': 0.3558011049723757; 'support': 706}; 'accuracy': 0.8010917775503241; 'macro avg': {'precision': 0.8047788356129109; 'recall': 0.6054833370468218; 'f1-score': 0.6190948232144509; 'support': 2931}; 'weighted avg': {'precision': 0.8025677652627058; 'recall': 0.8010917775503241; 'f1-score': 0.7555476236271812; 'support': 2931}}
l: 5,1,DNF,1,26374,2931,1,[26374; 26374],296,1054.373362,0.796656,47,[X0 >= 35.500000 AND X1 != 0 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 11 AND X13 != 17 AND X13 != 19 AND X13 != 24 AND X13 != 26 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.797087417806285; 'recall': 0.9868151625630525; 'f1-score': 0.8818620012496653; 'support': 20023}; '1': {'precision': 0.8334384858044164; 'recall': 0.20799874035584948; 'f1-score': 0.33291330645161293; 'support': 6351}; 'accuracy': 0.7992720103131872; 'macro avg': {'precision': 0.8152629518053507; 'recall': 0.597406951459451; 'f1-score': 0.6073876538506391; 'support': 26374}; 'weighted avg': {'precision': 0.8058409490437208; 'recall': 0.7992720103131872; 'f1-score': 0.7496722249297126; 'support': 26374}},{'0': {'precision': 0.7945750452079566; 'recall': 0.9874157303370786; 'f1-score': 0.880561122244489; 'support': 2225}; '1': {'precision': 0.8313253012048193; 'recall': 0.1954674220963173; 'f1-score': 0.3165137614678899; 'support': 706}; 'accuracy': 0.7966564312521324; 'macro avg': {'precision': 0.812950173206388; 'recall': 0.591441576216698; 'f1-score': 0.5985374418561895; 'support': 2931}; 'weighted avg': {'precision': 0.8034272051307765; 'recall': 0.7966564312521324; 'f1-score': 0.7446971042614529; 'support': 2931}}
l: 5,1,DNF,2,26374,2931,1,[26374; 26374],296,1012.485601,0.802456,41,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 == 0 AND X8 != 3 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 12 AND X13 != 14 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 36 AND X13 != 41],{'0': {'precision': 0.8048271630190222; 'recall': 0.9825700444488837; 'f1-score': 0.8848610236574616; 'support': 20023}; '1': {'precision': 0.8190772420943494; 'recall': 0.2487797197291765; 'f1-score': 0.3816425120772947; 'support': 6351}; 'accuracy': 0.805869416849928; 'macro avg': {'precision': 0.8119522025566859; 'recall': 0.6156748820890301; 'f1-score': 0.6332517678673781; 'support': 26374}; 'weighted avg': {'precision': 0.8082586581357054; 'recall': 0.805869416849928; 'f1-score': 0.7636833195911221; 'support': 26374}},{'0': {'precision': 0.803690036900369; 'recall': 0.9788764044943821; 'f1-score': 0.8826747720364743; 'support': 2225}; '1': {'precision': 0.7873303167420814; 'recall': 0.24645892351274787; 'f1-score': 0.3754045307443366; 'support': 706}; 'accuracy': 0.8024564994882293; 'macro avg': {'precision': 0.7955101768212252; 'recall': 0.612667664003565; 'f1-score': 0.6290396513904054; 'support': 2931}; 'weighted avg': {'precision': 0.7997494151222212; 'recall': 0.8024564994882293; 'f1-score': 0.7604868531172491; 'support': 2931}}
l: 5,1,DNF,3,26374,2931,1,[26374; 26374],296,1176.911937,0.805868,47,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 3 AND X9 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8045986416823501; 'recall': 0.9821705039204914; 'f1-score': 0.884560890588103; 'support': 20023}; '1': {'precision': 0.8152173913043478; 'recall': 0.24799244213509683; 'f1-score': 0.38029699384281057; 'support': 6351}; 'accuracy': 0.8053765071661485; 'macro avg': {'precision': 0.809908016493349; 'recall': 0.6150814730277941; 'f1-score': 0.6324289422154568; 'support': 26374}; 'weighted avg': {'precision': 0.8071556932804886; 'recall': 0.8053765071661485; 'f1-score': 0.7631314521931174; 'support': 26374}},{'0': {'precision': 0.8041880969875091; 'recall': 0.9838202247191011; 'f1-score': 0.8849807964422882; 'support': 2225}; '1': {'precision': 0.8277511961722488; 'recall': 0.24504249291784702; 'f1-score': 0.37814207650273224; 'support': 706}; 'accuracy': 0.8058683043329922; 'macro avg': {'precision': 0.8159696465798789; 'recall': 0.6144313588184741; 'f1-score': 0.6315614364725102; 'support': 2931}; 'weighted avg': {'precision': 0.8098638213220114; 'recall': 0.8058683043329922; 'f1-score': 0.7628968195479428; 'support': 2931}}
l: 5,1,DNF,4,26374,2931,1,[26374; 26374],296,1047.445064,0.803480,49,[X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8058435438265787; 'recall': 0.9821205613544424; 'f1-score': 0.8852923963444831; 'support': 20023}; '1': {'precision': 0.8183663115169965; 'recall': 0.25397575185010235; 'f1-score': 0.38764720019226145; 'support': 6351}; 'accuracy': 0.8067794039584439; 'macro avg': {'precision': 0.8121049276717875; 'recall': 0.6180481566022724; 'f1-score': 0.6364697982683722; 'support': 26374}; 'weighted avg': {'precision': 0.8088590931403667; 'recall': 0.8067794039584439; 'f1-score': 0.7654567763868446; 'support': 26374}},{'0': {'precision': 0.8043558508674787; 'recall': 0.9793258426966293; 'f1-score': 0.8832590190514795; 'support': 2225}; '1': {'precision': 0.7927927927927928; 'recall': 0.24929178470254956; 'f1-score': 0.37931034482758613; 'support': 706}; 'accuracy': 0.8034800409416581; 'macro avg': {'precision': 0.7985743218301358; 'recall': 0.6143088136995895; 'f1-score': 0.6312846819395328; 'support': 2931}; 'weighted avg': {'precision': 0.8015706174997789; 'recall': 0.8034800409416581; 'f1-score': 0.7618711773585185; 'support': 2931}}
l: 5,1,DNF,5,26375,2930,1,[26375; 26375],296,1047.580582,0.801024,42,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 0 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 9.500000 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8044989775051125; 'recall': 0.9823702741846876; 'f1-score': 0.8845816562858364; 'support': 20023}; '1': {'precision': 0.8166233766233766; 'recall': 0.24748110831234257; 'f1-score': 0.37984777093149696; 'support': 6352}; 'accuracy': 0.8053838862559242; 'macro avg': {'precision': 0.8105611770642445; 'recall': 0.614925691248515; 'f1-score': 0.6322147136086667; 'support': 26375}; 'weighted avg': {'precision': 0.8074189465363623; 'recall': 0.8053838862559242; 'f1-score': 0.7630245135457128; 'support': 26375}},{'0': {'precision': 0.799853907962016; 'recall': 0.9842696629213483; 'f1-score': 0.8825307273826315; 'support': 2225}; '1': {'precision': 0.8177083333333334; 'recall': 0.2226950354609929; 'f1-score': 0.3500557413600892; 'support': 705}; 'accuracy': 0.8010238907849829; 'macro avg': {'precision': 0.8087811206476747; 'recall': 0.6034823491911706; 'f1-score': 0.6162932343713603; 'support': 2930}; 'weighted avg': {'precision': 0.8041499386400974; 'recall': 0.8010238907849829; 'f1-score': 0.754409612998368; 'support': 2930}}
l: 5,1,DNF,6,26375,2930,1,[26375; 26375],296,1018.675845,0.813652,45,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8050746879476162; 'recall': 0.9824701593167857; 'f1-score': 0.8849700841243422; 'support': 20023}; '1': {'precision': 0.8190721649484536; 'recall': 0.2501574307304786; 'f1-score': 0.3832609744331886; 'support': 6352}; 'accuracy': 0.8061042654028436; 'macro avg': {'precision': 0.8120734264480349; 'recall': 0.6163137950236321; 'f1-score': 0.6341155292787654; 'support': 26375}; 'weighted avg': {'precision': 0.8084457580484434; 'recall': 0.8061042654028436; 'f1-score': 0.7641414105790072; 'support': 26375}},{'0': {'precision': 0.8133631952220978; 'recall': 0.9793258426966293; 'f1-score': 0.8886623164763459; 'support': 2225}; '1': {'precision': 0.8167330677290837; 'recall': 0.2907801418439716; 'f1-score': 0.42887029288702927; 'support': 705}; 'accuracy': 0.8136518771331058; 'macro avg': {'precision': 0.8150481314755907; 'recall': 0.6350529922703004; 'f1-score': 0.6587663046816876; 'support': 2930}; 'weighted avg': {'precision': 0.8141740348526183; 'recall': 0.8136518771331058; 'f1-score': 0.7780297647253328; 'support': 2930}}
l: 5,1,DNF,7,26375,2930,1,[26375; 26375],296,1126.277516,0.803413,34,[X0 >= 29.500000 AND X1 != 0 AND X4 >= 12.500000 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 == 4 AND X9 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.8043673836591151; 'recall': 0.9823702741846876; 'f1-score': 0.8845021022101311; 'support': 20023}; '1': {'precision': 0.8162415408641333; 'recall': 0.24685138539042822; 'f1-score': 0.3790644264474798; 'support': 6352}; 'accuracy': 0.8052322274881517; 'macro avg': {'precision': 0.8103044622616242; 'recall': 0.6146108297875579; 'f1-score': 0.6317832643288055; 'support': 26375}; 'weighted avg': {'precision': 0.8072270858985947; 'recall': 0.8052322274881517; 'f1-score': 0.762775462724089; 'support': 26375}},{'0': {'precision': 0.8030135979419332; 'recall': 0.9820224719101124; 'f1-score': 0.8835422563687829; 'support': 2225}; '1': {'precision': 0.8086124401913876; 'recall': 0.2397163120567376; 'f1-score': 0.3698030634573304; 'support': 705}; 'accuracy': 0.8034129692832764; 'macro avg': {'precision': 0.8058130190666604; 'recall': 0.6108693919834249; 'f1-score': 0.6266726599130567; 'support': 2930}; 'weighted avg': {'precision': 0.8043607596435937; 'recall': 0.8034129692832764; 'f1-score': 0.7599292423747304; 'support': 2930}}
l: 5,1,DNF,8,26375,2930,1,[26375; 26375],296,1059.801734,0.803754,49,[X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X8 != 0 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 19 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 33 AND X13 != 35 AND X13 != 36 AND X13 != 41],{'0': {'precision': 0.8010921390439708; 'recall': 0.9817219336795845; 'f1-score': 0.8822565805713259; 'support': 20024}; '1': {'precision': 0.8006535947712419; 'recall': 0.23145961265942372; 'f1-score': 0.35910589959692196; 'support': 6351}; 'accuracy': 0.8010616113744076; 'macro avg': {'precision': 0.8008728669076064; 'recall': 0.6065907731695042; 'f1-score': 0.620681240084124; 'support': 26375}; 'weighted avg': {'precision': 0.8009865392458247; 'recall': 0.8010616113744076; 'f1-score': 0.7562838801023805; 'support': 26375}},{'0': {'precision': 0.8054835124120044; 'recall': 0.9775179856115108; 'f1-score': 0.8832013000203127; 'support': 2224}; '1': {'precision': 0.7835497835497836; 'recall': 0.2563739376770538; 'f1-score': 0.3863393810032017; 'support': 706}; 'accuracy': 0.8037542662116041; 'macro avg': {'precision': 0.794516647980894; 'recall': 0.6169459616442823; 'f1-score': 0.6347703405117572; 'support': 2930}; 'weighted avg': {'precision': 0.8001984569250666; 'recall': 0.8037542662116041; 'f1-score': 0.7634796226052681; 'support': 2930}}
l: 5,1,DNF,9,26375,2930,1,[26375; 26375],296,1023.769388,0.797952,35,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X1 != 7 AND X3 != 7 AND X3 != 15 AND X4 >= 9.500000 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 7 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 24 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.7996994069380129; 'recall': 0.9831701957650819; 'f1-score': 0.8819945342950586; 'support': 20024}; '1': {'precision': 0.8081957882754696; 'recall': 0.22358683671862697; 'f1-score': 0.35027133695115936; 'support': 6351}; 'accuracy': 0.8002654028436019; 'macro avg': {'precision': 0.8039475976067412; 'recall': 0.6033785162418545; 'f1-score': 0.616132935623109; 'support': 26375}; 'weighted avg': {'precision': 0.8017453033503044; 'recall': 0.8002654028436019; 'f1-score': 0.7539576043867702; 'support': 26375}},{'0': {'precision': 0.7975929978118161; 'recall': 0.983363309352518; 'f1-score': 0.8807893677003624; 'support': 2224}; '1': {'precision': 0.8031914893617021; 'recall': 0.21388101983002833; 'f1-score': 0.3378076062639821; 'support': 706}; 'accuracy': 0.7979522184300342; 'macro avg': {'precision': 0.8003922435867592; 'recall': 0.5986221645912732; 'f1-score': 0.6092984869821723; 'support': 2930}; 'weighted avg': {'precision': 0.7989419858781027; 'recall': 0.7979522184300342; 'f1-score': 0.7499548545351459; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.802935 (+- 0.004429), (mean training time) 1060.635605 (+- 49.110211)
l: 5,2,CNF,0,26374,2931,1,[26374; 26374],296,1019.805630,0.735244,26,[X1 == 5 OR X3 == 7 OR X3 == 8 OR X4 >= 13.500000 OR X6 == 3 OR X7 == 5 OR X8 == 0 OR X8 == 1 OR X10 >= 4668.500000 OR X11 >= 1881.500000 OR X13 == 9 OR X13 == 12 OR X13 == 20 OR X13 == 21 OR X13 == 34 OR X13 == 41] AND [X1 == 5 OR X1 == 7 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X6 == 10 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 != 39],{'0': {'precision': 0.8452738678897148; 'recall': 0.8007791040303651; 'f1-score': 0.8224251128436603; 'support': 20023}; '1': {'precision': 0.4613099257258609; 'recall': 0.5378680522752323; 'f1-score': 0.49665600465251525; 'support': 6351}; 'accuracy': 0.7374687191931447; 'macro avg': {'precision': 0.6532918968077879; 'recall': 0.6693235781527986; 'f1-score': 0.6595405587480878; 'support': 26374}; 'weighted avg': {'precision': 0.7528133007901987; 'recall': 0.7374687191931447; 'f1-score': 0.7439781724431915; 'support': 26374}},{'0': {'precision': 0.8488204140587385; 'recall': 0.7923595505617977; 'f1-score': 0.8196187819618781; 'support': 2225}; '1': {'precision': 0.45901639344262296; 'recall': 0.5552407932011332; 'f1-score': 0.5025641025641026; 'support': 706}; 'accuracy': 0.7352439440464006; 'macro avg': {'precision': 0.6539184037506808; 'recall': 0.6738001718814655; 'f1-score': 0.6610914422629903; 'support': 2931}; 'weighted avg': {'precision': 0.754926985687883; 'recall': 0.7352439440464006; 'f1-score': 0.7432487363614586; 'support': 2931}}
l: 5,2,CNF,1,26374,2931,1,[26374; 26374],296,1058.685827,0.709655,25,[X3 == 10 OR X6 == 11 OR X6 == 13 OR X9 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 5 OR X13 == 9 OR X13 == 31 OR X13 == 40] AND [X1 == 5 OR X3 == 9 OR X3 == 10 OR X6 == 11 OR X6 == 13 OR X8 == 3 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 41.500000 OR X13 == 0 OR X13 == 9 OR X13 == 19 OR X13 == 25 OR X13 == 40],{'0': {'precision': 0.8902844941279909; 'recall': 0.707985816311242; 'f1-score': 0.788738663550882; 'support': 20023}; '1': {'precision': 0.4405320065065544; 'recall': 0.7249252086285625; 'f1-score': 0.5480299964289965; 'support': 6351}; 'accuracy': 0.7120649124137408; 'macro avg': {'precision': 0.6654082503172727; 'recall': 0.7164555124699022; 'f1-score': 0.6683843299899392; 'support': 26374}; 'weighted avg': {'precision': 0.78198169406415; 'recall': 0.7120649124137408; 'f1-score': 0.7307747314627991; 'support': 26374}},{'0': {'precision': 0.8816666666666667; 'recall': 0.7132584269662922; 'f1-score': 0.7885714285714286; 'support': 2225}; '1': {'precision': 0.4358974358974359; 'recall': 0.6983002832861189; 'f1-score': 0.5367446924333151; 'support': 706}; 'accuracy': 0.7096554077106789; 'macro avg': {'precision': 0.6587820512820513; 'recall': 0.7057793551262055; 'f1-score': 0.6626580605023719; 'support': 2931}; 'weighted avg': {'precision': 0.7742927066110281; 'recall': 0.7096554077106789; 'f1-score': 0.7279130608766118; 'support': 2931}}
l: 5,2,CNF,2,26374,2931,1,[26374; 26374],296,1062.322411,0.744115,33,[X1 == 1 OR X1 == 5 OR X3 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 3 OR X6 == 4 OR X6 == 11 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1820.500000 OR X13 == 2 OR X13 == 34 OR X13 == 35 OR X13 == 40] AND [X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 3 OR X6 == 1 OR X6 == 4 OR X7 == 5 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X12 >= 65.500000 OR X13 == 2 OR X13 == 11 OR X13 == 17 OR X13 == 34 OR X13 == 35 OR X13 == 40],{'0': {'precision': 0.8720725673446948; 'recall': 0.7922389252359786; 'f1-score': 0.8302410174547928; 'support': 20023}; '1': {'precision': 0.4916911045943304; 'recall': 0.6336010077153205; 'f1-score': 0.5536979704162367; 'support': 6351}; 'accuracy': 0.7540380677940396; 'macro avg': {'precision': 0.6818818359695127; 'recall': 0.7129199664756496; 'f1-score': 0.6919694939355148; 'support': 26374}; 'weighted avg': {'precision': 0.7804746804133396; 'recall': 0.7540380677940396; 'f1-score': 0.7636479753776764; 'support': 26374}},{'0': {'precision': 0.8696741854636592; 'recall': 0.7797752808988764; 'f1-score': 0.8222748815165878; 'support': 2225}; '1': {'precision': 0.47649572649572647; 'recall': 0.6317280453257791; 'f1-score': 0.5432399512789282; 'support': 706}; 'accuracy': 0.744114636642784; 'macro avg': {'precision': 0.6730849559796928; 'recall': 0.7057516631123277; 'f1-score': 0.682757416397758; 'support': 2931}; 'weighted avg': {'precision': 0.7749679445795375; 'recall': 0.744114636642784; 'f1-score': 0.7550627830014777; 'support': 2931}}
l: 5,2,CNF,3,26374,2931,1,[26374; 26374],296,1090.669013,0.732856,30,[X1 == 1 OR X3 == 10 OR X6 == 7 OR X10 >= 7073.500000 OR X12 >= 49.500000 OR X13 == 2 OR X13 == 3 OR X13 == 8 OR X13 == 14 OR X13 == 17 OR X13 == 19 OR X13 == 21] AND [X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 7 OR X6 == 12 OR X7 == 2 OR X10 >= 3048.000000 OR X11 >= 2384.500000 OR X13 == 2 OR X13 == 3 OR X13 == 14 OR X13 == 17 OR X13 == 18 OR X13 == 19 OR X13 == 21 OR X13 == 22],{'0': {'precision': 0.8180547522652786; 'recall': 0.847675173550417; 'f1-score': 0.8326016040813324; 'support': 20023}; '1': {'precision': 0.4578741557056523; 'recall': 0.40560541646984727; 'f1-score': 0.43015780245470486; 'support': 6351}; 'accuracy': 0.7412224160157731; 'macro avg': {'precision': 0.6379644539854654; 'recall': 0.6266402950101322; 'f1-score': 0.6313797032680186; 'support': 26374}; 'weighted avg': {'precision': 0.7313213417568162; 'recall': 0.7412224160157731; 'f1-score': 0.7356909881667685; 'support': 26374}},{'0': {'precision': 0.8118512110726643; 'recall': 0.8435955056179776; 'f1-score': 0.8274189993387701; 'support': 2225}; '1': {'precision': 0.4378029079159935; 'recall': 0.3838526912181303; 'f1-score': 0.4090566037735849; 'support': 706}; 'accuracy': 0.7328556806550666; 'macro avg': {'precision': 0.6248270594943289; 'recall': 0.613724098418054; 'f1-score': 0.6182378015561775; 'support': 2931}; 'weighted avg': {'precision': 0.7217529162829647; 'recall': 0.7328556806550666; 'f1-score': 0.7266466174660233; 'support': 2931}}
