l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,1,[26374; 26374],296,1067.362235,0.816445,4,[X4 >= 14.500000 OR X10 >= 5119.000000 OR X11 >= 1820.500000 OR X13 == 10],{'0': {'precision': 0.8225922023182297; 'recall': 0.9746791190131349; 'f1-score': 0.8922007863216604; 'support': 20023}; '1': {'precision': 0.8086070215175538; 'recall': 0.3372697213037317; 'f1-score': 0.476; 'support': 6351}; 'accuracy': 0.8211875331766133; 'macro avg': {'precision': 0.8155996119178918; 'recall': 0.6559744201584332; 'f1-score': 0.6841003931608303; 'support': 26374}; 'weighted avg': {'precision': 0.819224496120266; 'recall': 0.8211875331766133; 'f1-score': 0.7919774150496174; 'support': 26374}},{'0': {'precision': 0.8186626369474878; 'recall': 0.9739325842696629; 'f1-score': 0.8895730706075533; 'support': 2225}; '1': {'precision': 0.795774647887324; 'recall': 0.32011331444759206; 'f1-score': 0.45656565656565656; 'support': 706}; 'accuracy': 0.8164448993517571; 'macro avg': {'precision': 0.8072186424174059; 'recall': 0.6470229493586275; 'f1-score': 0.673069363586605; 'support': 2931}; 'weighted avg': {'precision': 0.8131495286989462; 'recall': 0.8164448993517571; 'f1-score': 0.7852730930184781; 'support': 2931}}
l: 5,1,DNF,0,26374,2931,1,[26374; 26374],296,1022.877075,0.796656,32,[X0 < 61.500000 AND X0 >= 35.500000 AND X3 != 7 AND X3 != 8 AND X4 >= 10.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X9 AND X11 < 1978.500000 AND X12 >= 34.500000 AND X13 != 9 AND X13 != 10 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.797875348386315; 'recall': 0.9865155071667582; 'f1-score': 0.882224207235373; 'support': 20023}; '1': {'precision': 0.8330241187384044; 'recall': 0.21209258384506377; 'f1-score': 0.3381024096385542; 'support': 6351}; 'accuracy': 0.8000303329036172; 'macro avg': {'precision': 0.8154497335623597; 'recall': 0.599304045505911; 'f1-score': 0.6101633084369635; 'support': 26374}; 'weighted avg': {'precision': 0.8063393599320084; 'recall': 0.8000303329036172; 'f1-score': 0.7511967735303076; 'support': 26374}},{'0': {'precision': 0.7939372067845543; 'recall': 0.9887640449438202; 'f1-score': 0.8807045636509206; 'support': 2225}; '1': {'precision': 0.84375; 'recall': 0.19121813031161472; 'f1-score': 0.3117782909930716; 'support': 706}; 'accuracy': 0.7966564312521324; 'macro avg': {'precision': 0.8188436033922771; 'recall': 0.5899910876277175; 'f1-score': 0.5962414273219961; 'support': 2931}; 'weighted avg': {'precision': 0.8059357847477425; 'recall': 0.7966564312521324; 'f1-score': 0.7436653454672149; 'support': 2931}}
l: 5,1,DNF,1,26374,2931,1,[26374; 26374],296,1031.629023,0.813374,41,[X0 >= 29.500000 AND X3 != 7 AND X3 != 8 AND X4 >= 10.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 35 AND X13 != 40],{'0': {'precision': 0.8028548123980425; 'recall': 0.9831693552414723; 'f1-score': 0.8839099297308218; 'support': 20023}; '1': {'precision': 0.8182308522114348; 'recall': 0.23886002204377263; 'f1-score': 0.3697745277269957; 'support': 6351}; 'accuracy': 0.8039356942443315; 'macro avg': {'precision': 0.8105428323047386; 'recall': 0.6110146886426224; 'f1-score': 0.6268422287289088; 'support': 26374}; 'weighted avg': {'precision': 0.8065574448714957; 'recall': 0.8039356942443315; 'f1-score': 0.7601033801696517; 'support': 26374}},{'0': {'precision': 0.8100517368810052; 'recall': 0.9851685393258427; 'f1-score': 0.8890691543297505; 'support': 2225}; '1': {'precision': 0.8533333333333334; 'recall': 0.2719546742209632; 'f1-score': 0.41245972073039744; 'support': 706}; 'accuracy': 0.8133742749914705; 'macro avg': {'precision': 0.8316925351071693; 'recall': 0.628561606773403; 'f1-score': 0.650764437530074; 'support': 2931}; 'weighted avg': {'precision': 0.8204771231298431; 'recall': 0.8133742749914705; 'f1-score': 0.7742666090820046; 'support': 2931}}
l: 5,1,DNF,2,26374,2931,1,[26374; 26374],296,1040.593572,0.798704,47,[X0 >= 29.500000 AND X1 != 0 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X5 == 2 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X9 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 41],{'0': {'precision': 0.8018453784245183; 'recall': 0.9852170004494831; 'f1-score': 0.8841232492997199; 'support': 20023}; '1': {'precision': 0.8329571106094809; 'recall': 0.23240434577231933; 'f1-score': 0.36341253231564696; 'support': 6351}; 'accuracy': 0.8039356942443315; 'macro avg': {'precision': 0.8174012445169996; 'recall': 0.6088106731109012; 'f1-score': 0.6237678908076834; 'support': 26374}; 'weighted avg': {'precision': 0.809337249627472; 'recall': 0.8039356942443315; 'f1-score': 0.7587333287883887; 'support': 26374}},{'0': {'precision': 0.8011049723756906; 'recall': 0.9775280898876404; 'f1-score': 0.8805668016194331; 'support': 2225}; '1': {'precision': 0.7685185185185185; 'recall': 0.23512747875354106; 'f1-score': 0.3600867678958785; 'support': 706}; 'accuracy': 0.7987035141589901; 'macro avg': {'precision': 0.7848117454471045; 'recall': 0.6063277843205908; 'f1-score': 0.6203267847576558; 'support': 2931}; 'weighted avg': {'precision': 0.7932557617229565; 'recall': 0.7987035141589901; 'f1-score': 0.755196994792811; 'support': 2931}}
l: 5,1,DNF,3,26374,2931,1,[26374; 26374],296,1018.425647,0.799386,48,[X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8010235165102961; 'recall': 0.9849672876192379; 'f1-score': 0.8835229818116657; 'support': 20023}; '1': {'precision': 0.8282943525385055; 'recall': 0.22862541332073688; 'f1-score': 0.3583415597235933; 'support': 6351}; 'accuracy': 0.8028361264882081; 'macro avg': {'precision': 0.8146589345244009; 'recall': 0.6067963504699874; 'f1-score': 0.6209322707676295; 'support': 26374}; 'weighted avg': {'precision': 0.8075904794137299; 'recall': 0.8028361264882081; 'f1-score': 0.7570564916440252; 'support': 26374}},{'0': {'precision': 0.7999267130817149; 'recall': 0.981123595505618; 'f1-score': 0.8813080339119903; 'support': 2225}; '1': {'precision': 0.7920792079207921; 'recall': 0.22662889518413598; 'f1-score': 0.3524229074889868; 'support': 706}; 'accuracy': 0.7993858751279427; 'macro avg': {'precision': 0.7960029605012535; 'recall': 0.6038762453448769; 'f1-score': 0.6168654707004886; 'support': 2931}; 'weighted avg': {'precision': 0.7980364576591249; 'recall': 0.7993858751279427; 'f1-score': 0.7539136636442862; 'support': 2931}}
l: 5,1,DNF,4,26374,2931,1,[26374; 26374],296,1082.877926,0.795974,46,[X0 < 61.500000 AND X0 >= 27.500000 AND X1 != 0 AND X3 != 7 AND X3 != 8 AND X3 != 15 AND X4 >= 9.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 24 AND X13 != 26 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 36 AND X13 != 40],{'0': {'precision': 0.803186274509804; 'recall': 0.9819707336562953; 'f1-score': 0.8836258229782262; 'support': 20023}; '1': {'precision': 0.8093980992608236; 'recall': 0.2413793103448276; 'f1-score': 0.37186173438447545; 'support': 6351}; 'accuracy': 0.8036323652081595; 'macro avg': {'precision': 0.8062921868853138; 'recall': 0.6116750220005615; 'f1-score': 0.6277437786813509; 'support': 26374}; 'weighted avg': {'precision': 0.8046821150722415; 'recall': 0.8036323652081595; 'f1-score': 0.7603902983456748; 'support': 26374}},{'0': {'precision': 0.7987513771575468; 'recall': 0.9775280898876404; 'f1-score': 0.8791430881164107; 'support': 2225}; '1': {'precision': 0.7596153846153846; 'recall': 0.2237960339943343; 'f1-score': 0.34573304157549234; 'support': 706}; 'accuracy': 0.7959740702831798; 'macro avg': {'precision': 0.7791833808864657; 'recall': 0.6006620619409874; 'f1-score': 0.6124380648459515; 'support': 2931}; 'weighted avg': {'precision': 0.7893245567089743; 'recall': 0.7959740702831798; 'f1-score': 0.7506587848554457; 'support': 2931}}
l: 5,1,DNF,5,26375,2930,1,[26375; 26375],296,1049.764189,0.802048,45,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 0 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 26 AND X13 != 30 AND X13 != 31 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8021503624664006; 'recall': 0.9836687809019627; 'f1-score': 0.8836844112434663; 'support': 20023}; '1': {'precision': 0.8204283360790774; 'recall': 0.2352015113350126; 'f1-score': 0.3655940291202741; 'support': 6352}; 'accuracy': 0.8034123222748815; 'macro avg': {'precision': 0.811289349272739; 'recall': 0.6094351461184877; 'f1-score': 0.6246392201818702; 'support': 26375}; 'weighted avg': {'precision': 0.8065523222156982; 'recall': 0.8034123222748815; 'f1-score': 0.7589105683146885; 'support': 26375}},{'0': {'precision': 0.8016134946828016; 'recall': 0.9824719101123596; 'f1-score': 0.882875605815832; 'support': 2225}; '1': {'precision': 0.8078817733990148; 'recall': 0.2326241134751773; 'f1-score': 0.3612334801762115; 'support': 705}; 'accuracy': 0.8020477815699659; 'macro avg': {'precision': 0.8047476340409082; 'recall': 0.6075480117937684; 'f1-score': 0.6220545429960218; 'support': 2930}; 'weighted avg': {'precision': 0.803121732394382; 'recall': 0.8020477815699659; 'f1-score': 0.7573610329230223; 'support': 2930}}
l: 5,1,DNF,6,26375,2930,1,[26375; 26375],296,1019.585985,0.801706,48,[X0 < 61.500000 AND X0 >= 29.500000 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 == 2 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 3 AND X11 < 1978.500000 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 30 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.8016764322916666; 'recall': 0.983968436298257; 'f1-score': 0.8835175676584677; 'support': 20023}; '1': {'precision': 0.8215675375208449; 'recall': 0.23268261964735518; 'f1-score': 0.36265488897067844; 'support': 6352}; 'accuracy': 0.8030331753554503; 'macro avg': {'precision': 0.8116219849062558; 'recall': 0.6083255279728061; 'f1-score': 0.623086228314573; 'support': 26375}; 'weighted avg': {'precision': 0.8064668891794673; 'recall': 0.8030331753554503; 'f1-score': 0.7580760611172416; 'support': 26375}},{'0': {'precision': 0.801762114537445; 'recall': 0.9815730337078652; 'f1-score': 0.8826025459688827; 'support': 2225}; '1': {'precision': 0.8009708737864077; 'recall': 0.23404255319148937; 'f1-score': 0.3622392974753018; 'support': 705}; 'accuracy': 0.8017064846416382; 'macro avg': {'precision': 0.8013664941619263; 'recall': 0.6078077934496773; 'f1-score': 0.6224209217220922; 'support': 2930}; 'weighted avg': {'precision': 0.8015717306707277; 'recall': 0.8017064846416382; 'f1-score': 0.7573956892494375; 'support': 2930}}
l: 5,1,DNF,7,26375,2930,1,[26375; 26375],296,1023.085471,0.804096,49,[X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 39.500000 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 17 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 35 AND X13 != 40 AND X13 != 41],{'0': {'precision': 0.801080071463375; 'recall': 0.9853168855815811; 'f1-score': 0.8836980134823409; 'support': 20023}; '1': {'precision': 0.8317115054378935; 'recall': 0.22874685138539042; 'f1-score': 0.3588097295962464; 'support': 6352}; 'accuracy': 0.8031090047393364; 'macro avg': {'precision': 0.8163957884506343; 'recall': 0.6070318684834858; 'f1-score': 0.6212538715392937; 'support': 26375}; 'weighted avg': {'precision': 0.8084571660076837; 'recall': 0.8031090047393364; 'f1-score': 0.7572870038427402; 'support': 26375}},{'0': {'precision': 0.8042757095466273; 'recall': 0.9806741573033708; 'f1-score': 0.8837586067233698; 'support': 2225}; '1': {'precision': 0.8018433179723502; 'recall': 0.24680851063829787; 'f1-score': 0.37744034707158347; 'support': 705}; 'accuracy': 0.8040955631399317; 'macro avg': {'precision': 0.8030595137594887; 'recall': 0.6137413339708343; 'f1-score': 0.6305994768974766; 'support': 2930}; 'weighted avg': {'precision': 0.8036904412668098; 'recall': 0.8040955631399317; 'f1-score': 0.7619311756467455; 'support': 2930}}
l: 5,1,DNF,8,26375,2930,1,[26375; 26375],296,1052.238725,0.808532,40,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 11 AND X3 != 15 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 == 0 AND X8 != 0 AND X8 != 1 AND X8 != 2 AND X8 != 3 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 12 AND X13 != 19 AND X13 != 20 AND X13 != 23 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.7979364758243981; 'recall': 0.9848681582101478; 'f1-score': 0.8816021815418316; 'support': 20024}; '1': {'precision': 0.8174698795180723; 'recall': 0.21366713903322312; 'f1-score': 0.33878417176382475; 'support': 6351}; 'accuracy': 0.7991658767772511; 'macro avg': {'precision': 0.8077031776712351; 'recall': 0.5992676486216855; 'f1-score': 0.6101931766528281; 'support': 26375}; 'weighted avg': {'precision': 0.8026400453735364; 'recall': 0.7991658767772511; 'f1-score': 0.7508936628650497; 'support': 26375}},{'0': {'precision': 0.8053617333822989; 'recall': 0.9860611510791367; 'f1-score': 0.88659793814433; 'support': 2224}; '1': {'precision': 0.8502415458937198; 'recall': 0.24929178470254956; 'f1-score': 0.3855421686746988; 'support': 706}; 'accuracy': 0.8085324232081911; 'macro avg': {'precision': 0.8278016396380093; 'recall': 0.6176764678908432; 'f1-score': 0.6360700534095144; 'support': 2930}; 'weighted avg': {'precision': 0.8161757769430712; 'recall': 0.8085324232081911; 'f1-score': 0.7658657288455041; 'support': 2930}}
l: 5,1,DNF,9,26375,2930,1,[26375; 26375],296,1252.528970,0.792833,33,[X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X1 != 6 AND X3 != 7 AND X3 != 11 AND X3 != 15 AND X4 >= 8.500000 AND X6 != 0 AND X6 != 1 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X7 == 0 AND X8 != 1 AND X8 != 3 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 4 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 20 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 41],{'0': {'precision': 0.7983492474510439; 'recall': 0.9854174990011986; 'f1-score': 0.8820742065265981; 'support': 20024}; '1': {'precision': 0.8239903556359253; 'recall': 0.21524169422138245; 'f1-score': 0.3413233458177278; 'support': 6351}; 'accuracy': 0.7999620853080569; 'macro avg': {'precision': 0.8111698015434845; 'recall': 0.6003295966112905; 'f1-score': 0.611698776172163; 'support': 26375}; 'weighted avg': {'precision': 0.8045235290844914; 'recall': 0.7999620853080569; 'f1-score': 0.7518634495081322; 'support': 26375}},{'0': {'precision': 0.7924050632911392; 'recall': 0.9851618705035972; 'f1-score': 0.8783323311284827; 'support': 2224}; '1': {'precision': 0.8; 'recall': 0.18696883852691218; 'f1-score': 0.3030998851894374; 'support': 706}; 'accuracy': 0.7928327645051194; 'macro avg': {'precision': 0.7962025316455696; 'recall': 0.5860653545152547; 'f1-score': 0.59071610815896; 'support': 2930}; 'weighted avg': {'precision': 0.7942351060612607; 'recall': 0.7928327645051194; 'f1-score': 0.7397268339158664; 'support': 2930}}
r: ---> Params: {'lamda': 5, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [26375, 26375], 'n_partitions': 1}, (mean val acc cv) 0.801331 (+- 0.005819), (mean training time) 1059.360658 (+- 67.108689)
l: 5,2,CNF,0,26374,2931,1,[26374; 26374],296,1218.834172,0.738997,34,[X1 == 5 OR X1 == 6 OR X3 == 2 OR X3 == 7 OR X3 == 10 OR X3 == 12 OR X5 == 3 OR X6 == 11 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 5 OR X13 == 19 OR X13 == 21 OR X13 == 22 OR X13 == 23 OR X13 == 31 OR X13 == 41] AND [X1 == 6 OR X3 == 7 OR X3 == 12 OR X3 == 14 OR X5 == 3 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X12 >= 49.500000 OR X13 == 1 OR X13 == 2 OR X13 == 3 OR X13 == 5 OR X13 == 20 OR X13 == 21 OR X13 == 23 OR X13 == 31],{'0': {'precision': 0.8358648717297434; 'recall': 0.8217549817709634; 'f1-score': 0.8287498740807897; 'support': 20023}; '1': {'precision': 0.46643743459410975; 'recall': 0.49126121870571565; 'f1-score': 0.4785276073619632; 'support': 6351}; 'accuracy': 0.7421703192538106; 'macro avg': {'precision': 0.6511511531619266; 'recall': 0.6565081002383395; 'f1-score': 0.6536387407213764; 'support': 26374}; 'weighted avg': {'precision': 0.7469047726454782; 'recall': 0.7421703192538106; 'f1-score': 0.7444144825614424; 'support': 26374}},{'0': {'precision': 0.8318181818181818; 'recall': 0.8224719101123595; 'f1-score': 0.8271186440677964; 'support': 2225}; '1': {'precision': 0.45964432284541723; 'recall': 0.47592067988668557; 'f1-score': 0.4676409185803758; 'support': 706}; 'accuracy': 0.7389969293756398; 'macro avg': {'precision': 0.6457312523317995; 'recall': 0.6491962949995226; 'f1-score': 0.6473797813240861; 'support': 2931}; 'weighted avg': {'precision': 0.7421713908134832; 'recall': 0.7389969293756398; 'f1-score': 0.7405300141823924; 'support': 2931}}
l: 5,2,CNF,1,26374,2931,1,[26374; 26374],296,1056.290410,0.760491,40,[X1 == 5 OR X1 == 7 OR X3 == 8 OR X3 == 9 OR X3 == 14 OR X5 == 1 OR X6 == 5 OR X7 == 5 OR X10 >= 5505.500000 OR X11 >= 2218.500000 OR X13 == 0 OR X13 == 1 OR X13 == 2 OR X13 == 8 OR X13 == 11 OR X13 == 17 OR X13 == 20 OR X13 == 38] AND [X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 3 OR X6 == 5 OR X6 == 10 OR X6 == 13 OR X10 >= 4243.500000 OR X11 >= 1881.500000 OR X13 == 1 OR X13 == 2 OR X13 == 5 OR X13 == 10 OR X13 == 12 OR X13 == 17 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 23 OR X13 == 33],{'0': {'precision': 0.8299980380616049; 'recall': 0.8451281026819158; 'f1-score': 0.8374947415307713; 'support': 20023}; '1': {'precision': 0.4819579017707985; 'recall': 0.454259171783971; 'f1-score': 0.4676987922509524; 'support': 6351}; 'accuracy': 0.7510047774323197; 'macro avg': {'precision': 0.6559779699162017; 'recall': 0.6496936372329434; 'f1-score': 0.6525967668908619; 'support': 26374}; 'weighted avg': {'precision': 0.7461881151988268; 'recall': 0.7510047774323197; 'f1-score': 0.7484459027548506; 'support': 26374}},{'0': {'precision': 0.8332603938730854; 'recall': 0.8557303370786516; 'f1-score': 0.8443458980044346; 'support': 2225}; '1': {'precision': 0.5030959752321982; 'recall': 0.4603399433427762; 'f1-score': 0.48076923076923084; 'support': 706}; 'accuracy': 0.7604912998976459; 'macro avg': {'precision': 0.6681781845526418; 'recall': 0.658035140210714; 'f1-score': 0.6625575643868327; 'support': 2931}; 'weighted avg': {'precision': 0.7537325605191221; 'recall': 0.7604912998976459; 'f1-score': 0.7567699419934985; 'support': 2931}}
l: 5,2,CNF,2,26374,2931,1,[26374; 26374],296,1063.772529,0.792903,20,[X6 == 3 OR X6 == 4 OR X6 == 10 OR X8 == 3 OR X10 >= 3048.000000 OR X11 >= 1820.500000 OR X13 == 2 OR X13 == 11 OR X13 == 20 OR X13 == 21 OR X13 == 26 OR X13 == 41] AND [X3 == 5 OR X3 == 10 OR X7 == 0 OR X7 == 5 OR X8 == 0 OR X10 >= 7073.500000 OR X11 >= 2384.500000 OR X13 == 19],{'0': {'precision': 0.8855961045080895; 'recall': 0.8447285621535234; 'f1-score': 0.8646797198507233; 'support': 20023}; '1': {'precision': 0.5726460481099657; 'recall': 0.6559596913871831; 'f1-score': 0.6114780566563922; 'support': 6351}; 'accuracy': 0.7992720103131872; 'macro avg': {'precision': 0.7291210763090276; 'recall': 0.7503441267703532; 'f1-score': 0.7380788882535578; 'support': 26374}; 'weighted avg': {'precision': 0.8102360602150552; 'recall': 0.7992720103131872; 'f1-score': 0.8037074076133989; 'support': 26374}},{'0': {'precision': 0.8837760910815939; 'recall': 0.8373033707865168; 'f1-score': 0.8599123009462266; 'support': 2225}; '1': {'precision': 0.560145808019441; 'recall': 0.6529745042492918; 'f1-score': 0.6030085022890778; 'support': 706}; 'accuracy': 0.7929034459228932; 'macro avg': {'precision': 0.7219609495505175; 'recall': 0.7451389375179043; 'f1-score': 0.7314604016176522; 'support': 2931}; 'weighted avg': {'precision': 0.8058221573245553; 'recall': 0.7929034459228932; 'f1-score': 0.7980310038285374; 'support': 2931}}
l: 5,2,CNF,3,26374,2931,1,[26374; 26374],296,1030.415392,0.713750,35,[X1 == 1 OR X1 == 2 OR X3 == 2 OR X3 == 8 OR X3 == 14 OR X6 == 0 OR X6 == 3 OR X6 == 4 OR X7 == 5 OR X8 == 1 OR X10 >= 5119.000000 OR X11 >= 1881.500000 OR X13 == 3 OR X13 == 4 OR X13 == 10 OR X13 == 13 OR X13 == 30 OR X13 == 34 OR X13 == 36] AND [X0 >= 43.500000 OR X3 == 7 OR X3 == 14 OR X5 == 0 OR X5 == 1 OR X5 == 3 OR X6 == 13 OR X10 >= 4243.500000 OR X11 >= 1820.500000 OR X12 >= 49.500000 OR X13 == 1 OR X13 == 5 OR X13 == 14 OR X13 == 17 OR X13 == 30 OR X13 == 36],{'0': {'precision': 0.8586008324305833; 'recall': 0.7520851021325475; 'f1-score': 0.8018209892976945; 'support': 20023}; '1': {'precision': 0.4381437464629315; 'recall': 0.6095103133364824; 'f1-score': 0.5098116686421704; 'support': 6351}; 'accuracy': 0.7177523318419655; 'macro avg': {'precision': 0.6483722894467574; 'recall': 0.680797707734515; 'f1-score': 0.6558163289699325; 'support': 26374}; 'weighted avg': {'precision': 0.7573525214811423; 'recall': 0.7177523318419655; 'f1-score': 0.7315035859655025; 'support': 26374}},{'0': {'precision': 0.8517766497461929; 'recall': 0.7541573033707866; 'f1-score': 0.8000000000000002; 'support': 2225}; '1': {'precision': 0.4308012486992716; 'recall': 0.5864022662889519; 'f1-score': 0.49670065986802636; 'support': 706}; 'accuracy': 0.7137495735243944; 'macro avg': {'precision': 0.6412889492227323; 'recall': 0.6702797848298692; 'f1-score': 0.6483503299340132; 'support': 2931}; 'weighted avg': {'precision': 0.7503748643012504; 'recall': 0.7137495735243944; 'f1-score': 0.7269432500398592; 'support': 2931}}
