l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,26374,2931,3296,[8; 9],262,264.908865,0.601160,5,[X0 >= 45.000000 OR X1 == 2 OR X1 == 5 OR X3 == 12 OR X6 == 3],{'0': {'precision': 0.835547810934437; 'recall': 0.5747390500923938; 'f1-score': 0.6810273405136702; 'support': 20023}; '1': {'precision': 0.3242599793667169; 'recall': 0.6433632498819084; 'f1-score': 0.4311945968763191; 'support': 6351}; 'accuracy': 0.5912641237582468; 'macro avg': {'precision': 0.5799038951505769; 'recall': 0.6090511499871512; 'f1-score': 0.5561109686949947; 'support': 26374}; 'weighted avg': {'precision': 0.7124269715362952; 'recall': 0.5912641237582468; 'f1-score': 0.6208662820909502; 'support': 26374}},{'0': {'precision': 0.8346007604562737; 'recall': 0.5919101123595506; 'f1-score': 0.692611096502761; 'support': 2225}; '1': {'precision': 0.3288987435328899; 'recall': 0.6303116147308782; 'f1-score': 0.43224866440019427; 'support': 706}; 'accuracy': 0.6011600136472194; 'macro avg': {'precision': 0.5817497519945818; 'recall': 0.6111108635452144; 'f1-score': 0.5624298804514776; 'support': 2931}; 'weighted avg': {'precision': 0.712790585107277; 'recall': 0.6011600136472194; 'f1-score': 0.6298967065114911; 'support': 2931}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [64, 65], 'n_partitions': 412}, (mean val acc cv) 0.719025 (+- 0.018009), (mean training time) 31.511255 (+- 0.858047)
l: 10,1,CNF,0,26374,2931,206,[128; 129],262,43.029188,0.769021,9,[X3 == 10 OR X3 == 12 OR X3 == 14 OR X6 == 11 OR X13 == 1 OR X13 == 5 OR X13 == 12 OR X13 == 21 OR X13 == 22],{'0': {'precision': 0.796623862573348; 'recall': 0.9356739749288319; 'f1-score': 0.8605682000872741; 'support': 20023}; '1': {'precision': 0.5490196078431373; 'recall': 0.24689025350338528; 'f1-score': 0.3406104051265342; 'support': 6351}; 'accuracy': 0.769811177674983; 'macro avg': {'precision': 0.6728217352082426; 'recall': 0.5912821142161085; 'f1-score': 0.6005893026069041; 'support': 26374}; 'weighted avg': {'precision': 0.7369994361764585; 'recall': 0.769811177674983; 'f1-score': 0.7353595872187043; 'support': 26374}},{'0': {'precision': 0.796097934200459; 'recall': 0.9352808988764045; 'f1-score': 0.8600950609630088; 'support': 2225}; '1': {'precision': 0.5457413249211357; 'recall': 0.24504249291784702; 'f1-score': 0.3382209188660802; 'support': 706}; 'accuracy': 0.7690208120095531; 'macro avg': {'precision': 0.6709196295607973; 'recall': 0.5901616958971257; 'f1-score': 0.5991579899145445; 'support': 2931}; 'weighted avg': {'precision': 0.7357936809929523; 'recall': 0.7690208120095531; 'f1-score': 0.7343894504817972; 'support': 2931}}
l: 10,1,CNF,1,26374,2931,206,[128; 129],262,40.203539,0.726373,13,[X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 5 OR X6 == 11 OR X7 == 5 OR X13 == 1 OR X13 == 2 OR X13 == 5 OR X13 == 10 OR X13 == 17 OR X13 == 24],{'0': {'precision': 0.8005245655941173; 'recall': 0.8536183389102532; 'f1-score': 0.826219364818485; 'support': 20023}; '1': {'precision': 0.41648417280509653; 'recall': 0.32939694536293496; 'f1-score': 0.3678565148584491; 'support': 6351}; 'accuracy': 0.7273830287404262; 'macro avg': {'precision': 0.6085043691996069; 'recall': 0.5915076421365941; 'f1-score': 0.5970379398384671; 'support': 26374}; 'weighted avg': {'precision': 0.7080455887759226; 'recall': 0.7273830287404262; 'f1-score': 0.715843143536306; 'support': 26374}},{'0': {'precision': 0.7960882230545152; 'recall': 0.8597752808988764; 'f1-score': 0.8267070008643044; 'support': 2225}; '1': {'precision': 0.4090909090909091; 'recall': 0.3059490084985836; 'f1-score': 0.35008103727714746; 'support': 706}; 'accuracy': 0.7263732514500171; 'macro avg': {'precision': 0.6025895660727122; 'recall': 0.58286214469873; 'f1-score': 0.588394019070726; 'support': 2931}; 'weighted avg': {'precision': 0.7028708557197128; 'recall': 0.7263732514500171; 'f1-score': 0.7119004739818299; 'support': 2931}}
l: 10,1,CNF,2,26374,2931,206,[128; 129],262,38.358782,0.722961,11,[X1 == 1 OR X3 == 10 OR X3 == 14 OR X6 == 10 OR X7 == 5 OR X13 == 10 OR X13 == 23 OR X13 == 29 OR X13 == 30 OR X13 == 34 OR X13 == 40],{'0': {'precision': 0.8064577669671389; 'recall': 0.8444788493232782; 'f1-score': 0.8250304952427421; 'support': 20023}; '1': {'precision': 0.424079896430553; 'recall': 0.3610455046449378; 'f1-score': 0.39003231842150027; 'support': 6351}; 'accuracy': 0.7280655190718132; 'macro avg': {'precision': 0.6152688316988459; 'recall': 0.6027621769841081; 'f1-score': 0.6075314068321211; 'support': 26374}; 'weighted avg': {'precision': 0.7143791343828568; 'recall': 0.7280655190718132; 'f1-score': 0.7202806119868194; 'support': 26374}},{'0': {'precision': 0.8043946574752262; 'recall': 0.8391011235955056; 'f1-score': 0.8213814342278927; 'support': 2225}; '1': {'precision': 0.4131147540983607; 'recall': 0.35694050991501414; 'f1-score': 0.3829787234042553; 'support': 706}; 'accuracy': 0.7229614466052542; 'macro avg': {'precision': 0.6087547057867935; 'recall': 0.5980208167552599; 'f1-score': 0.602180078816074; 'support': 2931}; 'weighted avg': {'precision': 0.7101457281732586; 'recall': 0.7229614466052542; 'f1-score': 0.715781873040077; 'support': 2931}}
l: 10,1,CNF,3,26374,2931,206,[128; 129],262,43.073378,0.746844,9,[X3 == 14 OR X6 == 4 OR X8 == 0 OR X13 == 0 OR X13 == 1 OR X13 == 11 OR X13 == 18 OR X13 == 24 OR X13 == 29],{'0': {'precision': 0.8036375268473244; 'recall': 0.8782899665384808; 'f1-score': 0.8393070204743951; 'support': 20023}; '1': {'precision': 0.4573591627699844; 'recall': 0.32341363564792946; 'f1-score': 0.3788968824940048; 'support': 6351}; 'accuracy': 0.7446727838022295; 'macro avg': {'precision': 0.6304983448086544; 'recall': 0.6008518010932051; 'f1-score': 0.6091019514842; 'support': 26374}; 'weighted avg': {'precision': 0.7202518481389303; 'recall': 0.7446727838022295; 'f1-score': 0.7284378013072814; 'support': 26374}},{'0': {'precision': 0.8047677764077271; 'recall': 0.88; 'f1-score': 0.84070416487763; 'support': 2225}; '1': {'precision': 0.463855421686747; 'recall': 0.3271954674220963; 'f1-score': 0.38372093023255816; 'support': 706}; 'accuracy': 0.7468440805185943; 'macro avg': {'precision': 0.634311599047237; 'recall': 0.6035977337110482; 'f1-score': 0.6122125475550941; 'support': 2931}; 'weighted avg': {'precision': 0.7226510509102818; 'recall': 0.7468440805185943; 'f1-score': 0.7306290493336447; 'support': 2931}}
l: 10,1,CNF,4,26374,2931,206,[128; 129],262,43.416987,0.746503,10,[X1 == 1 OR X1 == 5 OR X3 == 14 OR X13 == 2 OR X13 == 4 OR X13 == 9 OR X13 == 17 OR X13 == 20 OR X13 == 21 OR X13 == 24],{'0': {'precision': 0.7837478166846877; 'recall': 0.9412175997602756; 'f1-score': 0.8552951054028909; 'support': 20023}; '1': {'precision': 0.4944158075601375; 'recall': 0.18123130215714062; 'f1-score': 0.2652379306371702; 'support': 6351}; 'accuracy': 0.7582088420414044; 'macro avg': {'precision': 0.6390818121224127; 'recall': 0.5612244509587081; 'f1-score': 0.5602665180200306; 'support': 26374}; 'weighted avg': {'precision': 0.7140751242622255; 'recall': 0.7582088420414044; 'f1-score': 0.713206187645361; 'support': 26374}},{'0': {'precision': 0.779622641509434; 'recall': 0.9285393258426966; 'f1-score': 0.8475897435897436; 'support': 2225}; '1': {'precision': 0.43416370106761565; 'recall': 0.17280453257790368; 'f1-score': 0.24721377912867273; 'support': 706}; 'accuracy': 0.746502900034118; 'macro avg': {'precision': 0.6068931712885248; 'recall': 0.5506719292103002; 'f1-score': 0.5474017613592081; 'support': 2931}; 'weighted avg': {'precision': 0.696410764350811; 'recall': 0.746502900034118; 'f1-score': 0.7029751305192843; 'support': 2931}}
l: 10,1,CNF,5,26375,2930,206,[128; 129],262,43.691133,0.757338,11,[X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X7 == 5 OR X13 == 9 OR X13 == 12 OR X13 == 18 OR X13 == 19 OR X13 == 41],{'0': {'precision': 0.797704639842808; 'recall': 0.8921240573340659; 'f1-score': 0.8422764994341757; 'support': 20023}; '1': {'precision': 0.4575590155700653; 'recall': 0.28683879093198994; 'f1-score': 0.35262241145732537; 'support': 6352}; 'accuracy': 0.7463507109004739; 'macro avg': {'precision': 0.6276318277064367; 'recall': 0.589481424133028; 'f1-score': 0.5974494554457506; 'support': 26375}; 'weighted avg': {'precision': 0.7157859666530274; 'recall': 0.7463507109004739; 'f1-score': 0.7243510864738363; 'support': 26375}},{'0': {'precision': 0.807224025974026; 'recall': 0.8939325842696629; 'f1-score': 0.8483685220729367; 'support': 2225}; '1': {'precision': 0.49356223175965663; 'recall': 0.3262411347517731; 'f1-score': 0.39282664389410765; 'support': 705}; 'accuracy': 0.7573378839590443; 'macro avg': {'precision': 0.6503931288668413; 'recall': 0.6100868595107181; 'f1-score': 0.6205975829835222; 'support': 2930}; 'weighted avg': {'precision': 0.731752502110159; 'recall': 0.7573378839590443; 'f1-score': 0.738758616231273; 'support': 2930}}
l: 10,1,CNF,6,26375,2930,206,[128; 129],262,47.314470,0.751877,13,[X1 == 5 OR X3 == 8 OR X3 == 10 OR X3 == 12 OR X3 == 14 OR X5 == 1 OR X6 == 13 OR X13 == 10 OR X13 == 19 OR X13 == 20 OR X13 == 22 OR X13 == 29 OR X13 == 36],{'0': {'precision': 0.8086093329622414; 'recall': 0.8705988113669281; 'f1-score': 0.8384598734999158; 'support': 20023}; '1': {'precision': 0.46211334855719327; 'recall': 0.35044080604534006; 'f1-score': 0.3986032769272092; 'support': 6352}; 'accuracy': 0.7453270142180095; 'macro avg': {'precision': 0.6353613407597173; 'recall': 0.6105198087061341; 'f1-score': 0.6185315752135625; 'support': 26375}; 'weighted avg': {'precision': 0.7251612763578484; 'recall': 0.7453270142180095; 'f1-score': 0.7325273957205858; 'support': 26375}},{'0': {'precision': 0.8115640599001663; 'recall': 0.8768539325842697; 'f1-score': 0.8429466407431411; 'support': 2225}; '1': {'precision': 0.4790874524714829; 'recall': 0.3574468085106383; 'f1-score': 0.40942323314378554; 'support': 705}; 'accuracy': 0.7518771331058021; 'macro avg': {'precision': 0.6453257561858246; 'recall': 0.617150370547454; 'f1-score': 0.6261849369434633; 'support': 2930}; 'weighted avg': {'precision': 0.7315654222765411; 'recall': 0.7518771331058021; 'f1-score': 0.7386346945460266; 'support': 2930}}
l: 10,1,CNF,7,26375,2930,206,[128; 129],262,40.362722,0.762116,11,[X1 == 5 OR X3 == 3 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X8 == 0 OR X13 == 5 OR X13 == 17 OR X13 == 20 OR X13 == 35 OR X13 == 37],{'0': {'precision': 0.7821365156708098; 'recall': 0.9459621435349348; 'f1-score': 0.8562839059674502; 'support': 20023}; '1': {'precision': 0.4986098239110287; 'recall': 0.16939546599496222; 'f1-score': 0.2528789659224442; 'support': 6352}; 'accuracy': 0.7589383886255924; 'macro avg': {'precision': 0.6403731697909192; 'recall': 0.5576788047649485; 'f1-score': 0.5545814359449472; 'support': 26375}; 'weighted avg': {'precision': 0.7138536134505963; 'recall': 0.7589383886255924; 'f1-score': 0.7109634062834359; 'support': 26375}},{'0': {'precision': 0.7852875280059746; 'recall': 0.9451685393258427; 'f1-score': 0.857842137466857; 'support': 2225}; '1': {'precision': 0.5158730158730159; 'recall': 0.18439716312056736; 'f1-score': 0.2716823406478579; 'support': 705}; 'accuracy': 0.7621160409556313; 'macro avg': {'precision': 0.6505802719394953; 'recall': 0.564782851223205; 'f1-score': 0.5647622390573575; 'support': 2930}; 'weighted avg': {'precision': 0.7204625344722764; 'recall': 0.7621160409556313; 'f1-score': 0.716803688061603; 'support': 2930}}
l: 10,1,CNF,8,26375,2930,206,[128; 129],262,43.688583,0.746075,11,[X1 == 1 OR X1 == 5 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X12 >= 55.000000 OR X13 == 0 OR X13 == 5 OR X13 == 9 OR X13 == 16 OR X13 == 17],{'0': {'precision': 0.8038957372729839; 'recall': 0.8532760687175389; 'f1-score': 0.8278501865400455; 'support': 20024}; '1': {'precision': 0.4262839289201328; 'recall': 0.343725397575185; 'f1-score': 0.38057880055788; 'support': 6351}; 'accuracy': 0.7305781990521327; 'macro avg': {'precision': 0.6150898330965584; 'recall': 0.598500733146362; 'f1-score': 0.6042144935489627; 'support': 26375}; 'weighted avg': {'precision': 0.7129682455251561; 'recall': 0.7305781990521327; 'f1-score': 0.7201489326112215; 'support': 26375}},{'0': {'precision': 0.8096234309623431; 'recall': 0.8700539568345323; 'f1-score': 0.8387516254876464; 'support': 2224}; '1': {'precision': 0.4648148148148148; 'recall': 0.3555240793201133; 'f1-score': 0.40288924558587474; 'support': 706}; 'accuracy': 0.7460750853242321; 'macro avg': {'precision': 0.637219122888579; 'recall': 0.6127890180773228; 'f1-score': 0.6208204355367606; 'support': 2930}; 'weighted avg': {'precision': 0.7265398531465904; 'recall': 0.7460750853242321; 'f1-score': 0.7337281305352057; 'support': 2930}}
l: 10,1,CNF,9,26375,2930,206,[128; 129],262,43.389044,0.726621,8,[X1 == 5 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X6 == 10 OR X13 == 12 OR X13 == 35 OR X13 == 38],{'0': {'precision': 0.8494218876041947; 'recall': 0.7888034358769477; 'f1-score': 0.8179911442554183; 'support': 20024}; '1': {'precision': 0.456426735218509; 'recall': 0.5591245473153834; 'f1-score': 0.5025829736041327; 'support': 6351}; 'accuracy': 0.7334976303317535; 'macro avg': {'precision': 0.6529243114113519; 'recall': 0.6739639915961655; 'f1-score': 0.6602870589297756; 'support': 26375}; 'weighted avg': {'precision': 0.7547901449387354; 'recall': 0.7334976303317535; 'f1-score': 0.7420420526229514; 'support': 26375}},{'0': {'precision': 0.8472425573450464; 'recall': 0.7805755395683454; 'f1-score': 0.812543880177861; 'support': 2224}; '1': {'precision': 0.4460839954597049; 'recall': 0.556657223796034; 'f1-score': 0.49527410207939515; 'support': 706}; 'accuracy': 0.7266211604095563; 'macro avg': {'precision': 0.6466632764023756; 'recall': 0.6686163816821897; 'f1-score': 0.6539089911286281; 'support': 2930}; 'weighted avg': {'precision': 0.7505811427747218; 'recall': 0.7266211604095563; 'f1-score': 0.7360959404722239; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'CNF', 'real_partition_size': [128, 129], 'n_partitions': 206}, (mean val acc cv) 0.745573 (+- 0.014978), (mean training time) 42.652783 (+- 2.345393)
l: 10,1,DNF,0,26374,2931,3296,[8; 9],262,109.742234,0.744456,3,[X1 != 8 AND X2 >= 178356.000000 AND X3 == 9],{'0': {'precision': 0.7740154885483606; 'recall': 0.9384208160615293; 'f1-score': 0.8483261473170953; 'support': 20023}; '1': {'precision': 0.4122974261201144; 'recall': 0.13619902377578333; 'f1-score': 0.2047579595218369; 'support': 6351}; 'accuracy': 0.745241525745052; 'macro avg': {'precision': 0.5931564573342375; 'recall': 0.5373099199186563; 'f1-score': 0.5265420534194661; 'support': 26374}; 'weighted avg': {'precision': 0.6869118480508329; 'recall': 0.745241525745052; 'f1-score': 0.6933514919486383; 'support': 26374}},{'0': {'precision': 0.7753731343283582; 'recall': 0.933932584269663; 'f1-score': 0.8472986748216106; 'support': 2225}; '1': {'precision': 0.41434262948207173; 'recall': 0.14730878186968838; 'f1-score': 0.2173458725182863; 'support': 706}; 'accuracy': 0.7444558171272603; 'macro avg': {'precision': 0.5948578819052149; 'recall': 0.5406206830696757; 'f1-score': 0.5323222736699484; 'support': 2931}; 'weighted avg': {'precision': 0.6884104811651108; 'recall': 0.7444558171272603; 'f1-score': 0.6955597876069579; 'support': 2931}}
l: 10,1,DNF,1,26374,2931,3296,[8; 9],262,111.286338,0.735585,3,[X1 != 6 AND X3 != 0 AND X5 == 2],{'0': {'precision': 0.9085335018963338; 'recall': 0.7178245018229037; 'f1-score': 0.8019976006472672; 'support': 20023}; '1': {'precision': 0.46465794959257156; 'recall': 0.7721618642733428; 'f1-score': 0.5801833776989056; 'support': 6351}; 'accuracy': 0.7309092287859256; 'macro avg': {'precision': 0.6865957257444526; 'recall': 0.7449931830481232; 'f1-score': 0.6910904891730865; 'support': 26374}; 'weighted avg': {'precision': 0.8016458992315428; 'recall': 0.7309092287859256; 'f1-score': 0.7485835515858793; 'support': 26374}},{'0': {'precision': 0.9068462401795735; 'recall': 0.7262921348314607; 'f1-score': 0.8065884701771899; 'support': 2225}; '1': {'precision': 0.4699738903394256; 'recall': 0.7648725212464589; 'f1-score': 0.582210242587601; 'support': 706}; 'accuracy': 0.7355851245308769; 'macro avg': {'precision': 0.6884100652594995; 'recall': 0.7455823280389597; 'f1-score': 0.6943993563823955; 'support': 2931}; 'weighted avg': {'precision': 0.8016153022788078; 'recall': 0.7355851245308769; 'f1-score': 0.7525417186663577; 'support': 2931}}
l: 10,1,DNF,2,26374,2931,3296,[8; 9],262,111.816174,0.638690,2,[X0 >= 41.000000 AND X1 != 8],{'0': {'precision': 0.8391648946452736; 'recall': 0.6504020376566948; 'f1-score': 0.7328231388216758; 'support': 20023}; '1': {'precision': 0.3551358820819899; 'recall': 0.6069910250354275; 'f1-score': 0.44809950017435773; 'support': 6351}; 'accuracy': 0.6399484340638507; 'macro avg': {'precision': 0.5971503883636318; 'recall': 0.6286965313460611; 'f1-score': 0.5904613194980168; 'support': 26374}; 'weighted avg': {'precision': 0.722608124387087; 'recall': 0.6399484340638507; 'f1-score': 0.6642601666123364; 'support': 26374}},{'0': {'precision': 0.8425381903642774; 'recall': 0.6444943820224719; 'f1-score': 0.7303284950343774; 'support': 2225}; '1': {'precision': 0.3563873067534581; 'recall': 0.6203966005665722; 'f1-score': 0.45271317829457364; 'support': 706}; 'accuracy': 0.638689866939611; 'macro avg': {'precision': 0.5994627485588677; 'recall': 0.6324454912945221; 'f1-score': 0.5915208366644755; 'support': 2931}; 'weighted avg': {'precision': 0.7254373634010436; 'recall': 0.638689866939611; 'f1-score': 0.6634583436804704; 'support': 2931}}
l: 10,1,DNF,3,26374,2931,3296,[8; 9],262,112.411380,0.719208,2,[X2 < 65716.000000 AND X5 != 2],{'0': {'precision': 0.7482758620689656; 'recall': 0.9320281676072517; 'f1-score': 0.830104752796744; 'support': 20023}; '1': {'precision': 0.05090655509065551; 'recall': 0.011494252873563218; 'f1-score': 0.018754014129736676; 'support': 6351}; 'accuracy': 0.7103586865852733; 'macro avg': {'precision': 0.39959120857981056; 'recall': 0.47176121024040746; 'f1-score': 0.42442938346324033; 'support': 26374}; 'weighted avg': {'precision': 0.580345609979057; 'recall': 0.7103586865852733; 'f1-score': 0.6347271634559476; 'support': 26374}},{'0': {'precision': 0.7519769949676491; 'recall': 0.9402247191011236; 'f1-score': 0.8356301178350309; 'support': 2225}; '1': {'precision': 0.10738255033557047; 'recall': 0.0226628895184136; 'f1-score': 0.03742690058479532; 'support': 706}; 'accuracy': 0.719208461276015; 'macro avg': {'precision': 0.4296797726516098; 'recall': 0.4814438043097686; 'f1-score': 0.43652850920991315; 'support': 2931}; 'weighted avg': {'precision': 0.5967113252609799; 'recall': 0.719208461276015; 'f1-score': 0.6433641774124221; 'support': 2931}}
l: 10,1,DNF,4,26374,2931,3296,[8; 9],262,111.394618,0.718185,4,[X1 != 8 AND X3 != 13 AND X3 == 11 AND X7 == 0],{'0': {'precision': 0.7695227292557368; 'recall': 0.8809369225390801; 'f1-score': 0.8214693212248224; 'support': 20023}; '1': {'precision': 0.3093858632676709; 'recall': 0.16816249409541806; 'f1-score': 0.21789248189329796; 'support': 6351}; 'accuracy': 0.7092970349586715; 'macro avg': {'precision': 0.5394542962617039; 'recall': 0.524549708317249; 'f1-score': 0.5196809015590602; 'support': 26374}; 'weighted avg': {'precision': 0.6587193154432621; 'recall': 0.7092970349586715; 'f1-score': 0.676124796063887; 'support': 26374}},{'0': {'precision': 0.776810447170558; 'recall': 0.8822471910112359; 'f1-score': 0.8261784511784513; 'support': 2225}; '1': {'precision': 0.35148514851485146; 'recall': 0.20113314447592068; 'f1-score': 0.25585585585585585; 'support': 706}; 'accuracy': 0.7181849198225861; 'macro avg': {'precision': 0.5641477978427047; 'recall': 0.5416901677435784; 'f1-score': 0.5410171535171536; 'support': 2931}; 'weighted avg': {'precision': 0.6743608870030626; 'recall': 0.7181849198225861; 'f1-score': 0.6888028959762158; 'support': 2931}}
l: 10,1,DNF,5,26375,2930,3296,[8; 9],262,111.333464,0.637543,2,[X0 >= 41.000000 AND X6 != 9],{'0': {'precision': 0.8397765219624967; 'recall': 0.6530989362233431; 'f1-score': 0.7347661188369152; 'support': 20023}; '1': {'precision': 0.35703045450337867; 'recall': 0.6072103274559194; 'f1-score': 0.44966482075196734; 'support': 6352}; 'accuracy': 0.6420473933649289; 'macro avg': {'precision': 0.5984034882329377; 'recall': 0.6301546318396313; 'f1-score': 0.5922154697944413; 'support': 26375}; 'weighted avg': {'precision': 0.7235147960667502; 'recall': 0.6420473933649289; 'f1-score': 0.6661039976829591; 'support': 26375}},{'0': {'precision': 0.8414562536699941; 'recall': 0.6440449438202247; 'f1-score': 0.7296334012219959; 'support': 2225}; '1': {'precision': 0.3545232273838631; 'recall': 0.6170212765957447; 'f1-score': 0.4503105590062112; 'support': 705}; 'accuracy': 0.6375426621160409; 'macro avg': {'precision': 0.5979897405269285; 'recall': 0.6305331102079847; 'f1-score': 0.5899719801141036; 'support': 2930}; 'weighted avg': {'precision': 0.7242931876182117; 'recall': 0.6375426621160409; 'f1-score': 0.6624243214396996; 'support': 2930}}
l: 10,1,DNF,6,26375,2930,3296,[8; 9],262,106.000637,0.712969,3,[X1 != 4 AND X2 >= 196338.000000 AND X3 != 13],{'0': {'precision': 0.7673682409308693; 'recall': 0.8958697497877441; 'f1-score': 0.8266549920505082; 'support': 20023}; '1': {'precision': 0.3047682560853618; 'recall': 0.14389168765743074; 'f1-score': 0.19548711367768154; 'support': 6352}; 'accuracy': 0.7147677725118483; 'macro avg': {'precision': 0.5360682485081155; 'recall': 0.5198807187225875; 'f1-score': 0.5110710528640948; 'support': 26375}; 'weighted avg': {'precision': 0.6559583791777447; 'recall': 0.7147677725118483; 'f1-score': 0.6746482294562259; 'support': 26375}},{'0': {'precision': 0.7688422688422688; 'recall': 0.8894382022471911; 'f1-score': 0.8247551573244426; 'support': 2225}; '1': {'precision': 0.3089887640449438; 'recall': 0.15602836879432624; 'f1-score': 0.2073515551366635; 'support': 705}; 'accuracy': 0.7129692832764505; 'macro avg': {'precision': 0.5389155164436064; 'recall': 0.5227332855207587; 'f1-score': 0.516053356230553; 'support': 2930}; 'weighted avg': {'precision': 0.6581949238313083; 'recall': 0.7129692832764505; 'f1-score': 0.6761990004840385; 'support': 2930}}
l: 10,1,DNF,7,26375,2930,3296,[8; 9],262,105.162980,0.729352,3,[X1 != 8 AND X3 != 13 AND X3 == 9],{'0': {'precision': 0.793305211593414; 'recall': 0.8734954801977726; 'f1-score': 0.8314713572617066; 'support': 20023}; '1': {'precision': 0.4147412199630314; 'recall': 0.282588161209068; 'f1-score': 0.33614232209737827; 'support': 6352}; 'accuracy': 0.7311848341232228; 'macro avg': {'precision': 0.6040232157782227; 'recall': 0.5780418207034203; 'f1-score': 0.5838068396795424; 'support': 26375}; 'weighted avg': {'precision': 0.7021340845854069; 'recall': 0.7311848341232228; 'f1-score': 0.7121792233711355; 'support': 26375}},{'0': {'precision': 0.7901134521880064; 'recall': 0.8764044943820225; 'f1-score': 0.8310249307479225; 'support': 2225}; '1': {'precision': 0.40476190476190477; 'recall': 0.2652482269503546; 'f1-score': 0.32047986289631536; 'support': 705}; 'accuracy': 0.7293515358361775; 'macro avg': {'precision': 0.5974376784749555; 'recall': 0.5708263606661885; 'f1-score': 0.575752396822119; 'support': 2930}; 'weighted avg': {'precision': 0.697392346066709; 'recall': 0.7293515358361775; 'f1-score': 0.7081804690293617; 'support': 2930}}
l: 10,1,DNF,8,26375,2930,3296,[8; 9],262,101.533489,0.749488,5,[X0 >= 30.000000 AND X1 != 0 AND X3 != 6 AND X3 != 13 AND X3 == 5],{'0': {'precision': 0.7566558941212681; 'recall': 0.9821713943268078; 'f1-score': 0.8547896383866482; 'support': 20024}; '1': {'precision': 0.06788511749347259; 'recall': 0.004093843489214297; 'f1-score': 0.007722007722007723; 'support': 6351}; 'accuracy': 0.7466540284360189; 'macro avg': {'precision': 0.41227050580737035; 'recall': 0.493132618908011; 'f1-score': 0.43125582305432797; 'support': 26375}; 'weighted avg': {'precision': 0.5908025025624765; 'recall': 0.7466540284360189; 'f1-score': 0.6508189645534299; 'support': 26375}},{'0': {'precision': 0.7576071922544951; 'recall': 0.9851618705035972; 'f1-score': 0.8565285379202502; 'support': 2224}; '1': {'precision': 0.13157894736842105; 'recall': 0.007082152974504249; 'f1-score': 0.013440860215053765; 'support': 706}; 'accuracy': 0.7494880546075086; 'macro avg': {'precision': 0.4445930698114581; 'recall': 0.4961220117390507; 'f1-score': 0.43498469906765197; 'support': 2930}; 'weighted avg': {'precision': 0.6067621612341647; 'recall': 0.7494880546075086; 'f1-score': 0.6533818142138104; 'support': 2930}}
l: 10,1,DNF,9,26375,2930,3296,[8; 9],262,102.614494,0.637884,4,[X1 != 4 AND X1 != 8 AND X3 != 13 AND X13 != 27],{'0': {'precision': 0.7819769018055631; 'recall': 0.7202357171394327; 'f1-score': 0.7498375230717238; 'support': 20024}; '1': {'precision': 0.29374684820978314; 'recall': 0.36687135884112737; 'f1-score': 0.32626198977805776; 'support': 6351}; 'accuracy': 0.6351469194312797; 'macro avg': {'precision': 0.5378618750076731; 'recall': 0.5435535379902801; 'f1-score': 0.5380497564248907; 'support': 26375}; 'weighted avg': {'precision': 0.6644129560089072; 'recall': 0.6351469194312797; 'f1-score': 0.6478421406281949; 'support': 26375}},{'0': {'precision': 0.7891596220785678; 'recall': 0.7135791366906474; 'f1-score': 0.7494687131050767; 'support': 2224}; '1': {'precision': 0.3068552774755169; 'recall': 0.39943342776203966; 'f1-score': 0.34707692307692306; 'support': 706}; 'accuracy': 0.6378839590443686; 'macro avg': {'precision': 0.5480074497770424; 'recall': 0.5565062822263436; 'f1-score': 0.5482728180909999; 'support': 2930}; 'weighted avg': {'precision': 0.6729456741981057; 'recall': 0.6378839590443686; 'f1-score': 0.6525101452689414; 'support': 2930}}
r: ---> Params: {'lamda': 10, 'n_clause': 1, 'rule_type': 'DNF', 'real_partition_size': [8, 9], 'n_partitions': 3296}, (mean val acc cv) 0.702336 (+- 0.043457), (mean training time) 108.329581 (+- 3.902225)
