lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,284,32,35,[8; 9],564,1.018992,0.812500,2,[X4 >= 0.067040 OR X7 < -0.018220],{'0.0': {'precision': 0.9444444444444444; 'recall': 0.3333333333333333; 'f1-score': 0.49275362318840576; 'support': 102}; '1.0': {'precision': 0.7258064516129032; 'recall': 0.989010989010989; 'f1-score': 0.8372093023255814; 'support': 182}; 'accuracy': 0.7535211267605634; 'macro avg': {'precision': 0.8351254480286738; 'recall': 0.6611721611721612; 'f1-score': 0.6649814627569937; 'support': 284}; 'weighted avg': {'precision': 0.8043313645312737; 'recall': 0.7535211267605634; 'f1-score': 0.7134963471425113; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.45454545454545453; 'f1-score': 0.625; 'support': 11}; '1.0': {'precision': 0.7777777777777778; 'recall': 1.0; 'f1-score': 0.8750000000000001; 'support': 21}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8888888888888888; 'recall': 0.7272727272727273; 'f1-score': 0.75; 'support': 32}; 'weighted avg': {'precision': 0.8541666666666666; 'recall': 0.8125; 'f1-score': 0.7890625000000001; 'support': 32}}
10,2,DNF,2,284,32,17,[16; 17],564,0.864532,0.843750,7,[X0 AND X2 >= 0.000000 AND X6 >= 0.037590] OR [X9 >= -0.073980 AND X12 >= 0.000000 AND X22 >= 0.703010 AND X26 < 1.000000],{'0.0': {'precision': 0.9487179487179487; 'recall': 0.7254901960784313; 'f1-score': 0.8222222222222223; 'support': 102}; '1.0': {'precision': 0.8640776699029126; 'recall': 0.978021978021978; 'f1-score': 0.9175257731958761; 'support': 182}; 'accuracy': 0.8873239436619719; 'macro avg': {'precision': 0.9063978093104306; 'recall': 0.8517560870502047; 'f1-score': 0.8698739977090493; 'support': 284}; 'weighted avg': {'precision': 0.8944766432801438; 'recall': 0.8873239436619719; 'f1-score': 0.8832970330574511; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8076923076923077; 'recall': 1.0; 'f1-score': 0.8936170212765957; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.9038461538461539; 'recall': 0.7727272727272727; 'f1-score': 0.799749687108886; 'support': 32}; 'weighted avg': {'precision': 0.873798076923077; 'recall': 0.84375; 'f1-score': 0.8290832290362953; 'support': 32}}
10,2,DNF,3,284,32,17,[16; 17],564,0.976967,0.875000,8,[X0 AND X2 >= 0.000000 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X8 >= 0.526320] OR [X0 AND X2 >= 0.328340 AND X3 >= -0.027360],{'0.0': {'precision': 0.8666666666666667; 'recall': 0.7722772277227723; 'f1-score': 0.8167539267015707; 'support': 101}; '1.0': {'precision': 0.8814432989690721; 'recall': 0.9344262295081968; 'f1-score': 0.907161803713528; 'support': 183}; 'accuracy': 0.8767605633802817; 'macro avg': {'precision': 0.8740549828178694; 'recall': 0.8533517286154846; 'f1-score': 0.8619578652075492; 'support': 284}; 'weighted avg': {'precision': 0.8761882290305406; 'recall': 0.8767605633802817; 'f1-score': 0.8750097066071629; 'support': 284}},{'0.0': {'precision': 0.9; 'recall': 0.75; 'f1-score': 0.8181818181818182; 'support': 12}; '1.0': {'precision': 0.8636363636363636; 'recall': 0.95; 'f1-score': 0.9047619047619048; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8818181818181818; 'recall': 0.85; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.8772727272727273; 'recall': 0.875; 'f1-score': 0.8722943722943723; 'support': 32}}
10,2,DNF,4,284,32,17,[16; 17],564,0.906502,0.843750,10,[X0 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X7 >= -0.018220] OR [X2 < 0.000000 AND X2 >= 0.000000 AND X5 >= -0.061510 AND X15 < 0.771280 AND X20 >= 0.162450 AND X22 >= 0.299080],{'0.0': {'precision': 0.6231884057971014; 'recall': 0.8514851485148515; 'f1-score': 0.7196652719665272; 'support': 101}; '1.0': {'precision': 0.8972602739726028; 'recall': 0.7158469945355191; 'f1-score': 0.7963525835866262; 'support': 183}; 'accuracy': 0.7640845070422535; 'macro avg': {'precision': 0.760224339884852; 'recall': 0.7836660715251853; 'f1-score': 0.7580089277765767; 'support': 284}; 'weighted avg': {'precision': 0.7997910532482168; 'recall': 0.7640845070422535; 'f1-score': 0.7690799833273655; 'support': 284}},{'0.0': {'precision': 0.7333333333333333; 'recall': 0.9166666666666666; 'f1-score': 0.8148148148148148; 'support': 12}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8; 'f1-score': 0.8648648648648648; 'support': 20}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.8372549019607842; 'recall': 0.8583333333333334; 'f1-score': 0.8398398398398398; 'support': 32}; 'weighted avg': {'precision': 0.8632352941176471; 'recall': 0.84375; 'f1-score': 0.8460960960960959; 'support': 32}}
10,2,DNF,5,284,32,17,[16; 17],564,0.880342,0.750000,8,[X2 >= 0.328340 AND X3 < 0.496380 AND X6 >= 0.037590 AND X7 < 0.940780] OR [(NOT X0) AND X0 AND X3 < 0.291670 AND X16 >= 0.372540],{'0.0': {'precision': 0.7961165048543689; 'recall': 0.8118811881188119; 'f1-score': 0.803921568627451; 'support': 101}; '1.0': {'precision': 0.8950276243093923; 'recall': 0.8852459016393442; 'f1-score': 0.8901098901098902; 'support': 183}; 'accuracy': 0.8591549295774648; 'macro avg': {'precision': 0.8455720645818806; 'recall': 0.848563544879078; 'f1-score': 0.8470157293686706; 'support': 284}; 'weighted avg': {'precision': 0.8598514867567255; 'recall': 0.8591549295774648; 'f1-score': 0.8594584095826846; 'support': 284}},{'0.0': {'precision': 0.6428571428571429; 'recall': 0.75; 'f1-score': 0.6923076923076924; 'support': 12}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.75; 'f1-score': 0.7894736842105262; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.7380952380952381; 'recall': 0.75; 'f1-score': 0.7408906882591093; 'support': 32}; 'weighted avg': {'precision': 0.761904761904762; 'recall': 0.75; 'f1-score': 0.7530364372469636; 'support': 32}}
10,2,DNF,6,285,31,17,[16; 17],564,0.921935,0.838710,5,[X6 < 1.000000 AND X6 >= 0.037590 AND X18 >= -0.128080] OR [X0 AND X2 >= 0.749160],{'0.0': {'precision': 0.9054054054054054; 'recall': 0.6568627450980392; 'f1-score': 0.7613636363636364; 'support': 102}; '1.0': {'precision': 0.8341232227488151; 'recall': 0.9617486338797814; 'f1-score': 0.8934010152284264; 'support': 183}; 'accuracy': 0.8526315789473684; 'macro avg': {'precision': 0.8697643140771103; 'recall': 0.8093056894889104; 'f1-score': 0.8273823257960313; 'support': 285}; 'weighted avg': {'precision': 0.8596347407522263; 'recall': 0.8526315789473684; 'f1-score': 0.846145532266291; 'support': 285}},{'0.0': {'precision': 0.875; 'recall': 0.6363636363636364; 'f1-score': 0.7368421052631579; 'support': 11}; '1.0': {'precision': 0.8260869565217391; 'recall': 0.95; 'f1-score': 0.8837209302325583; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8505434782608696; 'recall': 0.7931818181818182; 'f1-score': 0.8102815177478581; 'support': 31}; 'weighted avg': {'precision': 0.8434431977559607; 'recall': 0.8387096774193549; 'f1-score': 0.8316026375014807; 'support': 31}}
10,2,DNF,7,285,31,17,[16; 17],564,0.870070,0.612903,8,[X0 AND X3 >= -0.500000 AND X9 < -0.073980] OR [X0 AND X4 >= 0.000000 AND X6 >= 0.000000 AND X11 >= 0.351470 AND X13 >= -0.127380],{'0.0': {'precision': 0.46285714285714286; 'recall': 0.7941176470588235; 'f1-score': 0.5848375451263537; 'support': 102}; '1.0': {'precision': 0.8090909090909091; 'recall': 0.48633879781420764; 'f1-score': 0.6075085324232082; 'support': 183}; 'accuracy': 0.5964912280701754; 'macro avg': {'precision': 0.635974025974026; 'recall': 0.6402282224365156; 'f1-score': 0.596173038774781; 'support': 285}; 'weighted avg': {'precision': 0.6851756664388243; 'recall': 0.5964912280701754; 'f1-score': 0.5993947053906498; 'support': 285}},{'0.0': {'precision': 0.47368421052631576; 'recall': 0.8181818181818182; 'f1-score': 0.6; 'support': 11}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.5; 'f1-score': 0.625; 'support': 20}; 'accuracy': 0.6129032258064516; 'macro avg': {'precision': 0.6535087719298246; 'recall': 0.6590909090909092; 'f1-score': 0.6125; 'support': 31}; 'weighted avg': {'precision': 0.7057159026598755; 'recall': 0.6129032258064516; 'f1-score': 0.6161290322580646; 'support': 31}}
10,2,DNF,8,285,31,17,[16; 17],564,0.881605,0.806452,10,[X0 AND X3 >= -0.500000 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X9 >= -0.234040 AND X22 < 1.000000 AND X26 < 1.000000] OR [X2 >= 0.328340 AND X7 < -0.104010 AND X31 < 0.132960],{'0.0': {'precision': 0.7450980392156863; 'recall': 0.7450980392156863; 'f1-score': 0.7450980392156863; 'support': 102}; '1.0': {'precision': 0.8579234972677595; 'recall': 0.8579234972677595; 'f1-score': 0.8579234972677595; 'support': 183}; 'accuracy': 0.8175438596491228; 'macro avg': {'precision': 0.8015107682417228; 'recall': 0.8015107682417228; 'f1-score': 0.8015107682417228; 'support': 285}; 'weighted avg': {'precision': 0.8175438596491228; 'recall': 0.8175438596491228; 'f1-score': 0.8175438596491228; 'support': 285}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.7272727272727273; 'f1-score': 0.7272727272727273; 'support': 11}; '1.0': {'precision': 0.85; 'recall': 0.85; 'f1-score': 0.85; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.7886363636363636; 'recall': 0.7886363636363636; 'f1-score': 0.7886363636363636; 'support': 31}; 'weighted avg': {'precision': 0.8064516129032258; 'recall': 0.8064516129032258; 'f1-score': 0.8064516129032258; 'support': 31}}
10,2,DNF,9,285,31,17,[16; 17],564,0.829196,0.806452,7,[X0 AND X5 < 0.090910 AND X11 < 0.111470] OR [X3 >= -0.027360 AND X4 >= 0.000000 AND X9 >= 0.328990 AND X26 < 0.708240],{'0.0': {'precision': 0.5327868852459017; 'recall': 0.6372549019607843; 'f1-score': 0.5803571428571429; 'support': 102}; '1.0': {'precision': 0.7730061349693251; 'recall': 0.6885245901639344; 'f1-score': 0.7283236994219653; 'support': 183}; 'accuracy': 0.6701754385964912; 'macro avg': {'precision': 0.6528965101076134; 'recall': 0.6628897460623593; 'f1-score': 0.654340421139554; 'support': 285}; 'weighted avg': {'precision': 0.6870329298051524; 'recall': 0.6701754385964912; 'f1-score': 0.6753672475987657; 'support': 285}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.7272727272727273; 'f1-score': 0.7272727272727273; 'support': 11}; '1.0': {'precision': 0.85; 'recall': 0.85; 'f1-score': 0.85; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.7886363636363636; 'recall': 0.7886363636363636; 'f1-score': 0.7886363636363636; 'support': 31}; 'weighted avg': {'precision': 0.8064516129032258; 'recall': 0.8064516129032258; 'f1-score': 0.8064516129032258; 'support': 31}}
10,2,DNF,0,284,32,8,[35; 36],564,0.741183,0.875000,11,[X2 >= 0.000000 AND X3 < 0.496380 AND X11 >= 0.028250 AND X27 >= -0.233120 AND X29 >= 0.015470] OR [X0 AND X4 >= 0.067040 AND X6 >= 0.000000 AND X17 >= -0.686270 AND X23 < 0.082350 AND X27 < 0.091760],{'0.0': {'precision': 0.7964601769911505; 'recall': 0.8823529411764706; 'f1-score': 0.8372093023255814; 'support': 102}; '1.0': {'precision': 0.9298245614035088; 'recall': 0.8736263736263736; 'f1-score': 0.9008498583569404; 'support': 182}; 'accuracy': 0.8767605633802817; 'macro avg': {'precision': 0.8631423691973297; 'recall': 0.8779896574014221; 'f1-score': 0.8690295803412609; 'support': 284}; 'weighted avg': {'precision': 0.8819260853117463; 'recall': 0.8767605633802817; 'f1-score': 0.8779930389372271; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.8181818181818182; 'f1-score': 0.8181818181818182; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.9047619047619048; 'f1-score': 0.9047619047619048; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8614718614718615; 'recall': 0.8614718614718615; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}}
10,2,DNF,1,284,32,8,[35; 36],564,0.982086,0.781250,11,[X0 AND X3 >= -0.500000 AND X4 >= 0.540400 AND X12 < 1.000000] OR [X4 >= 0.067040 AND X7 < 0.279550 AND X11 < 0.627190 AND X13 >= -0.127380 AND X17 >= -0.143290 AND X20 >= 0.162450 AND X24 >= 0.351350],{'0.0': {'precision': 0.7583333333333333; 'recall': 0.8921568627450981; 'f1-score': 0.8198198198198199; 'support': 102}; '1.0': {'precision': 0.9329268292682927; 'recall': 0.8406593406593407; 'f1-score': 0.884393063583815; 'support': 182}; 'accuracy': 0.8591549295774648; 'macro avg': {'precision': 0.8456300813008131; 'recall': 0.8664081017022194; 'f1-score': 0.8521064417018174; 'support': 284}; 'weighted avg': {'precision': 0.8702207145310891; 'recall': 0.8591549295774648; 'f1-score': 0.861201264767169; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.7272727272727273; 'f1-score': 0.6956521739130435; 'support': 11}; '1.0': {'precision': 0.85; 'recall': 0.8095238095238095; 'f1-score': 0.8292682926829269; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7583333333333333; 'recall': 0.7683982683982684; 'f1-score': 0.7624602332979852; 'support': 32}; 'weighted avg': {'precision': 0.7869791666666666; 'recall': 0.78125; 'f1-score': 0.7833377518557796; 'support': 32}}
10,2,DNF,2,284,32,8,[35; 36],564,1.038568,0.843750,9,[X2 >= 0.000000 AND X8 >= 0.238100 AND X12 >= 0.396990 AND X15 < 0.771280 AND X21 < 0.425280 AND X29 < 0.263360] OR [X0 AND X4 >= 0.067040 AND X5 >= -0.227030],{'0.0': {'precision': 0.975; 'recall': 0.7647058823529411; 'f1-score': 0.857142857142857; 'support': 102}; '1.0': {'precision': 0.8823529411764706; 'recall': 0.989010989010989; 'f1-score': 0.9326424870466321; 'support': 182}; 'accuracy': 0.9084507042253521; 'macro avg': {'precision': 0.9286764705882353; 'recall': 0.8768584356819651; 'f1-score': 0.8948926720947445; 'support': 284}; 'weighted avg': {'precision': 0.9156275890637946; 'recall': 0.9084507042253521; 'f1-score': 0.9055264227854171; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8076923076923077; 'recall': 1.0; 'f1-score': 0.8936170212765957; 'support': 21}; 'accuracy': 0.84375; 'macro avg': {'precision': 0.9038461538461539; 'recall': 0.7727272727272727; 'f1-score': 0.799749687108886; 'support': 32}; 'weighted avg': {'precision': 0.873798076923077; 'recall': 0.84375; 'f1-score': 0.8290832290362953; 'support': 32}}
10,2,DNF,3,284,32,8,[35; 36],564,0.889282,0.812500,11,[X2 >= 0.749160 AND X4 >= 0.000000 AND X5 >= -0.227030 AND X21 < 0.821620 AND X25 < 0.083330 AND X25 >= -0.857030] OR [X0 AND X3 >= -0.105260 AND X4 >= 0.540400 AND X17 >= -0.686270 AND X32 < 1.000000],{'0.0': {'precision': 0.7121212121212122; 'recall': 0.9306930693069307; 'f1-score': 0.8068669527896996; 'support': 101}; '1.0': {'precision': 0.9539473684210527; 'recall': 0.7923497267759563; 'f1-score': 0.8656716417910447; 'support': 183}; 'accuracy': 0.8415492957746479; 'macro avg': {'precision': 0.8330342902711324; 'recall': 0.8615213980414436; 'f1-score': 0.8362692972903721; 'support': 284}; 'weighted avg': {'precision': 0.867945812835546; 'recall': 0.8415492957746479; 'f1-score': 0.8447587066180311; 'support': 284}},{'0.0': {'precision': 0.7142857142857143; 'recall': 0.8333333333333334; 'f1-score': 0.7692307692307692; 'support': 12}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8; 'f1-score': 0.8421052631578948; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8015873015873016; 'recall': 0.8166666666666667; 'f1-score': 0.8056680161943319; 'support': 32}; 'weighted avg': {'precision': 0.8234126984126984; 'recall': 0.8125; 'f1-score': 0.8147773279352227; 'support': 32}}
10,2,DNF,4,284,32,8,[35; 36],564,0.913210,0.875000,9,[X4 >= 0.067040 AND X5 >= 0.022800 AND X9 >= -0.234040 AND X13 >= -0.496390 AND X26 < 1.000000] OR [X6 >= 0.348160 AND X21 < 0.425280 AND X23 >= -0.913380 AND X27 < 0.091760],{'0.0': {'precision': 0.8877551020408163; 'recall': 0.8613861386138614; 'f1-score': 0.8743718592964823; 'support': 101}; '1.0': {'precision': 0.9247311827956989; 'recall': 0.9398907103825137; 'f1-score': 0.9322493224932249; 'support': 183}; 'accuracy': 0.9119718309859155; 'macro avg': {'precision': 0.9062431424182575; 'recall': 0.9006384244981875; 'f1-score': 0.9033105908948535; 'support': 284}; 'weighted avg': {'precision': 0.9115812385835751; 'recall': 0.9119718309859155; 'f1-score': 0.9116661401591721; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.8333333333333334; 'f1-score': 0.8333333333333334; 'support': 12}; '1.0': {'precision': 0.9; 'recall': 0.9; 'f1-score': 0.9; 'support': 20}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8666666666666667; 'recall': 0.8666666666666667; 'f1-score': 0.8666666666666667; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}}
10,2,DNF,5,284,32,8,[35; 36],564,0.877509,0.812500,9,[X4 >= 0.700190 AND X6 >= 0.037590 AND X7 >= 0.000000 AND X17 >= -0.686270 AND X26 < 0.838990] OR [X7 >= -0.672730 AND X15 < 0.771280 AND X23 < 0.082350 AND X28 < 1.000000],{'0.0': {'precision': 0.6701030927835051; 'recall': 0.6435643564356436; 'f1-score': 0.6565656565656566; 'support': 101}; '1.0': {'precision': 0.8074866310160428; 'recall': 0.825136612021858; 'f1-score': 0.8162162162162163; 'support': 183}; 'accuracy': 0.7605633802816901; 'macro avg': {'precision': 0.738794861899774; 'recall': 0.7343504842287507; 'f1-score': 0.7363909363909364; 'support': 284}; 'weighted avg': {'precision': 0.7586284008699642; 'recall': 0.7605633802816901; 'f1-score': 0.7594390805658412; 'support': 284}},{'0.0': {'precision': 0.75; 'recall': 0.75; 'f1-score': 0.75; 'support': 12}; '1.0': {'precision': 0.85; 'recall': 0.85; 'f1-score': 0.85; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8; 'recall': 0.8; 'f1-score': 0.8; 'support': 32}; 'weighted avg': {'precision': 0.8125; 'recall': 0.8125; 'f1-score': 0.8125; 'support': 32}}
10,2,DNF,6,285,31,8,[35; 36],564,0.945726,0.838710,10,[X0 AND X2 >= 0.000000 AND X4 >= 0.067040 AND X6 >= 0.348160] OR [X2 >= 0.749160 AND X3 >= -0.500000 AND X6 >= 0.037590 AND X13 >= -0.496390 AND X32 >= 0.409560 AND X33 < 0.714440],{'0.0': {'precision': 0.7904761904761904; 'recall': 0.8137254901960784; 'f1-score': 0.8019323671497584; 'support': 102}; '1.0': {'precision': 0.8944444444444445; 'recall': 0.8797814207650273; 'f1-score': 0.8870523415977961; 'support': 183}; 'accuracy': 0.856140350877193; 'macro avg': {'precision': 0.8424603174603175; 'recall': 0.8467534554805529; 'f1-score': 0.8444923543737772; 'support': 285}; 'weighted avg': {'precision': 0.857234753550543; 'recall': 0.856140350877193; 'f1-score': 0.8565883507427089; 'support': 285}},{'0.0': {'precision': 0.8; 'recall': 0.7272727272727273; 'f1-score': 0.761904761904762; 'support': 11}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.8136363636363637; 'f1-score': 0.8199767711962833; 'support': 31}; 'weighted avg': {'precision': 0.8368663594470046; 'recall': 0.8387096774193549; 'f1-score': 0.8368363867970477; 'support': 31}}
10,2,DNF,7,285,31,8,[35; 36],564,0.666398,0.838710,8,[X4 >= 0.067040 AND X6 >= 0.037590 AND X7 >= -0.672730 AND X30 < 0.935700 AND X32 < 1.000000] OR [X9 >= 0.018290 AND X13 >= -0.496390 AND X23 < 0.712840],{'0.0': {'precision': 0.782608695652174; 'recall': 0.7058823529411765; 'f1-score': 0.7422680412371134; 'support': 102}; '1.0': {'precision': 0.844559585492228; 'recall': 0.8907103825136612; 'f1-score': 0.8670212765957447; 'support': 183}; 'accuracy': 0.8245614035087719; 'macro avg': {'precision': 0.813584140572201; 'recall': 0.7982963677274189; 'f1-score': 0.8046446589164291; 'support': 285}; 'weighted avg': {'precision': 0.8223876880757875; 'recall': 0.8245614035087719; 'f1-score': 0.8223727502568662; 'support': 285}},{'0.0': {'precision': 0.8; 'recall': 0.7272727272727273; 'f1-score': 0.761904761904762; 'support': 11}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9; 'f1-score': 0.8780487804878048; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.8285714285714285; 'recall': 0.8136363636363637; 'f1-score': 0.8199767711962833; 'support': 31}; 'weighted avg': {'precision': 0.8368663594470046; 'recall': 0.8387096774193549; 'f1-score': 0.8368363867970477; 'support': 31}}
10,2,DNF,8,285,31,8,[35; 36],564,1.725579,0.741935,12,[X0 AND X2 >= 0.000000 AND X4 >= 0.067040 AND X5 < 0.761600 AND X5 >= -0.227030 AND X7 >= 0.279550 AND X32 < 1.000000] OR [X0 AND X13 < 0.525170 AND X14 >= 0.601940 AND X15 < 0.771280 AND X20 >= 0.162450],{'0.0': {'precision': 0.7647058823529411; 'recall': 0.8921568627450981; 'f1-score': 0.823529411764706; 'support': 102}; '1.0': {'precision': 0.9337349397590361; 'recall': 0.8469945355191257; 'f1-score': 0.8882521489971348; 'support': 183}; 'accuracy': 0.8631578947368421; 'macro avg': {'precision': 0.8492204110559887; 'recall': 0.869575699132112; 'f1-score': 0.8558907803809204; 'support': 285}; 'weighted avg': {'precision': 0.8732403297400126; 'recall': 0.8631578947368421; 'f1-score': 0.865088221987634; 'support': 285}},{'0.0': {'precision': 0.5789473684210527; 'recall': 1.0; 'f1-score': 0.7333333333333334; 'support': 11}; '1.0': {'precision': 1.0; 'recall': 0.6; 'f1-score': 0.7499999999999999; 'support': 20}; 'accuracy': 0.7419354838709677; 'macro avg': {'precision': 0.7894736842105263; 'recall': 0.8; 'f1-score': 0.7416666666666667; 'support': 31}; 'weighted avg': {'precision': 0.8505942275042445; 'recall': 0.7419354838709677; 'f1-score': 0.7440860215053762; 'support': 31}}
10,2,DNF,9,285,31,8,[35; 36],564,0.779066,0.806452,9,[X2 >= 0.000000 AND X4 >= 0.540400 AND X9 >= -0.073980 AND X17 >= -0.686270] OR [X9 < 0.328990 AND X11 < 0.627190 AND X17 < 0.000000 AND X31 < 0.324920 AND X33 < 0.000000],{'0.0': {'precision': 0.7238095238095238; 'recall': 0.7450980392156863; 'f1-score': 0.7342995169082125; 'support': 102}; '1.0': {'precision': 0.8555555555555555; 'recall': 0.8415300546448088; 'f1-score': 0.8484848484848484; 'support': 183}; 'accuracy': 0.8070175438596491; 'macro avg': {'precision': 0.7896825396825397; 'recall': 0.7933140469302475; 'f1-score': 0.7913921826965304; 'support': 285}; 'weighted avg': {'precision': 0.8084043441938178; 'recall': 0.8070175438596491; 'f1-score': 0.8076185192889997; 'support': 285}},{'0.0': {'precision': 0.7272727272727273; 'recall': 0.7272727272727273; 'f1-score': 0.7272727272727273; 'support': 11}; '1.0': {'precision': 0.85; 'recall': 0.85; 'f1-score': 0.85; 'support': 20}; 'accuracy': 0.8064516129032258; 'macro avg': {'precision': 0.7886363636363636; 'recall': 0.7886363636363636; 'f1-score': 0.7886363636363636; 'support': 31}; 'weighted avg': {'precision': 0.8064516129032258; 'recall': 0.8064516129032258; 'f1-score': 0.8064516129032258; 'support': 31}}
10,2,DNF,0,284,32,4,[71; 71],564,1.358034,0.875000,12,[X3 >= 0.016310 AND X4 >= 0.067040 AND X5 >= -0.227030 AND X9 >= -0.234040 AND X29 >= -0.836750] OR [X0 AND X7 < 0.636360 AND X17 < 0.367500 AND X17 >= -0.686270 AND X21 < 0.821620 AND X22 >= 0.000000 AND X23 < 0.299610],{'0.0': {'precision': 0.8681318681318682; 'recall': 0.7745098039215687; 'f1-score': 0.8186528497409328; 'support': 102}; '1.0': {'precision': 0.8808290155440415; 'recall': 0.9340659340659341; 'f1-score': 0.9066666666666667; 'support': 182}; 'accuracy': 0.8767605633802817; 'macro avg': {'precision': 0.8744804418379548; 'recall': 0.8542878689937514; 'f1-score': 0.8626597582037998; 'support': 284}; 'weighted avg': {'precision': 0.8762687724593877; 'recall': 0.8767605633802817; 'f1-score': 0.875056070446861; 'support': 284}},{'0.0': {'precision': 0.8181818181818182; 'recall': 0.8181818181818182; 'f1-score': 0.8181818181818182; 'support': 11}; '1.0': {'precision': 0.9047619047619048; 'recall': 0.9047619047619048; 'f1-score': 0.9047619047619048; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.8614718614718615; 'recall': 0.8614718614718615; 'f1-score': 0.8614718614718615; 'support': 32}; 'weighted avg': {'precision': 0.875; 'recall': 0.875; 'f1-score': 0.875; 'support': 32}}
10,2,DNF,1,284,32,4,[71; 71],564,1.772111,0.781250,10,[X3 >= -0.027360 AND X6 >= 0.037590 AND X7 >= -0.672730 AND X11 >= -0.020280 AND X19 >= 0.331290 AND X30 < 1.000000] OR [X4 >= 0.067040 AND X13 >= -0.496390 AND X19 < 0.059520 AND X23 < 0.299610],{'0.0': {'precision': 0.8073394495412844; 'recall': 0.8627450980392157; 'f1-score': 0.8341232227488152; 'support': 102}; '1.0': {'precision': 0.92; 'recall': 0.8846153846153846; 'f1-score': 0.9019607843137256; 'support': 182}; 'accuracy': 0.8767605633802817; 'macro avg': {'precision': 0.8636697247706422; 'recall': 0.8736802413273002; 'f1-score': 0.8680420035312704; 'support': 284}; 'weighted avg': {'precision': 0.8795374079338415; 'recall': 0.8767605633802817; 'f1-score': 0.8775965896671732; 'support': 284}},{'0.0': {'precision': 0.6428571428571429; 'recall': 0.8181818181818182; 'f1-score': 0.7200000000000001; 'support': 11}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.7619047619047619; 'f1-score': 0.8205128205128205; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.7658730158730158; 'recall': 0.7900432900432901; 'f1-score': 0.7702564102564102; 'support': 32}; 'weighted avg': {'precision': 0.8043154761904762; 'recall': 0.78125; 'f1-score': 0.7859615384615385; 'support': 32}}
