lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],296,605.178223,0.476629,3,[X0 < 29.500000 OR X3 == 1 OR X13 == 10],{'0': {'precision': 0.6724013541262002; 'recall': 0.6051041302502123; 'f1-score': 0.6369801798012723; 'support': 20023}; '1': {'precision': 0.05362058647516457; 'recall': 0.07054007242953865; 'f1-score': 0.060927512579899354; 'support': 6351}; 'accuracy': 0.47637825130810646; 'macro avg': {'precision': 0.36301097030068236; 'recall': 0.33782210133987545; 'f1-score': 0.34895384619058584; 'support': 26374}; 'weighted avg': {'precision': 0.5233956418583711; 'recall': 0.47637825130810646; 'f1-score': 0.4982636222247599; 'support': 26374}},{'0': {'precision': 0.6740554156171285; 'recall': 0.6013483146067415; 'f1-score': 0.6356294536817102; 'support': 2225}; '1': {'precision': 0.06236786469344609; 'recall': 0.08356940509915015; 'f1-score': 0.07142857142857142; 'support': 706}; 'accuracy': 0.47662913681337427; 'macro avg': {'precision': 0.3682116401552873; 'recall': 0.34245885985294583; 'f1-score': 0.3535290125551408; 'support': 2931}; 'weighted avg': {'precision': 0.5267161420067157; 'recall': 0.47662913681337427; 'f1-score': 0.4997284564552632; 'support': 2931}}
10,2,DNF,7,26375,2930,412,[64; 65],296,67.981086,0.727986,49,[X1 != 0 AND X1 != 1 AND X1 != 8 AND X3 != 3 AND X3 != 6 AND X3 != 11 AND X3 != 14 AND X5 != 0 AND X5 != 4 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 10 AND X6 != 14 AND X7 != 4 AND X8 != 0 AND X10 < 57.000000 AND X13 != 1 AND X13 != 7 AND X13 != 20 AND X13 != 38] OR [X0 < 61.500000 AND X0 >= 29.500000 AND X1 != 2 AND X1 != 6 AND X3 != 1 AND X3 != 2 AND X3 != 6 AND X3 != 7 AND X3 != 15 AND X5 != 3 AND X6 != 1 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X8 != 0 AND X8 != 2 AND X9 AND X12 >= 39.500000 AND X13 != 6 AND X13 != 7 AND X13 != 10 AND X13 != 17 AND X13 != 23 AND X13 != 25 AND X13 != 32 AND X13 != 35 AND X13 != 41 AND X13 == 39],{'0': {'precision': 0.8463591307662981; 'recall': 0.7761074764021375; 'f1-score': 0.8097123801583992; 'support': 20023}; '1': {'precision': 0.44060394309957573; 'recall': 0.5558879093198993; 'f1-score': 0.4915773353751914; 'support': 6352}; 'accuracy': 0.7230710900473933; 'macro avg': {'precision': 0.643481536932937; 'recall': 0.6659976928610184; 'f1-score': 0.6506448577667953; 'support': 26375}; 'weighted avg': {'precision': 0.7486394359015011; 'recall': 0.7230710900473933; 'f1-score': 0.7330946055816054; 'support': 26375}},{'0': {'precision': 0.8527667984189723; 'recall': 0.7757303370786517; 'f1-score': 0.8124264532831255; 'support': 2225}; '1': {'precision': 0.4492273730684327; 'recall': 0.577304964539007; 'f1-score': 0.505276225946617; 'support': 705}; 'accuracy': 0.7279863481228669; 'macro avg': {'precision': 0.6509970857437025; 'recall': 0.6765176508088293; 'f1-score': 0.6588513396148712; 'support': 2930}; 'weighted avg': {'precision': 0.7556694281554466; 'recall': 0.7279863481228669; 'f1-score': 0.7385217057499383; 'support': 2930}}
10,2,DNF,8,26375,2930,412,[64; 65],296,63.067178,0.775427,43,[X0 >= 27.500000 AND X1 != 6 AND X1 != 7 AND X3 != 1 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X4 >= 10.500000 AND X5 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 14 AND X6 == 10 AND X7 != 4 AND X12 < 49.500000 AND X13 != 5 AND X13 != 9 AND X13 != 21 AND X13 != 26 AND X13 != 27 AND X13 != 40] OR [X0 >= 35.500000 AND X1 != 0 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 12 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 == 2 AND X6 != 7 AND X8 != 0 AND X8 == 4 AND X13 != 4 AND X13 != 6 AND X13 != 12 AND X13 != 21 AND X13 != 22 AND X13 != 25 AND X13 != 31 AND X13 != 32],{'0': {'precision': 0.832311508400805; 'recall': 0.888134238913304; 'f1-score': 0.8593172428788868; 'support': 20024}; '1': {'precision': 0.5527156549520766; 'recall': 0.4358368760825067; 'f1-score': 0.4873668456730346; 'support': 6351}; 'accuracy': 0.7792227488151658; 'macro avg': {'precision': 0.6925135816764408; 'recall': 0.6619855574979053; 'f1-score': 0.6733420442759607; 'support': 26375}; 'weighted avg': {'precision': 0.7649858869694164; 'recall': 0.7792227488151658; 'f1-score': 0.7697529974701903; 'support': 26375}},{'0': {'precision': 0.8320610687022901; 'recall': 0.8821942446043165; 'f1-score': 0.8563945875163684; 'support': 2224}; '1': {'precision': 0.541958041958042; 'recall': 0.43909348441926344; 'f1-score': 0.48513302034428796; 'support': 706}; 'accuracy': 0.7754266211604095; 'macro avg': {'precision': 0.687009555330166; 'recall': 0.66064386451179; 'f1-score': 0.6707638039303282; 'support': 2930}; 'weighted avg': {'precision': 0.7621591107222768; 'recall': 0.7754266211604095; 'f1-score': 0.7669370221841197; 'support': 2930}}
10,2,DNF,9,26375,2930,412,[64; 65],296,67.828704,0.747782,50,[X0 >= 35.500000 AND X1 != 3 AND X1 != 8 AND X3 != 3 AND X3 != 7 AND X3 != 13 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 4 AND X6 != 3 AND X6 != 6 AND X6 != 8 AND X6 != 10 AND X6 != 14 AND X7 != 1 AND X7 != 4 AND X8 != 0 AND X13 != 4 AND X13 != 10 AND X13 != 18 AND X13 != 21 AND X13 != 23 AND X13 != 24 AND X13 != 31 AND X13 != 32 AND X13 != 34 AND X13 != 40 AND X13 != 41] OR [X0 >= 23.500000 AND X1 != 5 AND X1 != 7 AND X3 != 2 AND X3 != 5 AND X3 != 6 AND X3 != 8 AND X4 >= 9.500000 AND X5 != 1 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X8 == 4 AND X9 AND X13 != 8 AND X13 != 13 AND X13 != 26 AND X13 != 37 AND X13 != 41],{'0': {'precision': 0.854251012145749; 'recall': 0.8324510587295245; 'f1-score': 0.8432101575739179; 'support': 20024}; '1': {'precision': 0.5110754881958612; 'recall': 0.5521965044874823; 'f1-score': 0.530840838568077; 'support': 6351}; 'accuracy': 0.7649668246445498; 'macro avg': {'precision': 0.6826632501708051; 'recall': 0.6923237816085034; 'f1-score': 0.6870254980709974; 'support': 26375}; 'weighted avg': {'precision': 0.7716156471180433; 'recall': 0.7649668246445498; 'f1-score': 0.7679928098959617; 'support': 26375}},{'0': {'precision': 0.8413793103448276; 'recall': 0.822841726618705; 'f1-score': 0.832007274380541; 'support': 2224}; '1': {'precision': 0.4781456953642384; 'recall': 0.5113314447592068; 'f1-score': 0.49418206707734424; 'support': 706}; 'accuracy': 0.7477815699658703; 'macro avg': {'precision': 0.659762502854533; 'recall': 0.6670865856889558; 'f1-score': 0.6630946707289427; 'support': 2930}; 'weighted avg': {'precision': 0.7538561253017231; 'recall': 0.7477815699658703; 'f1-score': 0.750606388252194; 'support': 2930}}
10,2,DNF,0,26374,2931,206,[128; 129],296,713.022561,0.764585,67,[X0 >= 29.500000 AND X1 != 0 AND X1 != 6 AND X1 != 7 AND X1 != 8 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 10 AND X3 != 13 AND X3 != 15 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 2 AND X6 != 5 AND X6 != 8 AND X6 != 11 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X8 == 4 AND X12 >= 39.500000 AND X13 != 9 AND X13 != 11] OR [X0 < 61.500000 AND X0 >= 35.500000 AND X1 != 2 AND X3 != 1 AND X3 != 11 AND X3 != 12 AND X3 != 15 AND X5 != 3 AND X5 != 6 AND X6 != 3 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X11 < 1923.000000 AND X12 < 49.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 8 AND X13 != 9 AND X13 != 10 AND X13 != 11 AND X13 != 13 AND X13 != 16 AND X13 != 18 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 32 AND X13 != 34 AND X13 != 35 AND X13 != 36 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8299265634501146; 'recall': 0.8861309494081806; 'f1-score': 0.8571083522535143; 'support': 20023}; '1': {'precision': 0.5435435435435435; 'recall': 0.42749173358526216; 'f1-score': 0.4785827604442094; 'support': 6351}; 'accuracy': 0.7756881777508152; 'macro avg': {'precision': 0.6867350534968291; 'recall': 0.6568113414967214; 'f1-score': 0.6678455563488619; 'support': 26374}; 'weighted avg': {'precision': 0.7609640033747891; 'recall': 0.7756881777508152; 'f1-score': 0.7659573689525022; 'support': 26374}},{'0': {'precision': 0.820995399414471; 'recall': 0.8822471910112359; 'f1-score': 0.8505199306759099; 'support': 2225}; '1': {'precision': 0.5148148148148148; 'recall': 0.3937677053824363; 'f1-score': 0.44622792937399686; 'support': 706}; 'accuracy': 0.7645854657113613; 'macro avg': {'precision': 0.6679051071146429; 'recall': 0.6380074481968361; 'f1-score': 0.6483739300249534; 'support': 2931}; 'weighted avg': {'precision': 0.7472446342396647; 'recall': 0.7645854657113613; 'f1-score': 0.7531367328188131; 'support': 2931}}
10,2,DNF,1,26374,2931,206,[128; 129],296,769.345663,0.814739,55,[X0 < 61.500000 AND X0 >= 43.500000 AND X1 != 7 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X3 != 13 AND X4 < 14.500000 AND X5 != 0 AND X5 != 4 AND X5 == 2 AND X6 != 2 AND X6 != 6 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X7 != 4 AND X8 != 3 AND X10 < 57.000000 AND X12 < 65.500000 AND X13 != 12 AND X13 != 20 AND X13 != 34 AND X13 != 38] OR [X0 >= 27.500000 AND X3 != 0 AND X3 != 5 AND X3 != 8 AND X3 != 15 AND X5 != 0 AND X5 != 1 AND X5 != 4 AND X5 != 6 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X8 != 0 AND X8 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 12 AND X13 != 20 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 33 AND X13 != 34],{'0': {'precision': 0.8613010353584685; 'recall': 0.880787094840933; 'f1-score': 0.8709350848169092; 'support': 20023}; '1': {'precision': 0.595286537809427; 'recall': 0.552826326562746; 'f1-score': 0.5732712874520369; 'support': 6351}; 'accuracy': 0.8018123909911277; 'macro avg': {'precision': 0.7282937865839477; 'recall': 0.7168067107018394; 'f1-score': 0.7221031861344731; 'support': 26374}; 'weighted avg': {'precision': 0.797243324206047; 'recall': 0.8018123909911277; 'f1-score': 0.7992560533061673; 'support': 26374}},{'0': {'precision': 0.8704845814977974; 'recall': 0.8880898876404495; 'f1-score': 0.8791991101223582; 'support': 2225}; '1': {'precision': 0.6232980332829047; 'recall': 0.5835694050991501; 'f1-score': 0.6027798098024871; 'support': 706}; 'accuracy': 0.8147389969293757; 'macro avg': {'precision': 0.746891307390351; 'recall': 0.7358296463697998; 'f1-score': 0.7409894599624227; 'support': 2931}; 'weighted avg': {'precision': 0.8109439117469566; 'recall': 0.8147389969293757; 'f1-score': 0.8126170473363368; 'support': 2931}}
10,2,DNF,2,26374,2931,206,[128; 129],296,771.707350,0.731832,64,[X0 >= 27.500000 AND X1 != 0 AND X1 != 1 AND X1 != 3 AND X1 != 6 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 8 AND X3 != 13 AND X3 != 15 AND X5 != 0 AND X5 != 3 AND X5 != 6 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 12 AND X6 != 13 AND X6 != 14 AND X7 != 1 AND X7 != 3 AND X7 != 4 AND X8 != 3 AND X13 != 0 AND X13 != 9 AND X13 != 11 AND X13 != 25] OR [X0 >= 27.500000 AND X1 != 1 AND X1 != 7 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 11 AND X5 != 6 AND X6 != 1 AND X6 != 4 AND X6 != 6 AND X6 != 8 AND X7 != 2 AND X7 != 3 AND X7 != 4 AND X7 != 5 AND X8 != 0 AND X8 != 3 AND X10 < 57.000000 AND X11 < 1568.500000 AND X12 < 65.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 4 AND X13 != 6 AND X13 != 11 AND X13 != 18 AND X13 != 22 AND X13 != 23 AND X13 != 25 AND X13 != 33 AND X13 != 35 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8470031545741324; 'recall': 0.8045747390500924; 'f1-score': 0.8252439617857233; 'support': 20023}; '1': {'precision': 0.4679086211585532; 'recall': 0.5418044402456306; 'f1-score': 0.502152499087924; 'support': 6351}; 'accuracy': 0.741298248274816; 'macro avg': {'precision': 0.6574558878663428; 'recall': 0.6731895896478615; 'f1-score': 0.6636982304368237; 'support': 26374}; 'weighted avg': {'precision': 0.7557151670969828; 'recall': 0.741298248274816; 'f1-score': 0.7474418127149064; 'support': 26374}},{'0': {'precision': 0.8454152664426309; 'recall': 0.7914606741573034; 'f1-score': 0.8175487465181059; 'support': 2225}; '1': {'precision': 0.4528301886792453; 'recall': 0.5439093484419264; 'f1-score': 0.4942084942084943; 'support': 706}; 'accuracy': 0.7318321392016377; 'macro avg': {'precision': 0.6491227275609381; 'recall': 0.6676850112996149; 'f1-score': 0.6558786203633001; 'support': 2931}; 'weighted avg': {'precision': 0.750851955319823; 'recall': 0.7318321392016377; 'f1-score': 0.739664673460929; 'support': 2931}}
10,2,DNF,3,26374,2931,206,[128; 129],296,766.972525,0.778915,55,[X0 >= 27.500000 AND X1 != 5 AND X1 != 6 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 4 AND X3 != 5 AND X3 != 13 AND X3 != 14 AND X4 < 10.500000 AND X4 >= 8.500000 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X6 != 2 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 9 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 == 4 AND X12 >= 39.500000 AND X13 != 3 AND X13 != 23 AND X13 != 30 AND X13 == 39] OR [X0 >= 35.500000 AND X1 != 0 AND X1 != 1 AND X1 != 2 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X4 >= 9.500000 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X6 != 1 AND X6 != 5 AND X6 != 8 AND X6 != 11 AND X6 != 14 AND X9 AND X11 < 1978.500000 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 23 AND X13 != 30],{'0': {'precision': 0.8329775627342156; 'recall': 0.8769914598212056; 'f1-score': 0.8544180615025303; 'support': 20023}; '1': {'precision': 0.5346684300018892; 'recall': 0.44559911824909465; 'f1-score': 0.48608725523874957; 'support': 6351}; 'accuracy': 0.7731098809433533; 'macro avg': {'precision': 0.6838229963680524; 'recall': 0.6612952890351501; 'f1-score': 0.67025265837064; 'support': 26374}; 'weighted avg': {'precision': 0.7611431310218093; 'recall': 0.7731098809433533; 'f1-score': 0.7657220369866711; 'support': 26374}},{'0': {'precision': 0.8441728502837189; 'recall': 0.8692134831460674; 'f1-score': 0.8565101860053145; 'support': 2225}; '1': {'precision': 0.5453125; 'recall': 0.4943342776203966; 'f1-score': 0.5185735512630014; 'support': 706}; 'accuracy': 0.7789150460593655; 'macro avg': {'precision': 0.6947426751418595; 'recall': 0.6817738803832321; 'f1-score': 0.6875418686341579; 'support': 2931}; 'weighted avg': {'precision': 0.7721853349987289; 'recall': 0.7789150460593655; 'f1-score': 0.7751102323621644; 'support': 2931}}
10,2,DNF,4,26374,2931,206,[128; 129],296,767.736203,0.752644,57,[X0 < 54.500000 AND X1 != 2 AND X1 != 3 AND X3 != 1 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X5 != 6 AND X6 != 1 AND X6 != 3 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X13 != 9] OR [X0 >= 43.500000 AND X1 != 2 AND X3 != 0 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 8 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X6 != 4 AND X6 != 7 AND X6 != 11 AND X6 != 12 AND X7 != 2 AND X7 != 3 AND X7 != 5 AND X8 != 0 AND X8 == 4 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 9 AND X13 != 10 AND X13 != 18 AND X13 != 25 AND X13 != 28 AND X13 != 32 AND X13 != 33 AND X13 != 41],{'0': {'precision': 0.841609081934847; 'recall': 0.8515706937022425; 'f1-score': 0.8465605838691259; 'support': 20023}; '1': {'precision': 0.5139025188092902; 'recall': 0.4947252401196662; 'f1-score': 0.5041315683914962; 'support': 6351}; 'accuracy': 0.7656404034276181; 'macro avg': {'precision': 0.6777558003720685; 'recall': 0.6731479669109544; 'f1-score': 0.6753460761303111; 'support': 26374}; 'weighted avg': {'precision': 0.7626955920428924; 'recall': 0.7656404034276181; 'f1-score': 0.7641018488536399; 'support': 26374}},{'0': {'precision': 0.833926981300089; 'recall': 0.8417977528089887; 'f1-score': 0.8378438828002683; 'support': 2225}; '1': {'precision': 0.48613138686131385; 'recall': 0.471671388101983; 'f1-score': 0.4787922358015816; 'support': 706}; 'accuracy': 0.7526441487546912; 'macro avg': {'precision': 0.6600291840807014; 'recall': 0.6567345704554859; 'f1-score': 0.658318059300925; 'support': 2931}; 'weighted avg': {'precision': 0.750152266297095; 'recall': 0.7526441487546912; 'f1-score': 0.7513578838985034; 'support': 2931}}
10,2,DNF,5,26375,2930,206,[128; 129],296,749.197859,0.791809,64,[X0 >= 29.500000 AND X1 != 7 AND X1 != 8 AND X3 != 0 AND X3 != 2 AND X3 != 4 AND X3 != 6 AND X3 != 8 AND X3 != 13 AND X3 != 15 AND X4 >= 9.500000 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 12 AND X7 != 3 AND X8 != 3 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 10 AND X13 != 26] OR [X0 >= 35.500000 AND X1 != 0 AND X1 != 1 AND X1 != 5 AND X1 != 6 AND X1 != 7 AND X3 != 2 AND X3 != 5 AND X3 != 8 AND X5 != 0 AND X5 != 4 AND X5 != 5 AND X5 != 6 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X7 != 3 AND X8 == 4 AND X13 != 3 AND X13 != 4 AND X13 != 5 AND X13 != 10 AND X13 != 11 AND X13 != 12 AND X13 != 14 AND X13 != 21 AND X13 != 22 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 33 AND X13 != 38 AND X13 != 40],{'0': {'precision': 0.8464260438782731; 'recall': 0.8959696349198422; 'f1-score': 0.8704934737250717; 'support': 20023}; '1': {'precision': 0.5978764478764479; 'recall': 0.4875629722921914; 'f1-score': 0.5371141172389872; 'support': 6352}; 'accuracy': 0.7976113744075829; 'macro avg': {'precision': 0.7221512458773605; 'recall': 0.6917663036060168; 'f1-score': 0.7038037954820294; 'support': 26375}; 'weighted avg': {'precision': 0.7865668198478052; 'recall': 0.7976113744075829; 'f1-score': 0.7902043487051813; 'support': 26375}},{'0': {'precision': 0.8494158372998701; 'recall': 0.8822471910112359; 'f1-score': 0.8655202821869489; 'support': 2225}; '1': {'precision': 0.5767366720516963; 'recall': 0.5063829787234042; 'f1-score': 0.5392749244712992; 'support': 705}; 'accuracy': 0.7918088737201365; 'macro avg': {'precision': 0.7130762546757832; 'recall': 0.6943150848673201; 'f1-score': 0.702397603329124; 'support': 2930}; 'weighted avg': {'precision': 0.7838053214295757; 'recall': 0.7918088737201365; 'f1-score': 0.7870209725659479; 'support': 2930}}
10,2,DNF,6,26375,2930,206,[128; 129],296,801.169160,0.763140,52,[X0 >= 35.500000 AND X3 != 0 AND X3 != 3 AND X3 != 5 AND X3 != 6 AND X3 != 7 AND X3 != 11 AND X3 != 13 AND X3 != 15 AND X5 != 3 AND X5 != 4 AND X6 != 2 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X6 != 14 AND X7 != 2 AND X7 != 4 AND X8 != 0 AND X13 != 2 AND X13 != 6 AND X13 != 9 AND X13 != 22] OR [X0 < 43.500000 AND X0 >= 27.500000 AND X1 != 2 AND X1 == 4 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X5 != 0 AND X5 != 5 AND X5 != 6 AND X6 != 1 AND X6 != 2 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 10 AND X6 != 13 AND X6 != 14 AND X7 != 3 AND X8 != 0 AND X8 != 3 AND X13 != 2 AND X13 != 18 AND X13 != 20 AND X13 != 31 AND X13 != 32],{'0': {'precision': 0.8384258595132215; 'recall': 0.8756929531039305; 'f1-score': 0.8566542896228259; 'support': 20023}; '1': {'precision': 0.5443061149761992; 'recall': 0.46804156171284633; 'f1-score': 0.5033011681056373; 'support': 6352}; 'accuracy': 0.7775165876777251; 'macro avg': {'precision': 0.6913659872447103; 'recall': 0.6718672574083884; 'f1-score': 0.6799777288642316; 'support': 26375}; 'weighted avg': {'precision': 0.7675917887151489; 'recall': 0.7775165876777251; 'f1-score': 0.7715548004142124; 'support': 26375}},{'0': {'precision': 0.8321041214750542; 'recall': 0.8620224719101124; 'f1-score': 0.8467991169977925; 'support': 2225}; '1': {'precision': 0.5088; 'recall': 0.451063829787234; 'f1-score': 0.4781954887218045; 'support': 705}; 'accuracy': 0.7631399317406143; 'macro avg': {'precision': 0.6704520607375271; 'recall': 0.6565431508486732; 'f1-score': 0.6624973028597985; 'support': 2930}; 'weighted avg': {'precision': 0.7543125154546061; 'recall': 0.7631399317406143; 'f1-score': 0.7581078002965737; 'support': 2930}}
10,2,DNF,7,26375,2930,206,[128; 129],296,781.004706,0.753242,75,[X0 >= 29.500000 AND X1 != 5 AND X1 != 8 AND X3 != 0 AND X3 != 1 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 8 AND X3 != 9 AND X3 != 12 AND X3 != 13 AND X5 != 0 AND X5 != 3 AND X6 != 0 AND X6 != 1 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X6 != 13 AND X7 != 1 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X10 < 57.000000 AND X12 >= 39.500000 AND X13 != 0 AND X13 != 2 AND X13 != 12 AND X13 != 19] OR [X1 != 0 AND X1 != 2 AND X1 != 6 AND X3 != 0 AND X3 != 1 AND X3 != 5 AND X3 != 15 AND X4 >= 9.500000 AND X5 != 3 AND X5 != 4 AND X6 != 6 AND X6 != 7 AND X6 != 10 AND X6 != 14 AND X7 != 2 AND X7 != 3 AND X8 != 0 AND X8 != 2 AND X13 != 0 AND X13 != 2 AND X13 != 3 AND X13 != 4 AND X13 != 6 AND X13 != 7 AND X13 != 8 AND X13 != 9 AND X13 != 12 AND X13 != 13 AND X13 != 18 AND X13 != 19 AND X13 != 20 AND X13 != 22 AND X13 != 23 AND X13 != 26 AND X13 != 27 AND X13 != 28 AND X13 != 29 AND X13 != 31 AND X13 != 32 AND X13 != 34 AND X13 != 37 AND X13 != 38 AND X13 != 41],{'0': {'precision': 0.8295678035208903; 'recall': 0.86370673725216; 'f1-score': 0.8462931245412282; 'support': 20023}; '1': {'precision': 0.5063314037626628; 'recall': 0.4406486146095718; 'f1-score': 0.47121212121212125; 'support': 6352}; 'accuracy': 0.7618199052132701; 'macro avg': {'precision': 0.6679496036417766; 'recall': 0.6521776759308658; 'f1-score': 0.6587526228766747; 'support': 26375}; 'weighted avg': {'precision': 0.7517214485914396; 'recall': 0.7618199052132701; 'f1-score': 0.7559608199669537; 'support': 26375}},{'0': {'precision': 0.8231497418244407; 'recall': 0.8597752808988764; 'f1-score': 0.8410639701033196; 'support': 2225}; '1': {'precision': 0.48514851485148514; 'recall': 0.41702127659574467; 'f1-score': 0.44851258581235703; 'support': 705}; 'accuracy': 0.7532423208191126; 'macro avg': {'precision': 0.6541491283379629; 'recall': 0.6383982787473106; 'f1-score': 0.6447882779578383; 'support': 2930}; 'weighted avg': {'precision': 0.741821801545965; 'recall': 0.7532423208191126; 'f1-score': 0.7466104800264838; 'support': 2930}}
10,2,DNF,8,26375,2930,206,[128; 129],296,780.346292,0.754949,71,[X0 >= 23.500000 AND X1 != 3 AND X3 != 0 AND X3 != 1 AND X3 != 2 AND X3 != 3 AND X3 != 4 AND X3 != 5 AND X3 != 6 AND X3 != 11 AND X3 != 13 AND X5 != 0 AND X5 != 1 AND X5 != 3 AND X5 != 5 AND X6 != 1 AND X6 != 2 AND X6 != 3 AND X6 != 5 AND X6 != 6 AND X6 != 7 AND X6 != 8 AND X6 != 9 AND X7 != 2 AND X7 != 3 AND X8 != 2 AND X8 != 3 AND X11 < 1923.000000 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 27 AND X13 != 29] OR [X1 != 7 AND X3 != 1 AND X3 != 2 AND X3 != 5 AND X3 != 9 AND X5 != 0 AND X5 != 3 AND X5 != 4 AND X5 != 5 AND X5 == 2 AND X6 != 4 AND X6 != 5 AND X6 != 6 AND X6 != 8 AND X6 != 12 AND X6 != 14 AND X7 != 2 AND X8 != 1 AND X11 < 1978.500000 AND X12 < 41.500000 AND X12 >= 34.500000 AND X13 != 2 AND X13 != 4 AND X13 != 5 AND X13 != 6 AND X13 != 16 AND X13 != 17 AND X13 != 20 AND X13 != 21 AND X13 != 23 AND X13 != 25 AND X13 != 26 AND X13 != 27 AND X13 != 30 AND X13 != 33 AND X13 != 34 AND X13 != 38 AND X13 != 41],{'0': {'precision': 0.8704643422273148; 'recall': 0.7966939672393129; 'f1-score': 0.8319470157231885; 'support': 20024}; '1': {'precision': 0.4941600397614314; 'recall': 0.6262005983309715; 'f1-score': 0.5523994721855684; 'support': 6351}; 'accuracy': 0.7556398104265403; 'macro avg': {'precision': 0.6823121909943731; 'recall': 0.7114472827851421; 'f1-score': 0.6921732439543784; 'support': 26375}; 'weighted avg': {'precision': 0.7798516929397006; 'recall': 0.7556398104265403; 'f1-score': 0.7646330271352293; 'support': 26375}},{'0': {'precision': 0.866601752677702; 'recall': 0.8003597122302158; 'f1-score': 0.8321645628798503; 'support': 2224}; '1': {'precision': 0.4931506849315068; 'recall': 0.6118980169971672; 'f1-score': 0.5461441213653603; 'support': 706}; 'accuracy': 0.7549488054607508; 'macro avg': {'precision': 0.6798762188046044; 'recall': 0.7061288646136915; 'f1-score': 0.6891543421226053; 'support': 2930}; 'weighted avg': {'precision': 0.7766166148521683; 'recall': 0.7549488054607508; 'f1-score': 0.7632463268016149; 'support': 2930}}
