lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,0,26374,2931,3296,[8; 9],296,607.465236,0.803139,4,[X3 == 12 OR X3 == 14 OR X10 >= 4243.500000 OR X13 == 30],{'0': {'precision': 0.8198108726628957; 'recall': 0.9482095590071418; 'f1-score': 0.879347876429994; 'support': 20023}; '1': {'precision': 0.6774494556765164; 'recall': 0.34293811998110535; 'f1-score': 0.4553627430482961; 'support': 6351}; 'accuracy': 0.8024569651929931; 'macro avg': {'precision': 0.748630164169706; 'recall': 0.6455738394941235; 'f1-score': 0.667355309739145; 'support': 26374}; 'weighted avg': {'precision': 0.7855294834431908; 'recall': 0.8024569651929931; 'f1-score': 0.7772499928284484; 'support': 26374}},{'0': {'precision': 0.8174114021571649; 'recall': 0.9537078651685393; 'f1-score': 0.8803152872847957; 'support': 2225}; '1': {'precision': 0.6925373134328359; 'recall': 0.3286118980169972; 'f1-score': 0.4457252641690682; 'support': 706}; 'accuracy': 0.8031388604571819; 'macro avg': {'precision': 0.7549743577950003; 'recall': 0.6411598815927683; 'f1-score': 0.6630202757269319; 'support': 2931}; 'weighted avg': {'precision': 0.7873325530819768; 'recall': 0.8031388604571819; 'f1-score': 0.775634101232355; 'support': 2931}}
10,3,CNF,2,26374,2931,1648,[16; 17],296,105.577092,0.769021,35,[X1 == 1 OR X3 == 10 OR X3 == 12 OR X4 >= 10.500000 OR X6 == 13 OR X7 == 5 OR X13 == 5 OR X13 == 7 OR X13 == 18 OR X13 == 21 OR X13 == 30 OR X13 == 31] AND [X0 >= 43.500000 OR X1 == 0 OR X1 == 5 OR X3 == 4 OR X5 == 1 OR X6 == 3 OR X6 == 8 OR X6 == 11 OR X13 == 10 OR X13 == 32] AND [X0 >= 23.500000 OR X1 == 6 OR X3 == 1 OR X3 == 11 OR X3 == 14 OR X4 >= 13.500000 OR X5 == 6 OR X6 == 8 OR X6 == 12 OR X10 >= 5119.000000 OR X11 >= 1568.500000 OR X13 == 0 OR X13 == 8],{'0': {'precision': 0.8103729984594557; 'recall': 0.8669530040453478; 'f1-score': 0.8377087153749638; 'support': 20023}; '1': {'precision': 0.46214415505754086; 'recall': 0.36041568256967405; 'f1-score': 0.4049893842887473; 'support': 6351}; 'accuracy': 0.7449761128384015; 'macro avg': {'precision': 0.6362585767584983; 'recall': 0.613684343307511; 'f1-score': 0.6213490498318556; 'support': 26374}; 'weighted avg': {'precision': 0.7265176339168925; 'recall': 0.7449761128384015; 'f1-score': 0.7335075903378605; 'support': 26374}},{'0': {'precision': 0.8260320134793597; 'recall': 0.8813483146067416; 'f1-score': 0.852794085670798; 'support': 2225}; '1': {'precision': 0.526032315978456; 'recall': 0.415014164305949; 'f1-score': 0.46397466349960415; 'support': 706}; 'accuracy': 0.7690208120095531; 'macro avg': {'precision': 0.6760321647289078; 'recall': 0.6481812394563453; 'f1-score': 0.658384374585201; 'support': 2931}; 'weighted avg': {'precision': 0.7537700597312744; 'recall': 0.7690208120095531; 'f1-score': 0.7591378208967062; 'support': 2931}}
10,3,CNF,3,26374,2931,1648,[16; 17],296,101.362822,0.772091,27,[X1 == 0 OR X1 == 6 OR X3 == 5 OR X4 >= 13.500000 OR X7 == 0 OR X10 >= 4243.500000 OR X11 >= 1820.500000 OR X13 == 18] AND [X0 >= 43.500000 OR X1 == 7 OR X3 == 0 OR X3 == 12 OR X7 == 5 OR X10 >= 6618.500000 OR X13 == 21] AND [X0 < 54.500000 OR X1 == 1 OR X3 == 6 OR X3 == 7 OR X5 == 1 OR X6 == 11 OR X6 == 13 OR X7 == 2 OR X11 >= 1881.500000 OR X13 == 2 OR X13 == 7 OR X13 == 22],{'0': {'precision': 0.841440916593844; 'recall': 0.8656045547620237; 'f1-score': 0.8533517146303636; 'support': 20023}; '1': {'precision': 0.534106648199446; 'recall': 0.48575027554715794; 'f1-score': 0.5087820565679888; 'support': 6351}; 'accuracy': 0.7741336164404338; 'macro avg': {'precision': 0.687773782396645; 'recall': 0.6756774151545908; 'f1-score': 0.6810668855991762; 'support': 26374}; 'weighted avg': {'precision': 0.7674331840325025; 'recall': 0.7741336164404338; 'f1-score': 0.7703775014524558; 'support': 26374}},{'0': {'precision': 0.8409986859395532; 'recall': 0.8629213483146068; 'f1-score': 0.8518189884649512; 'support': 2225}; '1': {'precision': 0.529320987654321; 'recall': 0.48583569405099153; 'f1-score': 0.5066469719350073; 'support': 706}; 'accuracy': 0.7720914363698397; 'macro avg': {'precision': 0.6851598367969371; 'recall': 0.6743785211827992; 'f1-score': 0.6792329801999792; 'support': 2931}; 'weighted avg': {'precision': 0.765923812179958; 'recall': 0.7720914363698397; 'f1-score': 0.7686762236508466; 'support': 2931}}
10,3,CNF,4,26374,2931,1648,[16; 17],296,100.779805,0.744456,30,[X1 == 2 OR X1 == 5 OR X3 == 8 OR X3 == 12 OR X5 == 1 OR X6 == 1 OR X10 >= 7073.500000 OR X11 >= 1862.000000] AND [X0 >= 21.500000 OR X1 == 1 OR X1 == 6 OR X3 == 8 OR X3 == 10 OR X3 == 14 OR X5 == 1 OR X6 == 6 OR X12 >= 49.500000 OR X13 == 10] AND [X1 == 2 OR X3 == 4 OR X3 == 15 OR X6 == 7 OR X6 == 14 OR X7 == 3 OR X8 == 3 OR X9 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 18 OR X13 == 34],{'0': {'precision': 0.8322768633064104; 'recall': 0.8131149178444789; 'f1-score': 0.8225843122394846; 'support': 20023}; '1': {'precision': 0.4506752789195537; 'recall': 0.48338844276491894; 'f1-score': 0.46645901390260575; 'support': 6351}; 'accuracy': 0.7337150223705164; 'macro avg': {'precision': 0.6414760711129821; 'recall': 0.6482516803046989; 'f1-score': 0.6445216630710452; 'support': 26374}; 'weighted avg': {'precision': 0.7403851645712572; 'recall': 0.7337150223705164; 'f1-score': 0.7368274391926385; 'support': 26374}},{'0': {'precision': 0.8351498637602179; 'recall': 0.8265168539325842; 'f1-score': 0.8308109329116783; 'support': 2225}; '1': {'precision': 0.47050754458161864; 'recall': 0.48583569405099153; 'f1-score': 0.4780487804878049; 'support': 706}; 'accuracy': 0.7444558171272603; 'macro avg': {'precision': 0.6528287041709183; 'recall': 0.6561762739917879; 'f1-score': 0.6544298566997416; 'support': 2931}; 'weighted avg': {'precision': 0.7473172205189723; 'recall': 0.7444558171272603; 'f1-score': 0.7458399060910522; 'support': 2931}}
10,3,CNF,5,26375,2930,1648,[16; 17],296,100.946792,0.788396,32,[X1 == 5 OR X3 == 9 OR X3 == 10 OR X3 == 12 OR X6 == 3 OR X10 >= 7073.500000 OR X13 == 9] AND [X1 == 0 OR X1 == 1 OR X3 == 1 OR X3 == 4 OR X3 == 10 OR X3 == 15 OR X6 == 7 OR X6 == 11 OR X6 == 14 OR X7 == 5 OR X10 >= 5505.500000 OR X11 >= 2384.500000 OR X13 == 11 OR X13 == 19 OR X13 == 34 OR X13 == 41] AND [X0 >= 23.500000 OR X3 == 0 OR X3 == 9 OR X3 == 12 OR X6 == 10 OR X6 == 13 OR X6 == 14 OR X7 == 1 OR X8 != 4],{'0': {'precision': 0.8132810799042021; 'recall': 0.9327773060979874; 'f1-score': 0.868940169349586; 'support': 20023}; '1': {'precision': 0.6052785923753665; 'recall': 0.3249370277078086; 'f1-score': 0.42286416717885683; 'support': 6352}; 'accuracy': 0.7863886255924171; 'macro avg': {'precision': 0.7092798361397843; 'recall': 0.628857166902898; 'f1-score': 0.6459021682642214; 'support': 26375}; 'weighted avg': {'precision': 0.7631869831920443; 'recall': 0.7863886255924171; 'f1-score': 0.7615098464760894; 'support': 26375}},{'0': {'precision': 0.8145825166601333; 'recall': 0.933932584269663; 'f1-score': 0.8701842546063652; 'support': 2225}; '1': {'precision': 0.6121372031662269; 'recall': 0.32907801418439714; 'f1-score': 0.42804428044280435; 'support': 705}; 'accuracy': 0.78839590443686; 'macro avg': {'precision': 0.7133598599131801; 'recall': 0.63150529922703; 'f1-score': 0.6491142675245848; 'support': 2930}; 'weighted avg': {'precision': 0.765871272287026; 'recall': 0.78839590443686; 'f1-score': 0.7637990389799793; 'support': 2930}}
10,3,CNF,6,26375,2930,1648,[16; 17],296,102.056097,0.758020,29,[X1 == 1 OR X3 == 5 OR X5 == 1 OR X5 == 2 OR X7 == 5 OR X8 == 3 OR X10 >= 5505.500000 OR X13 == 24] AND [X0 >= 21.500000 OR X1 == 7 OR X3 == 7 OR X3 != 11 OR X6 == 1 OR X6 == 5 OR X10 >= 7073.500000 OR X11 >= 1881.500000 OR X13 == 5 OR X13 == 11 OR X13 == 23] AND [X0 >= 35.500000 OR X1 == 0 OR X3 == 2 OR X3 == 8 OR X3 == 10 OR X6 == 11 OR X10 >= 7073.500000 OR X13 == 2 OR X13 == 9 OR X13 == 19],{'0': {'precision': 0.9089970232671162; 'recall': 0.7472906157918394; 'f1-score': 0.8202499725907246; 'support': 20023}; '1': {'precision': 0.48961065160379263; 'recall': 0.764168765743073; 'f1-score': 0.5968277388417558; 'support': 6352}; 'accuracy': 0.7513554502369668; 'macro avg': {'precision': 0.6993038374354544; 'recall': 0.7557296907674562; 'f1-score': 0.7085388557162402; 'support': 26375}; 'weighted avg': {'precision': 0.8079944741560098; 'recall': 0.7513554502369668; 'f1-score': 0.7664422748173236; 'support': 26375}},{'0': {'precision': 0.9115092290988056; 'recall': 0.7546067415730338; 'f1-score': 0.8256700270469635; 'support': 2225}; '1': {'precision': 0.49816176470588236; 'recall': 0.7687943262411348; 'f1-score': 0.6045733407696599; 'support': 705}; 'accuracy': 0.7580204778156997; 'macro avg': {'precision': 0.704835496902344; 'recall': 0.7617005339070843; 'f1-score': 0.7151216839083117; 'support': 2930}; 'weighted avg': {'precision': 0.8120519040486311; 'recall': 0.7580204778156997; 'f1-score': 0.7724709950246089; 'support': 2930}}
10,3,CNF,7,26375,2930,1648,[16; 17],296,101.818732,0.711604,25,[X1 == 0 OR X1 == 5 OR X3 == 2 OR X3 == 9 OR X3 == 12 OR X3 == 14 OR X3 == 15 OR X4 >= 10.500000 OR X6 == 3 OR X10 >= 7073.500000 OR X13 == 10 OR X13 == 22] AND [X1 == 1 OR X1 == 2 OR X6 == 7 OR X8 != 4 OR X12 >= 49.500000 OR X13 == 26 OR X13 == 41] AND [X0 >= 29.500000 OR X3 == 4 OR X3 == 7 OR X3 == 15 OR X10 >= 4668.500000 OR X13 == 41],{'0': {'precision': 0.8178102488121392; 'recall': 0.7994306547470409; 'f1-score': 0.8085160117183553; 'support': 20023}; '1': {'precision': 0.40958541605410176; 'recall': 0.4386020151133501; 'f1-score': 0.4235973848259085; 'support': 6352}; 'accuracy': 0.7125308056872038; 'macro avg': {'precision': 0.6136978324331205; 'recall': 0.6190163349301955; 'f1-score': 0.6160566982721318; 'support': 26375}; 'weighted avg': {'precision': 0.7194957791371039; 'recall': 0.7125308056872038; 'f1-score': 0.7158144716986085; 'support': 26375}},{'0': {'precision': 0.8162236480293309; 'recall': 0.8004494382022472; 'f1-score': 0.808259587020649; 'support': 2225}; '1': {'precision': 0.40641711229946526; 'recall': 0.43120567375886526; 'f1-score': 0.4184445973847213; 'support': 705}; 'accuracy': 0.71160409556314; 'macro avg': {'precision': 0.611320380164398; 'recall': 0.6158275559805563; 'f1-score': 0.6133520922026852; 'support': 2930}; 'weighted avg': {'precision': 0.7176183211728274; 'recall': 0.71160409556314; 'f1-score': 0.7144645127225845; 'support': 2930}}
10,3,CNF,8,26375,2930,1648,[16; 17],296,102.635972,0.749488,30,[X0 < 29.500000 OR X1 == 5 OR X3 == 2 OR X6 == 4 OR X6 == 10 OR X11 >= 1551.500000 OR X13 == 2 OR X13 == 12] AND [X0 >= 27.500000 OR X3 == 7 OR X3 == 9 OR X3 == 10 OR X6 == 1 OR X6 == 5 OR X6 == 12 OR X7 == 5 OR X10 >= 57.000000] AND [X0 >= 29.500000 OR X3 == 0 OR X3 == 7 OR X6 == 8 OR X6 == 11 OR X6 == 14 OR X8 == 1 OR X10 >= 4243.500000 OR X13 == 22 OR X13 == 24 OR X13 == 30 OR X13 == 31 OR X13 == 41],{'0': {'precision': 0.8488464598249801; 'recall': 0.7992908509788255; 'f1-score': 0.8233236451554824; 'support': 20024}; '1': {'precision': 0.4655585106382979; 'recall': 0.5512517713745867; 'f1-score': 0.5047941748972676; 'support': 6351}; 'accuracy': 0.7395639810426541; 'macro avg': {'precision': 0.6572024852316389; 'recall': 0.6752713111767061; 'f1-score': 0.664058910026375; 'support': 26375}; 'weighted avg': {'precision': 0.7565521748852789; 'recall': 0.7395639810426541; 'f1-score': 0.7466229564119783; 'support': 26375}},{'0': {'precision': 0.8561185468451242; 'recall': 0.8053057553956835; 'f1-score': 0.8299351251158481; 'support': 2224}; '1': {'precision': 0.48329355608591884; 'recall': 0.5736543909348442; 'f1-score': 0.5246113989637305; 'support': 706}; 'accuracy': 0.7494880546075086; 'macro avg': {'precision': 0.6697060514655215; 'recall': 0.6894800731652638; 'f1-score': 0.6772732620397893; 'support': 2930}; 'weighted avg': {'precision': 0.7662842657952952; 'recall': 0.7494880546075086; 'f1-score': 0.7563656538996724; 'support': 2930}}
10,3,CNF,9,26375,2930,1648,[16; 17],296,103.269825,0.628328,35,[X1 == 1 OR X1 == 5 OR X3 == 7 OR X3 == 8 OR X3 == 10 OR X6 == 1 OR X6 == 8 OR X6 == 10 OR X10 >= 5119.000000 OR X13 == 21 OR X13 == 29] AND [X0 >= 21.500000 OR X1 == 5 OR X3 == 8 OR X3 == 14 OR X6 == 4 OR X6 == 6 OR X6 == 11 OR X6 == 13 OR X7 == 0 OR X10 >= 57.000000 OR X11 >= 1568.500000 OR X13 == 11 OR X13 == 30 OR X13 == 32] AND [X3 == 2 OR X3 == 9 OR X3 == 12 OR X3 == 15 OR X4 < 9.500000 OR X6 == 4 OR X6 == 5 OR X6 == 8 OR X10 >= 7073.500000 OR X13 == 41],{'0': {'precision': 0.7991965533302282; 'recall': 0.6855273671594088; 'f1-score': 0.7380107526881721; 'support': 20024}; '1': {'precision': 0.31546907272529623; 'recall': 0.4569359156038419; 'f1-score': 0.3732475884244372; 'support': 6351}; 'accuracy': 0.6304834123222749; 'macro avg': {'precision': 0.5573328130277622; 'recall': 0.5712316413816253; 'f1-score': 0.5556291705563047; 'support': 26375}; 'weighted avg': {'precision': 0.6827168100384017; 'recall': 0.6304834123222749; 'f1-score': 0.6501771657217652; 'support': 26375}},{'0': {'precision': 0.7917737789203085; 'recall': 0.6924460431654677; 'f1-score': 0.7387862796833774; 'support': 2224}; '1': {'precision': 0.30558375634517765; 'recall': 0.4263456090651558; 'f1-score': 0.35600236546422237; 'support': 706}; 'accuracy': 0.6283276450511945; 'macro avg': {'precision': 0.5486787676327431; 'recall': 0.5593958261153117; 'f1-score': 0.5473943225737998; 'support': 2930}; 'weighted avg': {'precision': 0.6746235550506694; 'recall': 0.6283276450511945; 'f1-score': 0.6465523399431987; 'support': 2930}}
10,3,CNF,0,26374,2931,824,[32; 33],296,74.385701,0.724667,38,[X1 == 2 OR X3 == 0 OR X3 == 7 OR X3 == 8 OR X3 == 15 OR X5 == 1 OR X5 == 2 OR X5 == 6 OR X6 == 6 OR X10 >= 4668.500000 OR X13 == 40 OR X13 == 41] AND [X1 == 0 OR X1 == 2 OR X1 == 6 OR X3 == 2 OR X3 == 12 OR X3 != 7 OR X6 == 10 OR X10 >= 7073.500000 OR X11 >= 1820.500000 OR X12 >= 41.500000 OR X13 == 13 OR X13 == 19 OR X13 == 29] AND [X0 >= 61.500000 OR X3 == 10 OR X4 >= 13.500000 OR X5 == 1 OR X6 == 3 OR X6 == 13 OR X7 == 5 OR X10 >= 3048.000000 OR X11 >= 1820.500000 OR X12 >= 65.500000 OR X13 == 10 OR X13 == 16 OR X13 == 22],{'0': {'precision': 0.8602937070746552; 'recall': 0.7694651151176147; 'f1-score': 0.8123484129494885; 'support': 20023}; '1': {'precision': 0.45469580626107503; 'recall': 0.6060462919225319; 'f1-score': 0.51957343412527; 'support': 6351}; 'accuracy': 0.7301129900659741; 'macro avg': {'precision': 0.6574947566678652; 'recall': 0.6877557035200733; 'f1-score': 0.6659609235373792; 'support': 26374}; 'weighted avg': {'precision': 0.7626235672374273; 'recall': 0.7301129900659741; 'f1-score': 0.741846635042739; 'support': 26374}},{'0': {'precision': 0.8584428715874621; 'recall': 0.7631460674157303; 'f1-score': 0.8079942897930049; 'support': 2225}; '1': {'precision': 0.44700944386149005; 'recall': 0.603399433427762; 'f1-score': 0.5135623869801085; 'support': 706}; 'accuracy': 0.7246673490276356; 'macro avg': {'precision': 0.6527261577244761; 'recall': 0.6832727504217462; 'f1-score': 0.6607783383865566; 'support': 2931}; 'weighted avg': {'precision': 0.7593394939093535; 'recall': 0.7246673490276356; 'f1-score': 0.7370734698046375; 'support': 2931}}
10,3,CNF,1,26374,2931,824,[32; 33],296,75.545471,0.729785,35,[X1 == 1 OR X1 == 5 OR X3 == 14 OR X5 == 2 OR X6 == 13 OR X7 == 0 OR X10 >= 3120.000000 OR X13 == 22 OR X13 == 31 OR X13 == 32 OR X13 == 35] AND [X0 < 43.500000 OR X1 == 6 OR X3 == 10 OR X3 == 15 OR X4 >= 12.500000 OR X5 == 1 OR X6 == 1 OR X7 == 5 OR X13 == 0 OR X13 == 1 OR X13 == 21 OR X13 == 30] AND [X0 >= 54.500000 OR X1 == 4 OR X6 == 5 OR X7 == 5 OR X10 >= 4932.500000 OR X11 >= 1551.500000 OR X12 >= 65.500000 OR X13 == 5 OR X13 == 9 OR X13 == 18 OR X13 == 29 OR X13 == 34],{'0': {'precision': 0.8771305159934625; 'recall': 0.7504869400189782; 'f1-score': 0.8088817117480824; 'support': 20023}; '1': {'precision': 0.4594243670201255; 'recall': 0.6685561328924579; 'f1-score': 0.5446033476559995; 'support': 6351}; 'accuracy': 0.7307575642678396; 'macro avg': {'precision': 0.668277441506794; 'recall': 0.709521536455718; 'f1-score': 0.676742529702041; 'support': 26374}; 'weighted avg': {'precision': 0.7765446453583802; 'recall': 0.7307575642678396; 'f1-score': 0.7452420708006031; 'support': 26374}},{'0': {'precision': 0.8725949037961519; 'recall': 0.7541573033707866; 'f1-score': 0.8090646094503375; 'support': 2225}; '1': {'precision': 0.4573412698412698; 'recall': 0.6529745042492918; 'f1-score': 0.5379229871645275; 'support': 706}; 'accuracy': 0.72978505629478; 'macro avg': {'precision': 0.6649680868187109; 'recall': 0.7035659038100393; 'f1-score': 0.6734937983074325; 'support': 2931}; 'weighted avg': {'precision': 0.7725713399707863; 'recall': 0.72978505629478; 'f1-score': 0.743753799032807; 'support': 2931}}
10,3,CNF,2,26374,2931,824,[32; 33],296,75.627325,0.790856,36,[X1 == 5 OR X3 == 14 OR X6 == 4 OR X6 == 7 OR X6 == 8 OR X6 == 12 OR X8 == 0 OR X10 >= 3120.000000 OR X13 == 2 OR X13 == 21] AND [X0 >= 54.500000 OR X3 == 7 OR X3 == 15 OR X4 >= 13.500000 OR X6 == 0 OR X6 == 4 OR X6 == 6 OR X6 == 11 OR X6 == 14 OR X8 == 2 OR X10 >= 4932.500000 OR X13 == 9 OR X13 == 38 OR X13 == 41] AND [X3 == 8 OR X3 == 14 OR X5 == 1 OR X6 == 3 OR X7 == 0 OR X7 == 5 OR X11 >= 2218.500000 OR X13 == 3 OR X13 == 10 OR X13 == 11 OR X13 == 13 OR X13 == 22],{'0': {'precision': 0.8350098755224841; 'recall': 0.9079059082055636; 'f1-score': 0.8699334832751112; 'support': 20023}; '1': {'precision': 0.5993917010645231; 'recall': 0.43441977641316326; 'f1-score': 0.5037429249589191; 'support': 6351}; 'accuracy': 0.7938879199211345; 'macro avg': {'precision': 0.7172007882935036; 'recall': 0.6711628423093634; 'f1-score': 0.6868382041170151; 'support': 26374}; 'weighted avg': {'precision': 0.7782717612439327; 'recall': 0.7938879199211345; 'f1-score': 0.7817528418909399; 'support': 26374}},{'0': {'precision': 0.8319604612850082; 'recall': 0.9078651685393259; 'f1-score': 0.8682570384698044; 'support': 2225}; '1': {'precision': 0.5924453280318092; 'recall': 0.42209631728045327; 'f1-score': 0.4929693961952027; 'support': 706}; 'accuracy': 0.7908563630160355; 'macro avg': {'precision': 0.7122028946584087; 'recall': 0.6649807429098895; 'f1-score': 0.6806132173325036; 'support': 2931}; 'weighted avg': {'precision': 0.7742676315078816; 'recall': 0.7908563630160355; 'f1-score': 0.7778602198257003; 'support': 2931}}
10,3,CNF,3,26374,2931,824,[32; 33],296,73.487158,0.734903,43,[X1 == 7 OR X3 == 8 OR X3 == 9 OR X3 == 14 OR X6 == 4 OR X7 == 0 OR X7 == 2 OR X8 == 3 OR X11 >= 2218.500000 OR X13 == 24 OR X13 == 32 OR X13 == 36] AND [X0 >= 43.500000 OR X1 == 5 OR X3 == 7 OR X3 == 10 OR X6 == 6 OR X6 == 12 OR X6 == 13 OR X6 == 14 OR X10 >= 57.000000 OR X11 >= 1881.500000 OR X13 == 19 OR X13 == 21 OR X13 == 23 OR X13 == 41] AND [X0 < 35.500000 OR X1 == 6 OR X3 == 10 OR X3 == 12 OR X4 >= 10.500000 OR X6 == 7 OR X6 == 8 OR X6 == 10 OR X6 == 11 OR X7 == 1 OR X7 == 5 OR X8 == 1 OR X8 == 2 OR X10 >= 3048.000000 OR X13 == 9 OR X13 == 18 OR X13 == 21],{'0': {'precision': 0.8486665952661454; 'recall': 0.791489786745243; 'f1-score': 0.8190815825516189; 'support': 20023}; '1': {'precision': 0.4577922077922078; 'recall': 0.5550307038261691; 'f1-score': 0.5017436481389225; 'support': 6351}; 'accuracy': 0.7345491772199894; 'macro avg': {'precision': 0.6532294015291766; 'recall': 0.673260245285706; 'f1-score': 0.6604126153452707; 'support': 26374}; 'weighted avg': {'precision': 0.7545419560439198; 'recall': 0.7345491772199894; 'f1-score': 0.7426649138075895; 'support': 26374}},{'0': {'precision': 0.8524829600778968; 'recall': 0.7869662921348315; 'f1-score': 0.8184155176443094; 'support': 2225}; '1': {'precision': 0.45952109464082097; 'recall': 0.5708215297450425; 'f1-score': 0.509159823120657; 'support': 706}; 'accuracy': 0.7349027635619243; 'macro avg': {'precision': 0.6560020273593589; 'recall': 0.678893910939937; 'f1-score': 0.6637876703824832; 'support': 2931}; 'weighted avg': {'precision': 0.7578288908187445; 'recall': 0.7349027635619243; 'f1-score': 0.7439240402189601; 'support': 2931}}
10,3,CNF,4,26374,2931,824,[32; 33],296,74.663621,0.655408,34,[X0 < 54.500000 OR X3 == 2 OR X3 == 12 OR X3 == 15 OR X5 == 3 OR X6 == 6 OR X6 == 10 OR X6 == 12 OR X6 == 13 OR X10 >= 3048.000000 OR X11 >= 1862.000000 OR X13 == 1 OR X13 == 2 OR X13 != 39] AND [X1 == 2 OR X3 == 7 OR X3 == 12 OR X6 == 4 OR X6 == 8 OR X7 == 1 OR X11 >= 1820.500000 OR X12 >= 49.500000 OR X13 == 21 OR X13 == 41] AND [X0 >= 43.500000 OR X1 == 5 OR X3 == 3 OR X3 == 11 OR X5 == 3 OR X6 == 6 OR X7 == 5 OR X11 >= 2176.500000 OR X13 == 22 OR X13 == 36],{'0': {'precision': 0.7926829268292683; 'recall': 0.7109324277081357; 'f1-score': 0.7495853189752771; 'support': 20023}; '1': {'precision': 0.3122623574144487; 'recall': 0.41379310344827586; 'f1-score': 0.355928760073136; 'support': 6351}; 'accuracy': 0.6393796921210283; 'macro avg': {'precision': 0.5524726421218585; 'recall': 0.5623627655782057; 'f1-score': 0.5527570395242065; 'support': 26374}; 'weighted avg': {'precision': 0.6769950889452341; 'recall': 0.6393796921210283; 'f1-score': 0.6547907180202648; 'support': 26374}},{'0': {'precision': 0.8039019509754878; 'recall': 0.7222471910112359; 'f1-score': 0.7608901515151516; 'support': 2225}; '1': {'precision': 0.3369098712446352; 'recall': 0.4447592067988669; 'f1-score': 0.38339438339438336; 'support': 706}; 'accuracy': 0.6554077106789492; 'macro avg': {'precision': 0.5704059111100614; 'recall': 0.5835031989050514; 'f1-score': 0.5721422674547675; 'support': 2931}; 'weighted avg': {'precision': 0.6914159706650197; 'recall': 0.6554077106789492; 'f1-score': 0.6699614540421859; 'support': 2931}}
10,3,CNF,5,26375,2930,824,[32; 33],296,76.519869,0.746416,42,[X3 == 8 OR X3 == 10 OR X6 == 4 OR X6 == 11 OR X6 == 14 OR X10 >= 5505.500000 OR X11 >= 1862.000000 OR X12 < 34.500000 OR X13 == 3 OR X13 == 8 OR X13 == 24 OR X13 == 31] AND [X1 == 5 OR X1 == 7 OR X3 == 6 OR X3 == 12 OR X5 == 1 OR X5 == 2 OR X6 == 1 OR X6 == 3 OR X6 == 7 OR X7 == 5 OR X10 >= 4243.500000 OR X13 == 2 OR X13 == 3 OR X13 == 20 OR X13 == 29 OR X13 == 36] AND [X0 < 61.500000 OR X1 == 2 OR X3 == 7 OR X3 == 9 OR X6 == 11 OR X6 == 12 OR X10 >= 7073.500000 OR X12 >= 65.500000 OR X13 == 5 OR X13 == 7 OR X13 == 10 OR X13 == 20 OR X13 == 24 OR X13 == 27],{'0': {'precision': 0.8444090932416483; 'recall': 0.8218049243370125; 'f1-score': 0.832953682611997; 'support': 20023}; '1': {'precision': 0.4819976771196283; 'recall': 0.5226700251889169; 'f1-score': 0.5015105740181268; 'support': 6352}; 'accuracy': 0.7497630331753554; 'macro avg': {'precision': 0.6632033851806383; 'recall': 0.6722374747629647; 'f1-score': 0.667232128315062; 'support': 26375}; 'weighted avg': {'precision': 0.7571280575939868; 'recall': 0.7497630331753554; 'f1-score': 0.75313087215557; 'support': 26375}},{'0': {'precision': 0.8421052631578947; 'recall': 0.8197752808988764; 'f1-score': 0.8307902527897972; 'support': 2225}; '1': {'precision': 0.47513089005235604; 'recall': 0.5148936170212766; 'f1-score': 0.49421375085091895; 'support': 705}; 'accuracy': 0.7464163822525597; 'macro avg': {'precision': 0.6586180766051254; 'recall': 0.6673344489600765; 'f1-score': 0.6625020018203581; 'support': 2930}; 'weighted avg': {'precision': 0.7538059686051969; 'recall': 0.7464163822525597; 'f1-score': 0.7498051217772003; 'support': 2930}}
