l: lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
l: 5,1,CNF,0,468,53,58,[8; 9],158,1.684230,0.754717,3,[X0 >= 49.000000 OR X2 >= 1.000000 OR X5 >= 43.000000],{'0.0': {'precision': 0.49056603773584906; 'recall': 0.39097744360902253; 'f1-score': 0.4351464435146443; 'support': 133}; '1.0': {'precision': 0.7762430939226519; 'recall': 0.8388059701492537; 'f1-score': 0.8063127690100431; 'support': 335}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6334045658292504; 'recall': 0.6148917068791382; 'f1-score': 0.6207296062623437; 'support': 468}; 'weighted avg': {'precision': 0.6950570929122998; 'recall': 0.7115384615384616; 'f1-score': 0.7008317406107096; 'support': 468}},{'0.0': {'precision': 0.5833333333333334; 'recall': 0.4666666666666667; 'f1-score': 0.5185185185185186; 'support': 15}; '1.0': {'precision': 0.8048780487804879; 'recall': 0.868421052631579; 'f1-score': 0.8354430379746836; 'support': 38}; 'accuracy': 0.7547169811320755; 'macro avg': {'precision': 0.6941056910569106; 'recall': 0.6675438596491228; 'f1-score': 0.6769807782466011; 'support': 53}; 'weighted avg': {'precision': 0.7421767142199724; 'recall': 0.7547169811320755; 'f1-score': 0.7457474192606746; 'support': 53}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [16, 17], 'n_partitions': 29}, (mean val acc cv) 0.668070 (+- 0.076757), (mean training time) 0.745876 (+- 0.034033)
l: 5,3,CNF,0,468,53,14,[33; 34],158,1.221930,0.679245,18,[X0 < 23.000000 OR X2 >= 2.000000 OR X2 < 0.800000 OR X3 >= 1.600000 OR X4 >= 195.000000] AND [(NOT X1) OR X2 < 0.700000 OR X3 >= 0.300000 OR X4 < 195.000000 OR X5 >= 74.000000 OR X5 < 35.000000 OR X7 < 6.000000 OR X9 < 0.546000] AND [X0 >= 55.000000 OR X2 < 0.800000 OR X4 < 328.000000 OR X6 < 34.000000 OR X7 < 5.100000],{'0.0': {'precision': 0.36538461538461536; 'recall': 0.42857142857142855; 'f1-score': 0.39446366782006914; 'support': 133}; '1.0': {'precision': 0.7564102564102564; 'recall': 0.7044776119402985; 'f1-score': 0.7295208655332303; 'support': 335}; 'accuracy': 0.6260683760683761; 'macro avg': {'precision': 0.5608974358974359; 'recall': 0.5665245202558635; 'f1-score': 0.5619922666766497; 'support': 468}; 'weighted avg': {'precision': 0.6452854481700635; 'recall': 0.6260683760683761; 'f1-score': 0.6343016191745755; 'support': 468}},{'0.0': {'precision': 0.4166666666666667; 'recall': 0.3333333333333333; 'f1-score': 0.3703703703703704; 'support': 15}; '1.0': {'precision': 0.7560975609756098; 'recall': 0.8157894736842105; 'f1-score': 0.7848101265822786; 'support': 38}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.5863821138211383; 'recall': 0.5745614035087719; 'f1-score': 0.5775902484763245; 'support': 53}; 'weighted avg': {'precision': 0.6600322135296826; 'recall': 0.6792452830188679; 'f1-score': 0.6675158559562668; 'support': 53}}
l: 5,3,CNF,1,469,52,14,[33; 34],158,0.903601,0.711538,15,[X0 >= 40.000000 OR X2 >= 2.000000 OR X3 >= 0.600000 OR X6 < 23.000000 OR X7 < 5.100000 OR X8 < 2.000000 OR X9 >= 1.060000] AND [X0 < 35.000000 OR X4 >= 208.000000 OR X7 >= 7.300000 OR X8 < 3.600000] AND [X0 >= 31.000000 OR X2 < 0.800000 OR X4 >= 328.000000 OR X9 < 0.800000],{'0.0': {'precision': 0.4491525423728814; 'recall': 0.39552238805970147; 'f1-score': 0.4206349206349206; 'support': 134}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8059701492537313; 'f1-score': 0.7871720116618076; 'support': 335}; 'accuracy': 0.6886993603411514; 'macro avg': {'precision': 0.6091916558018253; 'recall': 0.6007462686567164; 'f1-score': 0.6039034661483641; 'support': 469}; 'weighted avg': {'precision': 0.6777798472713727; 'recall': 0.6886993603411514; 'f1-score': 0.6824471285112683; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.42857142857142855; 'f1-score': 0.4444444444444445; 'support': 14}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8157894736842105; 'f1-score': 0.8051948051948051; 'support': 38}; 'accuracy': 0.7115384615384616; 'macro avg': {'precision': 0.6282051282051282; 'recall': 0.6221804511278195; 'f1-score': 0.6248196248196248; 'support': 52}; 'weighted avg': {'precision': 0.7051282051282051; 'recall': 0.7115384615384616; 'f1-score': 0.708069708069708; 'support': 52}}
l: 5,3,CNF,2,469,52,14,[33; 34],158,1.178239,0.673077,18,[X0 >= 40.000000 OR (NOT X1) OR X3 < 0.200000 OR X4 >= 208.000000 OR X5 < 21.000000 OR X8 < 3.900000] AND [X0 >= 45.000000 OR X4 >= 195.000000 OR X5 >= 35.000000 OR X7 < 6.600000 OR X9 < 0.800000] AND [X0 < 40.000000 OR X2 >= 7.920000 OR X3 >= 0.600000 OR X5 >= 30.000000 OR X6 >= 54.000000 OR X8 >= 4.100000 OR X9 < 0.546000],{'0.0': {'precision': 0.47058823529411764; 'recall': 0.3582089552238806; 'f1-score': 0.4067796610169491; 'support': 134}; '1.0': {'precision': 0.7656675749318801; 'recall': 0.8388059701492537; 'f1-score': 0.8005698005698005; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6181279051129989; 'recall': 0.5985074626865672; 'f1-score': 0.6036747307933749; 'support': 469}; 'weighted avg': {'precision': 0.6813591921782337; 'recall': 0.7014925373134329; 'f1-score': 0.6880583321261288; 'support': 469}},{'0.0': {'precision': 0.4; 'recall': 0.42857142857142855; 'f1-score': 0.4137931034482759; 'support': 14}; '1.0': {'precision': 0.7837837837837838; 'recall': 0.7631578947368421; 'f1-score': 0.7733333333333334; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.5918918918918918; 'recall': 0.5958646616541353; 'f1-score': 0.5935632183908046; 'support': 52}; 'weighted avg': {'precision': 0.6804573804573805; 'recall': 0.6730769230769231; 'f1-score': 0.6765340406719719; 'support': 52}}
l: 5,3,CNF,3,469,52,14,[33; 34],158,0.765049,0.615385,13,[X0 < 23.000000 OR X1 OR X2 >= 1.400000 OR X5 >= 25.000000 OR X7 >= 6.200000 OR X8 >= 3.600000] AND [X2 >= 2.000000 OR X5 >= 25.000000 OR X8 < 2.700000] AND [X0 >= 40.000000 OR (NOT X1) OR X5 >= 43.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.5; 'recall': 0.5112781954887218; 'f1-score': 0.5055762081784386; 'support': 133}; '1.0': {'precision': 0.8048048048048048; 'recall': 0.7976190476190477; 'f1-score': 0.8011958146487296; 'support': 336}; 'accuracy': 0.7164179104477612; 'macro avg': {'precision': 0.6524024024024024; 'recall': 0.6544486215538847; 'f1-score': 0.6533860114135841; 'support': 469}; 'weighted avg': {'precision': 0.7183676213526959; 'recall': 0.7164179104477612; 'f1-score': 0.717363388933274; 'support': 469}},{'0.0': {'precision': 0.35294117647058826; 'recall': 0.4; 'f1-score': 0.37500000000000006; 'support': 15}; '1.0': {'precision': 0.7428571428571429; 'recall': 0.7027027027027027; 'f1-score': 0.7222222222222223; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.5478991596638656; 'recall': 0.5513513513513514; 'f1-score': 0.5486111111111112; 'support': 52}; 'weighted avg': {'precision': 0.6303813833225599; 'recall': 0.6153846153846154; 'f1-score': 0.6220619658119659; 'support': 52}}
l: 5,3,CNF,4,469,52,14,[33; 34],158,1.147259,0.576923,16,[X2 >= 2.000000 OR X2 < 0.700000 OR X4 < 282.000000 OR X5 < 25.000000 OR X7 < 6.000000] AND [X2 >= 1.400000 OR X4 >= 236.800000 OR X4 < 182.000000 OR X5 >= 35.000000 OR X7 >= 6.900000 OR X9 < 0.700000] AND [X0 >= 49.000000 OR X2 >= 1.000000 OR X4 >= 282.000000 OR X5 >= 30.000000 OR X7 >= 7.900000],{'0.0': {'precision': 0.4803921568627451; 'recall': 0.3684210526315789; 'f1-score': 0.4170212765957447; 'support': 133}; '1.0': {'precision': 0.771117166212534; 'recall': 0.8422619047619048; 'f1-score': 0.8051209103840682; 'support': 336}; 'accuracy': 0.7078891257995735; 'macro avg': {'precision': 0.6257546615376396; 'recall': 0.6053414786967418; 'f1-score': 0.6110710934899064; 'support': 469}; 'weighted avg': {'precision': 0.6886727605760267; 'recall': 0.7078891257995735; 'f1-score': 0.6950628052799167; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.4666666666666667; 'f1-score': 0.3888888888888889; 'support': 15}; '1.0': {'precision': 0.7419354838709677; 'recall': 0.6216216216216216; 'f1-score': 0.676470588235294; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.5376344086021505; 'recall': 0.5441441441441441; 'f1-score': 0.5326797385620915; 'support': 52}; 'weighted avg': {'precision': 0.6240694789081886; 'recall': 0.5769230769230769; 'f1-score': 0.5935143288084463; 'support': 52}}
l: 5,3,CNF,5,469,52,14,[33; 34],158,1.056187,0.615385,14,[X0 < 55.000000 OR X5 >= 74.000000 OR X6 >= 192.000000 OR X9 < 1.000000] AND [X2 >= 0.700000 OR X4 < 182.000000 OR X5 >= 43.000000 OR X6 >= 34.000000] AND [X2 >= 7.920000 OR X3 >= 1.000000 OR X6 >= 54.000000 OR X6 < 23.000000 OR X7 < 6.900000 OR X9 >= 1.200000],{'0.0': {'precision': 0.44086021505376344; 'recall': 0.3082706766917293; 'f1-score': 0.36283185840707965; 'support': 133}; '1.0': {'precision': 0.7553191489361702; 'recall': 0.8452380952380952; 'f1-score': 0.797752808988764; 'support': 336}; 'accuracy': 0.6929637526652452; 'macro avg': {'precision': 0.5980896819949668; 'recall': 0.5767543859649122; 'f1-score': 0.5802923336979218; 'support': 469}; 'weighted avg': {'precision': 0.6661442273874281; 'recall': 0.6929637526652452; 'f1-score': 0.674417017032764; 'support': 469}},{'0.0': {'precision': 0.2727272727272727; 'recall': 0.2; 'f1-score': 0.23076923076923075; 'support': 15}; '1.0': {'precision': 0.7073170731707317; 'recall': 0.7837837837837838; 'f1-score': 0.7435897435897435; 'support': 37}; 'accuracy': 0.6153846153846154; 'macro avg': {'precision': 0.4900221729490022; 'recall': 0.49189189189189186; 'f1-score': 0.4871794871794871; 'support': 52}; 'weighted avg': {'precision': 0.5819546307351184; 'recall': 0.6153846153846154; 'f1-score': 0.5956607495069033; 'support': 52}}
l: 5,3,CNF,6,469,52,14,[33; 34],158,1.129805,0.653846,17,[X0 >= 45.000000 OR X3 >= 0.300000 OR X3 < 0.200000 OR X5 >= 25.000000 OR X8 < 2.000000 OR X9 < 0.900000] AND [X2 < 0.800000 OR X4 < 195.000000 OR X5 >= 53.600000 OR X5 < 18.000000 OR X8 < 2.700000 OR X9 >= 1.308000] AND [X2 >= 0.900000 OR X4 >= 328.000000 OR X5 >= 18.000000 OR X6 >= 54.000000 OR X9 >= 1.000000],{'0.0': {'precision': 0.35051546391752575; 'recall': 0.2556390977443609; 'f1-score': 0.29565217391304344; 'support': 133}; '1.0': {'precision': 0.7338709677419355; 'recall': 0.8125; 'f1-score': 0.7711864406779662; 'support': 336}; 'accuracy': 0.6545842217484008; 'macro avg': {'precision': 0.5421932158297307; 'recall': 0.5340695488721805; 'f1-score': 0.5334193072955048; 'support': 469}; 'weighted avg': {'precision': 0.6251582129260581; 'recall': 0.6545842217484008; 'f1-score': 0.6363334396550776; 'support': 469}},{'0.0': {'precision': 0.2857142857142857; 'recall': 0.13333333333333333; 'f1-score': 0.18181818181818182; 'support': 15}; '1.0': {'precision': 0.7111111111111111; 'recall': 0.8648648648648649; 'f1-score': 0.7804878048780488; 'support': 37}; 'accuracy': 0.6538461538461539; 'macro avg': {'precision': 0.4984126984126984; 'recall': 0.4990990990990991; 'f1-score': 0.48115299334811534; 'support': 52}; 'weighted avg': {'precision': 0.5884004884004884; 'recall': 0.6538461538461539; 'f1-score': 0.6077946443800102; 'support': 52}}
l: 5,3,CNF,7,469,52,14,[33; 34],158,1.198438,0.730769,15,[X0 < 49.000000 OR X3 < 0.200000 OR X4 >= 282.000000 OR X6 >= 28.000000 OR X7 < 5.100000 OR X8 < 2.700000] AND [X3 >= 4.100000 OR X3 < 0.300000 OR X4 < 150.000000 OR X7 >= 6.200000 OR X7 < 5.100000] AND [X3 >= 0.300000 OR X6 < 28.000000 OR X7 < 5.600000 OR X8 < 3.600000],{'0.0': {'precision': 0.42028985507246375; 'recall': 0.43609022556390975; 'f1-score': 0.4280442804428044; 'support': 133}; '1.0': {'precision': 0.7734138972809668; 'recall': 0.7619047619047619; 'f1-score': 0.767616191904048; 'support': 336}; 'accuracy': 0.6695095948827292; 'macro avg': {'precision': 0.5968518761767152; 'recall': 0.5989974937343359; 'f1-score': 0.5978302361734262; 'support': 469}; 'weighted avg': {'precision': 0.6732742435203465; 'recall': 0.6695095948827292; 'f1-score': 0.6713196796986206; 'support': 469}},{'0.0': {'precision': 0.5384615384615384; 'recall': 0.4666666666666667; 'f1-score': 0.5; 'support': 15}; '1.0': {'precision': 0.7948717948717948; 'recall': 0.8378378378378378; 'f1-score': 0.8157894736842105; 'support': 37}; 'accuracy': 0.7307692307692307; 'macro avg': {'precision': 0.6666666666666666; 'recall': 0.6522522522522523; 'f1-score': 0.6578947368421053; 'support': 52}; 'weighted avg': {'precision': 0.7209072978303748; 'recall': 0.7307692307692307; 'f1-score': 0.7246963562753036; 'support': 52}}
l: 5,3,CNF,8,469,52,14,[33; 34],158,0.940952,0.557692,13,[X0 < 40.000000 OR X4 >= 208.000000 OR X7 >= 6.900000 OR X9 < 0.700000] AND [X4 >= 328.000000 OR X6 >= 71.600000 OR X6 < 34.000000 OR X8 < 2.700000] AND [X3 < 0.200000 OR X5 >= 43.000000 OR X6 >= 19.000000 OR X7 < 5.600000 OR X9 < 1.060000],{'0.0': {'precision': 0.4142857142857143; 'recall': 0.43609022556390975; 'f1-score': 0.42490842490842495; 'support': 133}; '1.0': {'precision': 0.7720364741641338; 'recall': 0.7559523809523809; 'f1-score': 0.7639097744360903; 'support': 336}; 'accuracy': 0.6652452025586354; 'macro avg': {'precision': 0.593161094224924; 'recall': 0.5960213032581454; 'f1-score': 0.5944090996722576; 'support': 469}; 'weighted avg': {'precision': 0.6705847661389104; 'recall': 0.6652452025586354; 'f1-score': 0.6677750633760061; 'support': 469}},{'0.0': {'precision': 0.2777777777777778; 'recall': 0.3333333333333333; 'f1-score': 0.303030303030303; 'support': 15}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.6486486486486487; 'f1-score': 0.676056338028169; 'support': 37}; 'accuracy': 0.5576923076923077; 'macro avg': {'precision': 0.49183006535947715; 'recall': 0.49099099099099097; 'f1-score': 0.489543320529236; 'support': 52}; 'weighted avg': {'precision': 0.5823906485671192; 'recall': 0.5576923076923077; 'f1-score': 0.5684526740864768; 'support': 52}}
l: 5,3,CNF,9,469,52,14,[33; 34],158,1.126012,0.596154,15,[X2 >= 0.800000 OR X3 >= 0.600000 OR X4 >= 167.600000 OR X5 >= 25.000000 OR X6 < 34.000000 OR X8 >= 4.100000] AND [X2 < 0.900000 OR X6 >= 54.000000 OR X6 < 42.000000 OR X9 < 0.546000] AND [X2 < 0.800000 OR X3 >= 1.600000 OR X4 >= 195.000000 OR X7 < 5.600000 OR X9 < 0.930000],{'0.0': {'precision': 0.46875; 'recall': 0.3383458646616541; 'f1-score': 0.3930131004366812; 'support': 133}; '1.0': {'precision': 0.7640750670241286; 'recall': 0.8482142857142857; 'f1-score': 0.8039492242595204; 'support': 336}; 'accuracy': 0.7036247334754797; 'macro avg': {'precision': 0.6164125335120643; 'recall': 0.5932800751879699; 'f1-score': 0.5984811623481008; 'support': 469}; 'weighted avg': {'precision': 0.6803261674202713; 'recall': 0.7036247334754797; 'f1-score': 0.6874150995933422; 'support': 469}},{'0.0': {'precision': 0.125; 'recall': 0.06666666666666667; 'f1-score': 0.08695652173913045; 'support': 15}; '1.0': {'precision': 0.6818181818181818; 'recall': 0.8108108108108109; 'f1-score': 0.7407407407407407; 'support': 37}; 'accuracy': 0.5961538461538461; 'macro avg': {'precision': 0.4034090909090909; 'recall': 0.43873873873873875; 'f1-score': 0.4138486312399356; 'support': 52}; 'weighted avg': {'precision': 0.5211975524475524; 'recall': 0.5961538461538461; 'f1-score': 0.5521491391056608; 'support': 52}}
r: ---> Params: {'lamda': 5, 'n_clause': 3, 'rule_type': 'CNF', 'real_partition_size': [33, 34], 'n_partitions': 14}, (mean val acc cv) 0.641001 (+- 0.054827), (mean training time) 1.066747 (+- 0.141915)
l: 5,3,CNF,0,468,53,7,[66; 67],158,204.325667,0.679245,20,[X0 >= 66.000000 OR X2 >= 3.300000 OR X2 < 0.900000 OR X4 >= 328.000000 OR X5 < 35.000000 OR X6 >= 192.000000 OR X7 >= 7.900000 OR X9 >= 1.308000] AND [X0 >= 55.000000 OR X2 >= 1.400000 OR X3 >= 1.600000 OR X4 >= 512.600000 OR X7 >= 7.100000 OR X8 >= 3.300000 OR X9 >= 0.930000] AND [X2 >= 3.300000 OR X4 >= 208.000000 OR X5 >= 21.000000 OR X7 >= 7.900000 OR X9 < 1.060000],{'0.0': {'precision': 0.5188679245283019; 'recall': 0.41353383458646614; 'f1-score': 0.4602510460251046; 'support': 133}; '1.0': {'precision': 0.7845303867403315; 'recall': 0.8477611940298507; 'f1-score': 0.8149210903873745; 'support': 335}; 'accuracy': 0.7243589743589743; 'macro avg': {'precision': 0.6516991556343167; 'recall': 0.6306475143081585; 'f1-score': 0.6375860682062395; 'support': 468}; 'weighted avg': {'precision': 0.7090322938467418; 'recall': 0.7243589743589743; 'f1-score': 0.714128107694678; 'support': 468}},{'0.0': {'precision': 0.42857142857142855; 'recall': 0.4; 'f1-score': 0.4137931034482759; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.7894736842105263; 'f1-score': 0.7792207792207793; 'support': 38}; 'accuracy': 0.6792452830188679; 'macro avg': {'precision': 0.5989010989010989; 'recall': 0.5947368421052632; 'f1-score': 0.5965069413345276; 'support': 53}; 'weighted avg': {'precision': 0.6728177482894465; 'recall': 0.6792452830188679; 'f1-score': 0.6757978521153537; 'support': 53}}
l: 5,3,CNF,1,469,52,7,[67; 67],158,260.548187,0.673077,16,[X0 >= 49.000000 OR X4 < 182.000000 OR X6 >= 54.000000 OR X8 >= 3.900000 OR X9 >= 0.900000] AND [X0 >= 66.000000 OR X0 < 35.000000 OR X2 >= 3.300000 OR X2 < 0.800000 OR X4 >= 512.600000 OR X4 < 182.000000 OR X5 < 25.000000 OR X6 >= 192.000000] AND [X4 >= 282.000000 OR X5 >= 21.000000 OR X9 < 0.930000],{'0.0': {'precision': 0.4772727272727273; 'recall': 0.4701492537313433; 'f1-score': 0.4736842105263158; 'support': 134}; '1.0': {'precision': 0.7893175074183977; 'recall': 0.7940298507462686; 'f1-score': 0.7916666666666666; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6332951173455625; 'recall': 0.6320895522388059; 'f1-score': 0.6326754385964912; 'support': 469}; 'weighted avg': {'precision': 0.7001618559482061; 'recall': 0.7014925373134329; 'f1-score': 0.7008145363408521; 'support': 469}},{'0.0': {'precision': 0.38461538461538464; 'recall': 0.35714285714285715; 'f1-score': 0.3703703703703704; 'support': 14}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.7894736842105263; 'f1-score': 0.7792207792207793; 'support': 38}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.576923076923077; 'recall': 0.5733082706766918; 'f1-score': 0.5747955747955749; 'support': 52}; 'weighted avg': {'precision': 0.6656804733727811; 'recall': 0.6730769230769231; 'f1-score': 0.6691456691456691; 'support': 52}}
l: 5,3,CNF,2,469,52,7,[67; 67],158,303.441715,0.634615,23,[X0 >= 40.000000 OR X3 >= 4.100000 OR X4 < 150.000000 OR X6 >= 105.000000 OR X6 < 28.000000 OR X7 < 5.100000 OR X9 >= 1.308000] AND [X0 >= 66.000000 OR X0 < 31.000000 OR (NOT X1) OR X2 >= 7.920000 OR X2 < 0.700000 OR X3 >= 4.100000 OR X5 >= 53.600000 OR X5 < 18.000000 OR X9 >= 1.308000 OR X9 < 0.800000] AND [X3 >= 0.600000 OR X4 >= 195.000000 OR X4 < 150.000000 OR X5 >= 25.000000 OR X6 >= 192.000000 OR X7 < 6.200000],{'0.0': {'precision': 0.4807692307692308; 'recall': 0.5597014925373134; 'f1-score': 0.5172413793103448; 'support': 134}; '1.0': {'precision': 0.8115015974440895; 'recall': 0.7582089552238805; 'f1-score': 0.7839506172839505; 'support': 335}; 'accuracy': 0.7014925373134329; 'macro avg': {'precision': 0.6461354141066601; 'recall': 0.6589552238805969; 'f1-score': 0.6505959982971476; 'support': 469}; 'weighted avg': {'precision': 0.7170066355369868; 'recall': 0.7014925373134329; 'f1-score': 0.7077479778629203; 'support': 469}},{'0.0': {'precision': 0.3333333333333333; 'recall': 0.35714285714285715; 'f1-score': 0.3448275862068965; 'support': 14}; '1.0': {'precision': 0.7567567567567568; 'recall': 0.7368421052631579; 'f1-score': 0.7466666666666667; 'support': 38}; 'accuracy': 0.6346153846153846; 'macro avg': {'precision': 0.545045045045045; 'recall': 0.5469924812030075; 'f1-score': 0.5457471264367816; 'support': 52}; 'weighted avg': {'precision': 0.6427581427581427; 'recall': 0.6346153846153846; 'f1-score': 0.6384792219274978; 'support': 52}}
l: 5,3,CNF,3,469,52,7,[67; 67],158,143.649269,0.692308,16,[X0 >= 40.000000 OR X3 >= 4.100000 OR X4 >= 512.600000 OR X5 >= 43.000000 OR X7 >= 7.900000] AND [X0 < 35.000000 OR X4 >= 236.800000 OR X5 >= 140.200000 OR X6 >= 23.000000 OR X6 < 19.000000 OR X9 < 0.930000] AND [X4 >= 208.000000 OR X5 >= 74.000000 OR X6 < 42.000000 OR X7 < 5.100000 OR X9 < 0.546000],{'0.0': {'precision': 0.5078125; 'recall': 0.48872180451127817; 'f1-score': 0.49808429118773945; 'support': 133}; '1.0': {'precision': 0.8005865102639296; 'recall': 0.8125; 'f1-score': 0.8064992614475627; 'support': 336}; 'accuracy': 0.720682302771855; 'macro avg': {'precision': 0.6541995051319648; 'recall': 0.6506109022556391; 'f1-score': 0.652291776317651; 'support': 469}; 'weighted avg': {'precision': 0.7175610446666959; 'recall': 0.720682302771855; 'f1-score': 0.7190382997320903; 'support': 469}},{'0.0': {'precision': 0.46153846153846156; 'recall': 0.4; 'f1-score': 0.42857142857142855; 'support': 15}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.8108108108108109; 'f1-score': 0.7894736842105263; 'support': 37}; 'accuracy': 0.6923076923076923; 'macro avg': {'precision': 0.6153846153846154; 'recall': 0.6054054054054054; 'f1-score': 0.6090225563909775; 'support': 52}; 'weighted avg': {'precision': 0.6804733727810651; 'recall': 0.6923076923076923; 'f1-score': 0.6853672643146328; 'support': 52}}
l: 5,3,CNF,4,469,52,7,[67; 67],158,187.678764,0.673077,16,[X2 < 0.800000 OR X3 >= 0.300000 OR X4 >= 195.000000 OR X5 >= 53.600000 OR X6 < 23.000000 OR X8 < 2.700000] AND [X3 >= 1.000000 OR X5 >= 25.000000 OR X6 >= 42.000000 OR X7 >= 7.300000 OR X7 < 6.000000] AND [X0 >= 55.000000 OR X2 >= 0.800000 OR X5 < 18.000000 OR X6 >= 54.000000 OR X9 >= 1.308000],{'0.0': {'precision': 0.5309734513274337; 'recall': 0.45112781954887216; 'f1-score': 0.4878048780487805; 'support': 133}; '1.0': {'precision': 0.7949438202247191; 'recall': 0.8422619047619048; 'f1-score': 0.8179190751445087; 'support': 336}; 'accuracy': 0.7313432835820896; 'macro avg': {'precision': 0.6629586357760764; 'recall': 0.6466948621553885; 'f1-score': 0.6528619765966446; 'support': 469}; 'weighted avg': {'precision': 0.7200865514329516; 'recall': 0.7313432835820896; 'f1-score': 0.7243046013412424; 'support': 469}},{'0.0': {'precision': 0.4375; 'recall': 0.4666666666666667; 'f1-score': 0.45161290322580644; 'support': 15}; '1.0': {'precision': 0.7777777777777778; 'recall': 0.7567567567567568; 'f1-score': 0.7671232876712328; 'support': 37}; 'accuracy': 0.6730769230769231; 'macro avg': {'precision': 0.6076388888888888; 'recall': 0.6117117117117117; 'f1-score': 0.6093680954485197; 'support': 52}; 'weighted avg': {'precision': 0.6796207264957265; 'recall': 0.6730769230769231; 'f1-score': 0.6761106767735138; 'support': 52}}
l: 5,3,CNF,5,469,52,7,[67; 67],158,184.072123,0.576923,15,[X0 < 49.000000 OR X4 >= 195.000000 OR X7 < 5.100000 OR X8 < 2.000000] AND [X0 >= 45.000000 OR X3 >= 1.000000 OR X4 < 150.000000 OR X8 >= 3.100000 OR X9 >= 1.060000] AND [X3 >= 1.600000 OR X4 < 182.000000 OR X5 >= 43.000000 OR X6 >= 54.000000 OR X8 < 3.600000 OR X9 < 0.900000],{'0.0': {'precision': 0.44755244755244755; 'recall': 0.48120300751879697; 'f1-score': 0.463768115942029; 'support': 133}; '1.0': {'precision': 0.7883435582822086; 'recall': 0.7648809523809523; 'f1-score': 0.7764350453172205; 'support': 336}; 'accuracy': 0.6844349680170576; 'macro avg': {'precision': 0.6179480029173281; 'recall': 0.6230419799498746; 'f1-score': 0.6201015806296247; 'support': 469}; 'weighted avg': {'precision': 0.6917013030006345; 'recall': 0.6844349680170576; 'f1-score': 0.6877683041511214; 'support': 469}},{'0.0': {'precision': 0.26666666666666666; 'recall': 0.26666666666666666; 'f1-score': 0.26666666666666666; 'support': 15}; '1.0': {'precision': 0.7027027027027027; 'recall': 0.7027027027027027; 'f1-score': 0.7027027027027027; 'support': 37}; 'accuracy': 0.5769230769230769; 'macro avg': {'precision': 0.48468468468468473; 'recall': 0.48468468468468473; 'f1-score': 0.48468468468468473; 'support': 52}; 'weighted avg': {'precision': 0.5769230769230769; 'recall': 0.5769230769230769; 'f1-score': 0.5769230769230769; 'support': 52}}
